"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.904378146,      -5.652991886,       -5.78445181,      -5.833246586
          0,           0,           1,      -5.617730836,      -5.583910073,       -5.59801869,      -6.051061633
          0,           0,           2,      -5.480304546,      -5.439954171,       -5.56617695,      -5.986413574
          0,           0,           3,      -5.460280354,      -5.384044004,       -5.60781658,       -5.97303242
          0,           0,           4,      -5.419508551,      -5.322572422,      -5.626447279,      -5.937172107
          0,           0,           5,      -5.407690693,       -5.29282631,      -5.633044387,      -5.922910049
          0,           0,           6,      -5.399718717,      -5.260948307,      -5.656557604,      -5.915480005
          0,           0,           7,       -5.40605536,      -5.241213134,      -5.705953537,      -5.903628717
          0,           0,           8,       -5.42984609,      -5.239983017,       -5.73103341,      -5.913317204
          0,           0,           9,      -5.452679715,      -5.244061476,      -5.746031167,      -5.934789235
          0,           0,          10,      -5.472362701,      -5.249406785,      -5.772617957,      -5.953208843
          0,           0,          11,      -5.493778351,      -5.258856897,       -5.80318803,      -5.971955571
          0,           0,          12,      -5.514892534,      -5.272467815,      -5.827035812,         -5.995839
          0,           0,          13,      -5.531050048,      -5.287534401,      -5.843325173,       -6.02269534
          0,           0,          14,      -5.539831705,      -5.301117422,      -5.854779446,       -6.04740212
          0,           0,          15,      -5.542070283,      -5.311879982,      -5.861923068,      -6.066549384
          0,           0,          16,      -5.540722783,      -5.320376643,       -5.86517955,      -6.080149377
          0,           0,          17,      -5.539672833,      -5.328516224,      -5.867596691,      -6.090250044
          0,           0,          18,       -5.54267023,      -5.338934553,      -5.873279704,      -6.099782604
          0,           0,          19,      -5.552659443,      -5.354409793,      -5.884978984,      -6.111954527
          0,           0,          20,      -5.571512273,      -5.377328312,      -5.903047195,      -6.129388813
          0,           0,          21,      -5.599843043,      -5.409241956,      -5.925396751,      -6.153337519
          0,           0,          22,      -5.636526238,      -5.450353665,      -5.947961902,      -6.183155736
          0,           0,          23,      -5.677709117,       -5.49850637,      -5.965992534,      -6.215844363
          0,           0,          24,      -5.715621762,      -5.547316077,      -5.976765218,       -6.24687596
          0,           0,          25,      -5.737112173,      -5.583117108,      -5.970120438,      -6.263941722
          0,           0,          26,      -5.741062225,      -5.595493625,      -5.966282262,      -6.268231402
          0,           0,          27,      -5.729099233,      -5.582490355,      -5.965666988,      -6.260916313
          0,           0,          28,      -5.708438877,      -5.551691725,      -5.962965515,      -6.245885279
          0,           0,          29,      -5.688182845,      -5.515807376,      -5.965907786,      -6.228369719
          0,           0,          30,      -5.675068212,      -5.484724981,       -5.97506467,      -6.214028442
          0,           0,          31,      -5.671054974,      -5.461770186,      -5.986914292,      -6.204756553
          0,           0,          32,      -5.676756039,      -5.448080991,      -6.000549153,      -6.201789795
          0,           0,          33,      -5.692164188,      -5.444077663,      -6.014851784,      -6.206072624
          0,           0,          34,      -5.716687268,      -5.449558404,      -6.028948828,        -6.2180131
          0,           0,          35,      -5.750008176,      -5.464491714,      -6.045494871,      -6.241895734
          0,           0,          36,       -5.78113928,      -5.480816937,      -6.052725289,      -6.251959099
          0,           0,          37,      -5.819173372,      -5.508722509,      -6.059307309,      -6.277517946
          0,           0,          38,      -5.856747491,      -5.539793951,      -6.084815108,      -6.307485983
          0,           0,          39,      -5.897830264,      -5.577960116,      -6.110974135,      -6.343465715
          0,           0,          40,      -5.937164932,      -5.620070093,      -6.143686131,      -6.388176393
          0,           0,          41,      -5.972198168,       -5.66209816,      -6.187178352,      -6.433062127
          0,           0,          42,      -6.003062465,      -5.702256642,      -6.237667276,      -6.477566008
          0,           0,          43,      -6.030886666,      -5.739391502,       -6.29260361,      -6.520904521
          0,           0,          44,      -6.057890063,      -5.773473129,      -6.349839919,      -6.561776954
          0,           0,          45,      -6.086312448,      -5.805762776,      -6.405326746,      -6.599964923
          0,           0,          46,      -6.117720222,      -5.838193906,      -6.454657438,       -6.63610619
          0,           0,          47,      -6.152820636,      -5.872714889,      -6.494487889,      -6.671865812
          0,           0,          48,      -6.190411362,      -5.909979084,      -6.519479088,      -6.707987301
          0,           0,          49,      -6.223282249,      -5.945804474,      -6.520945572,      -6.733028832
          0,           0,          50,      -6.250478076,      -5.980106699,      -6.529196297,      -6.755210925
          0,           0,          51,      -6.278820368,      -6.017868591,      -6.553893565,      -6.790287905
          0,           0,          52,      -6.307687974,      -6.059139649,      -6.587165213,      -6.832120104
          0,           0,          53,      -6.338405424,      -6.102682922,      -6.621197923,      -6.877453896
          0,           0,          54,      -6.372515743,      -6.147043772,      -6.658804597,      -6.922266989
          0,           0,          55,      -6.409628682,      -6.191487579,      -6.699979654,       -6.96489602
          0,           0,          56,      -6.449864797,      -6.236449618,      -6.743101706,      -7.006316127
          0,           0,          57,      -6.493273455,      -6.282518728,      -6.785039477,      -7.046933037
          0,           0,          58,      -6.536537323,      -6.328032049,      -6.812607561,      -7.078955484
          0,           0,          59,        -6.5755776,      -6.371803483,      -6.833805516,      -7.115772724
          0,           0,          60,      -6.607072581,       -6.40977717,      -6.853000045,      -7.148039956
          0,           0,          61,      -6.630662166,      -6.440041033,      -6.868018344,      -7.175080775
          0,           0,          62,       -6.64551604,      -6.458494619,        -6.8837593,      -7.197402863
          0,           0,          63,      -6.653719858,      -6.463305326,      -6.904485682,      -7.210897606
          0,           0,          64,      -6.659513074,      -6.458236125,      -6.929640615,      -7.215839184
          0,           0,          65,      -6.666936141,      -6.449712418,      -6.956414972,      -7.216790718
          0,           0,          66,      -6.677621438,      -6.442294153,      -6.979789704,      -7.217674874
          0,           0,          67,      -6.686881536,      -6.434854076,      -6.986822813,      -7.208549639
          0,           0,          68,      -6.702410785,       -6.43720673,      -6.989289077,      -7.204828004
          0,           0,          69,      -6.727926832,      -6.451255163,      -6.997774843,      -7.216934861
          0,           0,          70,       -6.76484529,      -6.478058171,      -7.010913292,      -7.237381087
          0,           0,          71,      -6.810897285,      -6.516406069,      -7.026488341,      -7.268320473
          0,           0,          72,      -6.858864418,      -6.561070165,      -7.050211584,      -7.305049761
          0,           0,          73,      -6.903903336,      -6.608771258,      -7.080107831,      -7.345578215
          0,           0,          74,      -6.942306472,      -6.655971706,       -7.11360755,      -7.387753221
          0,           0,          75,      -6.971857659,      -6.697784257,      -7.151657988,      -7.427669748
          0,           0,          76,      -6.993955058,       -6.73079809,      -7.193860005,      -7.462872753
          0,           0,          77,      -7.011986469,      -6.754604634,      -7.237916441,      -7.492210402
          0,           0,          78,      -7.029605791,      -6.771693274,      -7.281212114,      -7.515574933
          0,           0,          79,      -7.050022244,      -6.786359509,      -7.320856885,      -7.534790437
          0,           0,          80,       -7.07550084,      -6.802915571,      -7.354255745,      -7.552996033
          0,           0,          81,      -7.107169649,      -6.824501418,      -7.380800725,      -7.573165981
          0,           0,          82,      -7.145136435,       -6.85291237,      -7.402546492,      -7.597365167
          0,           0,          83,      -7.188652374,       -6.88884677,      -7.423120438,      -7.626750504
          0,           0,          84,      -7.236150729,      -6.932068593,      -7.446251517,       -7.66176619
          0,           0,          85,      -7.285139376,      -6.981347321,      -7.474677665,      -7.702145971
          0,           0,          86,      -7.332106122,      -7.034214774,      -7.509338771,      -7.746590951
          0,           0,          87,      -7.372947418,      -7.086749044,      -7.549522369,      -7.792628027
          0,           0,          88,      -7.404391694,      -7.134130747,       -7.59380199,      -7.837326861
          0,           0,          89,      -7.426019403,      -7.172605129,      -7.640914637,      -7.878498079
          0,           0,          90,      -7.440804296,      -7.201682972,      -7.689201146,      -7.915224273
          0,           0,          91,      -7.453314191,      -7.224396748,      -7.735229674,      -7.948168848
          0,           0,          92,      -7.467096007,      -7.245036457,      -7.774656366,      -7.979489454
          0,           0,          93,      -7.483372171,       -7.26663179,      -7.805332297,      -8.011319278
          0,           0,          94,       -7.50161594,       -7.29015029,      -7.828367659,      -8.044227205
          0,           0,          95,      -7.520759576,      -7.314974333,      -7.846543397,      -8.077237739
          0,           0,          96,      -7.539833751,      -7.339498685,      -7.863161086,      -8.108676416
          0,           0,          97,      -7.558262287,      -7.361713031,      -7.881483795,      -8.136928488
          0,           0,          98,      -7.576173168,      -7.380094479,      -7.903760783,      -8.160855366
          0,           0,          99,      -7.594478765,      -7.394506334,      -7.930517159,      -8.180167318
          0,           0,         100,      -7.614595271,      -7.406438303,      -7.960542568,      -8.195729105
          0,           0,         101,      -7.638005306,      -7.418430025,      -7.991316679,      -8.209435197
          0,           0,         102,      -7.665900866,       -7.43320787,       -8.01974245,       -8.22366397
          0,           0,         103,      -7.698937974,      -7.453052983,      -8.043258526,      -8.240676415
          0,           0,         104,      -7.737011282,      -7.479487972,       -8.06110821,      -8.262239303
          0,           0,         105,      -7.779049953,      -7.513105434,      -8.075312741,      -8.289715415
          0,           0,         106,      -7.822666602,      -7.553037242,      -8.091500847,      -8.324506998
          0,           0,         107,      -7.861264929,      -7.595100924,      -8.103194366,      -8.355081135
          0,           0,         108,      -7.891665091,      -7.635046079,      -8.114837251,      -8.388113899
          0,           0,         109,      -7.911507395,      -7.666407019,      -8.135790631,      -8.415275201
          0,           0,         110,      -7.921411105,      -7.684949069,      -8.156680246,      -8.436079007
          0,           0,         111,      -7.923539222,      -7.688054599,      -8.180031735,        -8.4475076
          0,           0,         112,       -7.92315072,      -7.680141519,      -8.207313171,       -8.45023162
          0,           0,         113,      -7.924310812,      -7.667982254,      -8.235872909,      -8.450896587
          0,           0,         114,      -7.924277219,      -7.652457939,      -8.256024481,      -8.444939933
