"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633192551942940e-05, 4.849285718076919e-01, -1.138974995205689e+00, -1.295084851578356e-01, 3.102253068153625e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.077778940445931e+00
1, 9.990000128750000e-01, -1.454406184598998e-04, 1.174217968294087e-02, -1.567183837336426e-01, -9.736122183944411e-02, 2.312593258017117e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.202613641651837e+00
2, 9.977599978450000e-01, -3.271597074334680e-04, -1.017973782173968e-02, -8.051696357897019e-02, -1.304561480792355e-01, 1.180615832940198e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.997719022733333e-02
3, 9.960200190539999e-01, -5.880509035533382e-04, -3.794108197457322e-02, -2.499136784452236e-02, -1.266192978891048e-01, 7.822719949368320e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.453210864892747e-02
4, 9.937800168990000e-01, -9.403214957581870e-04, -6.595158252520271e-02, 2.621400087984268e-02, -1.341909541709746e-01, -1.045553587554410e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.152228945643038e-02
5, 9.910500049590000e-01, -1.403399622003661e-03, -7.883275412406512e-02, 5.136124558311114e-02, -1.461691054164868e-01, -1.519107176035353e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.434924058729749e-02
6, 9.878399968150000e-01, -2.003093784949933e-03, -8.320128959780666e-02, 6.324301214778905e-02, -1.623987529441640e-01, -1.733802988453944e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.547384581589277e-02
7, 9.841300249100000e-01, -2.770688206071912e-03, -7.797112497125655e-02, 6.081721289382681e-02, -1.817844099212436e-01, -1.673391387515154e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.897810499922896e-02
8, 9.799500107769999e-01, -3.715859544847604e-03, -6.230790903227630e-02, 4.327808825437830e-02, -2.016381752076951e-01, -1.329821504458372e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.337140097090103e-02
9, 9.752799868580000e-01, -4.836300992892366e-03, -3.679540071398143e-02, 1.160769866007686e-02, -2.183161912761744e-01, -7.215012117952349e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.781297526250383e-02
