"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633240963563842e-05, 1.319690019334859e+00, 6.987102391447158e-01, 1.016435076253188e-01, 3.775515400515597e+00
1, 9.990000128750000e-01, -1.454711742732867e-04, 1.187352359308149e+00, 7.007359453900633e-01, 1.025254958386089e-01, 3.408698391932358e+00
2, 9.977599978450000e-01, -3.274946038480025e-04, 1.179589632947974e+00, 7.515066427028797e-01, 1.120670136102528e-01, 3.396381869901981e+00
3, 9.960200190539999e-01, -5.898571438973935e-04, 1.167511474278465e+00, 7.698289310071557e-01, 1.197963127640833e-01, 3.366674564589502e+00
4, 9.937800168990000e-01, -9.468361523376828e-04, 1.160295200306663e+00, 7.766332163378428e-01, 1.299335498485655e-01, 3.348393704573891e+00
5, 9.910500049590000e-01, -1.421358502036365e-03, 1.155374307033314e+00, 7.830939101903217e-01, 1.446122901067552e-01, 3.336586100479274e+00
6, 9.878399968150000e-01, -2.043767052258233e-03, 1.148024183946565e+00, 7.892831807704571e-01, 1.629538181061689e-01, 3.318273621836058e+00
7, 9.841300249100000e-01, -2.850043665582219e-03, 1.136910429390719e+00, 7.992513544246677e-01, 1.831873916232471e-01, 3.290592469429657e+00
8, 9.799500107769999e-01, -3.852141794751433e-03, 1.120645698892566e+00, 8.144563492663647e-01, 2.021669503620338e-01, 3.250012017429988e+00
9, 9.752799868580000e-01, -5.046828312386717e-03, 1.099271876968119e+00, 8.349201410450178e-01, 2.159589943306722e-01, 3.196618706696333e+00
10, 9.701499938960000e-01, -6.386997149175387e-03, 1.073965759215433e+00, 8.589759890669462e-01, 2.213111840725714e-01, 3.133263997179408e+00
11, 9.645400047300000e-01, -7.813934950894521e-03, 1.047353147627741e+00, 8.833593657110399e-01, 2.166998420800778e-01, 3.066394581035740e+00
12, 9.584699869160000e-01, -9.252258747463759e-03, 1.024013003541153e+00, 9.044546838177646e-01, 2.033418856036115e-01, 3.007625578243553e+00
13, 9.519400000570000e-01, -1.064670120736112e-02, 1.007878135685634e+00, 9.197741075769503e-01, 1.849988449653177e-01, 2.966995690196661e+00
14, 9.449599981310000e-01, -1.196959151442288e-02, 9.999964998215187e-01, 9.287494186256331e-01, 1.663411483883824e-01, 2.947186363750729e+00
15, 9.375399947170000e-01, -1.322577515025417e-02, 9.984737530809462e-01, 9.324318607597761e-01, 1.510434595888407e-01, 2.943372074970970e+00
16, 9.296900033950000e-01, -1.444315867776441e-02, 1.000124226241895e+00, 9.328962311465440e-01, 1.407386857088239e-01, 2.947510014419766e+00
17, 9.214000105860000e-01, -1.566068707091493e-02, 1.002083396571651e+00, 9.322381839676667e-01, 1.351583274349176e-01, 2.952391878625099e+00
18, 9.126999974250000e-01, -1.690641413061563e-02, 1.002575749996429e+00, 9.319260948953133e-01, 1.329066443586572e-01, 2.953549296738657e+00
19, 9.035800099370001e-01, -1.820208654636767e-02, 1.001035531130613e+00, 9.326012847360003e-01, 1.323676287711630e-01, 2.949559383232502e+00
20, 8.940600156780000e-01, -1.955205726297159e-02, 9.976944898054831e-01, 9.343179240791344e-01, 1.322480765818405e-01, 2.941015971636355e+00
21, 8.841500282290000e-01, -2.095230426421349e-02, 9.931143703822179e-01, 9.367779561902138e-01, 1.317812048560132e-01, 2.929332357364396e+00
22, 8.738499879840000e-01, -2.239510217248257e-02, 9.878823027721293e-01, 9.396051307953212e-01, 1.306778473827485e-01, 2.915984885636026e+00
23, 8.631799817090000e-01, -2.386876400771253e-02, 9.824704111574036e-01, 9.425050807451633e-01, 1.289644491893246e-01, 2.902169061985792e+00
24, 8.521599769590000e-01, -2.536298041727458e-02, 9.771529071774938e-01, 9.452829589334032e-01, 1.268043487278133e-01, 2.888575561679409e+00
25, 8.407700061800000e-01, -2.687493514949155e-02, 9.720376107519709e-01, 9.478667954490478e-01, 1.243895241223636e-01, 2.875479922312995e+00
26, 8.290500044819999e-01, -2.839572562229372e-02, 9.671236042188017e-01, 9.502520057591698e-01, 1.218585332587194e-01, 2.862881501505071e+00
