"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633283709476363e-05, 1.319928833712049e+00, 6.959523041004250e-01, 1.012610872952872e-01, 3.775758772037285e+00
1, 9.990000128750000e-01, -1.454981655526920e-04, 1.188664065676054e+00, 6.954917412570063e-01, 1.018615308907831e-01, 3.411438472738432e+00
2, 9.977599978450000e-01, -3.277906642557533e-04, 1.182204277048280e+00, 7.446971085133340e-01, 1.114443498274569e-01, 3.402356506681536e+00
3, 9.960200190539999e-01, -5.914559517111102e-04, 1.171251731493856e+00, 7.614600547873183e-01, 1.195427433932947e-01, 3.375418395655518e+00
4, 9.937800168990000e-01, -9.526137760482576e-04, 1.165063634912783e+00, 7.668407780862856e-01, 1.305129157866376e-01, 3.359697400049006e+00
5, 9.910500049590000e-01, -1.437330414279329e-03, 1.160941024665652e+00, 7.720447984294306e-01, 1.465412458195707e-01, 3.349866916994568e+00
6, 9.878399968150000e-01, -2.080084545974316e-03, 1.154106162979288e+00, 7.773514774892923e-01, 1.667004896117589e-01, 3.332841878873078e+00
7, 9.841300249100000e-01, -2.921297571578228e-03, 1.143152161099558e+00, 7.869679183337726e-01, 1.890491432077832e-01, 3.305574530545926e+00
8, 9.799500107769999e-01, -3.975454186408169e-03, 1.126632499105227e+00, 8.025226135880724e-01, 2.102001602127377e-01, 3.264394830070430e+00
9, 9.752799868580000e-01, -5.239337443503998e-03, 1.104561871472463e+00, 8.240751301565460e-01, 2.258670671140664e-01, 3.209316581914729e+00
10, 9.701499938960000e-01, -6.661496987092267e-03, 1.078148793460346e+00, 8.498550444033069e-01, 2.324381568908434e-01, 3.143261515779561e+00
11, 9.645400047300000e-01, -8.176757968701537e-03, 1.050100686311665e+00, 8.762915379708716e-01, 2.281056641246492e-01, 3.072849181053261e+00
12, 9.584699869160000e-01, -9.701895796971005e-03, 1.025379376503924e+00, 8.993077903741393e-01, 2.140576626107551e-01, 3.010652133346337e+00
13, 9.519400000570000e-01, -1.117587304148976e-02, 1.008438021128754e+00, 9.160269368968779e-01, 1.943745159546895e-01, 2.968038023279107e+00
14, 9.449599981310000e-01, -1.256862102618040e-02, 1.000512963020494e+00, 9.257186827628577e-01, 1.742483190501877e-01, 2.948162491503786e+00
15, 9.375399947170000e-01, -1.388639057940955e-02, 9.995224954785714e-01, 9.294948151714838e-01, 1.578105889852168e-01, 2.945716038341132e+00
16, 9.296900033950000e-01, -1.516117649153255e-02, 1.001944794146375e+00, 9.296605854145537e-01, 1.469193696927789e-01, 2.951810573841271e+00
17, 9.214000105860000e-01, -1.643708094165673e-02, 1.004623519440128e+00, 9.285760318047362e-01, 1.412952682209844e-01, 2.958510775486872e+00
18, 9.126999974250000e-01, -1.774643323775890e-02, 1.005609252150954e+00, 9.279032837468296e-01, 1.393950369752057e-01, 2.960914394426577e+00
19, 9.035800099370001e-01, -1.911410525321556e-02, 1.004295757303371e+00, 9.283729966039989e-01, 1.394240445123399e-01, 2.957499070806553e+00
20, 8.940600156780000e-01, -2.054580553134090e-02, 1.000935561969134e+00, 9.300572088738362e-01, 1.399465827847871e-01, 2.948911659916204e+00
21, 8.841500282290000e-01, -2.203775287151426e-02, 9.961305166997850e-01, 9.326363332360627e-01, 1.401067807044043e-01, 2.936665736226443e+00
22, 8.738499879840000e-01, -2.358188917642926e-02, 9.905013117462607e-01, 9.356924505947746e-01, 1.395717211301376e-01, 2.922318115852798e+00
23, 8.631799817090000e-01, -2.516573096208774e-02, 9.845398486861726e-01, 9.389024796664259e-01, 1.383550757746840e-01, 2.907112351070690e+00
24, 8.521599769590000e-01, -2.677809238592954e-02, 9.785216533481573e-01, 9.420438245166016e-01, 1.366176094381377e-01, 2.891737567263973e+00
25, 8.407700061800000e-01, -2.841568303932808e-02, 9.725554311189994e-01, 9.450363400144052e-01, 1.345491134657271e-01, 2.876471316656120e+00
26, 8.290500044819999e-01, -3.006836406897435e-02, 9.666280749965817e-01, 9.478662112133156e-01, 1.322799645001653e-01, 2.861278953879637e+00
27, 8.170099854470000e-01, -3.173152515069660e-02, 9.606792016410732e-01, 9.505685011876902e-01, 1.298788982326777e-01, 2.846010515006643e+00
28, 8.046399950980000e-01, -3.340357359956792e-02, 9.546429059628212e-01, 9.531511257881949e-01, 1.273558503182713e-01, 2.830492124394840e+00
29, 7.919700145720000e-01, -3.507725564028008e-02, 9.484969198795461e-01, 9.556384543932960e-01, 1.246863784992398e-01, 2.814670715923568e+00
30, 7.790099978450000e-01, -3.674763277145515e-02, 9.422368171246097e-01, 9.580506773901682e-01, 1.218403516019995e-01, 2.798540014717003e+00
