"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -12.94224532,      -13.18792412,      -13.48218444,      -12.37737584,             0.448,     0.00108149092,     0.08126786182,                 0,                 0,                 0,    -0.03312121718,  -0.0006916155081,     0.08127211487,                 0,        75.1442849
          0,           0,           1,       -13.0097418,      -13.35779887,      -13.27201032,      -12.45479152,             0.448,    0.001081490895,     0.08126786182,                 0,                 0,                 0,    -0.03312121718,  -0.0006916155335,     0.08127211487,                 0,       75.14428667
          0,           0,           2,      -13.00412307,      -13.34879916,      -13.31905485,      -12.44706893,             0.448,     0.00108149089,     0.08126786183,                 0,                 0,                 0,    -0.03312121718,  -0.0006916155382,     0.08127211488,                 0,         75.144287
          0,           0,           3,      -13.01139913,      -13.37233241,      -13.29958059,      -12.45365981,             0.448,    0.001081490891,     0.08126786182,                 0,                 0,                 0,    -0.03312121719,  -0.0006916155376,     0.08127211487,                 0,       75.14428696
          0,           0,           4,      -13.00886464,      -13.32513723,      -13.28116395,      -12.44999222,             0.448,    0.001081490888,     0.08126786181,                 0,                 0,                 0,    -0.03312121719,  -0.0006916155402,     0.08127211485,                 0,       75.14428715
          0,           0,           5,      -13.01162373,      -13.28367056,      -13.29457651,      -12.45271438,             0.448,    0.001081490885,      0.0812678618,                 0,                 0,                 0,    -0.03312121719,  -0.0006916155423,     0.08127211485,                 0,       75.14428729
          0,           0,           6,      -13.01790984,      -13.33971285,      -13.31546415,      -12.46008959,             0.448,    0.001081490884,     0.08126786179,                 0,                 0,                 0,     -0.0331212172,  -0.0006916155433,     0.08127211484,                 0,       75.14428737
          0,           0,           7,      -13.02394255,      -13.32981693,      -13.31042796,      -12.46582407,             0.448,    0.001081490883,     0.08126786179,                 0,                 0,                 0,     -0.0331212172,   -0.000691615544,     0.08127211483,                 0,       75.14428742
          0,           0,           8,      -13.02846062,      -13.30377627,      -13.32097944,      -12.46997914,             0.448,    0.001081490882,     0.08126786178,                 0,                 0,                 0,     -0.0331212172,  -0.0006916155448,     0.08127211483,                 0,       75.14428748
          0,           0,           9,      -13.03853586,       -13.3455155,      -13.34233475,       -12.4812664,             0.448,    0.001081490881,     0.08126786177,                 0,                 0,                 0,     -0.0331212172,  -0.0006916155457,     0.08127211482,                 0,       75.14428755
          0,           0,          10,      -13.04736344,      -13.39596367,      -13.37112381,      -12.49107678,             0.448,     0.00108149088,     0.08126786177,                 0,                 0,                 0,     -0.0331212172,  -0.0006916155465,     0.08127211482,                 0,       75.14428761
