"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -5.090184381,      -5.047600961,       -5.89398703,      -4.493804278,             0.448,     0.00452599889,       0.125208551,                 0,                 0,                 0,    -0.02476880964,     0.00179351168,      0.1252774889,                 0,       27.66429114
          0,           0,           1,       -5.40061495,      -5.274607888,      -5.247766475,       -4.80236699,             0.448,    0.002450344161,      0.1245735919,                 0,                 0,                 0,    -0.02524517114,  -0.0002677975394,      0.1245974007,                 0,       50.83922244
          0,           0,           2,       -5.31654719,      -5.309765249,      -5.373187155,      -4.730284431,             0.448,    0.002252330519,       0.126253712,                 0,                 0,                 0,    -0.02505210194,  -0.0005024156882,      0.1262728014,                 0,       56.05470022
          0,           0,           3,      -5.297623649,      -5.376229509,      -5.330063689,      -4.713464704,             0.448,     0.00228255345,      0.1253941184,                 0,                 0,                 0,    -0.02548110518,  -0.0004534480141,      0.1254140717,                 0,       54.93589579
          0,           0,           4,       -5.26475987,      -5.362100258,      -5.318596323,      -4.686660579,             0.448,    0.002089704962,      0.1241670964,                 0,                 0,                 0,    -0.02570097879,  -0.0006194832635,      0.1241831346,                 0,       59.41848185
          0,           0,           5,      -5.254715148,      -5.366898266,      -5.354144116,      -4.681118053,             0.448,    0.001967212877,      0.1236381768,                 0,                 0,                 0,     -0.0257077197,    -0.00073040788,      0.1236516688,                 0,       62.84941416
          0,           0,           6,      -5.235748553,      -5.404635478,      -5.388351405,       -4.66524729,             0.448,    0.001915629036,      0.1231932727,                 0,                 0,                 0,    -0.02585161324,  -0.0007722739124,      0.1232057452,                 0,       64.30956639
          0,           0,           7,       -5.22364494,      -5.422606374,      -5.372693807,      -4.656706798,             0.448,    0.001875782602,      0.1226111987,                 0,                 0,                 0,    -0.02598914636,  -0.0007994129869,      0.1226229405,                 0,        65.3653566
          0,           0,           8,      -5.211434849,      -5.427003514,      -5.387639708,      -4.648215315,             0.448,    0.001816706095,      0.1219916619,                 0,                 0,                 0,    -0.02609647994,  -0.0008449603108,      0.1220022624,                 0,       67.14991611
          0,           0,           9,      -5.201932836,       -5.47140288,      -5.418435457,      -4.641567354,             0.448,    0.001751612331,      0.1215269331,                 0,                 0,                 0,    -0.02613977939,  -0.0008999005803,      0.1215362242,                 0,       69.38003974
          0,           0,          10,      -5.189802142,      -5.514142211,      -5.447227273,      -4.630801028,             0.448,    0.001698965066,      0.1211910521,                 0,                 0,                 0,    -0.02613031256,  -0.0009452081095,      0.1211992746,                 0,       71.33228015
          0,           0,          11,      -5.180915596,      -5.542676149,       -5.45804832,      -4.623850362,             0.448,    0.001655653302,       0.120879056,                 0,                 0,                 0,    -0.02611364146,  -0.0009817034085,      0.1208864079,                 0,       73.00988429
          0,           0,          12,      -5.173181402,       -5.56464404,       -5.47442781,      -4.618315048,             0.448,    0.001612699649,      0.1205618001,                 0,                 0,                 0,    -0.02610545423,   -0.001017725939,      0.1205682905,                 0,       74.75775181
          0,           0,          13,      -5.166473775,      -5.586730936,      -5.500674193,      -4.613169764,             0.448,     0.00156993904,      0.1202684827,                 0,                 0,                 0,    -0.02609459824,   -0.001054077686,      0.1202741101,                 0,       76.60710361
          0,           0,          14,       -5.16058113,      -5.603862784,      -5.523806917,      -4.607904744,             0.448,    0.001531176546,      0.1200180803,                 0,                 0,                 0,     -0.0260731844,   -0.001087368457,      0.1200229217,                 0,       78.38291452
          0,           0,          15,      -5.154728346,      -5.609721368,      -5.539009439,      -4.602113351,             0.448,    0.001498619352,      0.1198059771,                 0,                 0,                 0,    -0.02604545869,   -0.001115290896,      0.1198101587,                 0,       79.94423464
          0,           0,          16,      -5.149847094,      -5.609445488,      -5.551165779,      -4.597315018,             0.448,     0.00147152195,      0.1196173714,                 0,                 0,                 0,    -0.02601987228,   -0.001138267437,      0.1196210068,                 0,       81.28820054
          0,           0,          17,      -5.146999975,      -5.609601139,      -5.565583268,      -4.594730101,             0.448,    0.001448045316,      0.1194392961,                 0,                 0,                 0,    -0.02600028356,   -0.001157853793,      0.1194424618,                 0,       82.48312037
          0,           0,          18,      -5.146237568,       -5.61249648,      -5.583343778,      -4.594184013,             0.448,    0.001427163591,      0.1192705023,                 0,                 0,                 0,    -0.02598564785,    -0.00117504833,      0.1192732526,                 0,       83.57171036
          0,           0,          19,      -5.147558527,       -5.61759661,      -5.603730336,      -4.595592501,             0.448,    0.001409461409,      0.1191106622,                 0,                 0,                 0,    -0.02597356938,   -0.001189259408,      0.1191130644,                 0,       84.50792726
          0,           0,          20,      -5.150853721,      -5.625306491,      -5.625000437,      -4.598805039,             0.448,    0.001396039252,      0.1189603769,                 0,                 0,                 0,    -0.02596288065,   -0.001199399912,       0.118962522,                 0,       85.21277368
          0,           0,          21,      -5.156010841,      -5.635293932,      -5.645906688,      -4.603793846,             0.448,    0.001387578247,      0.1188167624,                 0,                 0,                 0,    -0.02595437834,   -0.001204725972,      0.1188187571,                 0,        85.6288737
          0,           0,          22,      -5.163182515,      -5.647509857,      -5.665520895,      -4.610755106,             0.448,    0.001384370753,      0.1186746844,                 0,                 0,                 0,    -0.02594927544,   -0.001204833286,      0.1186766429,                 0,       85.72463999
          0,           0,          23,      -5.172528418,      -5.661881921,      -5.682708834,       -4.61984266,             0.448,    0.001386513918,      0.1185293571,                 0,                 0,                 0,    -0.02594846457,   -0.001199520334,       0.118531397,                 0,       85.48731867
          0,           0,          24,      -5.184089305,      -5.677880773,      -5.695629464,      -4.631053101,             0.448,    0.001393801793,      0.1183841926,                 0,                 0,                 0,    -0.02595208066,   -0.001189067446,       0.118386426,                 0,       84.93617472
          0,           0,          25,      -5.198066709,      -5.696085452,      -5.705537416,      -4.644521733,             0.448,    0.001405980615,      0.1182410762,                 0,                 0,                 0,    -0.02595974476,   -0.001173769453,      0.1182436093,                 0,       84.09865318
          0,           0,          26,      -5.214782165,      -5.717114753,      -5.715468325,       -4.66057364,             0.448,    0.001422688933,      0.1180964176,                 0,                 0,                 0,    -0.02597110766,   -0.001153909402,      0.1180993497,                 0,       83.00930364
          0,           0,          27,      -5.234345817,      -5.740446594,      -5.725933952,      -4.679475411,             0.448,    0.001443258162,      0.1179550814,                 0,                 0,                 0,    -0.02598508383,   -0.001130261834,      0.1179584958,                 0,       81.72833142
          0,           0,          28,      -5.255973381,       -5.76505155,      -5.737904505,      -4.700374793,             0.448,    0.001466542274,      0.1178150533,                 0,                 0,                 0,    -0.02600197042,   -0.001103928566,      0.1178190089,                 0,       80.33525891
          0,           0,          29,      -5.279072153,       -5.79043904,      -5.752776707,      -4.722611171,             0.448,    0.001491410418,      0.1176752206,                 0,                 0,                 0,    -0.02602149545,   -0.001076015907,      0.1176797521,                 0,        78.9019704
          0,           0,          30,      -5.303510824,      -5.816541405,      -5.771014598,      -4.746166578,             0.448,    0.001516843085,      0.1175355017,                 0,                 0,                 0,     -0.0260431032,    -0.00104754134,      0.1175406212,                 0,       77.48692194
          0,           0,          31,      -5.329664084,      -5.843214686,      -5.793675846,      -4.771529958,             0.448,    0.001541738971,      0.1173946169,                 0,                 0,                 0,    -0.02606672949,   -0.001019577992,       0.117400313,                 0,       76.14428841
          0,           0,          32,      -5.356739262,      -5.869759801,      -5.818963045,      -4.797829375,             0.448,    0.001565315578,      0.1172511856,                 0,                 0,                 0,    -0.02609153517,  -0.0009928780591,      0.1172574302,                 0,       74.90578083
          0,           0,          33,      -5.386525542,      -5.895283621,      -5.845628228,      -4.826935697,             0.448,    0.001586785063,      0.1171058412,                 0,                 0,                 0,    -0.02611691342,  -0.0009682430121,      0.1171125887,                 0,       73.80069548
          0,           0,          34,      -5.417319824,       -5.91952735,      -5.871882796,      -4.857077206,             0.448,    0.001605709187,      0.1169621307,                 0,                 0,                 0,    -0.02614139331,  -0.0009461883636,      0.1169693253,                 0,       72.84141592
          0,           0,          35,      -5.448936234,      -5.942706389,      -5.899267527,      -4.887944017,             0.448,    0.001621442095,      0.1168190007,                 0,                 0,                 0,    -0.02616490453,  -0.0009273368355,      0.1168265726,                 0,       72.04635991
          0,           0,          36,      -5.481309271,      -5.965214431,      -5.927887536,      -4.919606151,             0.448,    0.001633493932,      0.1166761836,                 0,                 0,                 0,     -0.0261873822,  -0.0009121723268,      0.1166840523,                 0,       71.42737498
          0,           0,          37,      -5.514459371,      -5.988219601,      -5.957831859,      -4.952310803,             0.448,    0.001641722311,      0.1165351125,                 0,                 0,                 0,    -0.02620807638,  -0.0009008684556,      0.1165431943,                 0,       70.98344933
          0,           0,          38,      -5.547915747,      -6.012188959,      -5.988563688,      -4.985618185,             0.448,    0.001646050304,      0.1163969578,                 0,                 0,                 0,    -0.02622667123,  -0.0008935276647,      0.1164051669,                 0,       70.71288013
          0,           0,          39,      -5.581371047,      -6.037347031,      -6.020096209,      -5.019139748,             0.448,    0.001646588177,       0.116263071,                 0,                 0,                 0,     -0.0262429706,  -0.0008900691945,      0.1162713237,                 0,       70.60846947
          0,           0,          40,      -5.614623775,      -6.063842345,      -6.052798911,      -5.052645943,             0.448,    0.001643630211,      0.1161346119,                 0,                 0,                 0,    -0.02625681798,  -0.0008902241366,      0.1161428306,                 0,        70.6573846
          0,           0,          41,      -5.647675035,       -6.09125862,      -6.086645157,      -5.086185083,             0.448,    0.001637667796,      0.1160115063,                 0,                 0,                 0,    -0.02626816329,  -0.0008934995977,      0.1160196243,                 0,       70.83946243
          0,           0,          42,      -5.680490824,      -6.118951985,      -6.120287659,      -5.119765376,             0.448,    0.001629271146,      0.1158959862,                 0,                 0,                 0,    -0.02627681636,  -0.0008993741909,      0.1159039484,                 0,        71.1336394
          0,           0,          43,      -5.712604173,      -6.145995521,      -6.152634403,      -5.152854926,             0.448,    0.001618997971,      0.1157888255,                 0,                 0,                 0,    -0.02628295204,  -0.0009073072229,      0.1157965891,                 0,       71.51882063
          0,           0,          44,       -5.74392839,      -6.171214009,      -6.183480333,      -5.185249636,             0.448,    0.001607485737,      0.1156903179,                 0,                 0,                 0,    -0.02628668159,  -0.0009166677863,      0.1156978539,                 0,       71.96973215
          0,           0,          45,      -5.774174558,      -6.193803139,      -6.212469354,      -5.216625661,             0.448,    0.001595408124,      0.1156008554,                 0,                 0,                 0,    -0.02628806437,  -0.0009267909105,      0.1156081492,                 0,       72.45848487
          0,           0,          46,      -5.802964766,      -6.213383862,      -6.239501645,      -5.246563746,             0.448,    0.001583347231,      0.1155207341,                 0,                 0,                 0,    -0.02628727669,  -0.0009371010956,      0.1155277838,                 0,       72.95982321
          0,           0,          47,      -5.829881513,      -6.229994626,      -6.265196573,      -5.274562955,             0.448,    0.001571796425,       0.115449924,                 0,                 0,                 0,    -0.02628462164,    -0.00094710444,      0.1154567386,                 0,       73.45093944
          0,           0,          48,        -5.8546297,       -6.24397078,      -6.290086978,      -5.300264661,             0.448,    0.001561157961,       0.115387933,                 0,                 0,                 0,    -0.02628049631,  -0.0009563880447,      0.1153945303,                 0,       73.91176029
