"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         331,      -8.003524431,      -8.605215642,      -8.554001601,      -7.452319379
          0,           0,         332,      -8.013058569,       -8.61408451,      -8.562344531,       -7.46174567
          0,           0,         333,      -8.022812992,      -8.624144754,      -8.570411311,      -7.471416452
          0,           0,         334,      -8.032848033,      -8.635359596,      -8.578361725,      -7.481391227
          0,           0,         335,      -8.043202147,      -8.647674976,      -8.586307751,      -7.491706422
          0,           0,         336,      -8.053901642,      -8.661027189,      -8.594346571,      -7.502388124
          0,           0,         337,      -8.064967229,      -8.675348179,      -8.602599566,        -7.5134574
          0,           0,         338,      -8.076415137,      -8.690560095,      -8.611204802,      -7.524929609
          0,           0,         339,      -8.088252403,      -8.706563213,      -8.620294858,      -7.536809872
          0,           0,         340,      -8.100471795,      -8.723228711,      -8.629960858,      -7.549089167
          0,           0,         341,      -8.113063213,       -8.74040505,      -8.640243024,      -7.561757441
          0,           0,         342,      -8.126002811,      -8.757923846,      -8.651158392,      -7.574790642
          0,           0,         343,      -8.139265333,      -8.775607044,      -8.662738557,      -7.588162829
          0,           0,         344,      -8.152820601,      -8.793273586,      -8.674977368,      -7.601842939
          0,           0,         345,      -8.166626671,      -8.810732858,       -8.68786766,      -7.615787384
          0,           0,         346,       -8.18063433,       -8.82779097,        -8.7013924,      -7.629945434
          0,           0,         347,       -8.19478841,      -8.844265823,      -8.715515972,      -7.644260497
          0,           0,         348,       -8.20902799,      -8.859998013,      -8.730187665,      -7.658669966
          0,           0,         349,      -8.223289359,      -8.874861254,       -8.74534139,      -7.673109083
          0,           0,         350,      -8.237496222,      -8.888769036,      -8.760819244,      -7.687498712
          0,           0,         351,      -8.251578375,      -8.901665276,      -8.776566496,      -7.701763061
          0,           0,         352,      -8.265462891,      -8.913552787,      -8.792507314,       -7.71582604
          0,           0,         353,      -8.279074113,      -8.924487386,      -8.808520349,      -7.729609975
          0,           0,         354,      -8.292349686,       -8.93456149,      -8.824464755,      -7.743050797
          0,           0,         355,      -8.305225626,      -8.943900523,      -8.840206839,      -7.756080172
          0,           0,         356,      -8.317654803,       -8.95266986,      -8.855619232,      -7.768647529
          0,           0,         357,      -8.329601185,      -8.961062314,      -8.870584669,      -7.780715595
          0,           0,         358,      -8.341041519,      -8.969277915,      -8.885001524,      -7.792260608
          0,           0,         359,      -8.351974467,      -8.977518473,       -8.89877053,      -7.803281915
          0,           0,         360,      -8.362413218,      -8.985972574,      -8.911817828,      -7.813793137
          0,           0,         361,      -8.372387683,      -8.994814518,      -8.924096316,      -7.823825841
          0,           0,         362,      -8.381942732,       -9.00420339,      -8.935581352,      -7.833428003
          0,           0,         363,      -8.391133289,      -9.014276772,      -8.946270244,      -7.842657694
          0,           0,         364,      -8.400024545,      -9.025151428,      -8.956183574,      -7.851583596
          0,           0,         365,      -8.408687475,      -9.036921643,      -8.965360499,      -7.860280317
          0,           0,         366,      -8.417195252,      -9.049660658,      -8.973859811,      -7.868824728
          0,           0,         367,      -8.425620974,      -9.063417763,        -8.9817574,      -7.877293486
          0,           0,         368,      -8.434035089,      -9.078214042,      -8.989142381,      -7.885760078
          0,           0,         369,      -8.442506496,      -9.094034574,      -8.996119667,      -7.894295692
          0,           0,         370,      -8.451091926,      -9.110827441,       -9.00276987,       -7.90295772
          0,           0,         371,      -8.459833519,      -9.128514632,      -9.009181196,      -7.911790405
          0,           0,         372,      -8.468768268,      -9.146975063,      -9.015467194,      -7.920832834
          0,           0,         373,      -8.477924138,      -9.166021892,      -9.021745282,      -7.930112448
          0,           0,         374,      -8.487315131,       -9.18539311,      -9.028116478,      -7.939641341
          0,           0,         375,      -8.496940198,       -9.20475149,      -9.034654565,      -7.949416818
          0,           0,         376,      -8.506784946,      -9.223690298,      -9.041416192,      -7.959422937
          0,           0,         377,      -8.516824573,      -9.241744901,      -9.048455643,      -7.969632081
          0,           0,         378,      -8.527022096,      -9.258404083,      -9.055823886,      -7.980003025
          0,           0,         379,      -8.537328412,      -9.273139758,      -9.063560102,       -7.99048167
          0,           0,         380,      -8.547684276,       -9.28545718,      -9.071686442,      -8.001003297
          0,           0,         381,      -8.558022414,      -9.294958084,      -9.080210465,      -8.011494378
          0,           0,         382,      -8.568269581,      -9.301399011,      -9.089129325,      -8.021874533
          0,           0,         383,      -8.578349055,      -9.304730857,      -9.098430277,      -8.032059489
          0,           0,         384,      -8.588183358,      -9.305110087,      -9.108088768,      -8.041964274
          0,           0,         385,      -8.597698821,      -9.302875395,      -9.118066968,      -8.051508285
          0,           0,         386,      -8.606826839,      -9.298494745,      -9.128308976,       -8.06061808
          0,           0,         387,      -8.615509842,      -9.292498502,      -9.138744827,       -8.06923229
          0,           0,         388,      -8.623705885,      -9.285421646,      -9.149299641,      -8.077306945
          0,           0,         389,      -8.631389877,      -9.277766063,      -9.159893812,      -8.084817578
          0,           0,         390,       -8.63855531,      -9.269975379,      -9.170440546,      -8.091761109
          0,           0,         391,      -8.645215828,      -9.262421415,      -9.180848393,      -8.098156794
          0,           0,         392,      -8.651405188,      -9.255402456,      -9.191028946,      -8.104045455
          0,           0,         393,      -8.657175422,      -9.249150001,      -9.200904584,       -8.10948716
          0,           0,         394,      -8.662593906,      -9.243839001,       -9.21041278,      -8.114557883
          0,           0,         395,      -8.667739988,      -9.239598245,      -9.219507793,      -8.119345594
          0,           0,         396,      -8.672701397,      -9.236519196,      -9.228162061,      -8.123946135
          0,           0,         397,      -8.677570523,      -9.234663793,      -9.236367986,      -8.128459174
          0,           0,         398,      -8.682440848,      -9.234071411,      -9.244139112,       -8.13298451
          0,           0,         399,      -8.687403803,      -9.234764745,      -9.251509595,      -8.137618929
          0,           0,         400,      -8.692546228,      -9.236754217,      -9.258531906,      -8.142453695
          0,           0,         401,      -8.697948424,      -9.240041177,      -9.265273399,      -8.147572683
          0,           0,         402,      -8.703682746,      -9.244620425,      -9.271812402,      -8.153051081
          0,           0,         403,      -8.709812651,       -9.25048226,      -9.278234136,      -8.158954578
          0,           0,         404,      -8.716392151,      -9.257614103,      -9.284626688,      -8.165338944
          0,           0,         405,      -8.723465582,      -9.266001329,      -9.291077256,       -8.17224991
          0,           0,         406,      -8.731067611,      -9.275627726,      -9.297668932,      -8.179723253
          0,           0,         407,      -8.739223406,      -9.286475596,      -9.304478194,      -8.187785038
          0,           0,         408,      -8.747948911,      -9.298525517,       -9.31157311,      -8.196451933
          0,           0,         409,      -8.757251177,      -9.311755979,      -9.319012222,      -8.205731559
          0,           0,         410,      -8.767129635,      -9.326142704,      -9.326844426,      -8.215623754
          0,           0,         411,      -8.777574241,      -9.341657288,      -9.335107837,      -8.226118563
          0,           0,         412,       -8.78856635,      -9.358265717,      -9.343828938,      -8.237197422
          0,           0,         413,       -8.80008049,      -9.375927191,      -9.353025288,      -8.248834786
          0,           0,         414,      -8.812084379,      -9.394591843,      -9.362708252,      -8.260997672
          0,           0,         415,      -8.824536969,      -9.414198695,      -9.372880143,      -8.273643523
          0,           0,         416,       -8.83738806,      -9.434675444,      -9.383540031,      -8.286720267
          0,           0,         417,      -8.850594895,      -9.455918446,      -9.394694545,      -8.300183034
          0,           0,         418,      -8.864096695,      -9.477801809,      -9.406304599,      -8.313966629
          0,           0,         419,       -8.87782381,      -9.500178764,      -9.418319415,      -8.327997989
          0,           0,         420,      -8.891706528,      -9.522879699,      -9.430697253,      -8.342203269
          0,           0,         421,       -8.90567085,      -9.545707627,      -9.443407423,      -8.356502262
          0,           0,         422,      -8.919638743,      -9.568433039,      -9.456417866,      -8.370809123
          0,           0,         423,      -8.933530155,       -9.59079292,      -9.469680699,      -8.385035849
          0,           0,         424,      -8.947265035,      -9.612503347,      -9.483130905,      -8.399094577
          0,           0,         425,      -8.960766174,      -9.633277589,      -9.496694494,      -8.412900163
          0,           0,         426,      -8.973962591,      -9.652846575,      -9.510295722,      -8.426373739
          0,           0,         427,      -8.986792635,      -9.670981963,      -9.523860251,      -8.439446474
          0,           0,         428,      -8.999206743,      -9.687519609,      -9.537315618,      -8.452062989
          0,           0,         429,      -9.011169735,      -9.702378101,      -9.550591879,      -8.464184007
          0,           0,         430,      -9.022662508,      -9.715568397,      -9.563623023,      -8.475788158
          0,           0,         431,      -9.033682832,      -9.727192095,      -9.576348609,      -8.486872826
          0,           0,         432,      -9.044245124,      -9.737430612,      -9.588715648,      -8.497453915
          0,           0,         433,      -9.054379346,      -9.746526564,      -9.600680774,      -8.507564618
          0,           0,         434,      -9.064129178,      -9.754760851,      -9.612212512,       -8.51725335
          0,           0,         435,      -9.073549583,      -9.762429162,      -9.623293023,      -8.526580985
          0,           0,         436,      -9.082703971,      -9.769821452,      -9.633918936,      -8.535617654
          0,           0,         437,      -9.091661201,      -9.777207305,      -9.644101331,      -8.544439386
          0,           0,         438,      -9.100492631,      -9.784827063,      -9.653865038,      -8.553124813
          0,           0,         439,      -9.109276017,       -9.79288396,       -9.66325597,      -8.561759243
          0,           0,         440,      -9.118083568,      -9.801540767,      -9.672304996,      -8.570419766
          0,           0,         441,      -9.126970232,      -9.810944536,        -9.6810413,      -8.579167561
          0,           0,         442,      -9.135990015,      -9.821223109,      -9.689528522,      -8.588064219
          0,           0,         443,      -9.145195311,      -9.832463313,      -9.697857157,       -8.59716675
          0,           0,         444,      -9.154628846,       -9.84470919,      -9.706120539,          -8.60652
          0,           0,         445,       -9.16432281,       -9.85796917,      -9.714387623,      -8.616158498
          0,           0,         446,      -9.174301249,      -9.872227085,      -9.722702145,      -8.626109245
          0,           0,         447,      -9.184576927,      -9.887447557,        -9.7311054,      -8.636386448
          0,           0,         448,      -9.195157577,      -9.903572389,      -9.739645112,      -8.646998179
          0,           0,         449,      -9.206042818,      -9.920511903,      -9.748378357,      -8.657942963
          0,           0,         450,      -9.217221573,      -9.938135728,      -9.757351529,      -8.669207958
          0,           0,         451,      -9.228673397,      -9.956266373,      -9.766592559,      -8.680770673
          0,           0,         452,       -9.24037097,       -9.97467519,      -9.776119753,      -8.692600881
          0,           0,         453,      -9.252280985,      -9.993082145,      -9.785951664,      -8.704661009
          0,           0,         454,      -9.264363639,      -10.01115848,      -9.796108074,      -8.716905839
          0,           0,         455,      -9.276572702,      -10.02853321,      -9.806602958,      -8.729283093
          0,           0,         456,      -9.288856483,      -10.04480753,       -9.81743803,      -8.741734614
          0,           0,         457,      -9.301159367,      -10.05958003,      -9.828602342,      -8.754197869
          0,           0,         458,      -9.313423817,       -10.0724825,      -9.840075942,      -8.766607982
          0,           0,         459,      -9.325591255,      -10.08322362,       -9.85183338,      -8.778899149
          0,           0,         460,      -9.337604231,      -10.09162788,      -9.863841917,      -8.791007445
          0,           0,         461,       -9.34940904,      -10.09766243,      -9.876063111,       -8.80287372
          0,           0,         462,      -9.360958143,      -10.10144425,      -9.888453367,      -8.814446169
          0,           0,         463,      -9.372211715,      -10.10322433,      -9.900964029,      -8.825682084
          0,           0,         464,      -9.383139343,      -10.10335403,      -9.913541009,      -8.836549869
          0,           0,         465,      -9.393721804,      -10.10224261,      -9.926125189,      -8.847030961
          0,           0,         466,      -9.403952284,      -10.10031639,       -9.93865482,       -8.85712088
          0,           0,         467,      -9.413836838,      -10.09798644,       -9.95106909,      -8.866829445
          0,           0,         468,       -9.42339411,       -10.0956269,      -9.963311183,      -8.876180282
          0,           0,         469,      -9.432654346,      -10.09356253,      -9.975330123,      -8.885209609
          0,           0,         470,      -9.441657966,      -10.09206443,      -9.987081876,      -8.893964504
          0,           0,         471,      -9.450453821,      -10.09135178,      -9.998530576,      -8.902500791
          0,           0,         472,      -9.459097231,      -10.09159741,      -10.00965008,      -8.910880751
          0,           0,         473,      -9.467647855,      -10.09293533,      -10.02042549,      -8.919170743
          0,           0,         474,      -9.476167536,      -10.09546743,        -10.030854,       -8.92743887
          0,           0,         475,      -9.484718277,      -10.09927001,      -10.04094505,       -8.93575283
          0,           0,         476,      -9.493360426,      -10.10439898,      -10.05071966,      -8.944177988
          0,           0,         477,      -9.502151118,       -10.1108946,       -10.0602093,      -8.952775791
          0,           0,         478,      -9.511142982,      -10.11878454,      -10.06945442,      -8.961602449
          0,           0,         479,      -9.520383112,      -10.12808729,      -10.07850284,      -8.970707941
          0,           0,         480,      -9.529913257,        -10.138813,      -10.08740798,      -8.980136186
          0,           0,         481,      -9.539768095,      -10.15096444,      -10.09622784,      -8.989923186
          0,           0,         482,      -9.549971253,      -10.16453663,        -10.105018,      -9.000093519
          0,           0,         483,      -9.560540923,      -10.17951628,      -10.11383139,      -9.010666374
          0,           0,         484,      -9.571489149,      -10.19588132,      -10.12272731,      -9.021653764
          0,           0,         485,      -9.582820718,      -10.21359836,      -10.13176642,      -9.033059466
          0,           0,         486,      -9.594531702,      -10.23261888,      -10.14100308,      -9.044878086
          0,           0,         487,      -9.606609667,      -10.25287297,      -10.15048112,      -9.057095536
          0,           0,         488,      -9.619034234,      -10.27426257,      -10.16023591,       -9.06968925
          0,           0,         489,      -9.631777308,      -10.29665453,      -10.17029915,      -9.082628028
          0,           0,         490,      -9.644802883,      -10.31987156,       -10.1807005,       -9.09587187
          0,           0,         491,      -9.658066942,      -10.34368293,      -10.19146457,      -9.109372141
          0,           0,         492,      -9.671518286,      -10.36779291,      -10.20260768,      -9.123072341
          0,           0,         493,      -9.685098314,       -10.3918343,      -10.21413742,       -9.13690772
          0,           0,         494,      -9.698741617,      -10.41536612,       -10.2260494,       -9.15080601
          0,           0,         495,      -9.712377218,      -10.43788474,       -10.2383276,      -9.164688906
          0,           0,         496,      -9.725930754,      -10.45884925,      -10.25094567,      -9.178474492
          0,           0,         497,      -9.739326542,      -10.47772568,      -10.26386867,      -9.192079466
          0,           0,         498,      -9.752489802,      -10.49404626,      -10.27705374,      -9.205421694
          0,           0,         499,      -9.765349362,       -10.5074755,      -10.29044931,      -9.218423399
          0,           0,         500,      -9.777840716,      -10.51786415,      -10.30399407,      -9.231014707
          0,           0,         501,      -9.789909121,      -10.52527644,      -10.31761744,      -9.243137041
          0,           0,         502,      -9.801512545,      -10.52997876,      -10.33124153,      -9.254746296
          0,           0,         503,      -9.812623994,      -10.53239673,      -10.34478416,      -9.265815323
          0,           0,         504,      -9.823233045,      -10.53305285,      -10.35816202,       -9.27633554
          0,           0,         505,      -9.833346445,      -10.53250183,      -10.37129352,      -9.286317434
          0,           0,         506,      -9.842987786,      -10.53127852,      -10.38410171,      -9.295789984
          0,           0,         507,      -9.852196312,      -10.52986242,       -10.3965176,      -9.304799097
          0,           0,         508,      -9.861024933,      -10.52866171,       -10.4084835,      -9.313405184
          0,           0,         509,      -9.869537595,      -10.52800945,      -10.41995622,      -9.321680122
          0,           0,         510,      -9.877806355,      -10.52816755,      -10.43090953,      -9.329703913
          0,           0,         511,      -9.885908282,      -10.52933663,      -10.44133562,      -9.337561249
          0,           0,         512,      -9.893922512,      -10.53166529,       -10.4512456,      -9.345338298
          0,           0,         513,      -9.901927514,      -10.53526171,      -10.46066881,      -9.353119783
          0,           0,         514,       -9.90999874,      -10.54020112,      -10.46965121,      -9.360986549
          0,           0,         515,      -9.918206686,      -10.54653436,      -10.47825296,      -9.369013573
          0,           0,         516,      -9.926615381,      -10.55429156,      -10.48654532,      -9.377268494
          0,           0,         517,      -9.935281264,      -10.56348777,      -10.49460727,       -9.38581052
          0,           0,         518,      -9.944252453,      -10.57412437,      -10.50252215,      -9.394689778
          0,           0,         519,      -9.953568217,      -10.58619118,      -10.51037448,      -9.403946866
          0,           0,         520,      -9.963258747,      -10.59966617,      -10.51824715,      -9.413612693
          0,           0,         521,      -9.973345191,       -10.6145155,      -10.52621903,      -9.423708687
          0,           0,         522,      -9.983839771,       -10.6306908,      -10.53436301,      -9.434246878
          0,           0,         523,      -9.994745418,      -10.64812632,      -10.54274827,      -9.445229059
          0,           0,         524,      -10.00605592,      -10.66673458,      -10.55143465,      -9.456647381
          0,           0,         525,      -10.01775514,      -10.68640096,      -10.56046838,      -9.468483881
          0,           0,         526,      -10.02981819,      -10.70697607,      -10.56988601,      -9.480711494
          0,           0,         527,      -10.04221221,      -10.72827006,      -10.57971794,      -9.493294386
          0,           0,         528,      -10.05489609,      -10.75004578,      -10.58998879,      -9.506187561
          0,           0,         529,      -10.06782036,      -10.77201201,      -10.60071417,      -9.519336971
          0,           0,         530,      -10.08092767,      -10.79382044,      -10.61189681,      -9.532680175
          0,           0,         531,      -10.09415359,      -10.81506938,      -10.62352633,      -9.546146981
          0,           0,         532,      -10.10742801,      -10.83531592,      -10.63558106,      -9.559660831
          0,           0,         533,      -10.12067686,      -10.85410444,      -10.64802936,      -9.573140785
          0,           0,         534,      -10.13382345,      -10.87100274,      -10.66083015,      -9.586503069
          0,           0,         535,       -10.1467913,      -10.88564996,      -10.67393353,       -9.59966422
          0,           0,         536,      -10.15950662,      -10.89780429,      -10.68728008,      -9.612543896
          0,           0,         537,      -10.17190102,      -10.90737838,      -10.70080062,      -9.625067936
          0,           0,         538,      -10.18391471,      -10.91445466,      -10.71441639,      -9.637172005
          0,           0,         539,      -10.19549962,      -10.91927253,      -10.72804092,       -9.64880502
          0,           0,         540,      -10.20662194,      -10.92219346,      -10.74158336,      -9.659931857
          0,           0,         541,      -10.21726404,      -10.92365545,      -10.75495227,      -9.670535345
          0,           0,         542,      -10.22742533,      -10.92412428,      -10.76805918,       -9.68061712
          0,           0,         543,      -10.23712223,      -10.92405387,      -10.78082127,      -9.690197514
          0,           0,         544,      -10.24638724,      -10.92385792,      -10.79316464,      -9.699314321
          0,           0,         545,      -10.25526723,      -10.92389563,      -10.80502767,      -9.708020727
          0,           0,         546,      -10.26382216,      -10.92446675,      -10.81636451,      -9.716383661
          0,           0,         547,      -10.27212246,      -10.92581359,      -10.82714839,      -9.724480736
          0,           0,         548,      -10.28023862,      -10.92812765,      -10.83737253,      -9.732389122
          0,           0,         549,      -10.28824647,      -10.93155326,      -10.84704472,        -9.7401918
          0,           0,         550,      -10.29622268,      -10.93619809,      -10.85619528,       -9.74797195
          0,           0,         551,      -10.30424266,      -10.94214118,      -10.86487652,      -9.755810446
          0,           0,         552,      -10.31237716,      -10.94943773,      -10.87315753,      -9.763782607
          0,           0,         553,      -10.32069014,      -10.95812398,      -10.88111569,      -9.771956372
          0,           0,         554,      -10.32923784,      -10.96821919,       -10.8888314,      -9.780391402
          0,           0,         555,      -10.33806757,      -10.97972666,      -10.89638723,      -9.789137565
          0,           0,         556,       -10.3472188,       -10.9926383,      -10.90386681,       -9.79823624
          0,           0,         557,      -10.35672159,      -11.00693117,      -10.91135526,      -9.807718595
          0,           0,         558,      -10.36659648,      -11.02256776,      -10.91893456,      -9.817605638
          0,           0,         559,      -10.37685401,      -11.03949094,      -10.92667923,      -9.827907875
          0,           0,         560,      -10.38749494,      -11.05762161,      -10.93465385,      -9.838625543
          0,           0,         561,      -10.39851069,      -11.07685179,      -10.94291309,      -9.849748912
          0,           0,         562,      -10.40988346,      -11.09703882,      -10.95150291,       -9.86125833
          0,           0,         563,      -10.42158628,      -11.11799593,      -10.96046135,      -9.873124208
          0,           0,         564,      -10.43358318,      -11.13948283,      -10.96981783,      -9.885307178
          0,           0,         565,      -10.44582958,      -11.16119828,      -10.97959209,      -9.897758479
          0,           0,         566,      -10.45827273,       -11.1827756,      -10.98979371,      -9.910420321
          0,           0,         567,      -10.47085246,      -11.20378244,      -11.00042183,      -9.923226633
          0,           0,         568,      -10.48350226,      -11.22373471,      -11.01146604,      -9.936104114
          0,           0,         569,      -10.49615056,      -11.24212114,      -11.02290593,      -9.948973787
          0,           0,         570,      -10.50872248,      -11.25844645,      -11.03471129,      -9.961752905
          0,           0,         571,        -10.521142,      -11.27228677,      -11.04684171,      -9.974357532
          0,           0,         572,      -10.53333464,       -11.2833468,       -11.0592469,      -9.986705531
          0,           0,         573,      -10.54523037,      -11.29151006,      -11.07186757,       -9.99872003
          0,           0,         574,      -10.55676677,      -11.29685354,      -11.08463549,      -10.01033292
          0,           0,         575,      -10.56789201,      -11.29964523,      -11.09747601,      -10.02148838
          0,           0,         576,       -10.5785677,      -11.30029348,       -11.1103093,      -10.03214594
          0,           0,         577,      -10.58877093,      -11.29929234,      -11.12305326,      -10.04228266
          0,           0,         578,      -10.59849568,      -11.29716803,       -11.1356257,      -10.05189465
          0,           0,         579,       -10.6077532,      -11.29442601,      -11.14794774,      -10.06099716
          0,           0,         580,      -10.61657148,       -11.2915216,      -11.15994702,      -10.06962382
          0,           0,         581,      -10.62499364,      -11.28884624,      -11.17156105,      -10.07782455
          0,           0,         582,      -10.63307585,        -11.286716,      -11.18273993,      -10.08566316
          0,           0,         583,      -10.64088449,      -11.28538486,      -11.19344929,      -10.09321397
          0,           0,         584,      -10.64849312,       -11.2850495,      -11.20367151,      -10.10055843
          0,           0,         585,      -10.65597954,      -11.28585278,      -11.21340711,       -10.1077818
          0,           0,         586,      -10.66342267,      -11.28790186,       -11.2226748,      -10.11496996
          0,           0,         587,       -10.6709001,      -11.29127166,      -11.23150975,      -10.12220657
          0,           0,         588,      -10.67848573,      -11.29601358,      -11.23996176,      -10.12957084
          0,           0,         589,      -10.68624808,       -11.3021582,      -11.24809247,      -10.13713571
          0,           0,         590,       -10.6942488,      -11.30972465,      -11.25597272,      -10.14496649
          0,           0,         591,      -10.70254169,      -11.31871951,      -11.26367899,      -10.15311976
          0,           0,         592,      -10.71117207,      -11.32914068,      -11.27128999,      -10.16164303
          0,           0,         593,      -10.72017633,      -11.34097484,      -11.27888401,      -10.17057417
          0,           0,         594,      -10.72958177,      -11.35420157,      -11.28653674,      -10.17994146
          0,           0,         595,      -10.73940653,      -11.36879127,      -11.29431905,      -10.18976348
          0,           0,         596,      -10.74965967,      -11.38470442,      -11.30229571,       -10.2000492
          0,           0,         597,      -10.76034124,       -11.4018836,      -11.31052437,      -10.21079816
          0,           0,         598,      -10.77144245,      -11.42025907,      -11.31905519,      -10.22200048
          0,           0,         599,      -10.78294574,      -11.43973499,      -11.32792985,      -10.23363706
          0,           0,         600,      -10.79482502,      -11.46018538,      -11.33718201,      -10.24567951
          0,           0,         601,       -10.8070458,      -11.48145452,      -11.34683674,      -10.25809053
          0,           0,         602,       -10.8195655,      -11.50333642,      -11.35691086,      -10.27082389
          0,           0,         603,      -10.83233356,      -11.52558043,      -11.36741243,      -10.28382457
          0,           0,         604,      -10.84529225,      -11.54787788,      -11.37834109,      -10.29702962
          0,           0,         605,      -10.85837719,      -11.56986277,      -11.38968691,      -10.31036854
          0,           0,         606,      -10.87151839,      -11.59111976,      -11.40143119,      -10.32376456
          0,           0,         607,      -10.88464179,      -11.61119851,      -11.41354556,      -10.33713623
          0,           0,         608,      -10.89767092,      -11.62965302,      -11.42599209,      -10.35039934
          0,           0,         609,       -10.9105294,      -11.64606599,      -11.43872332,      -10.36346978
          0,           0,         610,      -10.92314342,      -11.66011448,      -11.45168291,      -10.37626644
          0,           0,         611,      -10.93544484,      -11.67160339,      -11.46480574,      -10.38871458
          0,           0,         612,       -10.9473741,      -11.68050712,      -11.47801994,      -10.40074939
          0,           0,         613,      -10.95888332,      -11.68695828,       -11.4912474,      -10.41231922
          0,           0,         614,      -10.96993845,      -11.69124736,      -11.50440829,      -10.42338814
          0,           0,         615,      -10.98052171,      -11.69376439,      -11.51742029,      -10.43393842
          0,           0,         616,      -10.99063171,      -11.69496853,      -11.53020408,      -10.44397068
          0,           0,         617,      -11.00028427,      -11.69532203,      -11.54268479,      -10.45350456
          0,           0,         618,      -11.00951101,      -11.69527033,      -11.55479659,      -10.46257702
          0,           0,         619,      -11.01835795,      -11.69520665,      -11.56648396,      -10.47124054
          0,           0,         620,       -11.0268829,      -11.69546935,      -11.57770607,      -10.47956016
          0,           0,         621,      -11.03515276,       -11.6963407,      -11.58843787,      -10.48761034
          0,           0,         622,      -11.04324046,      -11.69803933,      -11.59867203,       -10.4954716
          0,           0,         623,      -11.05122195,      -11.70074028,      -11.60841821,      -10.50322718
          0,           0,         624,      -11.05917359,      -11.70457404,       -11.6177043,      -10.51096022
          0,           0,         625,      -11.06716933,      -11.70963441,      -11.62657307,       -10.5187506
          0,           0,         626,      -11.07527894,      -11.71599316,      -11.63507955,      -10.52667329
          0,           0,         627,      -11.08356623,      -11.72369837,      -11.64329027,      -10.53479657
          0,           0,         628,       -11.0920878,      -11.73277426,      -11.65127803,      -10.54318065
          0,           0,         629,      -11.10089216,      -11.74324012,      -11.65911981,      -10.55187673
          0,           0,         630,      -11.11001904,      -11.75508486,      -11.66689286,      -10.56092682
          0,           0,         631,      -11.11949936,      -11.76830778,      -11.67467321,      -10.57036315
          0,           0,         632,      -11.12935477,      -11.78287401,      -11.68253304,      -10.58020826
          0,           0,         633,      -11.13959775,      -11.79874631,      -11.69054005,      -10.59047477
          0,           0,         634,      -11.15023174,      -11.81585824,      -11.69875503,      -10.60116568
          0,           0,         635,      -11.16125106,      -11.83413218,      -11.70723064,      -10.61227439
          0,           0,         636,      -11.17264136,      -11.85345103,      -11.71601278,      -10.62378489
          0,           0,         637,      -11.18437954,      -11.87367163,      -11.72513942,      -10.63567172
          0,           0,         638,       -11.1964341,      -11.89460075,      -11.73464004,      -10.64790034
          0,           0,         639,      -11.20876522,       -11.9159963,      -11.74453554,      -10.66042709
          0,           0,         640,      -11.22132553,      -11.93755898,      -11.75483902,      -10.67319987
          0,           0,         641,      -11.23406016,      -11.95893326,      -11.76555426,      -10.68615832
          0,           0,         642,      -11.24690785,      -11.97969524,      -11.77667584,      -10.69923492
          0,           0,         643,      -11.25980204,      -11.99938427,      -11.78819004,      -10.71235611
          0,           0,         644,      -11.27267206,      -12.01752252,      -11.80007235,      -10.72544382
          0,           0,         645,      -11.28544498,      -12.03366398,      -11.81228941,      -10.73841746
          0,           0,         646,      -11.29804836,      -12.04741879,      -11.82479835,      -10.75119722
          0,           0,         647,      -11.31041214,      -12.05855107,      -11.83754714,      -10.76370578
          0,           0,         648,      -11.32247199,      -12.06697161,      -11.85047459,      -10.77587305
          0,           0,         649,      -11.33417209,      -12.07277594,      -11.86351318,      -10.78763847
          0,           0,         650,       -11.3454675,      -12.07624065,      -11.87658904,       -10.7989541
          0,           0,         651,      -11.35632732,      -12.07774058,      -11.88962393,      -10.80978795
          0,           0,         652,       -11.3667356,      -12.07775141,      -11.90253986,      -10.82012484
          0,           0,         653,      -11.37669237,      -12.07676531,      -11.91525838,      -10.82996749
          0,           0,         654,      -11.38621413,      -12.07525547,      -11.92770664,      -10.83933684
          0,           0,         655,      -11.39533238,      -12.07364007,      -11.93981877,      -10.84827007
          0,           0,         656,      -11.40409246,      -12.07229525,      -11.95153796,      -10.85681926
          0,           0,         657,       -11.4125508,      -12.07150843,      -11.96282053,      -10.86504824
          0,           0,         658,      -11.42077272,      -12.07153217,      -11.97363979,      -10.87302999
          0,           0,         659,      -11.42882922,       -12.0725533,      -11.98398318,      -10.88084296
          0,           0,         660,      -11.43679443,      -12.07470855,       -11.9938562,      -10.88856824
          0,           0,         661,      -11.44474251,      -12.07810474,       -12.0032827,      -10.89628645
          0,           0,         662,      -11.45274604,      -12.08281604,      -12.01229807,      -10.90407597
          0,           0,         663,      -11.46087305,      -12.08888928,      -12.02095334,      -10.91200977
          0,           0,         664,      -11.46918643,      -12.09636757,       -12.0293117,      -10.92015468
          0,           0,         665,      -11.47774183,      -12.10526999,      -12.03744189,      -10.92856987
          0,           0,         666,       -11.4865872,      -12.11560188,      -12.04541788,      -10.93730571
          0,           0,         667,      -11.49576205,      -12.12734956,      -12.05331343,      -10.94640363
          0,           0,         668,      -11.50529751,      -12.14051356,      -12.06120684,      -10.95589596
          0,           0,         669,      -11.51521538,      -12.15506521,      -12.06916776,      -10.96580536
