"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         670,      -11.52552878,      -12.17096819,      -12.07726422,      -10.97614493
          0,           0,         671,      -11.53624186,      -12.18816092,      -12.08555908,      -10.98691822
          0,           0,         672,      -11.54734977,      -12.20657861,      -12.09410476,      -10.99811958
          0,           0,         673,      -11.55883903,      -12.22612229,        -12.102951,      -11.00973371
          0,           0,         674,      -11.57068742,      -12.24666315,      -12.11213571,      -11.02173636
          0,           0,         675,      -11.58286427,      -12.26803018,      -12.12169248,      -11.03409383
          0,           0,         676,      -11.59533034,      -12.29001011,      -12.13164233,      -11.04676325
          0,           0,         677,       -11.6080388,      -12.31231755,      -12.14200082,      -11.05969324
          0,           0,         678,      -11.62093493,      -12.33463385,      -12.15277468,      -11.07282373
          0,           0,         679,      -11.63395731,      -12.35654405,      -12.16395914,      -11.08608717
          0,           0,         680,      -11.64703845,       -12.3776004,       -12.1755435,      -11.09940935
          0,           0,         681,      -11.66010656,      -12.39731583,      -12.18750338,      -11.11271117
          0,           0,         682,      -11.67308692,      -12.41521343,      -12.19980827,      -11.12590986
          0,           0,         683,      -11.68590423,      -12.43083408,      -12.21241479,      -11.13892286
          0,           0,         684,      -11.69848556,      -12.44384511,      -12.22527156,      -11.15166968
          0,           0,         685,      -11.71076217,      -12.45410895,      -12.23832048,      -11.16407525
          0,           0,         686,      -11.72267429,      -12.46160283,      -12.25148698,      -11.17607453
          0,           0,         687,      -11.73417251,      -12.46652865,      -12.26470145,      -11.18761485
          0,           0,         688,      -11.74522103,      -12.46923764,      -12.27788496,      -11.19865827
          0,           0,         689,       -11.7557991,      -12.47017982,      -12.29095314,      -11.20918434
          0,           0,         690,      -11.76590304,      -12.46984231,      -12.30382524,      -11.21919161
          0,           0,         691,      -11.77554591,      -12.46874027,      -12.31642585,      -11.22869708
          0,           0,         692,        -11.784757,      -12.46732431,      -12.32868392,       -11.2377356
          0,           0,         693,      -11.79357972,      -12.46600877,      -12.34053745,      -11.24635717
          0,           0,         694,      -11.80206994,      -12.46513226,      -12.35194281,       -11.2546249
          0,           0,         695,      -11.81029362,      -12.46494966,      -12.36286331,      -11.26261283
          0,           0,         696,      -11.81832265,      -12.46570578,      -12.37328881,      -11.27040037
          0,           0,         697,      -11.82623335,      -12.46753132,      -12.38321758,        -11.278071
          0,           0,         698,      -11.83410217,       -12.4705503,      -12.39267619,      -11.28570789
          0,           0,         699,      -11.84200466,      -12.47487817,      -12.40169732,      -11.29339277
          0,           0,         700,        -11.850012,      -12.48054087,      -12.41033398,      -11.30120188
          0,           0,         701,      -11.85818985,      -12.48759758,      -12.41865046,      -11.30920531
          0,           0,         702,      -11.86659734,      -12.49606896,      -12.42671273,      -11.31746546
          0,           0,         703,      -11.87528543,      -12.50595883,      -12.43460299,      -11.32603625
          0,           0,         704,      -11.88429713,      -12.51727581,       -12.4423989,      -11.33496264
          0,           0,         705,      -11.89366575,      -12.52999676,      -12.45017708,       -11.3442795
          0,           0,         706,      -11.90341583,      -12.54411079,      -12.45801322,      -11.35401193
          0,           0,         707,      -11.91356351,      -12.55957397,      -12.46597864,      -11.36417656
          0,           0,         708,      -11.92411519,      -12.57633138,       -12.4741381,      -11.37477913
          0,           0,         709,      -11.93506821,      -12.59431075,      -12.48254972,      -11.38581651
          0,           0,         710,      -11.94641105,      -12.61343183,      -12.49126315,      -11.39727518
          0,           0,         711,      -11.95812374,      -12.63354411,      -12.50031882,      -11.40913355
          0,           0,         712,      -11.97017746,      -12.65452265,      -12.50975023,      -11.42135997
          0,           0,         713,      -11.98253531,      -12.67613858,      -12.51958189,      -11.43391421
          0,           0,         714,      -11.99515212,      -12.69811551,      -12.52983239,      -11.44674646
          0,           0,         715,      -12.00797443,      -12.72016345,      -12.54050688,      -11.45979859
          0,           0,         716,      -12.02094236,      -12.74187148,      -12.55160425,      -11.47300483
          0,           0,         717,      -12.03398988,      -12.76283072,      -12.56311011,      -11.48629285
          0,           0,         718,      -12.04704607,      -12.78256164,      -12.57500413,      -11.49958417
          0,           0,         719,      -12.06003621,      -12.80058361,      -12.58725637,       -11.5127964
          0,           0,         720,      -12.07288564,      -12.81647953,      -12.59982512,      -11.52584772
          0,           0,         721,       -12.0855203,      -12.82988983,      -12.61266204,      -11.53865662
          0,           0,         722,      -12.09786982,      -12.84062556,      -12.62570189,      -11.55114603
          0,           0,         723,      -12.10987286,       -12.8486579,      -12.63887475,      -11.56324941
          0,           0,         724,      -12.12147517,      -12.85418976,       -12.6521119,       -11.5749085
          0,           0,         725,      -12.13264002,      -12.85746474,      -12.66533231,      -11.58608419
          0,           0,         726,       -12.1433413,      -12.85893583,      -12.67845471,      -11.59674968
          0,           0,         727,      -12.15357127,      -12.85908417,      -12.69139088,      -11.60689921
          0,           0,         728,      -12.16333935,      -12.85839193,      -12.70406507,      -11.61654564
          0,           0,         729,      -12.17267079,      -12.85730347,      -12.71640577,      -11.62571951
          0,           0,         730,      -12.18160383,      -12.85625518,      -12.72834438,      -11.63446498
          0,           0,         731,      -12.19019422,      -12.85560001,      -12.73983755,      -11.64284535
          0,           0,         732,      -12.19850274,      -12.85554411,      -12.75084744,      -11.65092793
          0,           0,         733,      -12.20660192,      -12.85639873,      -12.76135666,      -11.65879391
          0,           0,         734,      -12.21456552,      -12.85830132,      -12.77136245,      -11.66652383
          0,           0,         735,      -12.22247009,      -12.86133991,      -12.78088102,      -11.67420038
          0,           0,         736,      -12.23039162,      -12.86566419,      -12.78995318,      -11.68190702
          0,           0,         737,      -12.23840172,      -12.87133093,      -12.79862468,      -11.68972034
          0,           0,         738,       -12.2465662,      -12.87838099,      -12.80696024,       -11.6977107
          0,           0,         739,       -12.2549462,      -12.88678212,      -12.81502681,      -11.70594211
          0,           0,         740,      -12.26359416,      -12.89664096,      -12.82289887,        -11.714471
          0,           0,         741,      -12.27255422,      -12.90792532,      -12.83066568,      -11.72334283
          0,           0,         742,      -12.28186108,      -12.92059967,      -12.83839593,      -11.73259401
          0,           0,         743,       -12.2915411,      -12.93471482,      -12.84617303,      -11.74225289
          0,           0,         744,      -12.30161071,      -12.95012543,      -12.85406227,       -11.7523353
          0,           0,         745,      -12.31207843,      -12.96682548,      -12.86213427,      -11.76284942
          0,           0,         746,      -12.32294273,      -12.98480302,      -12.87044965,      -11.77379406
          0,           0,         747,      -12.33419245,      -13.00386732,      -12.87905298,      -11.78515577
          0,           0,         748,      -12.34580896,       -13.0239619,      -12.88799025,      -11.79691393
          0,           0,         749,      -12.35776429,      -13.04486909,      -12.89730032,      -11.80903784
          0,           0,         750,      -12.37002194,       -13.0664372,      -12.90700606,      -11.82148778
          0,           0,         751,      -12.38253763,      -13.08839054,      -12.91711945,      -11.83421539
          0,           0,         752,      -12.39525855,      -13.11036856,      -12.92765338,       -11.8471628
          0,           0,         753,      -12.40812449,      -13.13200857,      -12.93860343,      -11.86026373
          0,           0,         754,      -12.42107096,      -13.15284149,      -12.94997209,      -11.87344769
          0,           0,         755,      -12.43402692,      -13.17236583,      -12.96172871,      -11.88663549
          0,           0,         756,      -12.44691754,      -13.19021931,      -12.97383871,      -11.89974497
          0,           0,         757,       -12.4596689,      -13.20578938,      -12.98626863,      -11.91269456
          0,           0,         758,      -12.47220606,      -13.21885585,      -12.99896015,      -11.92540268
          0,           0,         759,      -12.48445941,       -13.2291623,      -13.01187153,      -11.93779193
          0,           0,         760,       -12.4963674,      -13.23673832,       -13.0249195,      -11.94979538
          0,           0,         761,      -12.50787747,      -13.24174468,      -13.03804587,      -11.96135632
          0,           0,         762,      -12.51894852,      -13.24448138,      -13.05115611,      -11.97243164
          0,           0,         763,      -12.52955777,      -13.24537599,      -13.06417599,      -11.98299837
          0,           0,         764,      -12.53969566,      -13.24501323,      -13.07702434,      -11.99304957
          0,           0,         765,      -12.54937019,      -13.24375121,       -13.0896175,      -12.00259368
          0,           0,         766,      -12.55860907,      -13.24214748,      -13.10189726,      -12.01166571
          0,           0,         767,      -12.56744994,      -13.24059904,      -13.11378897,      -12.02031057
          0,           0,         768,      -12.57594676,      -13.23947674,      -13.12524047,      -12.02858772
          0,           0,         769,      -12.58416241,      -13.23896944,      -13.13621915,      -12.03656957
          0,           0,         770,      -12.59216714,      -13.23935296,      -13.14670647,      -12.04433064
          0,           0,         771,      -12.60003822,      -13.24089453,      -13.15669766,      -12.05195923
          0,           0,         772,      -12.60784987,      -13.24364625,      -13.16622769,      -12.05953465
          0,           0,         773,      -12.61568005,      -13.24755215,      -13.17530635,      -12.06714105
          0,           0,         774,      -12.62359767,      -13.25282998,      -13.18398836,      -12.07485241
          0,           0,         775,      -12.63167261,      -13.25948068,      -13.19233358,      -12.08274382
          0,           0,         776,      -12.63996652,      -13.26751735,       -13.2004032,      -12.09088087
          0,           0,         777,      -12.64853081,      -13.27699799,      -13.20829777,      -12.09931871
          0,           0,         778,      -12.65741103,      -13.28788904,       -13.2160767,       -12.1081026
          0,           0,         779,      -12.66664201,      -13.30024039,      -13.22381577,      -12.11727161
          0,           0,         780,      -12.67625255,      -13.31399945,      -13.23158976,      -12.12685371
          0,           0,         781,      -12.68625762,      -13.32907821,      -13.23948227,      -12.13686506
          0,           0,         782,      -12.69666883,      -13.34547439,      -13.24756316,      -12.14731772
          0,           0,         783,      -12.70748508,       -13.3631305,      -13.25588261,      -12.15820789
          0,           0,         784,      -12.71869595,      -13.38189487,      -13.26447808,      -12.16952441
          0,           0,         785,      -12.73028501,      -13.40176929,      -13.27341642,      -12.18125097
          0,           0,         786,      -12.74222362,      -13.42255873,      -13.28271429,      -12.19335608
          0,           0,         787,      -12.75447936,      -13.44407032,      -13.29240995,      -12.20580252
          0,           0,         788,      -12.76700789,      -13.46599631,      -13.30250695,      -12.21854184
          0,           0,         789,      -12.77975828,      -13.48815525,      -13.31303772,      -12.23152039
          0,           0,         790,      -12.79267055,      -13.51006662,      -13.32397643,       -12.2446702
          0,           0,         791,      -12.80568038,      -13.53136994,      -13.33533271,      -12.25792169
          0,           0,         792,      -12.81871852,         -13.55173,       -13.3470839,      -12.27119954
          0,           0,         793,      -12.83171218,      -13.57031789,      -13.35920297,      -12.28442286
          0,           0,         794,      -12.84458634,      -13.58709596,      -13.37164867,       -12.2975063
          0,           0,         795,      -12.85726532,      -13.60136742,      -13.38435625,      -12.31036937
          0,           0,         796,      -12.86967711,      -13.61296874,      -13.39728618,       -12.3229337
          0,           0,         797,      -12.88175637,      -13.62200566,       -13.4103847,       -12.3351252
          0,           0,         798,      -12.89345371,      -13.62830344,      -13.42355825,      -12.34689409
          0,           0,         799,      -12.90471421,      -13.63236159,      -13.43673105,      -12.35817834
          0,           0,         800,      -12.91552245,      -13.63428682,      -13.44984724,      -12.36896498
          0,           0,         801,      -12.92585583,      -13.63485502,      -13.46279161,      -12.37922711
          0,           0,         802,      -12.93572246,      -13.63431009,      -13.47548427,      -12.38898316
          0,           0,         803,      -12.94514566,      -13.63323165,      -13.48789683,      -12.39825728
          0,           0,         804,      -12.95416056,       -13.6320481,      -13.49990394,      -12.40708961
          0,           0,         805,      -12.96281547,      -13.63124712,      -13.51149728,      -12.41553565
          0,           0,         806,       -12.9711685,      -13.63101112,      -13.52261558,      -12.42366452
          0,           0,         807,      -12.97929563,      -13.63150082,      -13.53323246,      -12.43155692
          0,           0,         808,      -12.98726436,       -13.6330984,      -13.54338028,      -12.43929106
          0,           0,         809,      -12.99515688,      -13.63564756,      -13.55300255,       -12.4469461
          0,           0,         810,      -13.00304583,      -13.63943074,      -13.56219239,      -12.45461547
