"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632896519016437e-05, 7.907130777317708e+00, -1.794268068198287e+01, -1.919214690805215e+00, 3.957623948114952e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.489588705287010e+01
1, 9.990000128750000e-01, -1.452537504052920e-04, 3.051628023609070e+00, -7.096459238313106e+00, -1.027783409071680e+00, 1.104918426555059e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.175261642843928e+01
2, 9.977599978450000e-01, -3.251111630156300e-04, 2.548610873980848e+00, -5.284531771564382e+00, -1.050088631662062e+00, 8.512482942832422e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.093592796515018e+00
3, 9.960200190539999e-01, -5.769983605901485e-04, 2.158358977298775e+00, -4.296122347332818e+00, -7.836065597451410e-01, 6.924910698155545e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.060316657312113e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.793306818347092e+00, -3.540328879191003e+00, -6.676370151342570e-01, 5.468639730119753e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.022337198435765e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.581572297613537e+00, -3.102877992774026e+00, -5.964698242146128e-01, 4.708226261940851e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.222757539603525e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.424686124901490e+00, -2.788050539361195e+00, -5.418004290013283e-01, 4.167701161084886e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.156339932078289e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.304600318854223e+00, -2.551444607135997e+00, -5.018527365706668e-01, 3.764733223464843e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.419848849210620e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.212024974165479e+00, -2.368110210178958e+00, -4.701923778785809e-01, 3.460192596720303e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.896893497430328e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.138307868098778e+00, -2.222017306949910e+00, -4.447569020243149e-01, 3.221309879064135e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.537931264777922e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.078934556869443e+00, -2.103341128402232e+00, -4.234057601955074e-01, 3.030284543423997e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.268109919098225e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.030231733063203e+00, -2.004767770674870e+00, -4.054342552231854e-01, 2.874313516036222e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.066941767763775e-01
12, 9.584699869160000e-01, -5.878077433056352e-03, 9.895177882476663e-01, -1.921472641980777e+00, -3.896944277637507e-01, 2.745169194943429e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.103338311676075e-02
13, 9.519400000570000e-01, -6.774428848839826e-03, 9.555147403367025e-01, -1.850631976663650e+00, -3.758856218419204e-01, 2.637051683182924e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.847697572550741e-02
14, 9.449599981310000e-01, -7.724467125531491e-03, 9.266385801605457e-01, -1.789544576669710e+00, -3.634884449221789e-01, 2.545946848078947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.841137215111637e-02
15, 9.375399947170000e-01, -8.725349486403867e-03, 9.020974989092780e-01, -1.736619659484444e+00, -3.522198734425374e-01, 2.468521144271883e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.013226379979397e-02
16, 9.296900033950000e-01, -9.774221272349531e-03, 8.812847081694364e-01, -1.690361957281075e+00, -3.421504471479618e-01, 2.402152574475858e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.325158216443827e-02
17, 9.214000105860000e-01, -1.087086069705918e-02, 8.629807169904847e-01, -1.649272568826676e+00, -3.324597840086360e-01, 2.345214464583127e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.769816540874721e-02
18, 9.126999974250000e-01, -1.200973104171110e-02, 8.479198449453159e-01, -1.613758715751238e+00, -3.238115285788794e-01, 2.296210291800088e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.258926397470031e-02
19, 9.035800099370001e-01, -1.319055953446835e-02, 8.345627915983829e-01, -1.581771201786171e+00, -3.154425549775143e-01, 2.254308732928040e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.863817420780850e-02
20, 8.940600156780000e-01, -1.440916392228702e-02, 8.234494808136437e-01, -1.553777909084120e+00, -3.077168806367244e-01, 2.217788634597400e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.496681214118681e-02
21, 8.841500282290000e-01, -1.566269158090452e-02, 8.139047039213504e-01, -1.528757448958442e+00, -3.003767344110693e-01, 2.186829625935648e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.185186658703657e-02
22, 8.738499879840000e-01, -1.694956337677533e-02, 8.057927231482122e-01, -1.506471536213996e+00, -2.933069289973275e-01, 2.159992106733192e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.920712068985166e-02
23, 8.631799817090000e-01, -1.826569132102762e-02, 7.991925788396917e-01, -1.486866314305849e+00, -2.866656302150573e-01, 2.137429742596242e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.669691442290975e-02
24, 8.521599769590000e-01, -1.960709133914372e-02, 7.937113963278792e-01, -1.469392473205114e+00, -2.802351691217916e-01, 2.118478446447935e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.461775938441323e-02
25, 8.407700061800000e-01, -2.097463226217677e-02, 7.893451203927023e-01, -1.453986374790307e+00, -2.739885303584932e-01, 2.102801265093882e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.280162712944016e-02
26, 8.290500044819999e-01, -2.236196298315981e-02, 7.861628941692774e-01, -1.440570055007443e+00, -2.681322104496758e-01, 2.090104859405394e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.105321507835666e-02
27, 8.170099854470000e-01, -2.376642068849115e-02, 7.835958573478722e-01, -1.428502003425675e+00, -2.622291443410492e-01, 2.080128975506256e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.965503067074454e-02
28, 8.046399950980000e-01, -2.518763605296113e-02, 7.821575030321549e-01, -1.418267706447304e+00, -2.566369028800877e-01, 2.072616260307943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.817388588412936e-02
29, 7.919700145720000e-01, -2.662062628442961e-02, 7.814360554411006e-01, -1.409286284093350e+00, -2.511171477947796e-01, 2.067468905221952e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.688970748832419e-02
30, 7.790099978450000e-01, -2.806276676215449e-02, 7.814265140803534e-01, -1.401710606763136e+00, -2.456101969648402e-01, 2.064691327205864e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.573184396525223e-02
31, 7.657799720760000e-01, -2.951033727360171e-02, 7.825391789265210e-01, -1.395673579950127e+00, -2.404654332968900e-01, 2.063895619517346e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.462890993085445e-02
32, 7.522799968720000e-01, -3.096181144522562e-02, 7.838173173920768e-01, -1.390344598986533e+00, -2.350323827692717e-01, 2.065292285620931e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.406632619460530e-02
33, 7.385200262070000e-01, -3.241453277608040e-02, 7.863257579797436e-01, -1.386814049122824e+00, -2.299776835902586e-01, 2.068576394772531e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.310134584898853e-02
