"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        509,           9,      -8.342393548,      -4.533786047,      -4.867925309,      -2.672304569,      -3.855894772,      0.9329898399,      0.3443350995,      0.8476197595,                 0,                 0,                 0,      0.1091800788,     0.08146925927,      0.9112566473,                 0,       2.461613006,      0.7605768448,      -3.037871549,      -1.960784068,      -2.428608338,      -2.861021679,      -2.787695646,      0.8396908559,      0.2853753706,      0.6416833173,                 0,                 0,                 0,     0.04981000991,     0.08529577874,      0.6970804917,                 0,       2.022636547,      0.7185249062,                 1,                 1
        510,           9,      -8.350906752,      -4.488759051,      -4.927710797,      -2.686827348,      -3.730045734,      0.9329898399,       0.350849258,      0.8782968707,                 0,                 0,                 0,      0.1205957009,     0.07872966074,      0.9424978703,                 0,       2.503345384,      0.7325991307,      -3.047356109,      -1.915372969,      -2.485648363,      -2.875963489,      -2.663179795,      0.8481725818,      0.2906861729,      0.6606895975,                 0,                 0,                 0,     0.05546095819,     0.08481762573,      0.7168090162,                 0,       2.064811676,      0.7164203747,     0.03736053294,     0.08260722524
        511,           9,      -8.350967043,      -4.445407388,      -4.922467428,      -2.700905591,      -3.696599725,      0.9329898399,      0.3569291511,      0.9066549515,                 0,                 0,                 0,      0.1307414309,     0.07625279093,      0.9713944265,                 0,       2.540153834,       0.767197805,      -3.047985753,        -1.8715159,      -2.477857924,      -2.890016627,      -2.630704596,      0.8552406866,      0.2956992717,      0.6793050801,                 0,                 0,                 0,     0.06126082176,     0.08416903553,       0.736076779,                 0,       2.104013898,      0.7151900275,     0.03786184282,      0.0844687735
        512,           9,      -8.342029473,      -4.408925064,      -4.840934989,      -2.712718166,      -3.619131759,      0.9329898399,      0.3623034393,      0.9313870982,                 0,                 0,                 0,      0.1390527141,     0.07416126848,      0.9966171858,                 0,       2.570737666,      0.7348953767,      -3.038868965,      -1.834443769,      -2.394489375,      -2.901415409,      -2.553759867,      0.8612213907,      0.3004886973,      0.6976216517,                 0,                 0,                 0,     0.06715457004,     0.08339393874,      0.7549932961,                 0,       2.140777084,      0.7145049988,     0.01126983195,      0.0295235314
        513,           9,      -8.335099997,      -4.385680728,      -4.749556143,      -2.729300779,       -3.61630424,      0.9329898399,      0.3666851279,      0.9513463947,                 0,                 0,                 0,      0.1450624815,     0.07251596451,       1.016985438,                 0,       2.594450449,      0.7348953767,       -3.03131259,      -1.810725045,      -2.302179293,      -2.917549567,      -2.550886452,      0.8663477085,      0.3050961018,      0.7156564877,                 0,                 0,                 0,     0.07308261142,     0.08252714591,      0.7735871702,                 0,       2.175426638,      0.7141994746,    0.007584614579,     0.02305788225
        514,           9,      -8.338480826,      -4.370034325,      -4.657323162,      -2.741809208,       -3.68236701,      0.9329898399,      0.3698232799,      0.9652003459,                 0,                 0,                 0,      0.1481742424,     0.07146649092,       1.031151544,                 0,       2.609896127,      0.7328605813,      -3.034186891,      -1.794904222,      -2.209597478,      -2.929898388,      -2.616154039,      0.8707905173,      0.3095413481,      0.7333741044,                 0,                 0,                 0,     0.07898151741,     0.08159802624,      0.7918302756,                 0,       2.208148943,      0.7142002045,    0.006399219483,     0.02090338896
        515,           9,      -8.340223511,      -4.360368937,      -4.580918579,      -2.749599405,      -3.723410965,      0.9329898399,      0.3716591897,      0.9725627215,                 0,                 0,                 0,      0.1484117544,     0.07106962989,       1.038728987,                 0,       2.616813329,      0.7376713433,      -3.036010707,      -1.785361788,      -2.132969223,      -2.937955056,      -2.656848095,      0.8746779749,      0.3138290223,      0.7507008835,                 0,                 0,                 0,     0.08478441892,     0.08063248952,      0.8096535514,                 0,       2.239036864,       0.714362735,    0.005676448752,     0.01963969733
        516,           9,      -8.344077556,      -4.356187401,      -4.521939744,      -2.745214848,      -3.912308721,      0.9329898399,      0.3719854361,      0.9726688074,                 0,                 0,                 0,      0.1454352291,     0.07135060429,       1.038925823,                 0,       2.614803466,      0.7309585255,      -3.040590296,      -1.781359347,      -2.073514617,       -2.93416022,      -2.846535278,      0.8781080846,      0.3179527783,      0.7675354042,                 0,                 0,                 0,      0.0904215333,     0.07965411954,      0.8269581532,                 0,        2.26811985,       0.714545576,    0.005200141729,     0.01882275145
        517,           9,      -8.328525065,      -4.386600566,      -4.537104425,      -2.758935658,      -4.197419486,      0.9329898399,      0.3706555171,      0.9650242452,                 0,                 0,                 0,      0.1391102383,      0.0723138501,       1.031226461,                 0,       2.603560991,      0.7313888704,      -3.025935884,      -1.811844525,      -2.087914962,      -2.948410467,      -3.133200781,       0.881157071,      0.3218987431,      0.7837572732,                 0,                 0,                 0,     0.09582159619,     0.07868484895,      0.8436248921,                 0,       2.295384461,      0.7146701285,    0.004861698279,     0.01822454151
        518,           9,      -8.321602099,       -4.41699052,      -4.523590045,      -2.745317549,      -4.049915732,      0.9329898399,      0.3676049953,      0.9496092754,                 0,                 0,                 0,      0.1296045584,     0.07390352268,       1.015593166,                 0,       2.583232784,      0.7313888704,      -3.019464438,       -1.84238911,      -2.074006129,      -2.934855011,      -2.987365289,      0.8838851115,      0.3256482479,      0.7992351655,                 0,                 0,                 0,      0.1009139268,     0.07774522042,      0.8595227233,                 0,       2.320789612,      0.7147143271,    0.004600579015,      0.0177152132
        519,           9,      -8.309472016,      -4.454379954,      -4.507455018,      -2.707749811,      -3.799303792,      0.9329898399,      0.3630032261,       0.927258344,                 0,                 0,                 0,      0.1176452674,     0.07603760875,      0.9928734364,                 0,       2.554407998,      0.7313888704,      -3.007072764,      -1.880406955,      -2.058455801,        -2.8968928,       -2.73825395,      0.8863403479,      0.3291797997,      0.8138333884,                 0,                 0,                 0,      0.1056302664,     0.07685435289,      0.8745155991,                 0,       2.344277978,      0.7146840943,    0.004380442913,     0.01721500711
        520,           9,      -8.311649909,      -4.476923934,      -4.489951119,      -2.658059182,      -3.667149425,      0.9329898399,      0.3571097939,      0.8992016218,                 0,                 0,                 0,      0.1040886349,     0.07860468324,      0.9643195867,                 0,        2.51799765,      0.7229335529,      -3.008542211,      -1.904117429,       -2.04234067,      -2.846668964,      -2.606783645,      0.8885617523,      0.3324704841,       0.827417168,                 0,                 0,                 0,       0.109906389,     0.07602973722,      0.8884679351,                 0,       2.365784515,      0.7145973801,    0.004178431117,     0.01667275705
        521,           9,      -8.324258087,      -4.445814138,      -4.464528647,       -2.59034534,       -3.54920182,      0.9329898399,      0.3502825799,      0.8669980421,                 0,                 0,                 0,     0.08984939068,     0.08149120153,      0.9315270661,                 0,       2.475138907,      0.7159835217,      -3.020583113,      -1.874485502,      -2.019043058,       -2.77868443,      -2.489043472,      0.8905812108,      0.3354971515,       0.839857497,                 0,                 0,                 0,      0.1136839395,     0.07528695347,      0.9012495929,                 0,        2.38524314,      0.7144751731,    0.003979787985,      0.0160552417
        522,           9,      -8.294292788,      -4.408690405,      -4.471159208,      -2.508385461,      -3.563188076,      0.9329898399,      0.3428218851,      0.8318744243,                 0,                 0,                 0,     0.07550463849,      0.0846256556,      0.8957568873,                 0,       2.426549939,      0.6848888901,      -2.990753636,      -1.839003375,      -2.028297007,       -2.69697998,      -2.502418224,      0.8924250643,       0.338237626,      0.8510360692,                 0,                 0,                 0,      0.1169126699,     0.07463938411,      0.9127409518,                 0,       2.402592251,      0.7143325667,    0.003774892879,     0.01534144175
        523,           9,      -8.288832179,      -4.350535324,      -4.478222972,      -2.466120883,      -3.563111173,      0.9329898399,      0.3350722489,      0.7951494677,                 0,                 0,                 0,     0.06156782316,     0.08795197981,      0.8583708622,                 0,       2.373068705,      0.7046208719,      -2.986315881,      -1.782416997,      -2.037974939,      -2.655475253,      -2.502403745,      0.8941152633,       0.340671955,      0.8608501637,                 0,                 0,                 0,      0.1195527705,     0.07409798097,      0.9228379459,                 0,       2.417779357,      0.7141714825,    0.003557585321,      0.0145193676
        524,           9,      -8.288763946,      -4.281794689,      -4.502341337,      -2.418608513,      -3.645544732,      0.9329898399,       0.327431186,      0.7585253448,                 0,                 0,                 0,     0.04866087769,     0.09135265224,      0.8211130088,                 0,       2.316594684,      0.6928669035,      -2.987848466,      -1.714713656,      -2.064252777,      -2.608933462,      -2.584990946,      0.8956702463,      0.3427835743,      0.8692168923,                 0,                 0,                 0,       0.121576758,     0.07367113779,       0.931456466,                 0,        2.43076463,      0.7139736907,     0.00332422262,     0.01358427879
        525,           9,      -8.228852011,      -4.254782363,      -4.551412672,      -2.374153695,       -3.68719914,      0.9329898399,      0.3203760194,      0.7235749209,                 0,                 0,                 0,     0.03720559644,      0.0948242779,       0.785627021,                 0,       2.258517733,      0.6475829147,      -2.929487074,      -1.687951936,      -2.114934141,      -2.565186495,       -2.62648411,      0.8971056153,      0.3445602498,      0.8760762608,                 0,                 0,                 0,       0.122970516,     0.07336469577,      0.9385355624,                 0,       2.441523215,      0.7137080638,    0.003073122752,     0.01253753773
        526,           9,      -8.203480071,      -4.240857622,      -4.594056968,      -2.349833194,      -3.794033431,      0.9329898399,      0.3142452577,      0.6916654396,                 0,                 0,                 0,      0.0275515768,     0.09829083084,      0.7533193711,                 0,       2.201037001,      0.6718930456,      -2.904765432,      -1.673580506,      -2.158856856,      -2.540804099,      -2.733283189,      0.8984346607,       0.345994742,      0.8813929379,                 0,                 0,                 0,      0.1237334278,     0.07318206155,      0.9440393309,                 0,       2.450046579,      0.7133434596,     0.00280419637,     0.01138575337
        527,           9,      -8.232914657,      -4.244526812,      -4.648027629,      -2.349175271,      -3.854525275,      0.9329898399,      0.3091178456,      0.6634398596,                 0,                 0,                 0,     0.01964680517,      0.1016398232,      0.7248280045,                 0,       2.146236036,      0.6550519577,      -2.933578193,      -1.676808871,      -2.214324947,      -2.539367515,      -2.794154326,      0.8996687742,      0.3470852134,      0.8851568977,                 0,                 0,                 0,      0.1238777547,     0.07312440919,      0.9479576466,                 0,       2.456343281,      0.7128477414,    0.002518647029,     0.01013996245
        528,           9,      -8.227611251,      -4.312854563,      -4.731601547,      -2.422329176,      -3.868823015,      0.9329898399,      0.3052842931,      0.6399594528,                 0,                 0,                 0,     0.01383509359,      0.1048387853,      0.7012527575,                 0,       2.096273759,      0.6752510976,      -2.926793328,      -1.745428799,      -2.299672955,      -2.611476531,      -2.809496574,      0.9008177765,      0.3478354049,      0.8873831148,                 0,                 0,                 0,      0.1234274563,     0.07319093795,      0.9503059233,                 0,       2.460439446,      0.7121895434,    0.002218715697,    0.008814794929
        529,           9,      -8.221725758,      -4.379056291,      -4.757811956,      -2.504327505,      -3.918971127,      0.9329898399,      0.3024334992,      0.6217912214,                 0,                 0,                 0,    0.009784828845,      0.1074244343,         0.6830449,                 0,       2.055960147,      0.6454089325,      -2.919256253,      -1.812897118,      -2.327794664,      -2.692520952,       -2.86004711,      0.9018901786,      0.3482545667,      0.8881104048,                 0,                 0,                 0,      0.1224166152,      0.0733791454,      0.9511239853,                 0,       2.462379114,      0.7113445165,    0.001907476702,    0.007427701641
        530,           9,      -8.251287274,      -4.422292843,      -4.749331667,      -2.549901915,      -4.054293541,      0.9329898399,      0.3005414482,       0.608830033,                 0,                 0,                 0,     0.00755788772,      0.1094045417,      0.6700968717,                 0,       2.025777265,      0.6627932595,      -2.947717482,      -1.858160988,       -2.32092246,      -2.737593253,      -2.994636779,      0.9028933935,      0.3483571514,      0.8873995378,                 0,                 0,                 0,      0.1208876347,     0.07368508505,      0.9504741726,                 0,       2.462224548,      0.7102998443,    0.001588666734,    0.006140410389
        531,           9,      -8.264737722,      -4.466658519,      -4.702192717,      -2.586131715,      -4.313721704,      0.9329898399,      0.2995717602,      0.6003945811,                 0,                 0,                 0,     0.00692761181,      0.1109435119,      0.6617464995,                 0,       2.004176163,      0.6926354247,       -2.96092998,      -1.904415588,      -2.274749413,      -2.773860368,      -3.253558854,      0.9038339074,      0.3481622779,      0.8853308137,                 0,                 0,                 0,      0.1188893485,     0.07410356294,      0.9484388664,                 0,       2.460056681,      0.7090545559,    0.001305487345,    0.005103249893
        532,           9,      -8.247410719,       -4.53153569,      -4.676555483,      -2.635207322,      -4.377868689,      0.9329898399,      0.2992132097,      0.5966489427,                 0,                 0,                 0,    0.007844527598,       0.111695747,      0.6580596977,                 0,       1.994059498,      0.7250024973,      -2.943912945,      -1.970031445,      -2.249421122,      -2.823288358,       -3.31724207,      0.9047174205,      0.3476929923,      0.8820012343,                 0,                 0,                 0,      0.1164751439,     0.07462825774,       0.945117568,                 0,       2.455975615,      0.7076176854,    0.001078368447,    0.004318350619
        533,           9,      -8.250816127,      -4.595392194,       -4.63966825,      -2.678536642,      -4.440845742,      0.9329898399,      0.2995456735,      0.5974045787,                 0,                 0,                 0,     0.01026655858,      0.1117927571,       0.658879519,                 0,       1.994368911,      0.8245260249,      -2.947519218,      -2.033198392,      -2.212354733,      -2.866899321,      -3.378910477,      0.9055489623,      0.3469753978,       0.877521352,                 0,                 0,                 0,      0.1137011893,     0.07525180953,       0.940623631,                 0,       2.450100608,       0.706009411,   0.0009066949959,    0.003784929397
        534,           9,      -8.276974207,      -4.657013546,      -4.587178236,      -2.707208725,      -4.496718169,      0.9329898399,      0.3004569321,      0.6020589585,                 0,                 0,                 0,     0.01387346337,      0.1113033891,      0.6635969508,                 0,       2.003811176,      0.8245260249,      -2.973457849,        -2.0931406,      -2.159471501,      -2.895574457,      -3.433617473,      0.9063329874,      0.3460377239,      0.8720119389,                 0,                 0,                 0,      0.1106248311,     0.07596590399,      0.9350808036,                 0,       2.442569281,       0.704263268,   0.0007893004674,    0.003499197853
        535,           9,      -8.314368161,      -4.714093092,      -4.543620393,      -2.735400191,      -4.575561093,      0.9329898399,      0.3019423603,      0.6102951599,                 0,                 0,                 0,     0.01842884707,      0.1103158789,      0.6719075665,                 0,       2.021230672,      0.8245260249,       -3.01053523,      -2.148256401,      -2.114886088,      -2.923675365,      -3.510472399,      0.9070734555,       0.344909406,      0.8656006715,                 0,                 0,                 0,      0.1073032125,     0.07676136145,      0.9286197899,                 0,       2.433536057,      0.7024299622,   0.0007244647004,    0.003454387743
        536,           9,      -8.330956779,      -4.758033991,      -4.519291748,      -2.726384633,      -4.637570928,      0.9329898399,      0.3039369432,      0.6219733447,                 0,                 0,                 0,     0.02387777079,      0.1088089372,      0.6836586298,                 0,       2.046389419,      0.8454355556,      -3.027252858,      -2.190537248,      -2.088838574,      -2.914794635,      -3.571909257,      0.9077738983,      0.3436202405,      0.8584189842,                 0,                 0,                 0,      0.1037921256,     0.07762824842,      0.9213749927,                 0,       2.423169839,      0.7005775134,   0.0007099320344,    0.003640888752
        537,           9,      -8.329468297,       -4.78018654,      -4.517404444,      -2.703392556,      -4.671015864,      0.9329898399,      0.3065334779,      0.6369676822,                 0,                 0,                 0,     0.03028020087,      0.1069080956,      0.6987569394,                 0,       2.077971015,      0.8454355556,      -3.026277365,      -2.211224825,      -2.084377178,      -2.892075532,      -3.605491357,      0.9084374757,      0.3421996547,      0.8505991974,                 0,                 0,                 0,      0.1001450861,     0.07855601988,      0.9134815543,                 0,        2.41165103,      0.6987848094,   0.0007429434752,    0.004046471458
        538,           9,      -8.322322902,      -4.786343515,      -4.547336548,      -2.680996496,      -4.630188793,      0.9329898399,      0.3098271338,      0.6552165628,                 0,                 0,                 0,     0.03776188654,      0.1047223782,      0.7171714025,                 0,       2.114781087,       0.853431057,       -3.01952598,      -2.215863137,      -2.111431436,      -2.869818406,      -3.564056598,      0.9090670235,      0.3406761154,      0.8422720032,                 0,                 0,                 0,     0.09641261542,       0.079533688,      0.9050727791,                 0,       2.399168104,      0.6971337012,   0.0008202782562,    0.004656569166
        539,           9,      -8.332422912,      -4.777141469,      -4.598999841,      -2.676093647,      -4.536320425,      0.9329898399,      0.3138312776,      0.6765872177,                 0,                 0,                 0,     0.04633100527,      0.1023033851,      0.7387789597,                 0,       2.155894795,      0.7994144083,      -3.029377363,      -2.204939082,      -2.160511432,      -2.864727202,       -3.46917063,      0.9096650939,      0.3390766804,      0.8335643664,                 0,                 0,                 0,     0.09264172392,     0.08055000736,       0.896277995,                 0,       2.385913995,      0.6957019809,   0.0009383055673,    0.005454603847
        540,           9,      -8.325025691,      -4.749042544,      -4.650383963,      -2.666054779,      -4.381495134,      0.9329898399,      0.3184362082,      0.7006867537,                 0,                 0,                 0,     0.05588441698,     0.09966107968,       0.763171812,                 0,       2.200399125,      0.7618062288,       -3.02102392,      -2.175101937,      -2.209955139,      -2.854284931,      -3.313613452,      0.9102339902,      0.3374266918,      0.8245978593,                 0,                 0,                 0,     0.08887558543,     0.08159366833,      0.8872208717,                 0,       2.372082503,      0.6945577644,    0.001093045963,    0.006280167852
        541,           9,      -8.303281675,      -4.727743442,      -4.739585455,      -2.660095985,      -4.225811963,      0.9329898399,       0.323515254,      0.7270170292,                 0,                 0,                 0,     0.06627786626,     0.09681996783,       0.789836549,                 0,       2.247241885,      0.7768068802,      -2.998103614,      -2.152345039,      -2.297692549,      -2.848029376,      -3.155901142,      0.9107757961,      0.3357495971,      0.8154874209,                 0,                 0,                 0,     0.08515338714,     0.08265348911,      0.8780181811,                 0,       2.357864901,      0.6937545628,    0.001241268077,    0.006984339281
        542,           9,      -8.324419024,      -4.683733735,      -4.790280631,      -2.664834512,      -4.110589676,      0.9329898399,      0.3289285467,      0.7549011722,                 0,                 0,                 0,     0.07723011776,     0.09384419092,      0.8180849812,                 0,       2.295030881,      0.7632732049,      -3.018573422,      -2.107232902,      -2.346852304,      -2.852858849,       -3.03975601,      0.9112924018,      0.3340668747,      0.8063404966,                 0,                 0,                 0,     0.08151032415,     0.08371859552,      0.8687789535,                 0,       2.343446867,      0.6933272927,    0.001362611762,    0.007566073771
        543,           9,      -8.335275189,       -4.63798956,      -4.842729871,      -2.668933034,      -4.002260999,      0.9329898399,      0.3345046815,      0.7836472286,                 0,                 0,                 0,     0.08844044298,     0.09077214169,      0.8472052757,                 0,       2.342709301,      0.7344553524,      -3.029701753,      -2.060692919,      -2.397197721,      -2.857479332,      -2.931861776,      0.9117855254,      0.3323980331,       0.797256495,                 0,                 0,                 0,      0.0779777018,     0.08477857934,      0.8596039575,                 0,       2.329005837,      0.6932913038,    0.001457736477,      0.0080264857
        544,           9,      -8.359839659,      -4.582743709,      -4.884915237,       -2.67039476,      -3.922633512,      0.9329898399,      0.3400944587,      0.8125009751,                 0,                 0,                 0,      0.0996001997,      0.0876816531,      0.8764325434,                 0,       2.389045027,      0.7536268136,      -3.055241281,      -2.004687626,      -2.436694669,      -2.859619966,      -2.853313667,      0.9122567324,      0.3307606576,       0.788326491,                 0,                 0,                 0,     0.07458310719,     0.08582362987,      0.8505854299,                 0,       2.314708797,      0.6936439587,     0.00152770663,    0.008368544784
        545,           9,      -8.365786121,      -4.537565429,      -4.953706351,      -2.679490153,      -3.857985159,      0.9329898399,      0.3455828623,      0.8406690221,                 0,                 0,                 0,      0.1103833549,     0.08469469973,      0.9049744346,                 0,       2.432612012,      0.7273254578,      -3.062175148,      -1.958641144,      -2.502874138,      -2.869185784,      -2.789557179,      0.9127074521,      0.3291704822,       0.779633107,                 0,                 0,                 0,     0.07135061507,     0.08684463708,      0.8418069831,                 0,       2.300710521,      0.6943670891,    0.001573892388,    0.008596756448
        546,           9,      -8.369155627,       -4.49287521,      -4.983560996,      -2.691643506,      -3.744188022,      0.9329898399,      0.3507727092,      0.8671460576,                 0,                 0,                 0,      0.1202941194,     0.08191663895,       0.931811914,                 0,       2.472102404,      0.7325991307,      -3.066007896,      -1.912970661,      -2.530754444,      -2.881464706,      -2.676205386,      0.9131389923,      0.3276414697,      0.7712505161,                 0,                 0,                 0,     0.06830100067,     0.08783326754,      0.8333436317,                 0,       2.287152233,      0.6954302505,    0.001597877079,     0.00871684681
        547,           9,      -8.363672895,      -4.460769929,      -4.953119123,      -2.709028692,      -3.722592276,      0.9329898399,       0.355501864,      0.8910409774,                 0,                 0,                 0,      0.1289053575,     0.07945295374,      0.9560454104,                 0,       2.506431239,      0.7281825589,      -3.060444085,      -1.879967734,      -2.499215131,      -2.898794325,      -2.654843543,      0.9135525516,      0.3261858917,      0.7632445241,                 0,                 0,                 0,     0.06545194107,     0.08878201688,      0.8252618936,                 0,       2.274160637,      0.6967942141,    0.001601376302,    0.008735467326
        548,           9,      -8.352493261,      -4.436045318,      -4.867847967,      -2.721852591,      -3.681073105,      0.9329898399,      0.3595787855,      0.9112689358,                 0,                 0,                 0,      0.1357259768,     0.07743765045,      0.9765814798,                 0,       2.534267795,      0.7348953767,      -3.049063103,      -1.854702129,      -2.413518437,      -2.911663269,      -2.612909297,       0.913949231,      0.3248144019,      0.7556726947,                 0,                 0,                 0,     0.06281819226,     0.08968424335,      0.8176199322,                 0,       2.261847294,      0.6984141562,    0.001586171355,    0.008659930853
        549,           9,      -8.348487465,      -4.417432113,      -4.763480989,       -2.73187756,      -3.708248623,      0.9329898399,      0.3628060175,      0.9267020867,                 0,                 0,                 0,      0.1401874453,     0.07601165119,      0.9922838267,                 0,       2.554263276,      0.7348953767,      -3.045204201,      -1.836058776,      -2.308913809,      -2.921999711,      -2.639967158,      0.9143300431,      0.3235361012,      0.7485844961,                 0,                 0,                 0,     0.06041173462,     0.09053418703,      0.8104677153,                 0,       2.250308266,      0.7002425776,    0.001554057928,    0.008497987029
