Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
26,0.811553,0,2.32127,-0,6.04818e-08,0,0,0,0,0,0,0.682383,0.790634,-0.0279842,1.04476,0.928507,-0.170017,0.00132903,-4.43983e-05,9.22079e-06,0.0013298,1.12885,0,0,0,0,9.57976
27,0.821072,0,2.34907,-0,6.04929e-08,0,0,0,0,0,0,0.66275,0.790634,-0.0280119,1.03205,0.939627,-0.147778,0.00133002,-4.37922e-05,-6.12336e-06,0.00133075,1.12913,0,0,0,0,9.6157
28,0.832068,0,2.38122,-0,6.05062e-08,0,0,0,0,0,0,0.643531,0.790634,-0.0278262,1.01981,0.952489,-0.122054,0.00132608,-4.04109e-05,-2.04125e-05,0.00132685,1.12946,0,0,0,0,9.6368
29,0.879253,0,2.51915,-0,6.05586e-08,0,0,0,0,0,0,0.573019,0.790634,-0.0254566,0.976781,1.00766,-0.0117103,0.0013204,-1.46668e-05,-7.02857e-05,0.00132235,1.13076,0,0,0,0,9.71263
30,0.891018,0,2.55353,-0,6.05705e-08,0,0,0,0,0,0,0.557473,0.790634,-0.024558,0.96772,1.02141,0.0157893,0.00132905,-6.93617e-06,-8.40458e-05,0.00133172,1.13105,0,0,0,0,9.74366
31,0.903169,0,2.58905,-0,6.05829e-08,0,0,0,0,0,0,0.542925,0.790634,-0.0235607,0.959388,1.03562,0.0442075,0.00134046,1.78814e-06,-9.95683e-05,0.00134415,1.13136,0,0,0,0,9.77895
32,0.916053,0,2.62676,-0,6.05963e-08,0,0,0,0,0,0,0.529435,0.790634,-0.0224734,0.951792,1.0507,0.074376,0.00135315,1.22343e-05,-0.000117113,0.00135827,1.13169,0,0,0,0,9.80577
33,0.929918,0,2.6674,-0,6.06114e-08,0,0,0,0,0,0,0.517052,0.790634,-0.0213078,0.944933,1.06696,0.106887,0.00136472,2.52455e-05,-0.000136499,0.00137176,1.13207,0,0,0,0,9.82387
34,0.944691,0,2.71077,-0,6.06282e-08,0,0,0,0,0,0,0.505806,0.790634,-0.0200812,0.9388,1.08431,0.141583,0.0013749,4.14705e-05,-0.000157347,0.00138449,1.13248,0,0,0,0,9.82696
35,0.960309,0,2.75673,-0,6.06472e-08,0,0,0,0,0,0,0.49571,0.790634,-0.0188176,0.933373,1.10269,0.178356,0.00138162,6.10403e-05,-0.000178857,0.00139448,1.13296,0,0,0,0,9.80654
36,0.973888,0,2.79686,-0,6.0666e-08,0,0,0,0,0,0,0.486759,0.790634,-0.0175454,0.928625,1.11874,0.210457,0.00140096,8.0347e-05,-0.000203266,0.0014179,1.13342,0,0,0,0,9.78297
37,0.980393,0,2.81662,-0,6.06834e-08,0,0,0,0,0,0,0.478926,0.790634,-0.0162927,0.92452,1.12665,0.226264,0.00146858,9.12297e-05,-0.000253364,0.00149307,1.13386,0,0,0,0,9.8283
38,0.665085,0,1.90061,-0,6.04407e-08,0,0,0,0,0,0,0.458776,0.790634,0.00840729,0.914138,0.760245,-0.506541,0.00222492,-0.000201614,0.00220024,0.00313559,1.12784,0,0,0,0,10.6843
39,0.511224,0,1.45616,-0,6.02919e-08,0,0,0,0,0,0,0.46211,0.790634,0.0109755,0.915843,0.582464,-0.862105,0.00285377,-0.00060142,0.00196649,0.00351749,1.12416,0,0,0,0,9.97943
40,0.38917,0,1.10521,-0,6.01566e-08,0,0,0,0,0,0,0.466572,0.790634,0.0131939,0.918132,0.442083,-1.14287,0.00303567,-0.000824019,0.00138159,0.00343556,1.12081,0,0,0,0,8.81983
41,0.316787,0,0.897262,-0,6.00362e-08,0,0,0,0,0,0,0.472189,0.790634,0.0149328,0.921025,0.358905,-1.30922,0.00284387,-0.000825698,0.000836978,0.00307732,1.11784,0,0,0,0,7.8295
42,0.293854,0,0.829873,-0,5.99035e-08,0,0,0,0,0,0,0.478926,0.790634,0.0162927,0.92452,0.331949,-1.36313,0.00269373,-0.000754019,0.00056538,0.00285384,1.11457,0,0,0,0,7.53584
43,0.301351,0,0.848698,-0,5.97785e-08,0,0,0,0,0,0,0.486759,0.790634,0.0175454,0.928625,0.339479,-1.34807,0.00265984,-0.000686235,0.000463951,0.00278584,1.1115,0,0,0,0,7.74107
44,0.316373,0,0.890068,-0,5.97309e-08,0,0,0,0,0,0,0.49571,0.790634,0.0188176,0.933373,0.356027,-1.31498,0.00259536,-0.000618382,0.000397132,0.00269741,1.11033,0,0,0,0,7.94844
45,0.32929,0,0.92658,-0,5.97393e-08,0,0,0,0,0,0,0.505806,0.790634,0.0200812,0.9388,0.370632,-1.28577,0.00250874,-0.000559925,0.000334363,0.00259212,1.11054,0,0,0,0,8.05662
46,0.339887,0,0.9569,-0,5.97631e-08,0,0,0,0,0,0,0.517052,0.790634,0.0213078,0.944933,0.38276,-1.26151,0.0024274,-0.000513658,0.000279608,0.00249685,1.11112,0,0,0,0,8.12638
47,0.348366,0,0.98141,-0,5.97924e-08,0,0,0,0,0,0,0.529435,0.790634,0.0224734,0.951792,0.392564,-1.2419,0.00235374,-0.000476004,0.000232692,0.00241263,1.11184,0,0,0,0,8.16728
48,0.356172,0,1.00408,-0,5.9823e-08,0,0,0,0,0,0,0.542925,0.790634,0.0235607,0.959388,0.401632,-1.22377,0.00227857,-0.000442127,0.000192173,0.00232901,1.11259,0,0,0,0,8.18576
49,0.363341,0,1.02501,-0,5.98546e-08,0,0,0,0,0,0,0.557473,0.790634,0.024558,0.96772,0.410002,-1.20703,0.00219795,-0.000410297,0.000157148,0.00224143,1.11337,0,0,0,0,8.16811
50,0.369786,0,1.04405,-0,5.98921e-08,0,0,0,0,0,0,0.573019,0.790634,0.0254566,0.976781,0.417621,-1.19179,0.00210994,-0.000378771,0.000126608,0.0021474,1.11429,0,0,0,0,8.11513
51,0.375461,0,1.06125,-0,5.99424e-08,0,0,0,0,0,0,0.589487,0.790634,0.0262478,0.986553,0.424502,-1.17803,0.00200756,-0.000345789,9.91748e-05,0.00203954,1.11553,0,0,0,0,8.00481
52,0.380464,0,1.07703,-0,6.00114e-08,0,0,0,0,0,0,0.606793,0.790634,0.0269192,0.997008,0.430813,-1.16541,0.00187126,-0.00030688,7.3237e-05,0.00189767,1.11723,0,0,0,0,7.80157
53,0.386178,0,1.09549,-0,6.01063e-08,0,0,0,0,0,0,0.624842,0.790634,0.027453,1.00811,0.438195,-1.15064,0.00168299,-0.000261617,4.83933e-05,0.00170389,1.11957,0,0,0,0,7.465
54,0.39668,0,1.12866,-0,6.0243e-08,0,0,0,0,0,0,0.643531,0.790634,0.0278262,1.01981,0.451466,-1.1241,0.00137719,-0.000198427,2.45403e-05,0.00139163,1.12295,0,0,0,0,6.84037
55,0.429415,0,1.22564,-0,6.03833e-08,0,0,0,0,0,0,0.66275,0.790634,0.0280119,1.03205,0.490256,-1.04652,0.000974068,-0.000117036,5.87026e-06,0.000981092,1.12642,0,0,0,0,5.93985
56,0.505858,0,1.44738,-0,6.04925e-08,0,0,0,0,0,0,0.682383,0.790634,0.0279842,1.04476,0.578952,-0.869128,0.000468749,6.23486e-06,-3.49381e-06,0.000468803,1.12912,0,0,0,0,4.15077
57,0.587678,0,1.68489,-0,6.0585e-08,0,0,0,0,0,0,0.70231,0.790634,0.0277228,1.05788,0.673956,-0.679119,6.82647e-05,0.000130584,-2.04952e-06,0.000147365,1.13141,0,0,0,0,3.84088
58,0.64465,0,1.85032,-0,6.064e-08,0,0,0,0,0,0,0.722408,0.790634,0.0272177,1.07132,0.740128,-0.546775,-0.00016982,0.000255818,5.16845e-06,0.000307097,1.13278,0,0,0,0,4.21475
59,0.689067,0,1.97953,-0,6.06805e-08,0,0,0,0,0,0,0.742554,0.790634,0.0264729,1.08498,0.791811,-0.44341,-0.000222614,0.000332874,1.09852e-05,0.000400603,1.13378,0,0,0,0,4.82547
60,0.727259,0,2.09051,-0,6.07083e-08,0,0,0,0,0,0,0.762626,0.790634,0.0255068,1.0988,0.836205,-0.354621,-0.000173901,0.000366254,1.25407e-05,0.000405636,1.13447,0,0,0,0,4.99156
61,0.758422,0,2.1809,-0,6.07253e-08,0,0,0,0,0,0,0.782504,0.790634,0.0243505,1.11266,0.872362,-0.282308,-8.81308e-05,0.000369144,1.02449e-05,0.000379657,1.1349,0,0,0,0,4.94058
62,0.78232,0,2.25005,-0,6.07339e-08,0,0,0,0,0,0,0.802077,0.790634,0.0230438,1.12648,0.900019,-0.226993,-4.75361e-06,0.000360428,6.09734e-06,0.000360511,1.13511,0,0,0,0,4.89697
63,0.801875,0,2.30649,-0,6.07378e-08,0,0,0,0,0,0,0.821237,0.790634,0.0216296,1.14018,0.922595,-0.181841,6.17617e-05,0.000348447,1.70784e-06,0.000353882,1.13521,0,0,0,0,4.91329
64,0.818305,0,2.35383,-0,6.07394e-08,0,0,0,0,0,0,0.839883,0.790634,0.0201482,1.15365,0.941532,-0.143967,0.000111846,0.000337831,-2.23649e-06,0.000355871,1.13525,0,0,0,0,4.97427
65,0.83214,0,2.39365,-0,6.07399e-08,0,0,0,0,0,0,0.857925,0.790634,0.0186333,1.16683,0.957461,-0.11211,0.000149561,0.000330101,-5.58515e-06,0.000362445,1.13526,0,0,0,0,5.05151
66,0.844038,0,2.42788,-0,6.07399e-08,0,0,0,0,0,0,0.875279,0.790634,0.0171098,1.17962,0.971151,-0.0847295,0.000176983,0.000324859,-8.27197e-06,0.000370033,1.13526,0,0,0,0,5.12725
67,0.854583,0,2.4582,-0,6.07398e-08,0,0,0,0,0,0,0.891875,0.790634,0.0155936,1.19197,0.983282,-0.0604685,0.000195255,0.000321541,-1.02808e-05,0.000376322,1.13526,0,0,0,0,5.18599
68,0.864127,0,2.48566,-0,6.07399e-08,0,0,0,0,0,0,0.907652,0.790634,0.0140936,1.2038,0.994265,-0.0385015,0.000205309,0.00031966,-1.1632e-05,0.000380091,1.13526,0,0,0,0,5.22287
69,0.872916,0,2.51097,-0,6.07403e-08,0,0,0,0,0,0,0.922566,0.790634,0.0126147,1.21507,1.00439,-0.0182579,0.000208141,0.000319126,-1.23531e-05,0.000381204,1.13527,0,0,0,0,5.23619
70,0.881073,0,2.53446,-0,6.07409e-08,0,0,0,0,0,0,0.936585,0.790634,0.0111605,1.22573,1.01379,0.00053955,0.000204643,0.000319764,-1.24486e-05,0.000379845,1.13528,0,0,0,0,5.2306
71,0.888702,0,2.55646,-0,6.07418e-08,0,0,0,0,0,0,0.949699,0.790634,0.00973583,1.23577,1.02258,0.0181345,0.000196022,0.000321531,-1.19401e-05,0.000376761,1.1353,0,0,0,0,5.20566
72,0.895806,0,2.57695,-0,6.07427e-08,0,0,0,0,0,0,0.961913,0.790634,0.00834711,1.24517,1.03078,0.0345263,0.000183384,0.000323876,-1.08644e-05,0.000372348,1.13533,0,0,0,0,5.17324
73,0.902392,0,2.59595,-0,6.07437e-08,0,0,0,0,0,0,0.973255,0.790634,0.0070023,1.25394,1.03838,0.0497261,0.000168007,0.000326492,-9.3018e-06,0.000367301,1.13535,0,0,0,0,5.13705
74,0.908482,0,2.61351,-0,6.07444e-08,0,0,0,0,0,0,0.983774,0.790634,0.00570947,1.26212,1.0454,0.0637751,0.000151544,0.000328918,-7.43411e-06,0.000362226,1.13537,0,0,0,0,5.10473
75,0.913999,0,2.62936,-0,6.07441e-08,0,0,0,0,0,0,0.993541,0.790634,0.00447473,1.26974,1.05174,0.0764577,0.000135598,0.00033127,-5.47188e-06,0.000357989,1.13536,0,0,0,0,5.07586
76,0.91928,0,2.64433,-0,6.07402e-08,0,0,0,0,0,0,1.00266,0.790634,0.00330084,1.27688,1.05773,0.0884345,0.000123744,0.000332075,-3.98599e-06,0.000354404,1.13527,0,0,0,0,5.06064
77,0.923842,0,2.65671,-0,6.07275e-08,0,0,0,0,0,0,1.01124,0.790634,0.00217901,1.28363,1.06268,0.0983374,0.000123244,0.000330657,-4.03016e-06,0.000352902,1.13495,0,0,0,0,5.06891
78,0.929192,0,2.67043,-0,6.06989e-08,0,0,0,0,0,0,1.01944,0.790634,0.00108802,1.2901,1.06817,0.10931,0.000172936,0.000318456,-1.12537e-05,0.000362557,1.13424,0,0,0,0,5.16218
79,0.9914,0,2.85044,-0,6.07187e-08,0,0,0,0,0,0,0.472189,0.790634,-0.0149328,0.921025,1.14018,0.25332,0.00153851,0.000105903,-0.0003701,0.00158594,1.13473,0,0,0,0,9.83164
80,1.03245,0,2.97108,-0,6.0759e-08,0,0,0,0,0,0,0.466572,0.790634,-0.0131939,0.918132,1.18843,0.349829,0.00156356,0.000188628,-0.000570517,0.00167505,1.13573,0,0,0,0,9.9314
81,1.10471,0,3.18214,-0,6.08039e-08,0,0,0,0,0,0,0.46211,0.790634,-0.0109755,0.915843,1.27286,0.518683,0.00140139,0.000392139,-0.000720715,0.00162392,1.13685,0,0,0,0,9.88366
82,1.18092,0,3.40535,-0,6.08531e-08,0,0,0,0,0,0,0.458776,0.790634,-0.00840729,0.914138,1.36214,0.697246,0.00100451,0.000639206,-0.000597098,0.00133197,1.13807,0,0,0,0,9.21655
83,1.23059,0,3.55074,-0,6.08811e-08,0,0,0,0,0,0,0.456464,0.790634,-0.00566953,0.912959,1.4203,0.813562,0.000605679,0.000829421,-0.000192279,0.00104487,1.13877,0,0,0,0,8.4387
84,1.22645,0,3.53861,-0,6.08787e-08,0,0,0,0,0,0,0.455082,0.790634,-0.00285576,0.912255,1.41544,0.803853,0.000386092,0.000907686,0.000417053,0.00107093,1.13871,0,0,0,0,8.75103
85,1.14683,0,3.30597,-0,6.08385e-08,0,0,0,0,0,0,0.454614,0.790634,0,0.912018,1.32239,0.617747,0.000516904,0.000898962,0.00120491,0.00158969,1.13771,0,0,0,0,9.05892
86,1.00281,0,2.88387,-0,6.07284e-08,0,0,0,0,0,0,0.455082,0.790634,0.00285576,0.912255,1.15355,0.280061,0.000888228,0.000577367,0.00170477,0.00200713,1.13497,0,0,0,0,10.8594
87,0.83275,0,2.38741,-0,6.05872e-08,0,0,0,0,0,0,0.456464,0.790634,0.00566953,0.912959,0.954965,-0.117103,0.00152279,0.000214043,0.00210326,0.00260546,1.13147,0,0,0,0,11.0143
