Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.842135,0,2.41185,-0,6.05406e-08,0,0,0,0,0,0,1.01162,1.09472,-0.0118885,1.49062,0.96474,-0.097551,0.00106095,0.000148954,9.91161e-05,0.00107593,1.13031,0,0,0,0,8.64354
1,0.838744,0,2.40187,-0,6.05354e-08,0,0,0,0,0,0,0.998313,1.09472,-0.0131538,1.48163,0.960747,-0.105539,0.00107072,0.000148288,9.6118e-05,0.0010852,1.13018,0,0,0,0,8.68602
2,0.834572,0,2.3896,-0,6.05293e-08,0,0,0,0,0,0,0.984314,1.09472,-0.0144328,1.47224,0.955839,-0.115355,0.00108198,0.000147799,9.34367e-05,0.00109601,1.13003,0,0,0,0,8.72353
3,0.829379,0,2.37435,-0,6.05219e-08,0,0,0,0,0,0,0.969674,1.09472,-0.0157179,1.46251,0.949739,-0.127555,0.00109628,0.000146948,9.0882e-05,0.00110981,1.12985,0,0,0,0,8.76462
4,0.822906,0,2.35536,-0,6.05131e-08,0,0,0,0,0,0,0.954456,1.09472,-0.0169958,1.45248,0.942145,-0.142743,0.00111501,0.000145226,8.81033e-05,0.00112788,1.12963,0,0,0,0,8.81698
5,0.815223,0,2.33285,-0,6.05029e-08,0,0,0,0,0,0,0.938727,1.09472,-0.0182454,1.44221,0.933138,-0.160756,0.00114011,0.000142365,8.46989e-05,0.00115208,1.12938,0,0,0,0,8.87776
6,0.806493,0,2.30729,-0,6.04915e-08,0,0,0,0,0,0,0.922565,1.09472,-0.0194384,1.43176,0.922915,-0.181202,0.00117183,0.000138227,8.01153e-05,0.00118268,1.1291,0,0,0,0,8.94951
7,0.872414,0,2.5023,-0,6.06086e-08,0,0,0,0,0,0,1.11266,1.09472,0,1.56091,1.00092,-0.0251909,1.26363e-05,4.51298e-05,-0.000571973,0.00057389,1.132,0,0,0,0,6.24514
8,0.87987,0,2.52162,-0,6.05712e-08,0,0,0,0,0,0,1.10592,1.09472,-0.00091779,1.55611,1.00865,-0.00973963,0.00108036,0.00024885,0.000135991,0.00111696,1.13107,0,0,0,0,8.79621
9,0.812647,0,2.32488,-0,6.04912e-08,0,0,0,0,0,0,0.743237,1.09472,-0.022141,1.32337,0.929953,-0.167127,0.00143906,0.000104289,-5.86252e-05,0.00144402,1.12909,0,0,0,0,9.77355
10,0.825446,0,2.36236,-0,6.05079e-08,0,0,0,0,0,0,0.729345,1.09472,-0.0214737,1.31561,0.944944,-0.137144,0.00143367,0.000100632,-7.16251e-05,0.00143898,1.1295,0,0,0,0,9.79569
11,0.839255,0,2.40278,-0,6.0525e-08,0,0,0,0,0,0,0.716232,1.09472,-0.0207156,1.30837,0.961114,-0.104805,0.00142942,9.70253e-05,-8.56363e-05,0.00143526,1.12993,0,0,0,0,9.81647
12,0.854099,0,2.44621,-0,6.05423e-08,0,0,0,0,0,0,0.70396,1.09472,-0.0198744,1.30168,0.978485,-0.070062,0.00142471,9.43867e-05,-0.000101065,0.0014314,1.13035,0,0,0,0,9.84388
13,0.87007,0,2.49293,-0,6.05601e-08,0,0,0,0,0,0,0.692581,1.09472,-0.0189572,1.29555,0.997171,-0.0326893,0.00141984,9.38928e-05,-0.000118162,0.00142784,1.1308,0,0,0,0,9.86296
14,0.887183,0,2.543,-0,6.05788e-08,0,0,0,0,0,0,0.682135,1.09472,-0.017974,1.28998,1.0172,0.00736912,0.0014123,9.65114e-05,-0.000136619,0.00142217,1.13126,0,0,0,0,9.87983
15,0.905198,0,2.59573,-0,6.05981e-08,0,0,0,0,0,0,0.672648,1.09472,-0.0169393,1.28498,1.03829,0.0495539,0.00140366,0.00010309,-0.000156121,0.00141607,1.13174,0,0,0,0,9.88584
16,0.283427,0,0.798334,-0,5.97852e-08,0,0,0,0,0,0,0.649974,1.09472,0.0137436,1.27321,0.319334,-1.38836,0.00269716,-0.000719418,0.000562229,0.00284751,1.11166,0,0,0,0,7.7432
17,0.28942,0,0.813273,-0,5.96775e-08,0,0,0,0,0,0,0.656582,1.09472,0.0148002,1.27661,0.325309,-1.37641,0.0026861,-0.000654232,0.000464941,0.00280345,1.10902,0,0,0,0,7.86185
18,0.302721,0,0.850892,-0,5.96903e-08,0,0,0,0,0,0,0.664132,1.09472,0.0158734,1.28052,0.340357,-1.34632,0.00258728,-0.000574771,0.000392432,0.00267925,1.10933,0,0,0,0,7.9206
19,0.31297,0,0.880829,-0,5.97484e-08,0,0,0,0,0,0,0.672648,1.09472,0.0169393,1.28498,0.352332,-1.32237,0.0024759,-0.000511391,0.000326929,0.00254921,1.11076,0,0,0,0,7.90813
20,0.320526,0,0.903685,-0,5.98284e-08,0,0,0,0,0,0,0.682135,1.09472,0.017974,1.28998,0.361474,-1.30408,0.00233178,-0.00045178,0.000265858,0.00238998,1.11273,0,0,0,0,7.79333
21,0.331582,0,0.938647,-0,6.00099e-08,0,0,0,0,0,0,0.692581,1.09472,0.0189572,1.29555,0.375459,-1.27611,0.00197305,-0.00035731,0.000192634,0.00201437,1.1172,0,0,0,0,7.27808
22,0.359225,0,1.02271,-0,6.02635e-08,0,0,0,0,0,0,0.70396,1.09472,0.0198744,1.30168,0.409086,-1.20886,0.00134055,-0.000220887,0.000111046,0.00136316,1.12345,0,0,0,0,6.15018
23,0.829424,0,2.38723,-0,6.07664e-08,0,0,0,0,0,0,1.03603,1.09472,0.00941435,1.50727,0.954891,-0.117251,-0.000137941,0.000503623,2.92034e-05,0.000522988,1.13592,0,0,0,0,5.9241
24,0.833579,0,2.39902,-0,6.07633e-08,0,0,0,0,0,0,1.04709,1.09472,0.00821256,1.51489,0.959608,-0.107815,-0.000123689,0.000527238,2.98391e-05,0.000542373,1.13584,0,0,0,0,6.0252
25,0.837531,0,2.41019,-0,6.07594e-08,0,0,0,0,0,0,1.05739,1.09472,0.00704112,1.52202,0.964075,-0.0988825,-0.000111771,0.000547203,3.05409e-05,0.000559336,1.13574,0,0,0,0,6.10956
26,0.840584,0,2.41872,-0,6.07546e-08,0,0,0,0,0,0,1.06696,1.09472,0.00590672,1.52868,0.967489,-0.0920546,-0.000102927,0.000564052,3.13405e-05,0.000574222,1.13562,0,0,0,0,6.18133
27,0.84421,0,2.42889,-0,6.07497e-08,0,0,0,0,0,0,1.07583,1.09472,0.00481616,1.53488,0.971558,-0.0839158,-9.36971e-05,0.000573938,3.16172e-05,0.000582395,1.1355,0,0,0,0,6.21928
28,0.846251,0,2.43444,-0,6.07435e-08,0,0,0,0,0,0,1.08407,1.09472,0.00377461,1.54066,0.973776,-0.0794796,-8.56268e-05,0.000580027,3.15944e-05,0.000587164,1.13535,0,0,0,0,6.23649
29,0.850866,0,2.44732,-0,6.07361e-08,0,0,0,0,0,0,1.09176,1.09472,0.00278439,1.54608,0.978926,-0.0691793,-6.63858e-05,0.000570086,2.92934e-05,0.000574685,1.13516,0,0,0,0,6.18017
30,0.851846,0,2.44924,-0,6.07194e-08,0,0,0,0,0,0,1.099,1.09472,0.00183808,1.5512,0.979697,-0.0676378,-3.13905e-05,0.000545996,2.42837e-05,0.000547437,1.13475,0,0,0,0,6.03411
31,0.862269,0,2.4772,-0,6.06823e-08,0,0,0,0,0,0,1.10592,1.09472,0.00091779,1.55611,0.990879,-0.0452743,8.93074e-05,0.000468621,5.63564e-06,0.000477088,1.13383,0,0,0,0,5.68092
32,0.797157,0,2.28,-0,6.048e-08,0,0,0,0,0,0,0.906054,1.09472,-0.0205406,1.42119,0.912,-0.203031,0.00120887,0.000132827,7.37687e-05,0.00121838,1.12881,0,0,0,0,9.03614
33,0.787894,0,2.25303,-0,6.04704e-08,0,0,0,0,0,0,0.889286,1.09472,-0.021516,1.41057,0.901213,-0.224605,0.00124771,0.000126427,6.51507e-05,0.00125579,1.12857,0,0,0,0,9.11909
34,0.779726,0,2.22932,-0,6.04631e-08,0,0,0,0,0,0,0.872355,1.09472,-0.0223309,1.39997,0.891727,-0.243578,0.0012855,0.000119871,5.41489e-05,0.00129222,1.12839,0,0,0,0,9.19824
35,0.773702,0,2.21184,-0,6.04578e-08,0,0,0,0,0,0,0.855361,1.09472,-0.0229592,1.38946,0.884736,-0.257559,0.00132176,0.000114267,4.11044e-05,0.00132733,1.12826,0,0,0,0,9.28217
36,0.770711,0,2.20314,-0,6.04547e-08,0,0,0,0,0,0,0.838407,1.09472,-0.0233853,1.37909,0.881254,-0.264524,0.00135557,0.000110381,2.65896e-05,0.00136032,1.12818,0,0,0,0,9.36649
37,0.77115,0,2.20435,-0,6.04538e-08,0,0,0,0,0,0,0.821598,1.09472,-0.0236058,1.36894,0.88174,-0.263552,0.00138488,0.000108363,1.13188e-05,0.00138916,1.12816,0,0,0,0,9.45539
38,0.774927,0,2.21522,-0,6.04553e-08,0,0,0,0,0,0,0.805037,1.09472,-0.0236291,1.35907,0.886088,-0.254857,0.00140874,0.000107846,-3.96843e-06,0.00141286,1.1282,0,0,0,0,9.54136
39,0.781553,0,2.23437,-0,6.04596e-08,0,0,0,0,0,0,0.788825,1.09472,-0.0234725,1.34952,0.893748,-0.239535,0.00142623,0.000108033,-1.87174e-05,0.00143044,1.1283,0,0,0,0,9.62069
40,0.790412,0,2.26006,-0,6.04668e-08,0,0,0,0,0,0,0.77306,1.09472,-0.0231577,1.34037,0.904024,-0.218984,0.001437,0.000108001,-3.26523e-05,0.00144143,1.12848,0,0,0,0,9.68977
41,0.800912,0,2.2906,-0,6.04771e-08,0,0,0,0,0,0,0.757835,1.09472,-0.0227074,1.33163,0.91624,-0.194551,0.00144194,0.000106953,-4.58635e-05,0.00144663,1.12874,0,0,0,0,9.7437
42,1.2039,0,3.47321,-0,6.08743e-08,0,0,0,0,0,0,0.629861,1.09472,-0.00240895,1.26299,1.38928,0.751532,0.000409185,0.000949884,0.000420796,0.00111659,1.1386,0,0,0,0,9.2879
43,1.11651,0,3.21887,-0,6.08428e-08,0,0,0,0,0,0,0.629466,1.09472,0,1.26279,1.28755,0.548066,0.000815362,0.00141802,0.00184779,0.00246778,1.13781,0,0,0,0,5.35895
44,0.986873,0,2.83785,-0,6.07255e-08,0,0,0,0,0,0,0.629861,1.09472,0.00240895,1.26299,1.13514,0.243247,0.000927345,0.000640839,0.00171325,0.00205082,1.1349,0,0,0,0,11.4244
45,0.822268,0,2.3547,-0,6.05356e-08,0,0,0,0,0,0,0.631026,1.09472,0.00478247,1.26358,0.941879,-0.143274,0.00140302,0.000246275,0.0018956,0.00237116,1.13019,0,0,0,0,11.4563
46,0.652763,0,1.86109,-0,6.03354e-08,0,0,0,0,0,0,0.632977,1.09472,0.00709188,1.26457,0.744436,-0.538159,0.00198093,-0.000133374,0.0019341,0.00277175,1.12523,0,0,0,0,11.0962
47,0.499643,0,1.4187,-0,6.01489e-08,0,0,0,0,0,0,0.635789,1.09472,0.00925827,1.26599,0.56748,-0.892072,0.00253551,-0.000491605,0.00173208,0.00310976,1.12062,0,0,0,0,10.3361
48,0.378887,0,1.07256,-0,6.0011e-08,0,0,0,0,0,0,0.639553,1.09472,0.0111295,1.2679,0.429022,-1.16899,0.00283756,-0.000730852,0.00128249,0.00319854,1.11722,0,0,0,0,9.19724
49,0.963096,0,2.76604,-0,6.06687e-08,0,0,0,0,0,0,0.644291,1.09472,-0.0125964,1.27031,1.10641,0.185797,0.00146323,0.000128268,-0.000347887,0.00150947,1.13349,0,0,0,0,10.0911
50,1.00776,0,2.89692,-0,6.07097e-08,0,0,0,0,0,0,0.639553,1.09472,-0.0111295,1.2679,1.15877,0.290502,0.00143971,0.000195505,-0.000520355,0.00154329,1.13451,0,0,0,0,10.2992
51,1.08378,0,3.11914,-0,6.0764e-08,0,0,0,0,0,0,0.635789,1.09472,-0.00925827,1.26599,1.24765,0.468277,0.0012595,0.000372187,-0.000640749,0.00146131,1.13586,0,0,0,0,10.3297
52,1.1619,0,3.34859,-0,6.08272e-08,0,0,0,0,0,0,0.632977,1.09472,-0.00709188,1.26457,1.33944,0.65184,0.000920878,0.000600844,-0.000539375,0.00122473,1.13743,0,0,0,0,9.76052
53,1.21264,0,3.4979,-0,6.08675e-08,0,0,0,0,0,0,0.631026,1.09472,-0.00478247,1.26358,1.39916,0.771292,0.000578471,0.00079375,-0.000182289,0.000998948,1.13843,0,0,0,0,8.97974
54,0.758913,0,2.18304,-0,6.07404e-08,0,0,0,0,0,0,0.906054,1.09472,0.0205406,1.42119,0.873217,-0.280598,-0.00042831,0.000235642,2.97595e-05,0.000489757,1.13527,0,0,0,0,5.56409
55,0.770737,0,2.21746,-0,6.07487e-08,0,0,0,0,0,0,0.922565,1.09472,0.0194384,1.43176,0.886984,-0.253064,-0.000375056,0.000266923,3.06063e-05,0.000461359,1.13548,0,0,0,0,5.43896
56,0.781139,0,2.24772,-0,6.07555e-08,0,0,0,0,0,0,0.938727,1.09472,0.0182454,1.44221,0.899088,-0.228856,-0.000329195,0.000298794,3.07239e-05,0.000445636,1.13565,0,0,0,0,5.38004
57,0.790386,0,2.27459,-0,6.07608e-08,0,0,0,0,0,0,0.954456,1.09472,0.0169958,1.45248,0.909836,-0.20736,-0.000290105,0.000330552,3.04294e-05,0.000440853,1.13578,0,0,0,0,5.37826
