Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
34,0.676068,0,1.93681,-0,6.05526e-08,0,0,0,0,0,0,0.856249,1.2042,0.0183784,1.4777,0.774725,-0.477582,0.00053896,-5.51945e-05,6.54339e-05,0.000545716,1.13061,0,0,0,0,5.14984
35,0.692306,0,1.98371,-0,6.05612e-08,0,0,0,0,0,0,0.871704,1.2042,0.0183555,1.48671,0.793482,-0.440067,0.000493228,-2.84129e-05,3.76856e-05,0.000495481,1.13082,0,0,0,0,4.86989
36,0.709809,0,2.03429,-0,6.05711e-08,0,0,0,0,0,0,0.887389,1.2042,0.0181939,1.49595,0.813717,-0.399598,0.000422785,1.8876e-06,8.37147e-06,0.000422872,1.13107,0,0,0,0,4.66217
37,0.727875,0,2.08667,-0,6.05846e-08,0,0,0,0,0,0,0.90321,1.2042,0.0178932,1.50539,0.834668,-0.357695,0.000334428,3.16771e-05,-1.81334e-05,0.000336414,1.1314,0,0,0,0,4.39765
38,0.745215,0,2.13738,-0,6.06063e-08,0,0,0,0,0,0,0.919068,1.2042,0.0174704,1.51495,0.854951,-0.31713,0.000241168,5.76087e-05,-3.84461e-05,0.000250916,1.13194,0,0,0,0,3.96055
39,0.760514,0,2.18242,-0,6.06309e-08,0,0,0,0,0,0,0.934868,1.2042,0.0169549,1.52458,0.872968,-0.281096,0.000156876,7.58302e-05,-5.01386e-05,0.000181312,1.13255,0,0,0,0,3.55713
40,0.773728,0,2.22155,-0,6.06559e-08,0,0,0,0,0,0,0.950515,1.2042,0.0163818,1.53422,0.888618,-0.249795,9.49018e-05,8.69919e-05,-5.57497e-05,0.000140292,1.13317,0,0,0,0,3.15265
41,0.785425,0,2.2563,-0,6.06795e-08,0,0,0,0,0,0,0.965922,1.2042,0.0157823,1.54381,0.902518,-0.221996,5.67598e-05,9.24782e-05,-5.84946e-05,0.00012327,1.13376,0,0,0,0,2.78923
42,0.790452,0,2.27123,-0,6.06894e-08,0,0,0,0,0,0,0.973206,1.2042,0.0154768,1.54837,0.908492,-0.210048,4.66433e-05,9.29375e-05,-5.91506e-05,0.000119632,1.134,0,0,0,0,2.68966
43,0.791048,0,2.27323,-0,6.06948e-08,0,0,0,0,0,0,0.981004,1.2042,0.0139976,1.55327,0.909294,-0.208445,7.43659e-05,8.4912e-05,-3.24298e-05,0.000117439,1.13414,0,0,0,0,2.74577
44,0.79018,0,2.27107,-0,6.07008e-08,0,0,0,0,0,0,0.995682,1.2042,0.0111599,1.56256,0.908428,-0.210175,0.00012995,6.63263e-05,1.04391e-05,0.000146271,1.13429,0,0,0,0,3.03162
45,0.788848,0,2.26742,-0,6.07039e-08,0,0,0,0,0,0,1.00988,1.2042,0.00854059,1.57163,0.906967,-0.213099,0.000185429,4.80606e-05,4.37942e-05,0.000196499,1.13436,0,0,0,0,3.08788
46,0.787948,0,2.26489,-0,6.07053e-08,0,0,0,0,0,0,1.02354,1.2042,0.00620378,1.58043,0.905957,-0.215118,0.000220281,2.93734e-05,6.42218e-05,0.000231325,1.1344,0,0,0,0,3.29735
47,0.788114,0,2.26537,-0,6.07055e-08,0,0,0,0,0,0,1.03661,1.2042,0.004191,1.58892,0.906149,-0.214734,0.000251806,1.15367e-05,8.12747e-05,0.000264849,1.1344,0,0,0,0,3.16219
48,0.789249,0,2.26866,-0,6.07064e-08,0,0,0,0,0,0,1.04903,1.2042,0.00252934,1.59705,0.907462,-0.212107,0.000256735,-3.65295e-06,8.91119e-05,0.000271785,1.13443,0,0,0,0,3.24643
49,0.790738,0,2.27298,-0,6.07078e-08,0,0,0,0,0,0,1.06077,1.2042,0.00125063,1.60478,0.909193,-0.208645,0.000262425,-1.92168e-05,9.75105e-05,0.000280614,1.13446,0,0,0,0,2.95944
50,0.792577,0,2.27829,-0,6.07084e-08,0,0,0,0,0,0,1.0718,1.2042,0.000300145,1.61209,0.911314,-0.204403,0.000257453,-3.51231e-05,0.000101677,0.000279023,1.13447,0,0,0,0,2.78243
51,0.658643,0,1.87931,-0,6.037e-08,0,0,0,0,0,0,0.751309,1.2042,-0.0139509,1.41942,0.751724,-0.523584,0.00158695,0.000699422,0.000475151,0.00179816,1.12609,0,0,0,0,8.97976
52,0.654945,0,1.87012,-0,6.04029e-08,0,0,0,0,0,0,0.741561,1.2042,-0.0116101,1.41426,0.748049,-0.530934,0.00159167,0.000603482,0.000534948,0.00178431,1.1269,0,0,0,0,8.71878
53,0.654311,0,1.87087,-0,6.04665e-08,0,0,0,0,0,0,0.732709,1.2042,-0.00936445,1.40962,0.74835,-0.530332,0.00150915,0.000513876,0.000582298,0.00169726,1.12847,0,0,0,0,8.2741
54,0.467613,0,1.33634,-0,6.04375e-08,0,0,0,0,0,0,0.732709,1.2042,0.00936445,1.40962,0.534536,-0.95796,0.00134788,-0.000329519,0.000808406,0.00160589,1.12776,0,0,0,0,6.63956
55,0.47002,0,1.34177,-0,6.03939e-08,0,0,0,0,0,0,0.741561,1.2042,0.0116101,1.41426,0.536709,-0.953615,0.00134487,-0.000453336,0.000757645,0.00160879,1.12668,0,0,0,0,6.89271
56,0.492099,0,1.40494,-0,6.03989e-08,0,0,0,0,0,0,0.751309,1.2042,0.0139509,1.41942,0.561977,-0.903079,0.00116849,-0.000492998,0.000611864,0.00140812,1.1268,0,0,0,0,6.77966
57,0.648329,0,1.85628,-0,6.05262e-08,0,0,0,0,0,0,0.724762,1.2042,-0.00728295,1.4055,0.742514,-0.542004,0.0014382,0.000437722,0.000677656,0.00164901,1.12996,0,0,0,0,7.33642
58,0.622265,0,1.7834,-0,6.05638e-08,0,0,0,0,0,0,0.717716,1.2042,-0.00542151,1.40187,0.713359,-0.600314,0.00136294,0.000375093,0.000734125,0.00159287,1.13089,0,0,0,0,6.73983
59,0.575194,0,1.65195,-0,6.06616e-08,0,0,0,0,0,0,0.71155,1.2042,-0.00382097,1.39872,0.660779,-0.705474,0.00112679,0.0003116,0.000621426,0.00132398,1.13331,0,0,0,0,5.96611
60,0.531843,0,1.52949,-0,6.07246e-08,0,0,0,0,0,0,0.706247,1.2042,-0.00237083,1.39602,0.611797,-0.803437,0.00113637,0.000343094,0.000474334,0.0012783,1.13488,0,0,0,0,5.40465
61,0.516698,0,1.48696,-0,6.0757e-08,0,0,0,0,0,0,0.701826,1.2042,-0.000948424,1.39379,0.594782,-0.837467,0.00120449,0.000480856,0.000473482,0.00138066,1.13568,0,0,0,0,5.0099
62,0.527692,0,1.51907,-0,6.0774e-08,0,0,0,0,0,0,0.699289,1.2042,0,1.39251,0.607627,-0.811778,0.00120343,0.000620605,0.000522713,0.00145142,1.1361,0,0,0,0,5.08532
63,0.473234,0,1.36055,-0,6.07117e-08,0,0,0,0,0,0,0.701826,1.2042,0.000948424,1.39379,0.54422,-0.938592,0.00132048,0.000411114,0.000616749,0.00151429,1.13456,0,0,0,0,5.03756
64,0.43655,0,1.25324,-0,6.06332e-08,0,0,0,0,0,0,0.706247,1.2042,0.00237083,1.39602,0.501295,-1.02444,0.00133928,0.000159828,0.000691255,0.0015156,1.13261,0,0,0,0,5.24239
65,0.440695,0,1.26323,-0,6.05591e-08,0,0,0,0,0,0,0.71155,1.2042,0.00382097,1.39872,0.50529,-1.01645,0.00130074,1.26102e-05,0.000830784,0.00154347,1.13077,0,0,0,0,5.44988
66,0.459973,0,1.31583,-0,6.04763e-08,0,0,0,0,0,0,0.717716,1.2042,0.00542151,1.40187,0.526334,-0.974364,0.00143636,-6.28775e-05,0.000937275,0.00171626,1.12872,0,0,0,0,5.78889
67,0.469606,0,1.34308,-0,6.04686e-08,0,0,0,0,0,0,0.724762,1.2042,0.00728295,1.4055,0.537232,-0.952567,0.00138265,-0.000190486,0.000891512,0.00165614,1.12853,0,0,0,0,5.99157
