"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1415,      -6.532302886,      -6.541874134,      -6.724360637,      -6.297544075,      -5.920675689,      -7.944833435
          0,           0,        1416,      -6.496008749,      -6.508396301,      -6.703625452,      -6.268795528,      -5.883411359,      -7.944833395
          0,           0,        1417,      -6.477432971,      -6.487692289,      -6.693790369,      -6.280328549,      -5.864463918,      -7.944836332
          0,           0,        1418,      -6.504931976,      -6.519035624,      -6.722296333,       -6.29586495,      -5.891071072,      -7.944839603
          0,           0,        1419,        -6.5213896,      -6.535020467,      -6.738577947,      -6.289004621,      -5.907864665,      -7.944840902
          0,           0,        1420,      -6.510462944,      -6.520647948,      -6.715479448,      -6.286504887,       -5.89884217,      -7.944841118
          0,           0,        1421,      -6.504821102,      -6.514823408,      -6.706057678,      -6.291290597,      -5.893537842,      -7.944842753
          0,           0,        1422,      -6.523929102,      -6.536139698,      -6.725306662,      -6.321534827,      -5.911726637,       -7.94484493
          0,           0,        1423,      -6.561902817,      -6.578137574,      -6.748697145,      -6.313830382,      -5.947063971,       -7.94484474
          0,           0,        1424,      -6.508721991,      -6.522556548,      -6.722085011,      -6.290169332,      -5.895378026,      -7.944843293
          0,           0,        1425,      -6.520033309,      -6.531766298,      -6.719284679,      -6.304673933,      -5.907279656,      -7.944844683
          0,           0,        1426,      -6.536606793,      -6.546203433,      -6.736815244,      -6.315721716,      -5.924694538,      -7.944846136
          0,           0,        1427,      -6.550664069,      -6.567125084,      -6.731944725,      -6.316395725,      -5.937733805,      -7.944844672
          0,           0,        1428,      -6.511082154,      -6.521864046,       -6.70721587,      -6.284272448,      -5.897528146,      -7.944841008
          0,           0,        1429,      -6.497772859,      -6.508510439,      -6.703052607,      -6.292279851,      -5.884025874,      -7.944840463
          0,           0,        1430,      -6.518441167,      -6.529875541,      -6.728932816,      -6.293190526,      -5.904498098,      -7.944842574
          0,           0,        1431,      -6.529629098,      -6.537543912,      -6.726882413,      -6.286544222,      -5.917136723,      -7.944839758
          0,           0,        1432,      -6.493781698,      -6.508324962,      -6.697692931,      -6.272561262,      -5.882950464,      -7.944835137
          0,           0,        1433,      -6.494529842,      -6.502962114,      -6.698015282,      -6.287328865,      -5.883773994,      -7.944832062
          0,           0,        1434,      -6.525272536,      -6.539365327,      -6.718341433,      -6.288872116,      -5.911833468,      -7.944830812
          0,           0,        1435,      -6.496540817,      -6.508986289,      -6.710425709,      -6.261127984,      -5.882521487,      -7.944830289
          0,           0,        1436,      -6.506244759,       -6.51510169,      -6.715192588,      -6.281905833,      -5.892098153,      -7.944827026
          0,           0,        1437,       -6.50830651,      -6.523762711,      -6.726399677,       -6.28810472,      -5.894734306,      -7.944826041
          0,           0,        1438,      -6.529194579,      -6.540390827,      -6.717997192,      -6.281480658,      -5.916306885,      -7.944824358
          0,           0,        1439,       -6.49527735,      -6.509572487,      -6.694834827,      -6.262502531,      -5.882546911,      -7.944821181
          0,           0,        1440,      -6.495083332,      -6.506586627,      -6.694263741,       -6.26873283,      -5.882533518,      -7.944819877
          0,           0,        1441,      -6.514538528,      -6.522435971,      -6.711830715,      -6.286217452,       -5.90182637,      -7.944817522
          0,           0,        1442,       -6.51382607,      -6.527307903,      -6.710313164,      -6.266159199,       -5.90052264,      -7.944816324
          0,           0,        1443,      -6.497823149,      -6.507077909,      -6.706090494,      -6.268669626,      -5.885678477,      -7.944811259
          0,           0,        1444,       -6.50141158,      -6.515208673,      -6.704666682,      -6.279870069,      -5.889033705,      -7.944807779
          0,           0,        1445,      -6.516557284,      -6.530013032,      -6.698636234,      -6.265460533,      -5.902529078,      -7.944808902
          0,           0,        1446,      -6.486347545,      -6.495254243,       -6.69614629,      -6.263791103,      -5.873302931,      -7.944808933
          0,           0,        1447,      -6.501446215,      -6.513327436,      -6.704007601,      -6.264548542,      -5.887735551,      -7.944807875
          0,           0,        1448,      -6.497082876,      -6.507240693,      -6.712729506,      -6.278171544,      -5.884347899,      -7.944803885
          0,           0,        1449,      -6.516931691,      -6.530189174,      -6.702250673,      -6.263864598,      -5.904738223,      -7.944804675
          0,           0,        1450,      -6.487326698,      -6.499566008,      -6.685808025,      -6.261118289,      -5.875893866,        -7.9448071
          0,           0,        1451,      -6.495385798,      -6.504879468,       -6.69436064,      -6.257459353,      -5.882718084,      -7.944805763
          0,           0,        1452,      -6.491751756,      -6.502093891,      -6.694801922,      -6.255883992,      -5.878332061,      -7.944802913
          0,           0,        1453,       -6.48034906,      -6.492192399,      -6.695753482,      -6.243894196,      -5.866537475,      -7.944800691
          0,           0,        1454,      -6.467404544,      -6.476821383,      -6.690500112,      -6.247917833,      -5.854788798,      -7.944803989
          0,           0,        1455,      -6.495710961,        -6.5082532,      -6.701132975,       -6.28121297,      -5.883844271,      -7.944804963
          0,           0,        1456,      -6.513818903,      -6.525021774,      -6.703967804,      -6.256858538,      -5.900490008,      -7.944803731
          0,           0,        1457,      -6.486325622,      -6.495944329,      -6.690742937,      -6.265404198,      -5.873577451,      -7.944804254
          0,           0,        1458,      -6.496046926,      -6.509538957,      -6.706519489,      -6.274410452,      -5.882601214,      -7.944805527
          0,           0,        1459,      -6.509910786,      -6.520074648,      -6.713689541,      -6.283361897,      -5.896532603,      -7.944807968
          0,           0,        1460,      -6.520832942,      -6.536032132,      -6.714014843,      -6.283343493,      -5.908335746,       -7.94480638
          0,           0,        1461,       -6.48804012,      -6.498255316,      -6.690763295,      -6.260745582,      -5.876718143,       -7.94480649
          0,           0,        1462,      -6.492138761,      -6.500474705,      -6.689721804,      -6.280348311,      -5.880702615,      -7.944808836
          0,           0,        1463,       -6.51797721,      -6.531538763,      -6.719899365,      -6.293684126,      -5.905018952,      -7.944808717
          0,           0,        1464,      -6.524835364,      -6.534621635,      -6.721874002,      -6.282349005,      -5.910664535,       -7.94480824
          0,           0,        1465,       -6.48311762,      -6.495566326,      -6.698028609,      -6.262676008,      -5.870112788,      -7.944807022
          0,           0,        1466,      -6.466540999,      -6.477796763,      -6.690569759,      -6.270487412,      -5.855024322,      -7.944810197
          0,           0,        1467,      -6.509032725,      -6.516305052,      -6.711804287,      -6.294637986,      -5.897649485,      -7.944812534
          0,           0,        1468,       -6.52276951,      -6.536360684,      -6.718974525,      -6.285173519,      -5.909699796,       -7.94481202
          0,           0,        1469,      -6.493210016,      -6.502433618,      -6.691817804,      -6.263613955,      -5.879789143,      -7.944813149
          0,           0,        1470,      -6.463441425,      -6.475424391,      -6.688054793,      -6.258406228,       -5.84974002,      -7.944816058
          0,           0,        1471,      -6.488122719,      -6.499135463,      -6.718725242,      -6.289564957,      -5.874887655,      -7.944819821
          0,           0,        1472,      -6.546388496,      -6.554187181,      -6.744427723,      -6.299393353,      -5.933457725,      -7.944819912
          0,           0,        1473,      -6.517413376,      -6.529151053,      -6.712960376,      -6.285360727,      -5.905788256,       -7.94481887
          0,           0,        1474,      -6.512508741,      -6.522701481,      -6.700116528,      -6.293038465,      -5.901023009,      -7.944822543
          0,           0,        1475,      -6.518563666,      -6.532220835,      -6.724562104,      -6.301091873,      -5.905252816,      -7.944824834
          0,           0,        1476,      -6.545745199,      -6.559101174,      -6.742416755,      -6.310967285,      -5.930730215,      -7.944825089
          0,           0,        1477,      -6.520667329,      -6.529754092,      -6.725522836,       -6.28473677,      -5.907277674,       -7.94482439
          0,           0,        1478,      -6.499749694,      -6.510819716,      -6.706098339,      -6.288464974,      -5.887671257,       -7.94482681
          0,           0,        1479,      -6.510404183,      -6.522538073,      -6.717063611,      -6.293329274,      -5.899321145,      -7.944830146
          0,           0,        1480,      -6.533503238,      -6.546408802,      -6.726046633,      -6.295110584,      -5.921003694,      -7.944829179
          0,           0,        1481,      -6.507705605,      -6.518104408,      -6.707105616,      -6.278912597,      -5.894177033,       -7.94482801
          0,           0,        1482,      -6.482871653,      -6.493217428,      -6.701152509,      -6.278182936,      -5.869095789,       -7.94482886
          0,           0,        1483,      -6.492461254,        -6.5026202,      -6.714832731,      -6.281737295,      -5.878700854,      -7.944829588
          0,           0,        1484,      -6.509356508,      -6.522288275,      -6.734370697,      -6.281739826,      -5.896477646,      -7.944827225
          0,           0,        1485,      -6.518012796,      -6.528006218,      -6.715138595,      -6.282406704,      -5.906230316,      -7.944823964
          0,           0,        1486,      -6.489128734,      -6.499269403,      -6.686838589,      -6.278947676,      -5.878205138,      -7.944823829
          0,           0,        1487,      -6.495537808,       -6.50746123,       -6.70544703,      -6.297201435,      -5.883482893,      -7.944825208
          0,           0,        1488,      -6.532550119,       -6.54327005,      -6.738786544,      -6.295705621,      -5.918943794,       -7.94482364
          0,           0,        1489,      -6.511275249,       -6.52346818,      -6.734464011,      -6.275473285,      -5.898088702,      -7.944821517
          0,           0,        1490,       -6.51401015,      -6.523473044,      -6.713710795,      -6.297379299,       -5.90193284,      -7.944820866
          0,           0,        1491,      -6.508509805,      -6.521043699,      -6.712985958,      -6.304796781,      -5.897233191,        -7.9448222
          0,           0,        1492,      -6.538741202,       -6.55420965,      -6.733785955,      -6.316405474,       -5.92532708,      -7.944821285
          0,           0,        1493,      -6.532497902,       -6.54218908,      -6.727897519,      -6.284680889,      -5.917595396,      -7.944817575
          0,           0,        1494,      -6.497700685,      -6.509253609,      -6.715567028,      -6.281325182,      -5.883420382,      -7.944817078
          0,           0,        1495,      -6.514837076,      -6.525820011,      -6.722901924,      -6.307967387,      -5.901006726,      -7.944818925
          0,           0,        1496,      -6.529894859,      -6.545593719,      -6.736089837,      -6.314913815,      -5.917518408,      -7.944819025
          0,           0,        1497,      -6.540049632,      -6.556672486,      -6.734065195,      -6.303945868,      -5.928128881,      -7.944816478
          0,           0,        1498,      -6.504694335,      -6.512953087,      -6.701493354,      -6.280795163,      -5.893321926,      -7.944815444
          0,           0,        1499,      -6.499312901,      -6.509229372,      -6.698657624,      -6.290556584,      -5.886659418,      -7.944820345
          0,           0,        1500,      -6.513848722,       -6.52430984,      -6.719353021,       -6.30527352,      -5.899917679,      -7.944822321
          0,           0,        1501,      -6.522907528,      -6.536075278,      -6.737447423,      -6.294081096,      -5.908299037,      -7.944819835
          0,           0,        1502,      -6.500348004,      -6.513808601,       -6.72001063,      -6.275303847,      -5.887910819,      -7.944817245
          0,           0,        1503,      -6.484335793,      -6.492435499,      -6.695255486,      -6.281919501,      -5.874273093,      -7.944820561
          0,           0,        1504,      -6.503879794,        -6.5137687,      -6.700897377,      -6.299900348,      -5.893052745,      -7.944823203
          0,           0,        1505,      -6.517039765,      -6.528032146,      -6.718154885,      -6.297391582,      -5.904531169,      -7.944821857
          0,           0,        1506,      -6.507798312,      -6.519334146,      -6.721599572,      -6.278545727,      -5.893218149,      -7.944820285
          0,           0,        1507,      -6.480760501,      -6.490957998,      -6.703650916,      -6.265678123,      -5.866677241,      -7.944820895
          0,           0,        1508,      -6.468247746,      -6.478890078,      -6.699455518,      -6.278429127,      -5.856098533,      -7.944823769
          0,           0,        1509,      -6.513386513,      -6.522197878,      -6.718339785,      -6.305021274,      -5.901796381,       -7.94482486
          0,           0,        1510,       -6.51621223,      -6.528632024,      -6.720285796,      -6.283187609,      -5.904863696,      -7.944825174
          0,           0,        1511,      -6.499087523,      -6.508944538,      -6.701142255,      -6.276831081,      -5.887009096,      -7.944826953
          0,           0,        1512,      -6.484910753,       -6.49570822,      -6.695776624,      -6.280233079,      -5.872098082,      -7.944827586
          0,           0,        1513,      -6.498071434,      -6.509942104,      -6.723561261,      -6.306897875,       -5.88470035,      -7.944827346
          0,           0,        1514,      -6.546827941,      -6.557198926,      -6.749791815,      -6.309377747,      -5.932903123,      -7.944827183
          0,           0,        1515,      -6.514191776,      -6.527070083,      -6.726269923,      -6.280470647,      -5.902075858,      -7.944829462
          0,           0,        1516,      -6.516281643,      -6.527332072,      -6.706943507,      -6.300033475,      -5.904849176,      -7.944831057
          0,           0,        1517,      -6.515319587,      -6.529488542,      -6.713735578,      -6.312815451,      -5.903142194,      -7.944830129
          0,           0,        1518,      -6.548395614,      -6.563699535,      -6.743162866,      -6.328772033,       -5.93411109,      -7.944829811
          0,           0,        1519,      -6.537325784,      -6.547209684,      -6.741006032,      -6.291904567,      -5.922991997,      -7.944831631
          0,           0,        1520,      -6.502279065,      -6.513227608,      -6.721168197,      -6.287443769,      -5.889907748,      -7.944834952
          0,           0,        1521,      -6.520686299,      -6.531779108,       -6.72002182,      -6.314100329,      -5.909433449,      -7.944833587
          0,           0,        1522,      -6.538052441,      -6.553904326,       -6.72900713,      -6.323292977,      -5.926273676,      -7.944830605
          0,           0,        1523,      -6.542119592,      -6.556830535,      -6.729481671,      -6.305835287,      -5.927982682,      -7.944830394
          0,           0,        1524,        -6.4957684,      -6.503347717,      -6.704252902,      -6.274591771,      -5.881596965,        -7.9448317
          0,           0,        1525,      -6.491953011,      -6.500850364,      -6.712752429,      -6.285227945,      -5.878003752,      -7.944831288
          0,           0,        1526,      -6.517491129,      -6.529437864,      -6.736601145,      -6.308454009,      -5.904219317,      -7.944828704
          0,           0,        1527,      -6.536465985,      -6.550746066,      -6.740272481,       -6.30658665,      -5.924585723,      -7.944827803
          0,           0,        1528,      -6.509124096,      -6.521786721,       -6.70904935,      -6.282712745,      -5.898479704,      -7.944829597
          0,           0,        1529,      -6.485228931,      -6.493068395,      -6.689051028,      -6.282726536,      -5.874205665,      -7.944829822
          0,           0,        1530,      -6.511312725,      -6.519771223,      -6.717041016,      -6.300351541,      -5.898310267,       -7.94483003
          0,           0,        1531,      -6.527183887,      -6.541006951,      -6.742578893,      -6.300630468,      -5.912569642,      -7.944829535
          0,           0,        1532,      -6.504826167,      -6.514713496,      -6.725180006,      -6.276872721,      -5.890842499,      -7.944829883
          0,           0,        1533,      -6.483733869,      -6.494062017,      -6.702022089,      -6.272753297,      -5.871852249,      -7.944828733
          0,           0,        1534,      -6.490868354,      -6.500919469,      -6.706207026,      -6.296946965,       -5.88010013,      -7.944827822
          0,           0,        1535,      -6.552465282,      -6.561402007,      -6.738285737,      -6.318485509,      -5.939852738,      -7.944829243
          0,           0,        1536,      -6.522336305,      -6.535804115,      -6.727539178,      -6.287858584,        -5.9085695,      -7.944830213
          0,           0,        1537,      -6.507266491,       -6.51567087,      -6.714947226,      -6.288265022,      -5.893385907,      -7.944830767
          0,           0,        1538,      -6.498433828,      -6.509773548,      -6.721988992,      -6.297186128,      -5.885254837,      -7.944830655
          0,           0,        1539,      -6.541266711,       -6.55541412,      -6.741469877,      -6.325784159,       -5.92855895,      -7.944832677
          0,           0,        1540,      -6.560070922,      -6.569099661,      -6.734294097,      -6.311501639,      -5.947883278,      -7.944835689
          0,           0,        1541,      -6.510215942,      -6.523847566,      -6.706113313,      -6.293352169,      -5.898016773,       -7.94483638
          0,           0,        1542,      -6.517856732,      -6.527141562,      -6.715696649,        -6.3046435,      -5.905026611,      -7.944836353
          0,           0,        1543,      -6.534733154,      -6.550352515,      -6.739994076,      -6.314236055,      -5.920631688,      -7.944836966
          0,           0,        1544,      -6.539152595,      -6.554559266,       -6.73722635,      -6.304873251,      -5.925764687,      -7.944839402
          0,           0,        1545,      -6.507345449,      -6.515074088,      -6.708499339,      -6.290679111,       -5.89612299,      -7.944840716
          0,           0,        1546,      -6.506059388,      -6.518407858,      -6.711089559,      -6.296120881,      -5.894296316,       -7.94484073
          0,           0,        1547,      -6.533828097,      -6.544020452,      -6.731204471,      -6.304293384,      -5.920994425,      -7.944841878
          0,           0,        1548,      -6.519982081,      -6.535893661,      -6.724496955,      -6.292315075,      -5.905394351,      -7.944844533
          0,           0,        1549,      -6.500246952,      -6.512922117,       -6.71175161,      -6.285431013,      -5.886138185,      -7.944846811
          0,           0,        1550,      -6.500837308,      -6.508933334,      -6.723009654,      -6.300684668,      -5.888397906,      -7.944846967
          0,           0,        1551,      -6.544489551,      -6.556387084,      -6.749636695,      -6.310000634,       -5.93168967,        -7.9448465
          0,           0,        1552,      -6.533554051,      -6.545460132,      -6.727890197,      -6.295672622,      -5.921957995,      -7.944848361
          0,           0,        1553,      -6.519879835,       -6.53520786,      -6.707506491,      -6.300104135,      -5.907367301,      -7.944849232
          0,           0,        1554,      -6.510131985,      -6.523060677,      -6.717383402,        -6.3040825,      -5.896789904,      -7.944848908
          0,           0,        1555,      -6.547331875,      -6.558091473,      -6.748387962,      -6.319693498,      -5.932898745,      -7.944848539
          0,           0,        1556,      -6.543512094,      -6.553901411,      -6.745055546,      -6.295412615,      -5.929570777,      -7.944849526
          0,           0,        1557,      -6.512440793,      -6.525068699,      -6.714304703,      -6.297737943,      -5.901021817,      -7.944850231
          0,           0,        1558,      -6.521735443,      -6.533995498,      -6.713566193,      -6.309713807,      -5.910463332,      -7.944851405
          0,           0,        1559,      -6.536101428,      -6.548630403,      -6.722452633,      -6.311393332,      -5.923875295,        -7.9448517
          0,           0,        1560,      -6.526126021,      -6.538878461,      -6.724819588,      -6.288672292,      -5.911641303,      -7.944851986
          0,           0,        1561,      -6.493128481,      -6.501265095,      -6.708344993,      -6.276810853,      -5.879224071,      -7.944850898
          0,           0,        1562,      -6.493541296,      -6.507491807,      -6.712383568,      -6.290340272,      -5.880280125,      -7.944849139
          0,           0,        1563,      -6.514739835,      -6.526975455,      -6.729426037,      -6.296215427,      -5.901603427,      -7.944849181
          0,           0,        1564,      -6.521291457,      -6.535032469,      -6.719950266,      -6.288612508,      -5.908935938,       -7.94485001
          0,           0,        1565,      -6.492850161,      -6.504923032,      -6.697784495,      -6.269562401,      -5.880297903,      -7.944850165
          0,           0,        1566,      -6.494895763,      -6.503816832,      -6.704801724,      -6.293741702,      -5.882054919,      -7.944847196
          0,           0,        1567,      -6.536666706,      -6.552706937,      -6.743809404,      -6.307901031,      -5.922732855,      -7.944845309
          0,           0,        1568,      -6.526068964,      -6.535131094,      -6.735586927,      -6.290795459,      -5.913368216,      -7.944847987
          0,           0,        1569,      -6.518007112,      -6.531481575,      -6.712089898,      -6.298430693,      -5.906267407,      -7.944849687
          0,           0,        1570,       -6.51511621,      -6.525596997,      -6.713747565,      -6.304692527,      -5.903802249,      -7.944848278
          0,           0,        1571,      -6.555144298,      -6.564215818,      -6.734237396,      -6.326933776,       -5.94194655,      -7.944843934
          0,           0,        1572,      -6.534896452,      -6.549866102,      -6.729374645,      -6.290331829,      -5.919598155,      -7.944843204
          0,           0,        1573,      -6.501226162,      -6.509751363,      -6.713001334,      -6.289703034,      -5.887683856,      -7.944845845
          0,           0,        1574,      -6.511829498,      -6.526068466,      -6.721305589,      -6.300343937,       -5.89851985,      -7.944844974
          0,           0,        1575,      -6.543099194,       -6.55569727,      -6.735126027,      -6.312348437,      -5.930853584,      -7.944843202
          0,           0,        1576,      -6.537352869,      -6.546031912,      -6.717472668,      -6.298454137,       -5.92572637,      -7.944841816
          0,           0,        1577,      -6.497172853,      -6.509312638,      -6.694116335,      -6.282258937,      -5.884816305,      -7.944844038
          0,           0,        1578,      -6.511768037,      -6.520468999,      -6.715962767,      -6.297225436,      -5.898989183,      -7.944845926
          0,           0,        1579,      -6.525949926,       -6.54055175,      -6.734137698,       -6.28710177,      -5.911897932,      -7.944845369
          0,           0,        1580,      -6.510521702,      -6.521540593,      -6.718238221,      -6.282529758,      -5.898122145,      -7.944845366
          0,           0,        1581,      -6.501901374,      -6.510440925,      -6.711489532,      -6.283284508,      -5.890658937,      -7.944845213
          0,           0,        1582,      -6.524061415,      -6.536612722,      -6.724173218,      -6.308022336,       -5.91183584,      -7.944845853
          0,           0,        1583,        -6.5516021,       -6.56586766,      -6.734726722,      -6.296123516,      -5.937232986,      -7.944844731
          0,           0,        1584,      -6.510360811,      -6.524099015,      -6.716656656,      -6.288077715,      -5.895861516,      -7.944845552
          0,           0,        1585,      -6.521457028,      -6.534225946,      -6.721748579,      -6.302601772,      -5.907173151,      -7.944848114
          0,           0,        1586,      -6.536869475,      -6.550427884,        -6.7387709,       -6.30123291,      -5.923632208,      -7.944847206
          0,           0,        1587,       -6.53497436,      -6.547212383,      -6.721427549,      -6.297590222,      -5.923211642,      -7.944847539
          0,           0,        1588,      -6.505710466,      -6.518297154,      -6.699241422,      -6.284063881,       -5.89459427,      -7.944848015
          0,           0,        1589,      -6.512878962,      -6.524163221,      -6.706461454,      -6.302626992,      -5.900354863,       -7.94485096
          0,           0,        1590,      -6.530605925,      -6.544583329,      -6.725332933,      -6.296422516,      -5.917055841,      -7.944850741
          0,           0,        1591,      -6.512016949,      -6.526626166,      -6.720360312,      -6.277396644,      -5.898274841,      -7.944846727
          0,           0,        1592,      -6.494916342,      -6.505580682,      -6.705757326,      -6.279797288,      -5.882777465,      -7.944846003
          0,           0,        1593,      -6.508973393,      -6.521331865,      -6.715420987,      -6.298882403,      -5.897115838,      -7.944846335
          0,           0,        1594,      -6.542698947,      -6.553546383,      -6.725956561,      -6.296038584,      -5.928713645,      -7.944846624
          0,           0,        1595,      -6.505556584,      -6.517262561,      -6.707908849,      -6.276893277,      -5.891962626,      -7.944842793
          0,           0,        1596,      -6.512556233,      -6.525414507,      -6.716204349,      -6.292384861,      -5.898165478,      -7.944839652
          0,           0,        1597,      -6.527863897,      -6.536943907,      -6.729491514,      -6.300224684,      -5.914416081,      -7.944840974
          0,           0,        1598,      -6.537170505,      -6.549226592,       -6.72455415,       -6.29136182,      -5.924899198,      -7.944839692
          0,           0,        1599,      -6.503960237,       -6.51324812,      -6.696297519,      -6.276320831,       -5.89285147,      -7.944836947
          0,           0,        1600,      -6.506030483,      -6.516765172,       -6.69280795,      -6.284867466,      -5.894265467,      -7.944832341
          0,           0,        1601,      -6.515052654,      -6.528107132,      -6.710371888,      -6.289501474,      -5.901634938,      -7.944829513
          0,           0,        1602,      -6.510983294,      -6.519336766,      -6.707476975,      -6.265802797,      -5.896771697,      -7.944827586
          0,           0,        1603,        -6.4906988,      -6.500679883,      -6.710077094,      -6.270265738,      -5.877350549,      -7.944821131
          0,           0,        1604,      -6.504059703,      -6.516111079,      -6.709813116,       -6.28601927,      -5.891883679,      -7.944816796
          0,           0,        1605,      -6.529877724,      -6.544677361,       -6.70967994,      -6.283795899,      -5.916698383,      -7.944814632
          0,           0,        1606,      -6.494794436,      -6.508418629,      -6.698962772,       -6.27805985,      -5.881982785,      -7.944812084
          0,           0,        1607,      -6.523609931,      -6.534805305,      -6.714323474,      -6.289722263,      -5.909835553,       -7.94480768
          0,           0,        1608,      -6.524190816,      -6.534602615,        -6.7314799,      -6.299798083,      -5.910049371,      -7.944801557
          0,           0,        1609,      -6.533706275,       -6.54793396,       -6.72084608,      -6.282778277,      -5.920923881,      -7.944800932
          0,           0,        1610,      -6.500920913,      -6.511891967,      -6.704218479,      -6.277104037,      -5.889028649,      -7.944799538
          0,           0,        1611,       -6.50218296,      -6.513772553,      -6.697221029,       -6.27740024,       -5.89020806,      -7.944794144
          0,           0,        1612,      -6.517354234,      -6.530548692,      -6.707761142,      -6.284478548,      -5.904361615,      -7.944788141
          0,           0,        1613,      -6.509397322,      -6.518390904,      -6.706260762,      -6.270164878,      -5.895377197,      -7.944785726
          0,           0,        1614,      -6.490484994,      -6.504177262,      -6.705874196,      -6.265170928,      -5.877115714,      -7.944786905
          0,           0,        1615,      -6.506160924,      -6.516405735,      -6.719960748,      -6.287056002,      -5.893500258,      -7.944783441
          0,           0,        1616,      -6.525978195,      -6.538656031,      -6.709580732,       -6.26799813,      -5.913295934,      -7.944779576
          0,           0,        1617,      -6.490680078,      -6.503139062,      -6.695698866,      -6.268986396,      -5.878927231,      -7.944780637
          0,           0,        1618,      -6.506739109,      -6.515573611,       -6.69609183,      -6.272179978,      -5.894423418,      -7.944783458
          0,           0,        1619,       -6.50130905,      -6.513968105,      -6.713664931,      -6.278604397,      -5.888383562,      -7.944783969
          0,           0,        1620,      -6.516266956,      -6.525725917,      -6.716245602,      -6.261596394,      -5.903016362,      -7.944781873
          0,           0,        1621,      -6.476612212,      -6.487144209,      -6.690231476,      -6.253585022,       -5.86463509,      -7.944782687
          0,           0,        1622,      -6.489115132,      -6.501507579,      -6.702571286,      -6.272371526,      -5.876651385,      -7.944786386
          0,           0,        1623,       -6.51199523,      -6.521823426,      -6.704565284,      -6.269511683,      -5.898673959,      -7.944785642
          0,           0,        1624,      -6.495929895,      -6.508202668,      -6.702669142,      -6.261746096,      -5.881827543,      -7.944784078
          0,           0,        1625,      -6.468637587,      -6.477038633,      -6.690292072,      -6.249874777,      -5.854513041,      -7.944785234
          0,           0,        1626,      -6.475970886,      -6.486962079,      -6.699425257,      -6.275858279,      -5.863015861,      -7.944788782
          0,           0,        1627,      -6.523887952,      -6.538884183,        -6.7301928,      -6.290234478,       -5.91084014,      -7.944790784
          0,           0,        1628,      -6.509722278,      -6.518725633,      -6.703445704,      -6.266845712,      -5.898447996,      -7.944789757
          0,           0,        1629,       -6.48927759,      -6.499230941,      -6.684447032,      -6.265584124,       -5.87782505,      -7.944791706
          0,           0,        1630,      -6.481308238,      -6.490779474,      -6.693607281,        -6.2752159,      -5.869258887,      -7.944796655
          0,           0,        1631,      -6.522466256,      -6.535208302,      -6.726288416,      -6.303550851,      -5.908878955,       -7.94479805
          0,           0,        1632,      -6.529483796,      -6.544163533,      -6.729330238,      -6.281862797,      -5.915394526,      -7.944797909
          0,           0,        1633,      -6.493971563,      -6.501979514,      -6.699598547,       -6.26826503,      -5.881920216,       -7.94479934
          0,           0,        1634,      -6.503266896,      -6.511971649,       -6.70637769,      -6.283975874,      -5.891338791,      -7.944802142
          0,           0,        1635,       -6.53019772,      -6.543751013,      -6.722400201,      -6.299147005,      -5.917521598,      -7.944801061
          0,           0,        1636,      -6.528765743,      -6.540015768,      -6.719732132,      -6.285084431,      -5.914321723,      -7.944798642
          0,           0,        1637,      -6.487159357,      -6.498805572,      -6.699359987,      -6.273419597,      -5.873427488,      -7.944801537
          0,           0,        1638,      -6.488351614,      -6.497700609,      -6.709145911,      -6.273708216,      -5.875335007,      -7.944803837
          0,           0,        1639,      -6.514289452,      -6.522313619,      -6.730079414,      -6.287058229,      -5.901735061,      -7.944804539
          0,           0,        1640,      -6.528653319,      -6.542948813,       -6.72437572,      -6.291464406,      -5.916866755,      -7.944799987
          0,           0,        1641,      -6.502664519,      -6.510186387,       -6.70039927,      -6.278669485,      -5.891036015,      -7.944798225
          0,           0,        1642,      -6.491045995,      -6.502693542,      -6.700624048,      -6.288513276,       -5.87839571,      -7.944800606
          0,           0,        1643,      -6.524848903,      -6.538124345,      -6.739531823,      -6.290451639,      -5.910666381,      -7.944799966
          0,           0,        1644,      -6.523396513,       -6.53154281,      -6.739653706,      -6.281097257,      -5.909859384,      -7.944796553
          0,           0,        1645,      -6.517767581,      -6.531268407,      -6.720524387,      -6.294890561,      -5.905652591,      -7.944791736
          0,           0,        1646,      -6.514679176,      -6.522156181,      -6.719367742,      -6.302078107,      -5.903776224,      -7.944792349
          0,           0,        1647,      -6.537086859,      -6.552107907,      -6.732192084,      -6.312951252,      -5.924198721,      -7.944793338
          0,           0,        1648,      -6.534789972,      -6.550208552,      -6.731888982,      -6.284698839,      -5.919810049,      -7.944791643
          0,           0,        1649,      -6.508462711,      -6.516324582,      -6.715252876,      -6.288177023,      -5.894645276,      -7.944789465
          0,           0,        1650,      -6.518138533,      -6.531746707,      -6.724357552,      -6.307359018,      -5.904298575,      -7.944788434
          0,           0,        1651,      -6.535773505,      -6.544955458,      -6.738357017,      -6.313746757,      -5.923774505,      -7.944789182
          0,           0,        1652,      -6.543107339,      -6.558932922,      -6.732970164,      -6.304443432,      -5.931442492,      -7.944786642
          0,           0,        1653,      -6.505227649,      -6.519601012,      -6.703178292,      -6.282052669,      -5.893502111,      -7.944783939
