"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        2664,       -6.50213717,       -6.51022657,      -6.723478796,      -6.287225772,      -5.888702802,       -7.94483843
          0,           0,        2665,      -6.540070997,      -6.552902063,      -6.741434753,      -6.312311301,      -5.927229061,      -7.944841128
          0,           0,        2666,      -6.543721636,      -6.556359035,      -6.726729101,       -6.28967986,      -5.931327523,       -7.94484077
          0,           0,        2667,      -6.505756158,      -6.519676526,      -6.703879544,      -6.290997616,      -5.893788388,      -7.944840587
          0,           0,        2668,      -6.526319146,      -6.536028371,      -6.719626889,      -6.300936109,      -5.913790769,       -7.94484172
          0,           0,        2669,      -6.540656622,      -6.549207887,      -6.735919418,      -6.290053199,      -5.927184587,      -7.944843698
          0,           0,        2670,      -6.510979756,      -6.524134382,      -6.719085786,       -6.27825393,      -5.898151719,      -7.944844235
          0,           0,        2671,      -6.493859634,       -6.50274415,      -6.703017403,      -6.281124747,      -5.881986987,      -7.944841267
          0,           0,        2672,      -6.512568702,      -6.525110589,      -6.715511806,      -6.292205166,      -5.899298204,      -7.944841989
          0,           0,        2673,      -6.512813683,      -6.525303721,      -6.714609288,      -6.271441353,      -5.898609334,      -7.944843019
          0,           0,        2674,       -6.50409826,      -6.511533166,      -6.706971043,      -6.271575969,      -5.890066067,      -7.944842528
          0,           0,        2675,       -6.49279075,      -6.506361183,       -6.71180796,      -6.277211425,      -5.879009233,      -7.944841206
          0,           0,        2676,      -6.527411974,       -6.53719252,      -6.721311858,      -6.291725308,      -5.914860768,      -7.944840796
          0,           0,        2677,      -6.518518015,       -6.53101024,      -6.709390906,      -6.271139939,      -5.906577979,      -7.944843744
          0,           0,        2678,      -6.494619237,      -6.508350998,      -6.695966214,      -6.271540279,      -5.883088873,      -7.944843432
          0,           0,        2679,      -6.520301424,      -6.528628037,      -6.708652898,      -6.286082166,      -5.907610716,      -7.944842287
          0,           0,        2680,      -6.521630839,       -6.53656303,      -6.716959364,      -6.277973495,       -5.90733727,      -7.944842686
          0,           0,        2681,      -6.498298082,      -6.508494704,      -6.704117164,       -6.25957625,      -5.884622404,      -7.944843154
          0,           0,        2682,      -6.477709974,      -6.489198625,       -6.69593828,      -6.260761276,      -5.865085118,       -7.94484398
          0,           0,        2683,       -6.49807593,      -6.512450439,      -6.697333657,      -6.256495485,      -5.885227227,      -7.944842496
          0,           0,        2684,      -6.492102248,      -6.500276642,      -6.689715705,      -6.258738657,      -5.879698384,      -7.944841899
          0,           0,        2685,      -6.486891601,      -6.499279807,      -6.687176781,      -6.246861705,       -5.87373085,      -7.944843855
          0,           0,        2686,      -6.468887348,      -6.478553701,      -6.690867819,      -6.249746894,      -5.856280259,      -7.944844617
          0,           0,        2687,        -6.5029335,       -6.51531505,      -6.708943661,      -6.259151776,      -5.889917997,      -7.944845861
          0,           0,        2688,      -6.484661605,      -6.497840617,      -6.693910994,      -6.239239141,      -5.872436254,      -7.944845719
          0,           0,        2689,      -6.488661974,      -6.496214423,      -6.695669019,      -6.267462005,      -5.877044157,      -7.944847142
          0,           0,        2690,      -6.509104884,      -6.518474939,      -6.705554345,      -6.263215127,      -5.895877287,       -7.94484793
          0,           0,        2691,      -6.508345857,      -6.517469673,      -6.705758042,      -6.264146612,      -5.894396483,      -7.944846176
          0,           0,        2692,      -6.478691219,      -6.489123117,      -6.696905317,       -6.24669406,      -5.864657899,      -7.944845819
          0,           0,        2693,      -6.474309551,      -6.487384405,      -6.695518128,      -6.264159864,      -5.861264147,      -7.944845044
          0,           0,        2694,      -6.515161167,      -6.524341624,       -6.71200803,      -6.272527032,      -5.902198729,      -7.944845517
          0,           0,        2695,      -6.499188166,      -6.506943951,      -6.700337218,      -6.260834577,      -5.886976028,      -7.944844393
          0,           0,        2696,      -6.494615234,      -6.504984148,      -6.698650445,      -6.268185121,      -5.882118259,      -7.944843501
          0,           0,        2697,       -6.49383671,      -6.503021833,       -6.70966614,      -6.276425339,      -5.880831064,      -7.944845186
          0,           0,        2698,      -6.525593606,      -6.538443393,      -6.730715002,      -6.299993578,      -5.911896748,      -7.944845117
          0,           0,        2699,      -6.535040227,      -6.546703642,      -6.730547182,      -6.285759796,      -5.922076843,      -7.944844366
          0,           0,        2700,       -6.50808242,      -6.516123459,      -6.710090008,      -6.279181291,      -5.896901765,      -7.944843551
          0,           0,        2701,      -6.508005941,      -6.521417845,      -6.711601641,      -6.288675328,       -5.89646164,      -7.944843678
          0,           0,        2702,       -6.53862185,      -6.549341252,       -6.72748189,      -6.305654635,      -5.925892157,      -7.944843625
          0,           0,        2703,      -6.525754858,      -6.537931601,      -6.720544776,      -6.284403376,      -5.910828735,      -7.944841327
          0,           0,        2704,      -6.486688548,      -6.498586479,      -6.701923481,       -6.27032355,      -5.872403536,      -7.944840151
          0,           0,        2705,      -6.490415662,      -6.496907387,       -6.70724175,      -6.275139481,      -5.877381632,      -7.944841998
          0,           0,        2706,      -6.509025102,      -6.523205051,      -6.725878427,      -6.286715806,      -5.896118022,      -7.944843121
          0,           0,        2707,      -6.531858122,      -6.541694681,      -6.721839656,      -6.292213604,      -5.920107653,      -7.944842656
          0,           0,        2708,      -6.498259154,      -6.511145661,       -6.69823618,      -6.276421077,      -5.886186506,      -7.944841472
          0,           0,        2709,      -6.489124231,      -6.502531661,      -6.702016405,      -6.286439537,      -5.876406903,      -7.944843481
          0,           0,        2710,      -6.531238748,      -6.538676245,      -6.738681914,      -6.293992068,      -5.917797598,      -7.944845858
          0,           0,        2711,      -6.518720903,      -6.533019533,      -6.737008084,      -6.280817728,      -5.905158055,      -7.944845683
          0,           0,        2712,      -6.521442814,      -6.531543741,      -6.716529692,      -6.296527974,      -5.909508052,      -7.944843738
          0,           0,        2713,      -6.507557997,      -6.521392539,       -6.71313214,      -6.296168676,      -5.895758939,      -7.944843073
          0,           0,        2714,       -6.53227985,       -6.54819989,      -6.730961902,      -6.307891017,      -5.918945006,      -7.944845366
          0,           0,        2715,      -6.536208344,      -6.545820637,      -6.731756041,      -6.282805989,       -5.92157285,      -7.944848028
          0,           0,        2716,      -6.503417344,       -6.51441877,       -6.71680776,      -6.285333596,      -5.889514371,      -7.944846443
          0,           0,        2717,      -6.518000455,      -6.529541107,      -6.722025357,      -6.306040715,      -5.904911202,      -7.944847748
          0,           0,        2718,      -6.533006207,      -6.548098351,      -6.735524862,      -6.309233484,      -5.920444399,      -7.944848122
          0,           0,        2719,      -6.534844601,      -6.551739591,      -6.727325213,       -6.29763926,       -5.92234107,      -7.944846381
          0,           0,        2720,      -6.505577177,      -6.514286363,      -6.701838501,      -6.278649666,       -5.89310063,      -7.944846453
          0,           0,        2721,       -6.50485405,      -6.513540659,          -6.70504,      -6.294363024,      -5.891640425,      -7.944845771
          0,           0,        2722,      -6.517821381,      -6.530759773,      -6.731357112,      -6.298585413,      -5.904056237,      -7.944846204
          0,           0,        2723,       -6.52573547,      -6.537200667,      -6.740056567,      -6.285453126,      -5.911864533,      -7.944842405
          0,           0,        2724,      -6.498098008,       -6.50919301,      -6.712939508,      -6.271132705,      -5.886477842,      -7.944839968
          0,           0,        2725,      -6.491678985,      -6.502564572,      -6.702526944,       -6.28597574,      -5.880799226,      -7.944841154
          0,           0,        2726,      -6.535562609,      -6.543646032,      -6.729266289,      -6.311672445,      -5.923055667,      -7.944843146
          0,           0,        2727,      -6.527087761,      -6.541066765,      -6.735544055,      -6.285844495,      -5.912668431,      -7.944842848
          0,           0,        2728,      -6.509615473,      -6.517662187,       -6.72221756,      -6.282036338,      -5.894872232,      -7.944839157
          0,           0,        2729,      -6.497553342,      -6.508318738,      -6.718323757,      -6.290471759,      -5.883987771,      -7.944839028
          0,           0,        2730,       -6.53015342,      -6.544679588,      -6.738433774,      -6.321381115,      -5.917629219,      -7.944840832
          0,           0,        2731,      -6.565794913,      -6.575278543,      -6.745955923,      -6.310145129,      -5.953397881,      -7.944839719
          0,           0,        2732,      -6.516708941,      -6.529561868,      -6.717907778,       -6.28925795,      -5.904430294,      -7.944837264
          0,           0,        2733,      -6.524680702,      -6.533801707,       -6.71702561,      -6.307038764,      -5.911840401,      -7.944835288
          0,           0,        2734,      -6.529638507,      -6.543522428,      -6.737182468,      -6.314816083,      -5.915550756,      -7.944836104
          0,           0,        2735,      -6.551279404,      -6.566446932,       -6.75070587,      -6.318923303,      -5.936931714,      -7.944836671
          0,           0,        2736,      -6.518204909,      -6.525987137,      -6.722938346,      -6.285494566,      -5.906113477,      -7.944835518
          0,           0,        2737,      -6.497999363,      -6.509751621,      -6.703864883,      -6.288393252,       -5.88630989,      -7.944836828
          0,           0,        2738,       -6.51926243,       -6.52940368,      -6.713681325,      -6.310823273,      -5.907394286,      -7.944838262
          0,           0,        2739,      -6.530321531,      -6.546203915,      -6.726081962,      -6.307285789,      -5.916561918,      -7.944838601
          0,           0,        2740,      -6.512307014,      -6.526229299,       -6.72170575,      -6.285695816,      -5.897812252,      -7.944837489
          0,           0,        2741,      -6.483395961,      -6.491523222,      -6.709494312,      -6.276550822,      -5.870490761,      -7.944838705
          0,           0,        2742,      -6.492846531,      -6.503427568,      -6.713736595,      -6.289237443,      -5.880666209,      -7.944842436
          0,           0,        2743,      -6.518976472,      -6.530281505,      -6.723840502,      -6.307779379,      -5.907795555,      -7.944842954
          0,           0,        2744,      -6.521050146,      -6.536058828,      -6.717858783,      -6.296517978,      -5.909191536,      -7.944841907
          0,           0,        2745,      -6.496793674,      -6.510373496,      -6.699966587,      -6.275728607,      -5.883737535,      -7.944842979
          0,           0,        2746,      -6.473752741,      -6.481769429,      -6.695786063,      -6.272738173,      -5.860580691,      -7.944847715
          0,           0,        2747,      -6.497281308,      -6.506157816,      -6.721432897,      -6.290820266,      -5.883591917,      -7.944850862
          0,           0,        2748,      -6.513419174,      -6.525611409,      -6.736670079,      -6.290294575,      -5.900397205,      -7.944849653
          0,           0,        2749,      -6.502522334,      -6.514184628,      -6.716827812,      -6.280562921,      -5.890977395,      -7.944849527
          0,           0,        2750,      -6.488783279,      -6.499536539,      -6.692761719,      -6.275010325,      -5.878093638,      -7.944851804
          0,           0,        2751,      -6.484598828,      -6.494204087,      -6.698169631,      -6.288334273,      -5.873269999,      -7.944852653
          0,           0,        2752,      -6.533315146,      -6.543094137,      -6.734075316,      -6.312149083,      -5.919757137,      -7.944850631
          0,           0,        2753,       -6.51841433,      -6.531771596,      -6.739059277,      -6.281000527,      -5.904504056,      -7.944849235
          0,           0,        2754,      -6.499950489,      -6.509238663,       -6.71930146,      -6.281532984,      -5.886963831,      -7.944851296
          0,           0,        2755,      -6.498475396,      -6.509019558,      -6.714467885,      -6.294235864,      -5.886898957,       -7.94485118
          0,           0,        2756,      -6.526877582,      -6.541312295,      -6.735591419,      -6.323197538,       -5.91509625,      -7.944846894
          0,           0,        2757,       -6.56991392,       -6.58143739,       -6.74876679,       -6.31849172,      -5.955712003,       -7.94484499
          0,           0,        2758,      -6.513260384,      -6.526248205,      -6.725076995,       -6.28813597,      -5.899199233,      -7.944846407
          0,           0,        2759,      -6.521292985,      -6.530461447,      -6.725386515,      -6.305250862,      -5.907036959,      -7.944847236
          0,           0,        2760,      -6.530326259,      -6.542733399,      -6.743764277,      -6.320303749,      -5.916978379,      -7.944842061
          0,           0,        2761,      -6.560272474,      -6.576284996,      -6.751862684,      -6.325363174,      -5.947863083,      -7.944835635
          0,           0,        2762,      -6.525234477,      -6.534871394,      -6.717551462,      -6.291717271,      -5.914169245,      -7.944835504
          0,           0,        2763,      -6.500539781,        -6.5120032,      -6.702527459,      -6.291592291,       -5.88877525,      -7.944833428
          0,           0,        2764,      -6.521316582,      -6.530798025,      -6.722417996,      -6.310084918,      -5.908225661,      -7.944828903
          0,           0,        2765,      -6.532735991,      -6.547724494,      -6.742247248,      -6.307143638,      -5.917968964,      -7.944823193
          0,           0,        2766,      -6.515766359,      -6.529227593,      -6.729099833,      -6.285450809,      -5.901531275,      -7.944820011
          0,           0,        2767,      -6.480188158,      -6.489059222,      -6.700998019,      -6.276262035,       -5.86841191,      -7.944820431
          0,           0,        2768,      -6.499653302,      -6.510352068,      -6.711754217,      -6.293633082,       -5.88785224,      -7.944816281
          0,           0,        2769,      -6.532061794,      -6.543502877,      -6.730140938,      -6.305289497,      -5.919662448,      -7.944813053
          0,           0,        2770,      -6.511666788,      -6.526562337,      -6.716203283,      -6.286501939,       -5.89824187,      -7.944812217
          0,           0,        2771,      -6.488707437,       -6.50180918,      -6.702598985,      -6.277628316,      -5.875135063,      -7.944810588
          0,           0,        2772,      -6.486842253,      -6.496023871,      -6.715245074,       -6.29438641,      -5.873966383,       -7.94480809
          0,           0,        2773,      -6.542313142,      -6.552496469,      -6.748093741,      -6.315247243,      -5.928892196,      -7.944804086
          0,           0,        2774,      -6.528218382,      -6.540869243,       -6.73051613,      -6.292669629,      -5.915707038,      -7.944805314
          0,           0,        2775,      -6.510181316,      -6.522709287,      -6.706672712,      -6.289493281,      -5.897739645,      -7.944806998
          0,           0,        2776,      -6.499803949,      -6.511168819,      -6.709551274,      -6.294724518,      -5.887162113,      -7.944805473
          0,           0,        2777,      -6.533405714,      -6.545546765,      -6.741622749,      -6.319509638,      -5.919548024,      -7.944804761
          0,           0,        2778,      -6.561381799,      -6.571285039,      -6.754604749,      -6.312982163,      -5.947240338,      -7.944806151
          0,           0,        2779,      -6.516406406,      -6.529372665,      -6.724189284,       -6.29815843,      -5.904609004,       -7.94481137
          0,           0,        2780,      -6.521878048,      -6.533158387,       -6.71736227,      -6.308953833,      -5.910478099,      -7.944811633
          0,           0,        2781,      -6.534973999,      -6.546677682,      -6.727466034,      -6.321515451,      -5.922907082,      -7.944809746
          0,           0,        2782,      -6.547922158,      -6.563405045,      -6.739246498,      -6.314523796,      -5.933153446,      -7.944812261
          0,           0,        2783,      -6.517002693,      -6.526511382,       -6.71919103,      -6.292020859,      -5.902420808,      -7.944815969
          0,           0,        2784,      -6.495493021,      -6.507466689,      -6.713842066,      -6.288982676,      -5.882182473,      -7.944818784
          0,           0,        2785,      -6.511769864,      -6.521781933,      -6.730095909,      -6.299879033,      -5.899253815,      -7.944817949
          0,           0,        2786,      -6.533300291,      -6.545734343,      -6.732545174,      -6.309609144,      -5.921979242,       -7.94481841
          0,           0,        2787,      -6.519805278,       -6.53379071,      -6.714824025,       -6.29245791,      -5.908432399,      -7.944823881
          0,           0,        2788,      -6.492659449,      -6.501972584,      -6.694836154,      -6.289525579,      -5.880617714,      -7.944826167
          0,           0,        2789,       -6.49578476,      -6.506537522,      -6.710046938,      -6.288784128,      -5.882418866,      -7.944827555
          0,           0,        2790,      -6.513351193,      -6.523099423,      -6.737007002,      -6.295332567,      -5.899197441,      -7.944827873
          0,           0,        2791,      -6.513510218,      -6.526048277,       -6.73170925,      -6.293248832,      -5.900189988,      -7.944830035
          0,           0,        2792,      -6.499848141,      -6.512483292,      -6.708870466,      -6.282184534,      -5.888635482,      -7.944831819
          0,           0,        2793,      -6.480162895,       -6.48917502,      -6.691350241,      -6.287176265,      -5.869954225,      -7.944830581
          0,           0,        2794,       -6.50940498,      -6.518138232,      -6.714195032,      -6.296674726,      -5.897923179,      -7.944831155
          0,           0,        2795,      -6.523232086,      -6.533936241,      -6.730880793,       -6.29275452,      -5.910164305,      -7.944832126
          0,           0,        2796,      -6.497734178,      -6.511104604,      -6.714535125,      -6.285354582,      -5.883937072,      -7.944832513
          0,           0,        2797,      -6.488205299,      -6.500538421,      -6.707506858,      -6.285256428,      -5.875104842,      -7.944831248
          0,           0,        2798,      -6.493285387,      -6.502605789,      -6.717403319,      -6.302989384,      -5.881091677,      -7.944830368
          0,           0,        2799,      -6.548082613,      -6.555209086,      -6.744502875,      -6.313174263,      -5.935135397,      -7.944832666
          0,           0,        2800,      -6.523869419,      -6.537134454,       -6.72428882,       -6.29309847,      -5.910788084,       -7.94483278
          0,           0,        2801,      -6.514363736,      -6.526512636,      -6.709385197,      -6.303215499,      -5.901293457,      -7.944829318
          0,           0,        2802,      -6.506828847,      -6.518089433,      -6.722197748,      -6.305213248,      -5.893865216,       -7.94482632
          0,           0,        2803,      -6.544534739,      -6.557766174,       -6.75066685,      -6.322269056,       -5.93148843,       -7.94482524
          0,           0,        2804,      -6.549162828,      -6.557207405,      -6.738503946,      -6.300696506,      -5.937275855,      -7.944825393
          0,           0,        2805,      -6.512627478,      -6.525964901,      -6.708579124,       -6.30204821,      -5.901300074,      -7.944820747
          0,           0,        2806,      -6.523904406,      -6.535053426,      -6.716664572,      -6.312960445,      -5.911408541,      -7.944814809
          0,           0,        2807,      -6.536694242,      -6.549129712,       -6.73677629,      -6.309623108,      -5.922144579,      -7.944813868
          0,           0,        2808,      -6.522096867,      -6.535898998,      -6.733082176,      -6.284761033,      -5.906914238,      -7.944813775
          0,           0,        2809,      -6.490901585,      -6.500153033,      -6.708817132,      -6.277458815,      -5.878044107,       -7.94481091
          0,           0,        2810,      -6.506307544,      -6.519101781,      -6.720313318,      -6.301557444,      -5.894115363,      -7.944806065
          0,           0,        2811,      -6.536862771,      -6.548046418,      -6.738001997,      -6.303304777,      -5.924656398,      -7.944803524
          0,           0,        2812,      -6.519474032,      -6.531697262,      -6.717280555,      -6.285852464,      -5.906904951,      -7.944803687
          0,           0,        2813,      -6.495108064,      -6.508166302,      -6.705246914,      -6.275500195,      -5.882085337,      -7.944800875
          0,           0,        2814,      -6.503452661,      -6.513952693,      -6.720695392,      -6.303799156,      -5.890189446,      -7.944797042
          0,           0,        2815,      -6.556633872,      -6.570049472,      -6.757709249,      -6.314192706,      -5.942512252,      -7.944794858
          0,           0,        2816,      -6.522529706,      -6.533327258,      -6.732182996,      -6.288569132,      -5.910207109,      -7.944794014
          0,           0,        2817,      -6.519285963,      -6.532642266,      -6.709902936,       -6.29871378,      -5.907739966,      -7.944793801
          0,           0,        2818,      -6.513481599,      -6.527487888,      -6.720874632,      -6.304790171,      -5.901629373,       -7.94479215
          0,           0,        2819,      -6.552380269,      -6.564755473,      -6.737374257,      -6.324069442,      -5.938254175,      -7.944790789
          0,           0,        2820,      -6.533806865,       -6.54459238,      -6.733336248,       -6.29226034,      -5.919318624,      -7.944790311
          0,           0,        2821,      -6.502237355,      -6.513180613,      -6.713113614,      -6.292794995,      -5.889388109,      -7.944789294
          0,           0,        2822,       -6.51082767,      -6.524884321,      -6.715693018,      -6.302870763,      -5.898488313,      -7.944790416
          0,           0,        2823,      -6.533963668,      -6.548588867,      -6.727982602,      -6.306579047,       -5.92162949,      -7.944790333
          0,           0,        2824,      -6.520096495,      -6.531419641,      -6.708383984,      -6.286886132,      -5.907068578,      -7.944791562
          0,           0,        2825,      -6.489966189,      -6.496136815,      -6.692897526,      -6.275893638,      -5.877267795,      -7.944790839
          0,           0,        2826,       -6.49640273,      -6.509364712,      -6.711834219,      -6.287222511,      -5.883168975,      -7.944789208
          0,           0,        2827,       -6.51774158,      -6.529839011,      -6.729072014,       -6.28297526,      -5.904623366,      -7.944793409
          0,           0,        2828,      -6.505463896,      -6.517531917,      -6.711745755,      -6.275956882,      -5.893628884,      -7.944797707
          0,           0,        2829,      -6.486848412,      -6.497533094,      -6.691212794,      -6.272956022,      -5.875527239,      -7.944799913
          0,           0,        2830,      -6.510491449,       -6.51579841,       -6.71015304,      -6.297386274,      -5.898667582,      -7.944798509
          0,           0,        2831,      -6.537629816,      -6.553666261,      -6.735284934,      -6.288014356,      -5.922627923,      -7.944798501
          0,           0,        2832,      -6.503119699,      -6.512317511,      -6.716555984,      -6.273845484,      -5.889448603,      -7.944805039
          0,           0,        2833,      -6.512649745,      -6.524054221,       -6.71685578,       -6.29332428,      -5.899144489,      -7.944807648
          0,           0,        2834,      -6.527023078,      -6.540033779,      -6.726611557,      -6.294821205,      -5.914145068,      -7.944808033
          0,           0,        2835,      -6.531262967,      -6.539102864,      -6.712028592,      -6.287279874,      -5.919065486,       -7.94480696
          0,           0,        2836,      -6.496500187,      -6.509888262,      -6.696375802,      -6.274825995,      -5.883735241,      -7.944809842
          0,           0,        2837,       -6.50936686,      -6.518751648,      -6.704193196,      -6.285910451,      -5.896340813,      -7.944815989
          0,           0,        2838,      -6.516077498,      -6.527550888,        -6.7152234,       -6.28100864,      -5.902456832,      -7.944817342
          0,           0,        2839,      -6.498700073,      -6.510536153,      -6.700830702,      -6.257394561,      -5.885941483,      -7.944818753
          0,           0,        2840,       -6.48746536,      -6.496408596,      -6.699272365,      -6.266329966,      -5.875859274,      -7.944819733
          0,           0,        2841,      -6.505199671,      -6.517109605,      -6.708196444,      -6.278451115,       -5.89295813,      -7.944822505
          0,           0,        2842,      -6.522188114,      -6.532684872,      -6.707385496,      -6.271447368,      -5.908363007,      -7.944824373
          0,           0,        2843,      -6.489604917,      -6.500179847,      -6.702362248,      -6.269127128,      -5.876338146,      -7.944823922
          0,           0,        2844,      -6.519773149,      -6.533744815,      -6.714178074,      -6.280129895,      -5.906048638,      -7.944825738
          0,           0,        2845,      -6.526027999,      -6.537063669,      -6.717461323,      -6.290317019,       -5.91312936,      -7.944826452
          0,           0,        2846,      -6.520008467,      -6.531729755,      -6.702997443,      -6.268822226,      -5.907973248,      -7.944826384
          0,           0,        2847,      -6.495525659,      -6.506222253,      -6.695309766,      -6.272607732,      -5.883799668,      -7.944824781
          0,           0,        2848,      -6.502874901,      -6.514474548,      -6.694832755,      -6.260685211,      -5.889768571,      -7.944826079
          0,           0,        2849,      -6.490903833,       -6.50395742,      -6.692472233,      -6.262091115,      -5.877687949,      -7.944828929
          0,           0,        2850,      -6.488382212,      -6.498713228,      -6.689501709,       -6.24952373,      -5.874927368,      -7.944826526
          0,           0,        2851,      -6.475043776,      -6.481887508,      -6.691857591,      -6.254859901,      -5.862941093,      -7.944822862
          0,           0,        2852,       -6.50332274,      -6.516341158,      -6.704780923,      -6.266598684,      -5.890951512,       -7.94482139
          0,           0,        2853,      -6.498100852,      -6.507797451,       -6.69430994,      -6.250861262,      -5.885260552,      -7.944823739
          0,           0,        2854,      -6.494469501,      -6.506216569,      -6.702935684,      -6.276453391,      -5.881805513,       -7.94482383
          0,           0,        2855,      -6.515491639,      -6.529334658,      -6.711878817,      -6.274517689,      -5.902274312,      -7.944820156
          0,           0,        2856,      -6.525153921,      -6.530457207,      -6.715552657,      -6.280788656,      -5.912762653,      -7.944820072
          0,           0,        2857,      -6.495579422,      -6.509195441,      -6.702610486,      -6.262596982,       -5.88417932,      -7.944821949
          0,           0,        2858,      -6.491745079,      -6.499425846,      -6.692544747,       -6.27945866,      -5.880973047,      -7.944823033
          0,           0,        2859,      -6.516744999,      -6.528887114,      -6.709829935,       -6.28619286,      -5.903817842,      -7.944821527
          0,           0,        2860,      -6.500193598,      -6.512503594,      -6.704829622,      -6.267784352,      -5.886265355,      -7.944820552
          0,           0,        2861,      -6.493676252,      -6.499149808,      -6.704379988,      -6.268403917,      -5.879967049,      -7.944822096
          0,           0,        2862,      -6.473819957,      -6.486380689,      -6.702612353,      -6.267094206,      -5.860632952,      -7.944821551
          0,           0,        2863,      -6.508290557,      -6.516014311,      -6.712164426,      -6.298574545,      -5.896503783,      -7.944820856
          0,           0,        2864,      -6.536814901,      -6.550094786,      -6.721117933,      -6.291159359,      -5.923944268,       -7.94482165
          0,           0,        2865,      -6.498774717,      -6.511658154,      -6.695770334,      -6.270971546,      -5.885934953,      -7.944823875
          0,           0,        2866,      -6.500476567,      -6.508417078,      -6.701918293,      -6.280872251,      -5.887488478,      -7.944825418
          0,           0,        2867,      -6.519371629,      -6.533000718,       -6.73023907,        -6.3018804,      -5.905426056,      -7.944824927
          0,           0,        2868,      -6.546039212,      -6.556161049,      -6.734276155,      -6.299256542,      -5.933322573,      -7.944827353
          0,           0,        2869,      -6.504663618,      -6.516722496,      -6.700933221,      -6.276955732,      -5.892821969,      -7.944831676
          0,           0,        2870,       -6.48916797,      -6.502355803,      -6.690414262,      -6.278496371,      -5.877393961,      -7.944832882
          0,           0,        2871,      -6.513274805,      -6.523417368,      -6.712059521,      -6.289541909,      -5.900553706,        -7.9448314
          0,           0,        2872,      -6.528114441,      -6.540915901,      -6.725856342,      -6.291490865,      -5.913531707,      -7.944831127
          0,           0,        2873,      -6.499846892,      -6.509913306,      -6.710481081,      -6.272548333,      -5.886621968,      -7.944834904
          0,           0,        2874,      -6.483112359,      -6.495027268,      -6.703361697,      -6.280676349,      -5.870663708,      -7.944837178
          0,           0,        2875,      -6.512054203,      -6.525870749,      -6.722884846,      -6.288923603,      -5.899851386,      -7.944836226
          0,           0,        2876,      -6.523791452,      -6.535425493,      -6.724893268,      -6.285308535,      -5.911217873,      -7.944835728
          0,           0,        2877,      -6.527961394,      -6.537633232,      -6.716468313,      -6.299094636,      -5.914745575,      -7.944839264
          0,           0,        2878,      -6.508549119,        -6.5220245,      -6.719222736,      -6.292267028,      -5.894936851,      -7.944842181
          0,           0,        2879,        -6.5312037,      -6.544116512,      -6.740938467,      -6.309980202,      -5.916880649,      -7.944841735
          0,           0,        2880,      -6.543358885,      -6.557953826,       -6.74192508,       -6.29543435,      -5.930196401,      -7.944841035
          0,           0,        2881,      -6.517755322,      -6.530596669,      -6.716286851,      -6.294654891,      -5.906080304,      -7.944842358
          0,           0,        2882,      -6.533378326,      -6.541211735,      -6.712676022,      -6.316182488,      -5.922210613,      -7.944843127
          0,           0,        2883,      -6.534899306,       -6.55059398,      -6.727422097,      -6.310705926,       -5.92222215,      -7.944841845
          0,           0,        2884,      -6.539142416,      -6.549549737,      -6.732998011,      -6.301492329,      -5.924252216,      -7.944841429
          0,           0,        2885,      -6.501866394,      -6.514240748,        -6.7132908,      -6.278928129,       -5.88795226,      -7.944843033
          0,           0,        2886,      -6.496915759,      -6.508551459,      -6.706873065,      -6.293158194,      -5.884006046,      -7.944844688
          0,           0,        2887,      -6.514897484,      -6.523064784,       -6.71902643,      -6.302252016,      -5.903388908,      -7.944843951
          0,           0,        2888,      -6.527658507,      -6.541818522,       -6.72689054,      -6.292755698,       -5.91554872,      -7.944842328
          0,           0,        2889,      -6.506306515,       -6.51413434,      -6.703878885,      -6.275201548,      -5.893858375,      -7.944844149
          0,           0,        2890,      -6.480657958,      -6.491963956,      -6.692214195,       -6.27765697,      -5.867690895,      -7.944844218
          0,           0,        2891,      -6.502741675,      -6.514787398,      -6.716594613,      -6.297831431,      -5.888858103,      -7.944842625
          0,           0,        2892,      -6.518982354,       -6.52866294,      -6.737085777,      -6.288396426,      -5.905517372,      -7.944840511
          0,           0,        2893,      -6.511003757,       -6.52190618,       -6.71915183,      -6.277694307,      -5.898834873,      -7.944839536
          0,           0,        2894,      -6.491493929,      -6.499051167,      -6.690649515,      -6.279517542,      -5.880832889,      -7.944839487
          0,           0,        2895,      -6.500706118,      -6.512604009,      -6.703707844,      -6.303876076,      -5.889345817,      -7.944838115
          0,           0,        2896,      -6.539267385,      -6.554306477,      -6.735887935,      -6.303316139,      -5.925453667,      -7.944836826
          0,           0,        2897,      -6.506896836,      -6.516167825,       -6.72515461,      -6.270220106,      -5.893331088,      -7.944836646
          0,           0,        2898,      -6.502603695,      -6.512750992,      -6.715296238,      -6.286112852,      -5.889451248,      -7.944837656
          0,           0,        2899,      -6.508424262,      -6.517185397,      -6.721395703,       -6.30299662,      -5.896903562,      -7.944834812
          0,           0,        2900,      -6.548589684,      -6.563608433,      -6.737387979,      -6.326976007,      -5.935933823,      -7.944831339
          0,           0,        2901,       -6.53096243,      -6.545930428,      -6.722916824,      -6.287417242,      -5.916645963,       -7.94483042
          0,           0,        2902,      -6.498370685,      -6.508368453,      -6.706620285,      -6.278705383,      -5.884395807,      -7.944831318
