Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.939322,0,2.69532,-0,6.06275e-08,0,0,0,0,0,0,0.946829,0.535198,-0.00123108,1.08762,1.07813,0.129226,0.0007734,0.000146511,9.85402e-05,0.000793299,1.13247,0,0,0,0,7.72043
1,0.930102,0,2.66833,-0,6.06183e-08,0,0,0,0,0,0,0.937551,0.535198,-0.00246552,1.07956,1.06733,0.10763,0.000736232,0.000113514,9.28817e-05,0.000750699,1.13224,0,0,0,0,7.45962
2,0.920233,0,2.63971,-0,6.06131e-08,0,0,0,0,0,0,0.927839,0.535198,-0.00373485,1.07114,1.05589,0.0847395,0.000759942,9.91764e-05,9.49821e-05,0.00077225,1.13211,0,0,0,0,7.52152
3,0.910563,0,2.61142,-0,6.06034e-08,0,0,0,0,0,0,0.917527,0.535198,-0.00506309,1.06222,1.04457,0.0621041,0.000796568,8.79617e-05,9.84741e-05,0.000807437,1.13187,0,0,0,0,7.66587
4,0.900964,0,2.5833,-0,6.05929e-08,0,0,0,0,0,0,0.906474,0.535198,-0.00646018,1.0527,1.03332,0.039606,0.00083595,7.75804e-05,0.000101456,0.00084565,1.13161,0,0,0,0,7.82489
5,0.828542,0,2.38169,-0,6.07089e-08,0,0,0,0,0,0,0.764078,0.535198,0.0210833,0.933112,0.952676,-0.121681,0.000109376,0.000208981,-4.80236e-06,0.000235922,1.13449,0,0,0,0,4.09413
6,0.843321,0,2.42455,-0,6.0716e-08,0,0,0,0,0,0,0.783715,0.535198,0.0193595,0.949221,0.969819,-0.0873932,0.000130475,0.000207644,-6.84631e-06,0.00024533,1.13466,0,0,0,0,4.19669
7,0.856174,0,2.46179,-0,6.07214e-08,0,0,0,0,0,0,0.802492,0.535198,0.0176439,0.96475,0.984716,-0.057599,0.000143979,0.000206397,-8.34203e-06,0.000251792,1.1348,0,0,0,0,4.27206
8,0.867454,0,2.49446,-0,6.07256e-08,0,0,0,0,0,0,0.820344,0.535198,0.0159467,0.979621,0.997782,-0.0314674,0.000150571,0.000206096,-9.27205e-06,0.000255408,1.1349,0,0,0,0,4.31378
9,0.877533,0,2.52364,-0,6.07292e-08,0,0,0,0,0,0,0.837219,0.535198,0.0142734,0.993769,1.00946,-0.00812125,0.000150779,0.000206618,-9.62789e-06,0.000255965,1.13499,0,0,0,0,4.32821
