Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.844899,0,2.42346,-0,6.06101e-08,0,0,0,0,0,0,1.08729,1.16776,-0.00589878,1.59559,0.969382,-0.0882675,0.000901944,0.000195359,0.000101353,0.000928407,1.13204,0,0,0,0,7.90905
1,0.842449,0,2.41621,-0,6.0606e-08,0,0,0,0,0,0,1.08031,1.16776,-0.00672717,1.59084,0.966484,-0.0940644,0.000914113,0.000202666,9.95704e-05,0.000941589,1.13193,0,0,0,0,7.97413
2,0.839366,0,2.40702,-0,6.05995e-08,0,0,0,0,0,0,1.07046,1.16776,-0.00784638,1.58417,0.962809,-0.101413,0.000933605,0.000214195,9.71661e-05,0.000962777,1.13177,0,0,0,0,8.07494
3,0.836468,0,2.39832,-0,6.05921e-08,0,0,0,0,0,0,1.05989,1.16776,-0.00899459,1.57706,0.95933,-0.108373,0.000956076,0.000227316,9.48677e-05,0.000987297,1.13159,0,0,0,0,8.18149
4,0.833998,0,2.3908,-0,6.05836e-08,0,0,0,0,0,0,1.04859,1.16776,-0.0101666,1.56949,0.956319,-0.114394,0.000981165,0.000241464,9.28567e-05,0.0010147,1.13138,0,0,0,0,8.30222
5,0.83164,0,2.38355,-0,6.05743e-08,0,0,0,0,0,0,1.03658,1.16776,-0.0113584,1.5615,0.953421,-0.120189,0.00100849,0.000255439,9.12136e-05,0.00104433,1.13115,0,0,0,0,8.43034
6,0.829648,0,2.37737,-0,6.05652e-08,0,0,0,0,0,0,1.02386,1.16776,-0.0125673,1.55309,0.950948,-0.125137,0.00103522,0.000267652,8.95558e-05,0.001073,1.13092,0,0,0,0,8.54664
7,0.827393,0,2.37047,-0,6.05568e-08,0,0,0,0,0,0,1.01049,1.16776,-0.0137893,1.54432,0.948188,-0.130657,0.00105751,0.000278009,8.83068e-05,0.001097,1.13071,0,0,0,0,8.63646
8,0.824122,0,2.36063,-0,6.05477e-08,0,0,0,0,0,0,0.996499,1.16776,-0.0150171,1.53522,0.944253,-0.138527,0.00107852,0.000287687,8.77622e-05,0.00111967,1.13049,0,0,0,0,8.71348
9,0.819397,0,2.34656,-0,6.05373e-08,0,0,0,0,0,0,0.981959,1.16776,-0.016238,1.52583,0.938625,-0.149781,0.00110221,0.000296828,8.73425e-05,0.00114482,1.13023,0,0,0,0,8.78877
10,0.813256,0,2.32837,-0,6.05255e-08,0,0,0,0,0,0,0.966931,1.16776,-0.0174319,1.51622,0.931348,-0.164336,0.00113066,0.000305281,8.62201e-05,0.00117431,1.12994,0,0,0,0,8.87139
11,0.841035,0,2.41412,-0,6.06431e-08,0,0,0,0,0,0,1.13311,1.16776,0,1.62714,0.965649,-0.095733,1.04068e-05,3.95363e-05,-0.000590587,0.000592,1.13286,0,0,0,0,6.1958
12,0.862528,0,2.47449,-0,6.06185e-08,0,0,0,0,0,0,1.12667,1.16776,-0.000876868,1.62266,0.989796,-0.0474389,0.00101659,0.000196265,0.000127226,0.00104315,1.13224,0,0,0,0,8.38998
13,0.86414,0,2.47922,-0,6.06203e-08,0,0,0,0,0,0,1.12006,1.16776,-0.00175613,1.61808,0.991687,-0.0436578,0.000894692,0.000168185,0.000112225,0.000917254,1.13229,0,0,0,0,7.86817
14,0.862592,0,2.47501,-0,6.06247e-08,0,0,0,0,0,0,1.11314,1.16776,-0.00266024,1.6133,0.990006,-0.0470205,0.000870324,0.000171238,0.000108861,0.000893665,1.1324,0,0,0,0,7.76161
15,0.858572,0,2.46335,-0,6.06223e-08,0,0,0,0,0,0,1.1058,1.16776,-0.00360631,1.60825,0.985339,-0.0563534,0.00086869,0.000176582,0.000107401,0.000892938,1.13234,0,0,0,0,7.75541
16,0.853131,0,2.4475,-0,6.06179e-08,0,0,0,0,0,0,1.09792,1.16776,-0.00460142,1.60285,0.978998,-0.0690353,0.000879092,0.000183895,0.000105613,0.000904309,1.13223,0,0,0,0,7.80054
17,0.846581,0,2.42838,-0,6.06118e-08,0,0,0,0,0,0,1.08945,1.16776,-0.00564335,1.59705,0.97135,-0.0843318,0.000896503,0.000192726,0.000102378,0.000922682,1.13208,0,0,0,0,7.88448
