Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.769081,0,2.23768,-0,6.12647e-08,0,0,0,0,0,0,0.79858,1.2042,-0.0174701,1.44503,0.89507,-0.236891,0.00193429,0.000819418,0.000499625,0.00215929,1.14833,0,0,0,0,11.0021
1,0.76817,0,2.24295,-0,6.14281e-08,0,0,0,0,0,0,0.785616,1.2042,-0.0171071,1.43791,0.897182,-0.232668,0.00191282,0.000863589,0.000506777,0.00215905,1.15242,0,0,0,0,11.0106
2,0.737529,0,2.11772,-0,6.06583e-08,0,0,0,0,0,0,1.07597,1.2042,0,1.61487,0.847087,-0.332857,0.000416179,-6.83331e-05,0.000374856,0.000564262,1.13323,0,0,0,0,3.71786
3,0.74041,0,2.12704,-0,6.06805e-08,0,0,0,0,0,0,1.0718,1.2042,-0.000300145,1.61209,0.850818,-0.325396,0.000510766,-5.44772e-05,0.000379595,0.000638703,1.13378,0,0,0,0,4.09188
4,0.746892,0,2.14617,-0,6.06903e-08,0,0,0,0,0,0,1.06077,1.2042,-0.00125063,1.60478,0.858466,-0.310099,0.000773738,-1.28133e-05,0.000390383,0.000866737,1.13403,0,0,0,0,5.10699
5,0.793662,0,2.28274,-0,6.07352e-08,0,0,0,0,0,0,0.973206,1.2042,-0.0154768,1.54837,0.913096,-0.200839,0.00187419,0.000596354,0.000519995,0.00203436,1.13514,0,0,0,0,11.0374
6,0.792191,0,2.27823,-0,6.07295e-08,0,0,0,0,0,0,0.965922,1.2042,-0.0157823,1.54381,0.911292,-0.204449,0.00187393,0.000571851,0.000507697,0.00202396,1.135,0,0,0,0,11.0391
7,0.788015,0,2.26646,-0,6.07341e-08,0,0,0,0,0,0,0.950515,1.2042,-0.0163818,1.53422,0.906582,-0.213867,0.00185961,0.000539131,0.000484578,0.00199591,1.13511,0,0,0,0,11.0416
8,0.784738,0,2.25575,-0,6.0708e-08,0,0,0,0,0,0,0.934868,1.2042,-0.0169549,1.52458,0.9023,-0.222431,0.00193678,0.000549787,0.000489179,0.00207188,1.13447,0,0,0,0,11.0658
9,0.78122,0,2.24504,-0,6.06955e-08,0,0,0,0,0,0,0.919068,1.2042,-0.0174704,1.51495,0.898014,-0.231003,0.00200812,0.000557675,0.000483435,0.00213945,1.13416,0,0,0,0,11.0921
