Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.930166,0,2.6707,-0,6.06558e-08,0,0,0,0,0,0,0.803039,0.02952,-0.0015142,0.803583,1.06828,0.109532,0.000389215,1.63431e-05,5.17537e-05,0.000392981,1.13317,0,0,0,0,5.35631
1,0.921646,0,2.64542,-0,6.06416e-08,0,0,0,0,0,0,0.791627,0.02952,-0.00303253,0.792183,1.05817,0.0893012,0.000385028,1.1859e-05,5.03284e-05,0.000388484,1.13282,0,0,0,0,5.31043
2,0.910124,0,2.61188,-0,6.06335e-08,0,0,0,0,0,0,0.779682,0.02952,-0.00459377,0.780254,1.04475,0.0624748,0.000406972,9.78071e-06,5.24387e-05,0.000410453,1.13262,0,0,0,0,5.43205
3,0.899656,0,2.58127,-0,6.06235e-08,0,0,0,0,0,0,0.766998,0.02952,-0.00622748,0.767591,1.03251,0.0379865,0.000436626,8.09362e-06,5.5408e-05,0.000440202,1.13237,0,0,0,0,5.60077
4,0.88878,0,2.54949,-0,6.06132e-08,0,0,0,0,0,0,0.753404,0.02952,-0.00794586,0.754024,1.0198,0.0125632,0.000466595,6.50546e-06,5.79086e-05,0.00047022,1.13211,0,0,0,0,5.76202
5,0.878648,0,2.51988,-0,6.06032e-08,0,0,0,0,0,0,0.738765,0.02952,-0.00974509,0.739419,1.00795,-0.011129,0.000496717,4.9595e-06,5.97668e-05,0.000500325,1.13186,0,0,0,0,5.92117
6,0.869109,0,2.49202,-0,6.0594e-08,0,0,0,0,0,0,0.722981,0.02952,-0.0116167,0.723677,0.996808,-0.0334154,0.000525448,3.526e-06,6.08619e-05,0.000528973,1.13164,0,0,0,0,6.06063
7,0.860861,0,2.46792,-0,6.05856e-08,0,0,0,0,0,0,0.705983,0.02952,-0.0135493,0.70673,0.987167,-0.0526969,0.000550914,2.25754e-06,6.11263e-05,0.000554299,1.13143,0,0,0,0,6.18714
8,0.853814,0,2.44732,-0,6.05783e-08,0,0,0,0,0,0,0.687732,0.02952,-0.0155321,0.688541,0.97893,-0.0691726,0.000572807,1.20962e-06,6.07406e-05,0.00057602,1.13125,0,0,0,0,6.29054
9,0.848129,0,2.43069,-0,6.0572e-08,0,0,0,0,0,0,0.668221,0.02952,-0.0175559,0.669103,0.972277,-0.0824786,0.000590978,3.86892e-07,5.98979e-05,0.000594006,1.13109,0,0,0,0,6.37306
10,0.843394,0,2.41683,-0,6.05666e-08,0,0,0,0,0,0,0.647466,0.02952,-0.019614,0.648435,0.966734,-0.093564,0.000605922,-2.36492e-07,5.88158e-05,0.00060877,1.13096,0,0,0,0,6.43971
11,0.908322,0,2.60616,-0,6.06237e-08,0,0,0,0,0,0,0.204676,0.02952,-0.036529,0.209995,1.04246,0.0578958,0.000723853,-6.20165e-06,-3.15646e-05,0.000724567,1.13237,0,0,0,0,7.22942
12,0.91873,0,2.63665,-0,6.06346e-08,0,0,0,0,0,0,0.181757,0.02952,-0.035428,0.187516,1.05466,0.0822854,0.000722483,-5.54736e-06,-3.83575e-05,0.000723522,1.13264,0,0,0,0,7.25491
13,0.928776,0,2.66609,-0,6.06451e-08,0,0,0,0,0,0,0.160123,0.02952,-0.0341773,0.166369,1.06644,0.105841,0.000723325,-4.93538e-06,-4.57931e-05,0.00072479,1.1329,0,0,0,0,7.28642
14,0.938836,0,2.69559,-0,6.06556e-08,0,0,0,0,0,0,0.139876,0.02952,-0.0327895,0.146669,1.07824,0.129442,0.00072616,-4.29716e-06,-5.42087e-05,0.000728193,1.13317,0,0,0,0,7.33045
15,0.949334,0,2.72639,-0,6.06667e-08,0,0,0,0,0,0,0.121102,0.02952,-0.0312762,0.128512,1.09056,0.154081,0.000730231,-3.52424e-06,-6.37891e-05,0.00073302,1.13344,0,0,0,0,7.38059
16,0.96045,0,2.75902,-0,6.06783e-08,0,0,0,0,0,0,0.103868,0.02952,-0.0296541,0.111979,1.10361,0.180183,0.000734083,-2.4934e-06,-7.44806e-05,0.000737856,1.13373,0,0,0,0,7.43209
17,0.972236,0,2.79363,-0,6.06906e-08,0,0,0,0,0,0,0.0882165,0.02952,-0.027947,0.0971319,1.11745,0.20787,0.000737026,-1.10499e-06,-8.60801e-05,0.000742037,1.13403,0,0,0,0,7.47887
18,0.984281,0,2.82901,-0,6.0703e-08,0,0,0,0,0,0,0.0741668,0.02952,-0.0261884,0.0840118,1.1316,0.236176,0.000741445,6.71741e-07,-9.86584e-05,0.00074798,1.13434,0,0,0,0,7.53321
19,0.991401,0,2.85011,-0,6.07132e-08,0,0,0,0,0,0,0.0617098,0.02952,-0.0244179,0.0726344,1.14004,0.253053,0.000760942,2.01886e-06,-0.000114276,0.000769477,1.13459,0,0,0,0,7.64326
20,0.989217,0,2.84445,-0,6.07232e-08,0,0,0,0,0,0,0.0508076,0.02952,-0.0226746,0.062984,1.13778,0.248528,0.000817811,9.45693e-07,-0.000146531,0.000830835,1.13484,0,0,0,0,7.90687
21,0.839327,0,2.40492,-0,6.05618e-08,0,0,0,0,0,0,0.625509,0.02952,-0.0217016,0.626581,0.96197,-0.103092,0.00061887,-7.36946e-07,5.76781e-05,0.000621552,1.13084,0,0,0,0,6.49722
22,0.835441,0,2.39355,-0,6.05571e-08,0,0,0,0,0,0,0.602412,0.02952,-0.0238117,0.603605,0.957419,-0.112194,0.000631477,-1.20852e-06,5.65676e-05,0.000634007,1.13072,0,0,0,0,6.55001
23,0.831515,0,2.38205,-0,6.05524e-08,0,0,0,0,0,0,0.57826,0.02952,-0.025932,0.579594,0.952822,-0.121389,0.000645047,-1.75813e-06,5.54091e-05,0.000647425,1.1306,0,0,0,0,6.60381
24,0.827452,0,2.37016,-0,6.05476e-08,0,0,0,0,0,0,0.553152,0.02952,-0.0280402,0.554648,0.948065,-0.130902,0.000660405,-2.47148e-06,5.39846e-05,0.000662612,1.13049,0,0,0,0,6.66679
25,0.823572,0,2.35881,-0,6.0543e-08,0,0,0,0,0,0,0.527202,0.02952,-0.0301019,0.528885,0.943525,-0.139981,0.000678307,-3.39659e-06,5.20148e-05,0.000680307,1.13037,0,0,0,0,6.74235
