"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633415620969706e-05, 1.316352594514366e+00, 6.925974170531848e-01, 1.008306273681609e-01, 3.765313628262030e+00
1, 9.990000128750000e-01, -1.455814397963378e-04, 1.187205380805220e+00, 6.859999985530237e-01, 1.007856556051142e-01, 3.405802367157481e+00
2, 9.977599978450000e-01, -3.287036875601059e-04, 1.183583789944926e+00, 7.309283343837490e-01, 1.105719474057724e-01, 3.403699756263284e+00
3, 9.960200190539999e-01, -5.963831183534382e-04, 1.175365152197150e+00, 7.435444216042918e-01, 1.198824894192003e-01, 3.383505918704795e+00
4, 9.937800168990000e-01, -9.704004171489262e-04, 1.171605703626435e+00, 7.449387441445974e-01, 1.334054543062614e-01, 3.373796097185892e+00
5, 9.910500049590000e-01, -1.486425411714540e-03, 1.169274219120670e+00, 7.467046462323524e-01, 1.534984016068684e-01, 3.368386627856200e+00
6, 9.878399968150000e-01, -2.191477040961697e-03, 1.163318082612950e+00, 7.496372241098687e-01, 1.790424742123231e-01, 3.353535670673520e+00
7, 9.841300249100000e-01, -3.139185319607341e-03, 1.152091221186514e+00, 7.584468898512474e-01, 2.075871013778548e-01, 3.325602310832520e+00
8, 9.799500107769999e-01, -4.350968171397182e-03, 1.133887375466535e+00, 7.752604759264283e-01, 2.350357965362687e-01, 3.280277452826896e+00
9, 9.752799868580000e-01, -5.822252246813250e-03, 1.108527582012060e+00, 8.002895777686175e-01, 2.560412315230963e-01, 3.217064969292963e+00
10, 9.701499938960000e-01, -7.486343741518421e-03, 1.077231438791318e+00, 8.314830705760233e-01, 2.658289004021062e-01, 3.138879886621723e+00
11, 9.645400047300000e-01, -9.255873135145577e-03, 1.042644039064286e+00, 8.644053392001676e-01, 2.616047427431369e-01, 3.052039348601142e+00
12, 9.584699869160000e-01, -1.102119606446710e-02, 1.011093945679042e+00, 8.935138301648939e-01, 2.443379190822381e-01, 2.972549869204151e+00
13, 9.519400000570000e-01, -1.270143695105107e-02, 9.896864347956084e-01, 9.147052702894590e-01, 2.191233476081891e-01, 2.918646822645548e+00
14, 9.449599981310000e-01, -1.425759806724720e-02, 9.808155690517439e-01, 9.267849842508025e-01, 1.929400119171830e-01, 2.896454228634270e+00
15, 9.375399947170000e-01, -1.569925980006179e-02, 9.816661907737499e-01, 9.309855670600172e-01, 1.714935831331523e-01, 2.898738145975550e+00
16, 9.296900033950000e-01, -1.707043019306704e-02, 9.872133749162402e-01, 9.302625763589942e-01, 1.574195615988602e-01, 2.912783978984732e+00
17, 9.214000105860000e-01, -1.843047708288422e-02, 9.929876466939925e-01, 9.277802333911248e-01, 1.504041430732221e-01, 2.927344295865812e+00
18, 9.126999974250000e-01, -1.982471099875599e-02, 9.962636036791667e-01, 9.257960131166328e-01, 1.483947674903905e-01, 2.935551203878263e+00
19, 9.035800099370001e-01, -2.128682428628680e-02, 9.962987977424074e-01, 9.253144302875800e-01, 1.489941846711347e-01, 2.935543734471040e+00
20, 8.940600156780000e-01, -2.282612196974445e-02, 9.934932767297705e-01, 9.264632636158389e-01, 1.502932263152514e-01, 2.928349569878699e+00
