"PointID","x","y"
0, 9.997500181200000e-01, -3.632992137425270e-05
1, 9.990000128750000e-01, -1.453141166266332e-04
2, 9.977599978450000e-01, -3.257730900892821e-04
3, 9.960200190539999e-01, -5.805710755899129e-04
4, 9.937800168990000e-01, -9.133370187218038e-04
5, 9.910500049590000e-01, -1.328985193940153e-03
6, 9.878399968150000e-01, -1.834474228106716e-03
7, 9.841300249100000e-01, -2.441467604417501e-03
8, 9.799500107769999e-01, -3.149906559115270e-03
9, 9.752799868580000e-01, -3.960822247881259e-03
10, 9.701499938960000e-01, -4.858087091217041e-03
11, 9.645400047300000e-01, -5.827577828300179e-03
12, 9.584699869160000e-01, -6.846419503348852e-03
13, 9.519400000570000e-01, -7.899195925465065e-03
14, 9.449599981310000e-01, -8.976889170370884e-03
15, 9.375399947170000e-01, -1.007923659516262e-02
16, 9.296900033950000e-01, -1.121217264367878e-02
17, 9.214000105860000e-01, -1.238660963315508e-02
18, 9.126999974250000e-01, -1.360638675467495e-02
19, 9.035800099370001e-01, -1.487766890883074e-02
20, 8.940600156780000e-01, -1.619885456588207e-02
21, 8.841500282290000e-01, -1.756705602918058e-02
22, 8.738499879840000e-01, -1.897931179467674e-02
23, 8.631799817090000e-01, -2.042945738575119e-02
24, 8.521599769590000e-01, -2.191154626139569e-02
25, 8.407700061800000e-01, -2.342528800073034e-02
26, 8.290500044819999e-01, -2.496259368486629e-02
27, 8.170099854470000e-01, -2.651943571683374e-02
28, 8.046399950980000e-01, -2.809412900608797e-02
29, 7.919700145720000e-01, -2.967955572112866e-02
30, 7.790099978450000e-01, -3.127086156652843e-02
31, 7.657799720760000e-01, -3.286167343169062e-02
32, 7.522799968720000e-01, -3.444779855372532e-02
33, 7.385200262070000e-01, -3.602365947267573e-02
34, 7.245299816130000e-01, -3.758143424244223e-02
35, 7.103199958800001e-01, -3.911573107127164e-02
36, 6.958900094030001e-01, -4.062237862716041e-02
37, 6.812700033190000e-01, -4.209434691926515e-02
38, 6.664699912070000e-01, -4.352714535899724e-02
39, 6.514999866490000e-01, -4.491669503187509e-02
40, 6.363800168040000e-01, -4.625850938816842e-02
41, 6.211299896240000e-01, -4.754877266902878e-02
42, 6.057599782940000e-01, -4.878511909074099e-02
43, 5.902799963950000e-01, -4.996570238669499e-02
44, 5.747100114820000e-01, -5.108847619636037e-02
45, 5.590599775310000e-01, -5.215268370092584e-02
46, 5.433599948880000e-01, -5.315673779570785e-02
47, 5.276100039480000e-01, -5.410147991543367e-02
48, 5.118399858470000e-01, -5.498625568452402e-02
49, 4.960500001910000e-01, -5.581243847292029e-02
50, 4.802699983120000e-01, -5.657998776807845e-02
51, 4.645099937920000e-01, -5.729006559032708e-02
52, 4.487800002100000e-01, -5.794380082139387e-02
53, 4.331099987030000e-01, -5.854148471905599e-02
54, 4.174999892710000e-01, -5.908448472873755e-02
55, 4.019699990750000e-01, -5.957318334887757e-02
56, 3.865399956700000e-01, -6.000778299174425e-02
57, 3.712300062180000e-01, -6.038825012038473e-02
58, 3.560400009160000e-01, -6.071467522253749e-02
59, 3.409900069240000e-01, -6.098624420512619e-02
60, 3.261100053790000e-01, -6.120169335420707e-02
61, 3.113999962810000e-01, -6.135984948131629e-02
62, 2.968699932100000e-01, -6.145886745122780e-02
63, 2.825500071050000e-01, -6.149642033201755e-02
64, 2.684499919410000e-01, -6.147000202265712e-02
65, 2.545700073240000e-01, -6.137660231441088e-02
66, 2.409400045870000e-01, -6.121304834249907e-02
67, 2.275699973110000e-01, -6.097584336344029e-02
68, 2.144699990750000e-01, -6.066119491814696e-02
69, 2.016600072380000e-01, -6.026539851987816e-02
70, 1.891400069000000e-01, -5.978399800836059e-02
71, 1.769299954180000e-01, -5.921308213467110e-02
72, 1.650400012730000e-01, -5.854838156337682e-02
73, 1.534900069240000e-01, -5.778630020159663e-02
74, 1.422899961470000e-01, -5.692288684128996e-02
75, 1.314399987460000e-01, -5.595336395669417e-02
76, 1.209499984980000e-01, -5.487367309375681e-02
77, 1.108499988910000e-01, -5.368244175323240e-02
78, 1.011300012470000e-01, -5.237417210454673e-02
79, 9.181000292300000e-02, -5.094720119448845e-02
80, 8.290000259900000e-02, -4.939923559858785e-02
81, 7.440000027400000e-02, -4.772646216188630e-02
82, 6.633000075800000e-02, -4.592940548195647e-02
83, 5.869000032500000e-02, -4.400511818361208e-02
84, 5.149000138000000e-02, -4.195331960358116e-02
85, 4.473999887700000e-02, -3.977474788778770e-02
86, 3.844000026600000e-02, -3.746754793595710e-02
87, 3.260000050100000e-02, -3.503384897657802e-02
88, 2.723000012300000e-02, -3.247753132118431e-02
89, 2.232000045500000e-02, -2.979315740536006e-02
90, 1.789999939500000e-02, -2.699851475244936e-02
91, 1.394999958600000e-02, -2.408338684779959e-02
92, 1.049000024800000e-02, -2.106534968715301e-02
93, 7.519999985000000e-03, -1.795171556948001e-02
94, 5.040000193000000e-03, -1.475160635381115e-02
95, 3.049999941000000e-03, -1.147606724203378e-02
96, 1.560000004000000e-03, -8.163315383843121e-03
97, 5.600000150000000e-04, -4.819379574734800e-03
98, 5.999999800000000e-05, -1.518472077230512e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.428529269098750e-03
101, 5.600000150000000e-04, 4.416842888496529e-03
102, 1.560000004000000e-03, 7.400306390618520e-03
103, 3.049999941000000e-03, 1.035681069676733e-02
104, 5.040000193000000e-03, 1.330496458193461e-02
105, 7.519999985000000e-03, 1.622651628958744e-02
106, 1.049000024800000e-02, 1.912282935382224e-02
