"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633182423328115e-05, 4.194948941485628e-01, -1.001835098394337e+00, -1.241022531660256e-01, 2.762897011786338e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.918777664566235e+00
1, 9.990000128750000e-01, -1.454342243384784e-04, -1.099875532556500e-02, -1.108604679818263e-01, -9.513375449075631e-02, 1.531804332688138e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.097459878261229e+00
2, 9.977599978450000e-01, -3.270896011198808e-04, -2.972748221992731e-02, -4.425903698025434e-02, -1.256936387782484e-01, 5.398734086592336e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.197950003225495e-02
3, 9.960200190539999e-01, -5.876725648691413e-04, -5.380000354921212e-02, 3.981314058942378e-03, -1.226422975786082e-01, -4.261232703887540e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.658944504257157e-02
4, 9.937800168990000e-01, -9.389556868370681e-04, -7.848140231047576e-02, 4.910561605195041e-02, -1.300964274950233e-01, -1.425209270299204e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.578859078628617e-02
5, 9.910500049590000e-01, -1.399629533973031e-03, -8.941115449515319e-02, 7.071939865496490e-02, -1.417268076277726e-01, -1.834824527960937e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.087117802333406e-02
6, 9.878399968150000e-01, -1.994539255947224e-03, -9.247632991415058e-02, 8.020497050554805e-02, -1.574066912415641e-01, -2.006219379915058e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.276198878452742e-02
7, 9.841300249100000e-01, -2.753953832126765e-03, -8.655405126596963e-02, 7.640472009461383e-02, -1.760762913963550e-01, -1.921351997159124e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.679567582930727e-02
8, 9.799500107769999e-01, -3.687015695785318e-03, -7.077778422587112e-02, 5.841740879796768e-02, -1.951512275511399e-01, -1.569884325328456e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.155760154897329e-02
9, 9.752799868580000e-01, -4.791519165046629e-03, -4.567432190703499e-02, 2.711405758199582e-02, -2.111364587197923e-01, -9.683061912225888e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.630772127974894e-02
10, 9.701499938960000e-01, -6.027678223669545e-03, -1.365070801068985e-02, -1.400749051903532e-02, -2.204422344345307e-01, -1.784568871667211e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.126267573746562e-02
11, 9.645400047300000e-01, -7.347309621732122e-03, 2.088938266196364e-02, -5.890980369074773e-02, -2.205071609752079e-01, 6.862708253474322e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.359249419409515e-03
12, 9.584699869160000e-01, -8.687423577807850e-03, 5.181108846810528e-02, -9.959792960481074e-02, -2.109768881293422e-01, 1.469944445481196e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.469421636215614e-03
13, 9.519400000570000e-01, -1.000216610466937e-02, 7.352033490058993e-02, -1.288635412532635e-01, -1.945899293865585e-01, 2.021230756765198e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.214059597860686e-03
14, 9.449599981310000e-01, -1.126828513223548e-02, 8.351039524815235e-02, -1.433537556927989e-01, -1.760532184641526e-01, 2.270723334155239e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.465197418608730e-03
15, 9.375399947170000e-01, -1.248944694096329e-02, 8.375644075772626e-02, -1.452113492268814e-01, -1.598425061971776e-01, 2.266394581214005e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.427770766191190e-03
16, 9.296900033950000e-01, -1.368840530688234e-02, 7.916621879700173e-02, -1.402684349817750e-01, -1.484722956025938e-01, 2.133550593535653e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.478137547768354e-03
17, 9.214000105860000e-01, -1.489752804983134e-02, 7.432245445347392e-02, -1.342884833583755e-01, -1.419963445015594e-01, 1.996587713318588e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.488285565839818e-03
18, 9.126999974250000e-01, -1.613918219058021e-02, 7.218813394329146e-02, -1.310970878237513e-01, -1.392899394955884e-01, 1.928554994300828e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.898640872830473e-03
19, 9.035800099370001e-01, -1.743146909316005e-02, 7.342981741811565e-02, -1.317655547077067e-01, -1.386676147954801e-01, 1.951640611449253e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.199568399564033e-03
20, 8.940600156780000e-01, -1.877735599042432e-02, 7.778029020368406e-02, -1.361225878879367e-01, -1.388145358278207e-01, 2.054940288972903e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.468494765656973e-03
21, 8.841500282290000e-01, -2.017310483622737e-02, 8.433213438575150e-02, -1.431426780015772e-01, -1.388607610700792e-01, 2.216306107707632e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.849265886799936e-03
22, 8.738499879840000e-01, -2.161212843304657e-02, 9.209824953072868e-02, -1.516772569707147e-01, -1.383573611716095e-01, 2.410359820417454e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.415341973228025e-03
23, 8.631799817090000e-01, -2.308404351374367e-02, 1.004405698128078e-01, -1.609251259835706e-01, -1.373087312876674e-01, 2.617824685102075e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.080644476039779e-03
24, 8.521599769590000e-01, -2.457956097255059e-02, 1.087989031670704e-01, -1.702255619918144e-01, -1.357503598193235e-01, 2.827438210770493e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.905981557263663e-03
25, 8.407700061800000e-01, -2.609645570718649e-02, 1.170888593254269e-01, -1.794336857227040e-01, -1.339149312486165e-01, 3.033532744666094e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.772690608762971e-03
26, 8.290500044819999e-01, -2.762597608276300e-02, 1.252048823663375e-01, -1.884304659113371e-01, -1.318815893279524e-01, 3.236970252219617e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.690541205798494e-03
27, 8.170099854470000e-01, -2.916447180360442e-02, 1.332759412644158e-01, -1.973461879814865e-01, -1.297546559474492e-01, 3.438913716639860e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.594557579477956e-03
28, 8.046399950980000e-01, -3.071120148525165e-02, 1.414178268196449e-01, -2.063043302542124e-01, -1.275674544755950e-01, 3.642502034445130e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.434195578402434e-03
29, 7.919700145720000e-01, -3.226039964944476e-02, 1.496914888872726e-01, -2.153959595840086e-01, -1.252872777086816e-01, 3.850402765609587e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.233070264722103e-03
30, 7.790099978450000e-01, -3.380868531109205e-02, 1.582174898734620e-01, -2.247336494030843e-01, -1.229408356497315e-01, 4.063220971963254e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.023349704962732e-03
31, 7.657799720760000e-01, -3.535124462109527e-02, 1.669335130896528e-01, -2.342661393456520e-01, -1.204574348476668e-01, 4.281961423620019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.392329034164639e-04
32, 7.522799968720000e-01, -3.688537907852994e-02, 1.758574195088896e-01, -2.440027330120714e-01, -1.178434474796966e-01, 4.505491206965606e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.499182247978257e-04
33, 7.385200262070000e-01, -3.840702662824788e-02, 1.848738876240824e-01, -2.538237464235696e-01, -1.150421061832412e-01, 4.732943037613594e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.867454941933349e-04
34, 7.245299816130000e-01, -3.990993467508794e-02, 1.939745900006317e-01, -2.637086910362139e-01, -1.120654327658393e-01, 4.961980153478827e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.565698608855488e-04
35, 7.103199958800001e-01, -4.139015051260315e-02, 2.030738955773178e-01, -2.735658926790335e-01, -1.088819792241510e-01, 5.191624756502710e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.807624933408015e-04
36, 6.958900094030001e-01, -4.284482383631059e-02, 2.122047147661890e-01, -2.834255410811417e-01, -1.055247246719812e-01, 5.421475854670262e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.324483495272983e-04
37, 6.812700033190000e-01, -4.426823768557776e-02, 2.213384768752448e-01, -2.932619440370831e-01, -1.019750267642240e-01, 5.651728663693973e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.809676897419982e-04
38, 6.664699912070000e-01, -4.565698152097677e-02, 2.304601331875334e-01, -3.030539922067035e-01, -9.826637404176369e-02, 5.881270267883837e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.788433787257093e-04
39, 6.514999866490000e-01, -4.700786777044887e-02, 2.394654707328266e-01, -3.126899748864891e-01, -9.438505190579931e-02, 6.108308750470438e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.397166314339366e-04
40, 6.363800168040000e-01, -4.831710263335252e-02, 2.483274539377186e-01, -3.221423088865655e-01, -9.036382785387717e-02, 6.331415172924283e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.099866582715276e-04
41, 6.211299896240000e-01, -4.958130350613972e-02, 2.569754076958773e-01, -3.313371792836358e-01, -8.619507255991202e-02, 6.549591814594657e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.921062196843088e-04
42, 6.057599782940000e-01, -5.079825239041046e-02, 2.654165500172178e-01, -3.402801941335115e-01, -8.191634343611730e-02, 6.762157593240363e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.192508420570990e-04
43, 5.902799963950000e-01, -5.196598677865195e-02, 2.736079464905575e-01, -3.489289467838632e-01, -7.751935024513386e-02, 6.968887308648698e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.285995028366600e-04
44, 5.747100114820000e-01, -5.308208379242528e-02, 2.815880568509849e-01, -3.573265518495769e-01, -7.304180014765961e-02, 7.169941836329227e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.035347946381965e-04
45, 5.590599775310000e-01, -5.414514323281649e-02, 2.893318620361547e-01, -3.654420578254076e-01, -6.847561285456520e-02, 7.365425281553122e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.952918794876565e-04
46, 5.433599948880000e-01, -5.515269125305920e-02, 2.968822556336118e-01, -3.733332561519536e-01, -6.385038575752044e-02, 7.555912137888872e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.294813336296700e-04
47, 5.276100039480000e-01, -5.610446835134168e-02, 3.042381715972435e-01, -3.809939885775946e-01, -5.915031045084554e-02, 7.741796230567731e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.483050642381695e-04
48, 5.118399858470000e-01, -5.699852494130055e-02, 3.114840834958753e-01, -3.885129943592578e-01, -5.440303961678806e-02, 7.924183966195864e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.146535852536059e-04
49, 4.960500001910000e-01, -5.783480383403882e-02, 3.186364229687714e-01, -3.959115347528105e-01, -4.960276963504733e-02, 8.104031128724816e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.330328539863908e-04
50, 4.802699983120000e-01, -5.861170483281421e-02, 3.256774905859772e-01, -4.031743152701426e-01, -4.473845888788252e-02, 8.281783581885430e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.690881252612056e-04
51, 4.645099937920000e-01, -5.932877290881790e-02, 3.324230533945045e-01, -4.101045057251117e-01, -3.977835375289102e-02, 8.452069602505763e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.571313628761022e-03
52, 4.487800002100000e-01, -5.998548816673157e-02, 3.384052638337571e-01, -4.162396424887527e-01, -3.468540735084741e-02, 8.603580628602911e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.441020983043724e-02
53, 4.331099987030000e-01, -6.058050481416918e-02, 3.431628363346867e-01, -4.211244238461851e-01, -2.946193601439566e-02, 8.724234487331697e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.855361893296244e-02
54, 4.174999892710000e-01, -6.111360612649894e-02, 3.466994983349841e-01, -4.247664082021051e-01, -2.410516121785532e-02, 8.814180433582153e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.108606203728468e-02
55, 4.019699990750000e-01, -6.158367984103175e-02, 3.499186714892235e-01, -4.280791403929483e-01, -1.864921385040724e-02, 8.894686488353400e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.439878588295812e-04
56, 3.865399956700000e-01, -6.198956983648243e-02, 3.542211788693237e-01, -4.325047388913892e-01, -1.310770761692544e-02, 9.001906759299427e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.252337718324532e-02
57, 3.712300062180000e-01, -6.233005686530505e-02, 3.607703458459756e-01, -4.391283862768516e-01, -7.528413530991191e-03, 9.167460891455764e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.339586281958410e-01
58, 3.560400009160000e-01, -6.260417251292912e-02, 3.694214745899950e-01, -4.476156754758847e-01, -1.734404322183906e-03, 9.392236434412291e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.111801791815990e-01
59, 3.409900069240000e-01, -6.281029687512442e-02, 3.787528251879295e-01, -4.565853404395022e-01, 4.706164584141283e-03, 9.634976710675346e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.683281060673139e-02
60, 3.261100053790000e-01, -6.294666441537823e-02, 3.876976440102850e-01, -4.650796887285384e-01, 1.162909051118968e-02, 9.862576768098949e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.153197932069889e-02
