Time_Iter,Outer_Iter,Inner_Iter,"    ""rms[Rho]""    ","    ""rms[RhoU]""   ","    ""rms[RhoV]""   ","    ""rms[RhoE]""   ","    ""RefForce""    ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      "
0,0,0,-1.673484856,0.002660794,-0.88527445,3.790121408,1595.86875,4.522762381,12.14291238,0,0,0,3.303736678,1.225836004,12.89972971,0,2.684844207
0,0,1,-2.413231248,-0.209261387,0.599295293,3.055362588,1595.86875,3.323225695,8.741234548,0,0,0,2.364377807,0.947591547,9.303498305,0,2.630346341
0,0,2,-2.314185813,-0.284369062,0.232977092,3.152310848,1595.86875,2.211565112,6.011331174,0,0,0,1.560962657,0.580360864,6.378895202,0,2.718134384
0,0,3,-2.368760277,-0.262705488,-0.041618758,3.097861456,1595.86875,1.521719094,4.492515781,0,0,0,1.069649903,0.307119129,4.733286901,0,2.952263528
0,0,4,-2.49050536,-0.240781619,-0.046247946,2.975929605,1595.86875,1.036921631,3.410408214,0,0,0,0.701114793,0.118910785,3.562576439,0,3.288973934
0,0,5,-2.603710911,-0.232604458,-0.069013291,2.860707807,1595.86875,0.652928422,2.466283747,0,0,0,0.386007854,-0.007640779,2.551237477,0,3.777265109
0,0,6,-2.672902772,-0.240448893,-0.121200146,2.789567583,1595.86875,0.339986316,1.615090816,0,0,0,0.119967472,-0.089614699,1.648052865,0,4.750458297
0,0,7,-2.707146934,-0.26774056,-0.18701958,2.755873782,1595.86875,0.090224521,0.871845491,0,0,0,-0.090751757,-0.138500022,0.865489901,0,9.663065871
0,0,8,-2.727271495,-0.315034932,-0.258744175,2.737746923,1595.86875,-0.098589453,0.256847746,0,0,0,-0.244774049,-0.161707187,0.222579043,0,-2.605225392
0,0,9,-2.74654938,-0.375273225,-0.323701863,2.720040873,1595.86875,-0.227624654,-0.21510218,0,0,0,-0.345773863,-0.164195992,-0.266686347,0,0.944986301
0,0,10,-2.770441367,-0.431653434,-0.360182248,2.696477046,1595.86875,-0.299549015,-0.536616019,0,0,0,-0.40029987,-0.150455684,-0.595860262,0,1.791413065
0,0,11,-2.79928211,-0.464258492,-0.359123668,2.666861654,1595.86875,-0.320262692,-0.709978049,0,0,0,-0.416105212,-0.125594165,-0.768676218,0,2.216861554
0,0,12,-2.831641867,-0.467406808,-0.339325919,2.633312995,1595.86875,-0.298746804,-0.746586086,0,0,0,-0.40076513,-0.095336556,-0.798468145,0,2.499059657
0,0,13,-2.867246259,-0.453609171,-0.324269969,2.596899273,1595.86875,-0.245742047,-0.664834585,0,0,0,-0.361011526,-0.065296738,-0.705783618,0,2.705416482
0,0,14,-2.907117567,-0.438831479,-0.32573397,2.557068921,1595.86875,-0.172255603,-0.48775659,0,0,0,-0.302794621,-0.04014544,-0.515719718,0,2.831586216
0,0,15,-2.95099632,-0.434100865,-0.346223096,2.514083916,1595.86875,-0.088671344,-0.241896475,0,0,0,-0.231942831,-0.023042526,-0.256603885,0,2.728011829
0,0,16,-2.994267466,-0.44610866,-0.382957202,2.472093856,1595.86875,-0.004147818,0.043753286,0,0,0,-0.154684218,-0.015330668,0.041188895,0,-10.54850752
0,0,17,-3.027508473,-0.478952246,-0.429142745,2.439591243,1595.86875,0.074093109,0.340537466,0,0,0,-0.077383393,-0.016569135,0.348110641,0,4.596074751
0,0,18,-3.042990974,-0.534516369,-0.474459629,2.4234736,1595.86875,0.141095401,0.622951037,0,0,0,-0.005995322,-0.024943901,0.638242672,0,4.415105188
0,0,19,-3.043900775,-0.610140475,-0.508043898,2.420729555,1595.86875,0.194055106,0.870590765,0,0,0,0.054489953,-0.037882632,0.891151261,0,4.486306918
0,0,20,-3.042466573,-0.690549331,-0.525343272,2.420000142,1595.86875,0.231981319,1.0693886,0,0,0,0.100530891,-0.052701389,1.092991251,0,4.609804809
0,0,21,-3.050541951,-0.739496705,-0.531493404,2.410070235,1595.86875,0.255213394,1.211896297,0,0,0,0.130301566,-0.067144634,1.236656019,0,4.748560716
0,0,22,-3.075288974,-0.730387734,-0.535798516,2.3840362,1595.86875,0.264916546,1.296586763,0,0,0,0.143659944,-0.079691614,1.320972088,0,4.894321557
0,0,23,-3.119764134,-0.688613027,-0.545193471,2.338980372,1595.86875,0.262722181,1.326713761,0,0,0,0.14191098,-0.089608649,1.34950459,0,5.049873435
0,0,24,-3.183656272,-0.650409514,-0.562435233,2.275422221,1595.86875,0.250525057,1.30906821,0,0,0,0.127445381,-0.096823161,1.329303449,0,5.225298518
0,0,25,-3.261876561,-0.631487016,-0.586891185,2.198794312,1595.86875,0.230405354,1.252840991,0,0,0,0.10334864,-0.101704627,1.269784763,0,5.437551566
0,0,26,-3.340545437,-0.635163565,-0.615600425,2.123096403,1595.86875,0.204664562,1.168870567,0,0,0,0.073106466,-0.104835178,1.182013354,0,5.711152712
0,0,27,-3.396543262,-0.660508068,-0.644327289,2.070184683,1595.86875,0.175837326,1.068979181,0,0,0,0.040335652,-0.106826356,1.078064648,0,6.079364394
0,0,28,-3.416007159,-0.704738221,-0.668970928,2.05163065,1595.86875,0.14655322,0.96499,0,0,0,0.00843899,-0.10819825,0.970039528,0,6.584570424
0,0,29,-3.412846511,-0.762763668,-0.687170953,2.053407642,1595.86875,0.119294648,0.867612992,0,0,0,-0.019731027,-0.109324985,0.868925523,0,7.272857629
0,0,30,-3.410612426,-0.825392729,-0.699200773,2.053420491,1595.86875,0.096143381,0.785497079,0,0,0,-0.042100702,-0.110434229,0.783615653,0,8.170058806
0,0,31,-3.423426837,-0.878854544,-0.707385784,2.038324398,1595.86875,0.07860594,0.724716357,0,0,0,-0.057442683,-0.111642888,0.72036696,0,9.219613121
0,0,32,-3.456458305,-0.910758723,-0.714632058,2.002954193,1595.86875,0.067528508,0.688636579,0,0,0,-0.065332731,-0.113004732,0.682649521,0,10.19771643
0,0,33,-3.510132755,-0.920296305,-0.72328075,1.946410875,1595.86875,0.063089399,0.678042969,0,0,0,-0.066046125,-0.114550754,0.671267953,0,10.74733606
0,0,34,-3.580901217,-0.917728558,-0.734719565,1.871226723,1595.86875,0.064869981,0.691502446,0,0,0,-0.060405033,-0.116314413,0.684729658,0,10.65982201
0,0,35,-3.657876229,-0.913783862,-0.74945348,1.786670887,1595.86875,0.07198965,0.72590353,0,0,0,-0.049600524,-0.118340997,0.719801259,0,10.08344301
0,0,36,-3.718217754,-0.913826521,-0.76728219,1.715205793,1595.86875,0.083233543,0.776906705,0,0,0,-0.035065574,-0.120680823,0.771976677,0,9.334057849
0,0,37,-3.737843157,-0.918293149,-0.787421333,1.686230398,1595.86875,0.097103102,0.839045011,0,0,0,-0.018444925,-0.123366435,0.835587378,0,8.640764278
0,0,38,-3.720626052,-0.924519136,-0.808565041,1.701456603,1595.86875,0.111909606,0.905988992,0,0,0,-0.001499129,-0.126390828,0.904082502,0,8.095721431
0,0,39,-3.692666677,-0.928458227,-0.829070247,1.731757797,1595.86875,0.126031449,0.971499247,0,0,0,0.014159737,-0.129705476,0.971015553,0,7.708387499
0,0,40,-3.673336095,-0.926753638,-0.847418096,1.753452852,1595.86875,0.138151834,1.030344527,0,0,0,0.02728234,-0.133228362,1.030992715,0,7.458058982
0,0,41,-3.67018609,-0.91852429,-0.862731318,1.757441802,1595.86875,0.147358574,1.078718181,0,0,0,0.037051463,-0.136855357,1.080100956,0,7.320362495
0,0,42,-3.684756833,-0.905532384,-0.875012076,1.741819759,1595.86875,0.153159271,1.114354919,0,0,0,0.043080947,-0.14047578,1.116024733,0,7.275791463
0,0,43,-3.716142156,-0.890834831,-0.884980948,1.707162889,1595.86875,0.155454665,1.136495478,0,0,0,0.045382786,-0.143988999,1.138004961,0,7.310784014
0,0,44,-3.761821275,-0.877278834,-0.893642749,1.655293176,1595.86875,0.154481405,1.145724419,0,0,0,0.044305658,-0.147317722,1.146667536,0,7.416584676
0,0,45,-3.816875209,-0.866738094,-0.90183732,1.589929319,1595.86875,0.150730491,1.14369511,0,0,0,0.040447689,-0.150415602,1.143736566,0,7.587682495
0,0,46,-3.872529933,-0.860020233,-0.909979049,1.518603536,1595.86875,0.144856882,1.132795853,0,0,0,0.034559106,-0.153268137,1.13168849,0,7.820103781
0,0,47,-3.916745112,-0.857063794,-0.918041823,1.454267029,1595.86875,0.137602221,1.115839379,0,0,0,0.027458848,-0.155886944,1.113432149,0,8.109166941
0,0,48,-3.940842359,-0.857183741,-0.925722146,1.411087448,1595.86875,0.129739202,1.095815389,0,0,0,0.019974343,-0.158299447,1.092055361,0,8.446293604
0,0,49,-3.947238124,-0.859298667,-0.932661827,1.392199652,1595.86875,0.122018208,1.075654517,0,0,0,0.012882882,-0.160539336,1.070583114,0,8.815524602
0,0,50,-3.946334667,-0.862161219,-0.938647225,1.38570056,1595.86875,0.115094262,1.057939496,0,0,0,0.006833818,-0.16264237,1.051679669,0,9.191939501
0,0,51,-3.947550337,-0.864626065,-0.943740364,1.37630159,1595.86875,0.109457322,1.044638472,0,0,0,0.002280497,-0.164644678,1.037372919,0,9.543797134
0,0,52,-3.955504291,-0.86590848,-0.948282517,1.354186719,1595.86875,0.105399394,1.036972143,0,0,0,-0.000543668,-0.166580144,1.028917545,0,9.838501982
0,0,53,-3.970454089,-0.865717686,-0.952761444,1.315323131,1595.86875,0.103016298,1.035411651,0,0,0,-0.001612151,-0.168478152,1.026793435,0,10.05094987
0,0,54,-3.989391251,-0.864203404,-0.957626905,1.260191139,1595.86875,0.102230834,1.039762191,0,0,0,-0.001072225,-0.170362855,1.03079244,0,10.17072984
0,0,55,-4.007175535,-0.861764451,-0.963148119,1.194954992,1595.86875,0.102829768,1.049303884,0,0,0,0.000799984,-0.172253901,1.040164024,0,10.20428135
0,0,56,-4.018554289,-0.858829019,-0.969356377,1.135087256,1595.86875,0.104508217,1.062962336,0,0,0,0.003649415,-0.174167711,1.053791489,0,10.17108864
0,0,57,-4.021029048,-0.855701019,-0.976070436,1.103479813,1595.86875,0.106909004,1.07945031,0,0,0,0.00708306,-0.176116131,1.070339019,0,10.09690739
0,0,58,-4.016330071,-0.852512254,-0.98297534,1.110487335,1595.86875,0.109647911,1.097344713,0,0,0,0.010695224,-0.178101962,1.088332566,0,10.00789441
0,0,59,-4.008775241,-0.84926214,-0.989719624,1.140741356,1595.86875,0.112347251,1.115217369,0,0,0,0.01410467,-0.180120383,1.106294866,0,9.926521204
0,0,60,-4.002444326,-0.845885518,-0.996011309,1.173037323,1595.86875,0.1146824,1.131829604,0,0,0,0.017002095,-0.182164365,1.122945434,0,9.869252854
0,0,61,-3.999768101,-0.842317408,-1.001687629,1.196037644,1595.86875,0.116412293,1.146252352,0,0,0,0.019175665,-0.184226299,1.137324469,0,9.846488917
0,0,62,-4.00151381,-0.838543065,-1.006726715,1.206704904,1595.86875,0.117389761,1.157903998,0,0,0,0.020515029,-0.186297805,1.148832082,0,9.863756336
0,0,63,-4.007197434,-0.83461305,-1.011206482,1.205967308,1595.86875,0.11755947,1.166543159,0,0,0,0.021003673,-0.188369858,1.157220794,0,9.923004583
0,0,64,-4.015505241,-0.830624179,-1.015241882,1.196492109,1595.86875,0.116947745,1.172232651,0,0,0,0.020704179,-0.190433289,1.162558095,0,10.02355928
0,0,65,-4.024714867,-0.826684278,-1.018930387,1.181755294,1595.86875,0.115647107,1.175283986,0,0,0,0.01973945,-0.192479352,1.165168829,0,10.16267519
0,0,66,-4.033183746,-0.822879818,-1.022323347,1.165405432,1595.86875,0.113798423,1.176192173,0,0,0,0.018272856,-0.194500099,1.165567595,0,10.33575108
0,0,67,-4.039866153,-0.819258005,-1.025425798,1.150488546,1595.86875,0.111572971,1.175569248,0,0,0,0.016489424,-0.196488496,1.164389907,0,10.53632646
0,0,68,-4.044637303,-0.815825462,-1.028216527,1.138663908,1595.86875,0.10915515,1.174080288,0,0,0,0.014578564,-0.198438561,1.162325904,0,10.75606868
0,0,69,-4.048171277,-0.812558676,-1.030675184,1.129916576,1595.86875,0.106725313,1.172381497,0,0,0,0.012717713,-0.200345923,1.16005611,0,10.98503681
0,0,70,-4.051432824,-0.809419457,-1.032804068,1.12306064,1595.86875,0.104443136,1.171061443,0,0,0,0.011057309,-0.202208682,1.158190365,0,11.21243086
0,0,71,-4.055178971,-0.806369463,-1.034636805,1.116701935,1595.86875,0.102433698,1.170592082,0,0,0,0.009709095,-0.204028171,1.157216916,0,11.42780262
0,0,72,-4.059744494,-0.803379959,-1.036233301,1.110054943,1595.86875,0.100778769,1.171296867,0,0,0,0.008739806,-0.205809121,1.157469359,0,11.6224566
0,0,73,-4.065068508,-0.800435365,-1.037665279,1.103278464,1595.86875,0.099514313,1.173339358,0,0,0,0.008170774,-0.207559127,1.159114988,0,11.79065928
