"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633005370040397e-05, 4.761537700139979e+00, -1.060279775559677e+01, -9.965167106553495e-01, 2.430823549957716e+00, 0.000000000000000e+00, 0.000000000000000e+00, -1.022870058948638e+01
1, 9.990000128750000e-01, -1.453224600050237e-04, 1.711943138756252e+00, -3.917565215159840e+00, -5.382281818766371e-01, 6.198381627778836e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.465910254394075e+00
2, 9.977599978450000e-01, -3.258643608336259e-04, 1.435491385556371e+00, -2.946466957878725e+00, -6.087910002636505e-01, 4.825947925934202e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.609436253937737e-01
3, 9.960200190539999e-01, -5.810618171904745e-04, 1.197803138278558e+00, -2.382665692300364e+00, -4.774068691014763e-01, 3.879153610797229e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.729766882562553e-01
4, 9.937800168990000e-01, -9.150986537118386e-04, 9.752172915712010e-01, -1.938205385000597e+00, -4.307146465267968e-01, 2.998941835921029e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.360785694773249e-01
5, 9.910500049590000e-01, -1.333807853298759e-03, 8.492402555161646e-01, -1.686051907741324e+00, -4.073187445351962e-01, 2.552174408033490e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.611863069810652e-01
6, 9.878399968150000e-01, -1.845288275874950e-03, 7.608234438619323e-01, -1.510556895613400e+00, -3.942759241352384e-01, 2.244710582316050e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.966947843120836e-01
7, 9.841300249100000e-01, -2.462268452925958e-03, 7.013617835862507e-01, -1.389911471831385e+00, -3.897922986106382e-01, 2.036780987001664e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.521155015213425e-01
8, 9.799500107769999e-01, -3.184920637319363e-03, 6.656263679914558e-01, -1.310688568013666e+00, -3.882560060090463e-01, 1.905891963837037e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.211346956988246e-01
9, 9.752799868580000e-01, -4.013395696248783e-03, 6.469950936661856e-01, -1.261537363963523e+00, -3.855651488637529e-01, 1.829558247882507e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.972454563093749e-02
