"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         565,      -7.319857809,      -4.436777343,      -4.357958099,      -4.348168531,      -1.841949993
          0,           0,         566,      -7.331215796,      -4.457626405,      -4.369697742,      -4.360009011,      -1.853879332
          0,           0,         567,      -7.340676325,      -4.478538155,      -4.380861696,      -4.371598005,      -1.863818384
          0,           0,         568,      -7.348053092,      -4.498775186,      -4.391220331,      -4.382703539,      -1.871543902
          0,           0,         569,      -7.353275528,      -4.517491331,      -4.400566996,      -4.393093326,      -1.876960331
          0,           0,         570,      -7.356396023,      -4.533800818,      -4.408738046,      -4.402553437,       -1.88011088
          0,           0,         571,      -7.357602815,      -4.546893178,      -4.415633271,      -4.410911318,      -1.881190695
          0,           0,         572,      -7.357217571,      -4.556175519,      -4.421231092,      -4.418057579,      -1.880541774
          0,           0,         573,      -7.355665177,      -4.561398541,      -4.425593902,      -4.423961037,      -1.878618439
          0,           0,         574,      -7.353423836,      -4.562715685,      -4.428862771,       -4.42867395,      -1.875932517
          0,           0,         575,      -7.350972752,      -4.560648274,      -4.431243138,      -4.432326043,      -1.872996435
          0,           0,         576,      -7.348752136,      -4.555972579,      -4.432984003,      -4.435108198,      -1.870279825
          0,           0,         577,      -7.347140551,      -4.549576361,      -4.434354475,      -4.437250243,      -1.868185165
          0,           0,         578,      -7.346447003,      -4.542333236,      -4.435622464,      -4.438999003,      -1.867039641
          0,           0,         579,      -7.346912511,      -4.535020504,      -4.437038599,      -4.440600598,      -1.867097382
          0,           0,         580,      -7.348715889,      -4.528280781,      -4.438825675,      -4.442287554,      -1.868546345
          0,           0,         581,      -7.351980284,      -4.522614836,      -4.441172543,      -4.444269794,      -1.871516113
          0,           0,         582,      -7.356780345,      -4.518393371,      -4.444231705,      -4.446729058,      -1.876086158
          0,           0,         583,      -7.363150799,       -4.51588011,      -4.448120299,       -4.44981671,      -1.882295085
          0,           0,         584,      -7.371093995,      -4.515258887,      -4.452923132,      -4.453653951,      -1.890148469
          0,           0,         585,      -7.380582671,      -4.516656265,      -4.458695503,      -4.458332728,      -1.899621841
          0,           0,         586,      -7.391557686,       -4.52015605,      -4.465464746,      -4.463916673,      -1.910658684
          0,           0,         587,      -7.403922887,      -4.525806229,      -4.473230347,      -4.470441809,      -1.923165506
          0,           0,         588,      -7.417538877,      -4.533620171,      -4.481961494,      -4.477915323,      -1.937005398
          0,           0,         589,      -7.432217551,      -4.543576942,      -4.491592323,        -4.4863115,       -1.95199158
          0,           0,         590,      -7.447718124,      -4.555628153,      -4.502021963,      -4.495570648,      -1.967881943
          0,           0,         591,      -7.463742811,      -4.569704068,      -4.513122111,      -4.505605346,      -1.984373433
          0,           0,         592,       -7.47993575,       -4.58570451,      -4.524742019,      -4.516306379,      -2.001099256
          0,           0,         593,      -7.495890303,      -4.603478528,      -4.536708396,      -4.527543827,      -2.017634039
          0,           0,         594,       -7.51116499,      -4.622801036,      -4.548825885,      -4.539166282,      -2.033508417
          0,           0,         595,      -7.525308554,      -4.643347483,      -4.560879968,      -4.551000007,      -2.048234398
          0,           0,         596,      -7.537895248,      -4.664667975,      -4.572641792,      -4.562848597,       -2.06134317
          0,           0,         597,      -7.548566539,      -4.686167034,      -4.583875216,      -4.574494549,      -2.072431787
          0,           0,         598,       -7.55706762,      -4.707099603,      -4.594347703,      -4.585705085,      -2.081206423
          0,           0,         599,       -7.56326905,      -4.726595983,      -4.603846563,      -4.596244033,      -2.087510963
          0,           0,         600,      -7.567181696,      -4.743728604,      -4.612199341,      -4.605890031,      -2.091347008
          0,           0,         601,       -7.56897114,      -4.757627533,      -4.619294109,      -4.614459148,      -2.092889489
          0,           0,         602,      -7.568954117,      -4.767629756,      -4.625094595,      -4.621827128,      -2.092480141
          0,           0,         603,      -7.567564956,      -4.773418641,       -4.62964693,      -4.627946174,      -2.090588402
          0,           0,         604,       -7.56530173,      -4.775098427,      -4.633077169,      -4.632852857,      -2.087751297
          0,           0,         605,      -7.562670419,      -4.773170144,      -4.635579712,       -4.63666471,      -2.084512094
          0,           0,         606,      -7.560141481,      -4.768420382,      -4.637397862,      -4.639565323,      -2.081373138
          0,           0,         607,        -7.5581247,      -4.761771356,      -4.638800493,      -4.641782338,      -2.078769037
          0,           0,         608,      -7.556960422,      -4.754145681,      -4.640060267,      -4.643565126,        -2.0770579
          0,           0,         609,      -7.556919826,      -4.746374522,      -4.641436225,      -4.645165969,      -2.076522633
          0,           0,         610,      -7.558202229,      -4.739144726,      -4.643158695,      -4.646823337,      -2.077370219
          0,           0,         611,      -7.560928759,      -4.732971568,      -4.645416169,       -4.64874706,      -2.079727977
          0,           0,         612,      -7.565157436,      -4.728212165,      -4.648354671,      -4.651114608,      -2.083659705
          0,           0,         613,      -7.570917827,      -4.725120183,      -4.652090347,      -4.654078312,      -2.089199184
          0,           0,         614,      -7.578222534,      -4.723886815,      -4.656714977,      -4.657766245,      -2.096361171
          0,           0,         615,       -7.58705744,      -4.724651847,      -4.662292137,      -4.662277085,      -2.105132726
          0,           0,         616,      -7.597373745,      -4.727509525,      -4.668854848,      -4.667678231,      -2.115466369
          0,           0,         617,      -7.609083761,      -4.732516546,      -4.676405857,      -4.674006949,      -2.127276233
          0,           0,         618,       -7.62205657,       -4.73969855,      -4.684918198,      -4.681271808,        -2.1404335
          0,           0,         619,      -7.636112972,      -4.749053547,       -4.69433555,       -4.68945368,       -2.15476074
          0,           0,         620,      -7.651020755,       -4.76055225,      -4.704572687,      -4.698506553,      -2.170026199
          0,           0,         621,      -7.666491793,      -4.774135055,      -4.715516236,      -4.708358484,      -2.185939448
          0,           0,         622,      -7.682182902,       -4.78970485,      -4.727025942,      -4.718912737,      -2.202150382
          0,           0,         623,      -7.697702573,       -4.80711463,      -4.738936605,      -4.730048954,      -2.218253914
          0,           0,         624,      -7.712625481,      -4.826149084,      -4.751060635,      -4.741623946,      -2.233802737
          0,           0,         625,      -7.726516273,      -4.846500522,      -4.763191048,       -4.75347179,      -2.248330403
          0,           0,         626,      -7.738962762,      -4.867741965,      -4.775105181,       -4.76540342,      -2.261385725
          0,           0,         627,      -7.749615194,       -4.88930408,      -4.786570179,      -4.777207248,      -2.272575764
          0,           0,         628,      -7.758221557,      -4.910466164,      -4.797352287,      -4.788653462,      -2.281607182
          0,           0,         629,      -7.764647521,      -4.930373407,      -4.807231521,      -4.799504297,      -2.288313136
          0,           0,         630,      -7.768885954,      -4.948094051,      -4.816021125,      -4.809530896,      -2.292668438
          0,           0,         631,      -7.771068462,       -4.96272663,      -4.823588799,      -4.818535444,      -2.294803478
          0,           0,         632,      -7.771468031,      -4.973547654,      -4.829874614,      -4.826374234,      -2.295005626
          0,           0,         633,      -7.770476635,      -4.980160144,      -4.834900757,       -4.83297626,      -2.293693098
          0,           0,         634,      -7.768560247,      -4.982586225,      -4.838771293,      -4.838353606,      -2.291364913
          0,           0,         635,      -7.766205967,      -4.981262003,      -4.841662387,      -4.842601073,      -2.288542808
          0,           0,         636,      -7.763876768,      -4.976937169,      -4.843804315,      -4.845884079,      -2.285721707
          0,           0,         637,      -7.761982046,      -4.970524157,      -4.845458353,      -4.848417792,      -2.283337721
          0,           0,         638,      -7.760864034,      -4.962953375,      -4.846893718,       -4.85044396,      -2.281753808
          0,           0,         639,      -7.760796161,      -4.955071186,      -4.848368936,      -4.852210979,      -2.281258525
          0,           0,         640,      -7.761987688,      -4.947588056,      -4.850119041,      -4.853958988,      -2.282071675
          0,           0,         641,      -7.764590057,       -4.94106448,      -4.852347647,      -4.855909196,       -2.28435194
          0,           0,         642,      -7.768702951,      -4.935919221,      -4.855222719,      -4.858256554,      -2.288204237
          0,           0,         643,      -7.774381583,      -4.932450335,      -4.858875847,      -4.861165861,      -2.293687968
          0,           0,         644,      -7.781645129,       -4.93086324,      -4.863404593,      -4.864771103,      -2.300825888
          0,           0,         645,       -7.79048227,      -4.931297804,      -4.868875806,      -4.869176381,      -2.309609806
          0,           0,         646,      -7.800850967,        -4.9338474,      -4.875327829,      -4.874456849,      -2.320000532
          0,           0,         647,      -7.812674249,      -4.938569309,      -4.882771396,      -4.880659601,      -2.331923894
          0,           0,         648,      -7.825834154,      -4.945488776,       -4.89118925,      -4.887804107,      -2.345264718
          0,           0,         649,      -7.840165195,      -4.954598583,      -4.900533088,      -4.895880345,      -2.359859829
          0,           0,         650,      -7.855449022,      -4.965859141,      -4.910719071,      -4.904844983,      -2.375491466
          0,           0,         651,      -7.871410508,      -4.979203707,       -4.92162922,      -4.914621995,       -2.39188172
          0,           0,         652,       -7.88771512,      -4.994539221,       -4.93311919,      -4.925109398,      -2.408688284
          0,           0,         653,      -7.903972013,      -5.011732507,      -4.945022919,       -4.93618427,      -2.425505501
          0,           0,         654,      -7.919746318,      -5.030586909,      -4.957153287,      -4.947703503,      -2.441874675
          0,           0,         655,      -7.934580597,      -5.050815548,      -4.969303519,      -4.959503002,      -2.457304917
          0,           0,         656,      -7.948026203,      -5.072013271,      -4.981250739,      -4.971396841,      -2.471306028
          0,           0,         657,      -7.959683678,      -5.093631676,      -4.992761696,      -4.983177421,      -2.483432992
          0,           0,         658,       -7.96924436,      -5.114966562,      -5.003601744,      -4.994618854,      -2.493333942
          0,           0,         659,      -7.976520423,      -5.135170556,      -5.013548824,      -5.005485985,      -2.500787579
          0,           0,         660,      -7.981462012,      -5.153304823,      -5.022412583,      -5.015550099,      -2.505726642
          0,           0,         661,      -7.984171893,      -5.168440777,      -5.030055512,      -5.024610303,      -2.508255669
          0,           0,         662,      -7.984910625,      -5.179806391,      -5.036410863,      -5.032516655,      -2.508654753
          0,           0,         663,      -7.984074384,      -5.186941479,      -5.041492771,      -5.039189427,      -2.507352474
          0,           0,         664,      -7.982146251,      -5.189804173,      -5.045396923,      -5.044630565,      -2.504870808
          0,           0,         665,      -7.979637497,      -5.188780995,      -5.048292109,      -5.048924865,      -2.501760324
          0,           0,         666,       -7.97703706,      -5.184595918,      -5.050403578,      -5.052229625,      -2.498545023
          0,           0,         667,      -7.974778335,      -5.178159916,      -5.051990638,      -5.054754902,      -2.495686636
          0,           0,         668,       -7.97322366,      -5.170419448,      -5.053323388,      -5.056740378,      -2.493568594
          0,           0,         669,      -7.972662066,      -5.162245546,      -5.054663342,      -5.058434792,      -2.492494539
          0,           0,         670,      -7.973314373,      -5.154374678,      -5.056249807,      -5.060080317,      -2.492694752
          0,           0,         671,      -7.975340315,      -5.147390631,      -5.058291378,        -5.0619014,      -2.494334813
          0,           0,         672,       -7.97884563,       -5.14173127,      -5.060961404,      -5.064097114,      -2.497524176
          0,           0,         673,      -7.983889571,      -5.137709068,        -5.0643969,      -5.066836875,      -2.502324799
          0,           0,         674,      -7.990493287,      -5.135538959,      -5.068700479,      -5.070259284,      -2.508760118
          0,           0,         675,      -7.998645602,        -5.1353658,      -5.073943334,      -5.074472609,      -2.516821078
          0,           0,         676,      -8.008303565,      -5.137284563,      -5.080167213,      -5.079555328,      -2.526466846
          0,           0,         677,      -8.019388928,      -5.141352399,      -5.087385085,      -5.085556558,       -2.53762144
          0,           0,         678,      -8.031783115,      -5.147595481,      -5.095581348,      -5.092496816,      -2.550168647
          0,           0,         679,      -8.045321814,      -5.156012625,      -5.104712081,      -5.100369148,      -2.563946232
          0,           0,         680,      -8.059789978,      -5.166575994,       -5.11470543,      -5.109140343,      -2.578740174
          0,           0,         681,      -8.074918552,       -5.17922855,      -5.125461889,      -5.118751797,      -2.594280175
          0,           0,         682,      -8.090384217,        -5.1938779,      -5.136853764,      -5.129119102,      -2.610237624
          0,           0,         683,      -8.105813324,      -5.210386686,      -5.148723575,       -5.14012974,      -2.626227335
          0,           0,         684,      -8.120791565,      -5.228559768,       -5.16088417,      -5.151641294,      -2.641815184
          0,           0,         685,      -8.134883352,      -5.248126472,      -5.173124263,      -5.163484105,      -2.656536642
          0,           0,         686,      -8.147664388,      -5.268716264,      -5.185216849,      -5.175466474,      -2.669930159
          0,           0,         687,      -8.158763554,      -5.289833031,      -5.196926155,      -5.187377936,      -2.681581927
          0,           0,         688,      -8.167901711,      -5.310839147,      -5.208014897,      -5.198992003,       -2.69117016
          0,           0,         689,      -8.174913646,      -5.330960886,       -5.21825589,      -5.210072852,      -2.698494067
          0,           0,         690,      -8.179754414,      -5.349326548,      -5.227449147,       -5.22038848,       -2.70348654
          0,           0,         691,      -8.182508717,      -5.365048729,      -5.235442578,      -5.229730523,      -2.706226802
          0,           0,         692,      -8.183400689,      -5.377350725,      -5.242151742,      -5.237937537,      -2.706949683
          0,           0,         693,      -8.182783377,      -5.385711327,      -5.247572903,      -5.244915654,      -2.706031762
          0,           0,         694,      -8.181101443,      -5.389979588,      -5.251785867,      -5.250651683,      -2.703949313
          0,           0,         695,      -8.178839066,      -5.390411494,      -5.254946635,      -5.255215928,      -2.701221078
          0,           0,         696,      -8.176470054,        -5.3876114,      -5.257271523,       -5.25875363,      -2.698353887
          0,           0,         697,      -8.174422407,      -5.382404804,      -5.259015323,      -5.261466605,      -2.695804164
          0,           0,         698,      -8.173059616,      -5.375693909,      -5.260447837,      -5.263590403,       -2.69395798
          0,           0,         699,      -8.172675594,      -5.368340598,      -5.261833578,      -5.265373094,      -2.693126057
          0,           0,         700,      -8.173497823,      -5.361095772,      -5.263417077,      -5.267058782,      -2.693547783
          0,           0,         701,      -8.175693502,      -5.354570325,      -5.265413504,      -5.268875751,      -2.695398561
          0,           0,         702,      -8.179375682,      -5.349233679,      -5.268003325,      -5.271028136,      -2.698797252
          0,           0,         703,      -8.184610187,      -5.345428601,       -5.27133047,      -5.273690944,      -2.703814163
          0,           0,         704,      -8.191424101,      -5.343396002,      -5.275503822,      -5.277008433,      -2.710480117
          0,           0,         705,      -8.199813009,      -5.343302375,       -5.28060048,      -5.281094698,      -2.718793893
          0,           0,         706,      -8.209742859,      -5.345261513,      -5.286668424,      -5.286034617,      -2.728724243
          0,           0,         707,      -8.221146772,       -5.34934756,      -5.293727788,      -5.291884702,      -2.740206933
          0,           0,         708,      -8.233919535,      -5.355601194,      -5.301771081,      -5.298673881,      -2.753139378
          0,           0,         709,      -8.247911056,      -5.364030576,      -5.310761297,      -5.306402738,      -2.767373859
          0,           0,         710,      -8.262920215,      -5.374610313,      -5.320627253,      -5.315039885,      -2.782710422
          0,           0,         711,       -8.27869077,      -5.387284991,      -5.331261926,      -5.324520016,      -2.798891176
          0,           0,         712,      -8.294908225,      -5.401973609,      -5.342528941,      -5.334749059,      -2.815595561
          0,           0,         713,      -8.311200543,      -5.418561305,      -5.354269341,      -5.345610754,      -2.832439224
          0,           0,         714,      -8.327147019,      -5.436878387,      -5.366303047,      -5.356968674,      -2.848980769
          0,           0,         715,      -8.342296762,      -5.456674461,       -5.37842957,      -5.368665601,      -2.864739047
          0,           0,         716,      -8.356196552,      -5.477590697,       -5.39043073,      -5.380522513,      -2.879221752
          0,           0,         717,      -8.368428607,       -5.49913319,      -5.402075571,      -5.392338183,      -2.891966398
          0,           0,         718,       -8.37865307,      -5.520655063,      -5.413128073,       -5.40389124,      -2.902588484
          0,           0,         719,      -8.386642308,      -5.541358961,      -5.423359385,      -5.414947206,      -2.910822938
          0,           0,         720,        -8.3923007,      -5.560333411,      -5.432565527,      -5.425272111,        -2.9165508
          0,           0,         721,      -8.395679195,      -5.576635772,      -5.440588418,      -5.434652336,      -2.919818131
          0,           0,         722,      -8.396986261,      -5.589424264,       -5.44733548,      -5.442917841,      -2.920847062
          0,           0,         723,      -8.396576137,      -5.598114808,      -5.452792724,      -5.449963376,      -2.920020172
          0,           0,         724,      -8.394908016,      -5.602510604,      -5.457028757,      -5.455762999,      -2.917833677
          0,           0,         725,       -8.39248916,      -5.602849549,      -5.460189499,      -5.460375007,      -2.914834235
          0,           0,         726,      -8.389820541,      -5.599747406,      -5.462484085,       -5.46393528,      -2.911559407
          0,           0,         727,      -8.387357165,      -5.594063183,      -5.464163659,      -5.466639792,      -2.908494744
          0,           0,         728,      -8.385486699,      -5.586742823,      -5.465497584,      -5.468721601,      -2.906051332
          0,           0,         729,      -8.384523227,       -5.57869148,      -5.466752338,      -5.470428941,      -2.904559939
          0,           0,         730,      -8.384710526,      -5.570696443,      -5.468176027,      -5.472007998,      -2.904275453
          0,           0,         731,      -8.386228999,       -5.56339602,      -5.469988401,      -5.473690478,      -2.905385293
          0,           0,         732,      -8.389202828,      -5.557278708,      -5.472375112,      -5.475684895,      -2.908018065
          0,           0,         733,       -8.39370726,      -5.552699467,      -5.475485529,      -5.478171149,      -2.912252113
          0,           0,         734,      -8.399776737,      -5.549905744,      -5.479433832,      -5.481298468,      -2.918124427
          0,           0,         735,      -8.407412414,      -5.549066055,       -5.48430201,      -5.485185651,      -2.925638453
          0,           0,         736,      -8.416584412,      -5.550293155,      -5.490142345,      -5.489921745,      -2.934766533
          0,           0,         737,      -8.427229329,      -5.553658629,       -5.49697856,        -5.4955666,      -2.945447626
          0,           0,         738,      -8.439245649,       -5.55920129,      -5.504806341,      -5.502151759,      -2.957582769
          0,           0,         739,      -8.452488313,      -5.566931673,      -5.513593837,      -5.509681785,      -2.971029458
          0,           0,         740,      -8.466763345,      -5.576833087,      -5.523281831,      -5.518135397,      -2.985595694
          0,           0,         741,      -8.481823295,      -5.588858948,      -5.533782261,      -5.527464762,      -3.001034314
          0,           0,         742,      -8.497364413,       -5.60292792,      -5.544974571,      -5.537592036,      -3.017038339
          0,           0,         743,      -8.513027301,      -5.618919387,      -5.556704681,      -5.548407302,      -3.033239401
          0,           0,         744,      -8.528404509,      -5.636665543,      -5.568791442,      -5.559773106,      -3.049213557
          0,           0,         745,      -8.543059111,      -5.655932438,      -5.581034688,      -5.571530979,      -3.064498491
          0,           0,         746,      -8.556554897,      -5.676391731,      -5.593219105,       -5.58350344,      -3.078623314
          0,           0,         747,      -8.568493826,      -5.697591964,       -5.60511671,      -5.595492924,      -3.091148119
          0,           0,         748,      -8.578555102,      -5.718938166,      -5.616492286,      -5.607282044,      -3.101707958
          0,           0,         749,      -8.586524409,      -5.739689103,       -5.62711393,      -5.618638518,      -3.110048987
          0,           0,         750,      -8.592306979,       -5.75898327,      -5.636769115,      -5.629326663,      -3.116048328
          0,           0,         751,      -8.595935831,      -5.775906342,      -5.645284794,      -5.639125527,      -3.119726867
          0,           0,         752,       -8.59758327,      -5.789606696,      -5.652548055,      -5.647851644,      -3.121261734
          0,           0,         753,      -8.597558625,      -5.799442896,      -5.658522071,      -5.655381305,      -3.120981604
          0,           0,         754,      -8.596279085,      -5.805119241,      -5.663252957,      -5.661667002,       -3.11933323
          0,           0,         755,      -8.594221326,      -5.806755508,      -5.666866584,      -5.666744828,      -3.116827796
          0,           0,         756,      -8.591868993,      -5.804858982,      -5.669556245,      -5.670730779,      -3.113983434
          0,           0,         757,      -8.589671613,      -5.800211826,      -5.671563028,      -5.673806002,      -3.111280371
          0,           0,         758,      -8.588019521,      -5.793722195,       -5.67315242,      -5.676194883,       -3.10913395
          0,           0,         759,      -8.587234482,      -5.786291011,      -5.674592298,      -5.678142556,      -3.107884885
          0,           0,         760,      -8.587569993,      -5.778723518,        -5.6761359,      -5.679896291,      -3.107800271
          0,           0,         761,      -8.589216947,      -5.771687474,      -5.678010451,      -5.681691891,      -3.109080333
          0,           0,         762,      -8.592309911,      -5.765704556,      -5.680410335,      -5.683743975,      -3.111866088
          0,           0,         763,       -8.59693328,      -5.761161197,      -5.683493776,      -5.686239576,      -3.116246668
          0,           0,         764,      -8.603129441,      -5.758331088,      -5.687383094,      -5.689335237,      -3.122268301
          0,           0,         765,      -8.610906567,      -5.757403209,      -5.692167509,      -5.693156944,      -3.129942471
          0,           0,         766,      -8.620243131,        -5.7585068,      -5.697906369,      -5.697801193,      -3.139250506
          0,           0,         767,      -8.631086183,      -5.761727702,      -5.704630936,      -5.703335891,      -3.150142121
          0,           0,         768,       -8.64334619,      -5.767116331,      -5.712344787,      -5.709801011,      -3.162530427
          0,           0,         769,      -8.656890485,      -5.774689577,      -5.721022004,      -5.717207837,      -3.176285364
          0,           0,         770,       -8.67153731,      -5.784430376,      -5.730602706,       -5.72553557,       -3.19122695
          0,           0,         771,      -8.687051201,      -5.796292078,      -5.740991091,      -5.734729317,       -3.20711925
          0,           0,         772,      -8.703139487,      -5.810204712,      -5.752061438,      -5.744704936,      -3.223665347
          0,           0,         773,      -8.719450867,      -5.826069167,      -5.763664538,      -5.755355389,      -3.240504199
          0,           0,         774,      -8.735581419,      -5.843738451,      -5.775629011,      -5.766552905,      -3.257214417
          0,           0,         775,      -8.751088991,      -5.862993864,        -5.7877618,      -5.778148696,      -3.273327171
          0,           0,         776,      -8.765517228,      -5.883518521,      -5.799850693,      -5.789972305,      -3.288350171
          0,           0,         777,      -8.778429652,          -5.90487,      -5.811668776,      -5.801831067,       -3.30180397
          0,           0,         778,      -8.789451587,      -5.926457873,      -5.822980968,      -5.813511111,      -3.313268612
          0,           0,         779,       -8.79830945,      -5.947536999,      -5.833554264,      -5.824782224,      -3.322429659
          0,           0,         780,      -8.804855786,      -5.967229654,      -5.843173304,       -5.83540884,      -3.329110415
          0,           0,         781,      -8.809084358,      -5.984590244,      -5.851660577,      -5.845167595,      -3.333292673
          0,           0,         782,      -8.811143784,      -5.998720596,      -5.858897173,      -5.853869802,      -3.335132054
          0,           0,         783,      -8.811336806,      -6.008923105,      -5.864838947,      -5.861384067,      -3.334954809
          0,           0,         784,      -8.810089441,      -6.014847813,      -5.869523952,      -5.867653693,      -3.333221508
          0,           0,         785,      -8.807898032,      -6.016575194,      -5.873070554,      -5.872705423,      -3.330467668
          0,           0,         786,      -8.805271673,      -6.014596676,       -5.87566644,      -5.876647303,      -3.327240542
          0,           0,         787,      -8.802685708,      -6.009702148,      -5.877549789,       -5.87965497,      -3.324048547
          0,           0,         788,      -8.800554466,       -6.00282426,      -5.878985933,      -5.881950111,      -3.321332124
          0,           0,         789,      -8.799219062,      -5.994895618,      -5.880244709,      -5.883777457,      -3.319451472
          0,           0,         790,      -8.798948458,       -5.98675258,      -5.881582727,      -5.885385638,      -3.318688558
          0,           0,         791,      -8.799945428,      -5.979088962,      -5.883231398,      -5.887012993,      -3.319254518
          0,           0,         792,      -8.802353647,      -5.972446277,      -5.885389686,      -5.888877505,      -3.321298172
          0,           0,         793,      -8.806265056,      -5.967224975,      -5.888220624,      -5.891170162,       -3.32491491
          0,           0,         794,      -8.811727786,       -5.96370772,      -5.891851287,      -5.894051682,      -3.330155461
          0,           0,         795,      -8.818754094,      -5.962088002,       -5.89637524,      -5.897652017,      -3.337034356
          0,           0,         796,      -8.827324806,      -5.962495809,      -5.901855393,      -5.902070991,      -3.345534574
          0,           0,         797,      -8.837388328,      -5.965015327,      -5.908325471,      -5.907378694,      -3.355606713
          0,           0,         798,      -8.848856552,      -5.969695137,      -5.915790423,      -5.913615948,      -3.367165022
          0,           0,         799,      -8.861599416,      -5.976554145,      -5.924226466,      -5.920795038,       -3.38008184
          0,           0,         800,       -8.87543966,      -5.985584509,      -5.933581212,      -5.928900742,      -3.394181829
          0,           0,         801,      -8.890147964,      -5.996751812,      -5.943773854,      -5.937891225,      -3.409236238
          0,           0,         802,      -8.905439736,      -6.009992033,      -5.954695605,       -5.94769896,       -3.42495827
          0,           0,         803,      -8.920976576,       -6.02520493,      -5.966210586,      -5.958231584,      -3.441002861
          0,           0,         804,      -8.936372709,      -6.042242867,      -5.978156997,      -5.969372263,      -3.456970908
          0,           0,         805,      -8.951208685,      -6.060894406,      -5.990348419,      -5.980979233,      -3.472421247
          0,           0,         806,      -8.965053629,      -6.080862851,      -6.002575708,      -5.992884648,      -3.486891983
          0,           0,         807,      -8.977496189,      -6.101741993,      -6.014610843,      -6.004894443,      -3.499932742
          0,           0,         808,      -8.988183407,       -6.12299425,      -6.026214263,       -6.01679104,      -3.511147255
          0,           0,         809,      -8.996857439,      -6.143940084,      -6.037145999,      -6.028339803,      -3.520236153
          0,           0,         810,      -9.003376325,       -6.16377033,      -6.047180664,      -6.039299795,      -3.527024685
          0,           0,         811,      -9.007722837,      -6.181594594,      -6.056126097,      -6.049439591,      -3.531477199
          0,           0,         812,      -9.010015788,      -6.196536335,      -6.063844043,       -6.05855832,      -3.533711081
          0,           0,         813,      -9.010515669,      -6.207868817,      -6.070268449,      -6.066508552,      -3.534001177
          0,           0,         814,      -9.009605543,      -6.215158321,      -6.075416123,       -6.07321525,      -3.532756843
          0,           0,         815,      -9.007747452,      -6.218362876,      -6.079386852,      -6.078686373,      -3.530473315
          0,           0,         816,       -9.00542954,      -6.217843453,      -6.082353728,      -6.083012804,      -3.527673635
          0,           0,         817,      -9.003117846,      -6.214282116,      -6.084545251,      -6.086356734,      -3.524856092
          0,           0,         818,        -9.0012261,      -6.208543791,      -6.086222493,      -6.088931359,      -3.522461576
          0,           0,         819,      -9.000100975,      -6.201534689,      -6.087655965,      -6.090977877,      -3.520857791
          0,           0,         820,      -9.000019877,      -6.194096649,      -6.089106686,      -6.092745316,      -3.520337512
          0,           0,         821,      -9.001196023,      -6.186948926,      -6.090813116,      -6.094475521,      -3.521124662
          0,           0,         822,      -9.003784666,      -6.180668352,      -6.092983012,      -6.096392397,      -3.523381717
          0,           0,         823,      -9.007888506,      -6.175692573,        -6.0957889,      -6.098694357,      -3.527216526
          0,           0,         824,      -9.013563957,      -6.172336685,      -6.099366847,      -6.101550075,      -3.532689702
          0,           0,         825,      -9.020828534,      -6.170818375,      -6.103818401,      -6.105097531,      -3.539822524
          0,           0,         826,      -9.029667501,      -6.171283166,      -6.109213464,      -6.109444346,      -3.548603783
          0,           0,         827,      -9.040032806,      -6.173821737,      -6.115590306,      -6.114666555,      -3.558988944
          0,           0,         828,      -9.051840794,       -6.17848277,      -6.122954632,      -6.120807224,      -3.570897685
          0,           0,         829,      -9.064970355,      -6.185287584,      -6.131281684,      -6.127878165,      -3.584211588
          0,           0,         830,      -9.079258037,      -6.194239536,       -6.14051946,      -6.135863459,      -3.598768654
          0,           0,         831,      -9.094490498,      -6.205322289,      -6.150589118,      -6.144721317,      -3.614354961
          0,           0,         832,       -9.11039898,      -6.218492296,      -6.161383745,       -6.15438465,      -3.630698161
          0,           0,         833,      -9.126657016,      -6.233669731,      -6.172768323,       -6.16476153,      -3.647463475
          0,           0,         834,      -9.142883518,      -6.250726538,      -6.184581342,      -6.175736054,      -3.664255163
          0,           0,         835,        -9.1586524,       -6.26946959,      -6.196637574,      -6.187169233,      -3.680624322
          0,           0,         836,      -9.173511723,      -6.289617732,      -6.208731651,      -6.198899429,      -3.696087327
          0,           0,         837,       -9.18701435,      -6.310774639,      -6.220642142,      -6.210742383,      -3.710157152
          0,           0,         838,      -9.198757899,      -6.332403141,      -6.232136766,      -6.222491572,      -3.722387046
          0,           0,         839,      -9.208427268,      -6.353810902,       -6.24298066,      -6.233921403,      -3.732418845
          0,           0,         840,      -9.215825434,      -6.374160286,      -6.252949751,      -6.244795766,      -3.740021276
          0,           0,         841,      -9.220891619,      -6.392516213,      -6.261849695,      -6.254883423,      -3.745114538
          0,           0,         842,      -9.223715927,      -6.407943459,      -6.269537189,      -6.263979285,       -3.74778839
          0,           0,         843,      -9.224545694,       -6.41965016,      -6.275938536,      -6.271927718,      -3.748307733
          0,           0,         844,      -9.223766773,      -6.427144394,      -6.281060668,      -6.278642512,      -3.747089056
          0,           0,         845,      -9.221855654,      -6.430347089,      -6.284992779,      -6.284119187,      -3.744646737
          0,           0,         846,      -9.219322319,      -6.429611303,      -6.287898726,      -6.288437075,      -3.741529579
          0,           0,         847,      -9.216658982,      -6.425638843,      -6.290000865,      -6.291749635,      -3.738264835
