"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633181114040432e-05, 3.350748741756051e-01, -8.237828082083901e-01, -1.146304463271765e-01, 2.333550100764262e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.725026888174704e+00
1, 9.990000128750000e-01, -1.454333977000629e-04, -4.205972308766804e-02, -4.725300945436747e-02, -9.068844918345052e-02, 4.707036000587241e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.655752334280970e-01
2, 9.977599978450000e-01, -3.270805357954221e-04, -5.665160852616574e-02, 6.109962888774726e-03, -1.185882832162215e-01, -3.297830719358945e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.144397465683974e-02
3, 9.960200190539999e-01, -5.876236258653270e-04, -7.639126019930914e-02, 4.529492018900014e-02, -1.169735236258721e-01, -1.131384042452103e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.662255999996810e-02
4, 9.937800168990000e-01, -9.387789246580090e-04, -9.710712657141164e-02, 8.298999277634075e-02, -1.247111211326269e-01, -1.978350774203829e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.849251672977068e-02
5, 9.910500049590000e-01, -1.399141242978370e-03, -1.057556016282121e-01, 1.003661286157696e-01, -1.363994185088727e-01, -2.310916141332585e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.653127969509452e-02
6, 9.878399968150000e-01, -1.993430112617104e-03, -1.072283702119093e-01, 1.069058815742147e-01, -1.520044840872965e-01, -2.428754454433003e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.947466434741540e-02
7, 9.841300249100000e-01, -2.751780872535198e-03, -1.002861438048099e-01, 1.011768740379733e-01, -1.704838538516444e-01, -2.309089466474155e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.422998540965161e-02
8, 9.799500107769999e-01, -3.683262604765611e-03, -8.397151151680012e-02, 8.207367058341604e-02, -1.893384533531611e-01, -1.937625401367766e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.945704286205100e-02
9, 9.752799868580000e-01, -4.785675822840579e-03, -5.869669027819937e-02, 5.027190505790780e-02, -2.051647350925103e-01, -1.327195990478843e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.451415843881312e-02
10, 9.701499938960000e-01, -6.019376308269108e-03, -2.675253171914455e-02, 9.074814160458007e-03, -2.144618145948036e-01, -5.362119220114096e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.692599228252245e-03
11, 9.645400047300000e-01, -7.336389432398614e-03, 7.602970153108572e-03, -3.570437129995976e-02, -2.147226024616908e-01, 3.259413766301276e-03, 0.000000000000000e+00, 0.000000000000000e+00, 4.980057359087848e-03
12, 9.584699869160000e-01, -8.673976128420243e-03, 3.840436094867501e-02, -7.630913415198376e-02, -2.056000187313053e-01, 1.107854029075243e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.278067298227585e-03
13, 9.519400000570000e-01, -9.986468756218888e-03, 6.018757394800475e-02, -1.057154420483679e-01, -1.897597392218959e-01, 1.662104638026196e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.932472876573284e-04
14, 9.449599981310000e-01, -1.125069590144016e-02, 7.049305026508021e-02, -1.206446266234790e-01, -1.717948007006447e-01, 1.920740237806921e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.579644166751873e-03
15, 9.375399947170000e-01, -1.247028553390659e-02, 7.122654756111135e-02, -1.231670072263765e-01, -1.560733819162357e-01, 1.930192246193022e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.655589030797231e-03
16, 9.296900033950000e-01, -1.366786905465598e-02, 6.717233866526665e-02, -1.189707571055915e-01, -1.450539106985100e-01, 1.812552949483779e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.810748745880168e-03
17, 9.214000105860000e-01, -1.487565945119352e-02, 6.281845943034259e-02, -1.136940341611619e-01, -1.388015318632560e-01, 1.689406783242553e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.911009385958110e-03
18, 9.126999974250000e-01, -1.611589394395753e-02, 6.106382560399493e-02, -1.110788896281801e-01, -1.362160792919425e-01, 1.632413135397288e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.398061441850812e-03
19, 9.035800099370001e-01, -1.740658235358961e-02, 6.258537279204887e-02, -1.122009318348658e-01, -1.356605322858102e-01, 1.663587585685492e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.752671236418859e-03
20, 8.940600156780000e-01, -1.875065358209030e-02, 6.712418016035070e-02, -1.168954710579291e-01, -1.358474994779276e-01, 1.772599581382841e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.066495556036271e-03
21, 8.841500282290000e-01, -2.014436635590766e-02, 7.380248197247880e-02, -1.241717976072387e-01, -1.359295532994972e-01, 1.937851837913076e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.483533301874626e-03
22, 8.738499879840000e-01, -2.158114829084452e-02, 8.165544630362512e-02, -1.329075533478245e-01, -1.354688771367105e-01, 2.134675618814888e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.079258494176361e-03
23, 8.631799817090000e-01, -2.305064215715641e-02, 9.005672615252328e-02, -1.423177643923446e-01, -1.344680379718646e-01, 2.344170281232730e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.773021981116034e-03
24, 8.521599769590000e-01, -2.454358481904990e-02, 9.846131274600595e-02, -1.517595719967885e-01, -1.329658295505829e-01, 2.555346141284348e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.621339665130034e-03
25, 8.407700061800000e-01, -2.605776558473619e-02, 1.067814515777377e-01, -1.610863232007634e-01, -1.311877210937627e-01, 2.762661827976449e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.510203522487057e-03
26, 8.290500044819999e-01, -2.758446103342116e-02, 1.149179626542038e-01, -1.701864070166649e-01, -1.292140015762122e-01, 2.966954258486544e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.446630466626156e-03
27, 8.170099854470000e-01, -2.912004470990062e-02, 1.229947156707003e-01, -1.791856363648038e-01, -1.271461830266271e-01, 3.169426249837333e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.368598261629491e-03
28, 8.046399950980000e-01, -3.066379944505500e-02, 1.311294813474422e-01, -1.882099442540736e-01, -1.250187087950901e-01, 3.373135684241801e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.224105548977593e-03
29, 7.919700145720000e-01, -3.221000036738799e-02, 1.393811815652231e-01, -1.973477318920619e-01, -1.228000479057383e-01, 3.580787351083413e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.038689284073932e-03
30, 7.790099978450000e-01, -3.375530916176289e-02, 1.478697054028295e-01, -2.067112507289781e-01, -1.205163121567670e-01, 3.792935795748086e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.439326755792647e-04
31, 7.657799720760000e-01, -3.529496291630939e-02, 1.565357344809822e-01, -2.162529654108650e-01, -1.180994500220086e-01, 4.010661788722310e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.708065008309152e-04
32, 7.522799968720000e-01, -3.682631411839336e-02, 1.653970198033269e-01, -2.259820417680987e-01, -1.155558093934688e-01, 4.232851549175302e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.904859389805151e-04
33, 7.385200262070000e-01, -3.834535672719598e-02, 1.743419762271768e-01, -2.357830351271215e-01, -1.128297270905615e-01, 4.458683072870404e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.361225276634719e-04
34, 7.245299816130000e-01, -3.984589794724134e-02, 1.833635458252337e-01, -2.456377188495800e-01, -1.099335130117581e-01, 4.685919745513004e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.161639639226321e-04
35, 7.103199958800001e-01, -4.132403876848753e-02, 1.923804062350205e-01, -2.554591869534272e-01, -1.068357735534693e-01, 4.913644394152895e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.488307942569222e-04
36, 6.958900094030001e-01, -4.277697761203406e-02, 2.014287690595977e-01, -2.652815751156327e-01, -1.035697658553788e-01, 5.141575985703269e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.074290014218427e-04
37, 6.812700033190000e-01, -4.419904401190028e-02, 2.104821617337020e-01, -2.750809083528460e-01, -1.001161908537977e-01, 5.369934881790674e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.634895512528998e-04
38, 6.664699912070000e-01, -4.558686324746725e-02, 2.195271139070978e-01, -2.848384037305598e-01, -9.650784669477774e-02, 5.597685225907442e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.683047944424583e-04
39, 6.514999866490000e-01, -4.693727466351433e-02, 2.284630861391919e-01, -2.944461422503022e-01, -9.273040206991164e-02, 5.823089581616808e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.336680543904529e-04
