"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          23,      -5.420856842,      -4.273848981,      -4.374860256,      -3.360867704,      -10.18240201,               0.5,     0.07301527009,       0.494583194,                 0,                 0,                 0,    -0.04080392154,    -0.01397746627,      0.4997483325,                 0,       6.773695329,    0.001963349514
          0,           0,          24,      -5.460217771,      -4.296393582,      -4.407800142,      -3.399395718,      -10.15369145,               0.5,     0.08316605553,      0.5659619054,                 0,                 0,                 0,     -0.0201199016,    -0.01637567723,      0.5718053063,                 0,       6.805203179,    0.001963349514
          0,           0,          25,      -5.496255051,      -4.308579204,      -4.434866706,       -3.43505785,      -10.12638561,               0.5,     0.09351104431,      0.6423254808,                 0,                 0,                 0,  -0.0002322575246,    -0.01944824778,      0.6488051359,                 0,       6.868979868,    0.001963349514
          0,           0,          26,      -5.532146436,       -4.30875963,       -4.44697983,      -3.470144998,      -10.10038195,               0.5,      0.1016377351,      0.7086896567,                 0,                 0,                 0,     0.01510824823,    -0.02296903786,      0.7155722758,                 0,       6.972702174,    0.002585024482
          0,           0,          27,       -5.56760981,      -4.302333948,       -4.44821599,      -3.504144421,       -10.0757814,               0.5,      0.1061210816,      0.7554051642,                 0,                 0,                 0,     0.02389687428,    -0.02666586627,      0.7623565948,                 0,       7.118332691,    0.002585024482
          0,           0,          28,      -5.598560477,      -4.297204782,      -4.449444365,      -3.533480481,      -10.05257043,               0.5,      0.1066117702,      0.7789948561,                 0,                 0,                 0,      0.0258833321,     -0.0302789393,      0.7856731134,                 0,        7.30683727,    0.002585024482
          0,           0,          29,       -5.62397834,      -4.298458408,      -4.457118494,      -3.557349979,      -10.03082061,               0.5,      0.1036900122,      0.7816276187,                 0,                 0,                 0,     0.02230731901,    -0.03361348364,      0.7877585206,                 0,       7.538118685,    0.002585024482
          0,           0,          30,      -5.650096828,      -4.306721626,      -4.470231343,      -3.581084809,      -10.01054417,               0.5,     0.09855060123,      0.7694637467,                 0,                 0,                 0,     0.01532688117,    -0.03656258124,      0.7748869957,                 0,       7.807803677,    0.003295888649
          0,           0,          31,      -5.685901834,      -4.319191242,      -4.483267523,       -3.61203785,      -9.991728079,               0.5,     0.09260102323,      0.7504135593,                 0,                 0,                 0,    0.007334605527,    -0.03911374145,      0.7550930901,                 0,       8.103728589,    0.003295888649
          0,           0,          32,      -5.736099945,      -4.331662862,       -4.49152946,      -3.653347134,      -9.974302951,               0.5,     0.08711517296,      0.7320890866,                 0,                 0,                 0,   0.0004343402125,    -0.04133423805,      0.7360943995,                 0,       8.403692052,    0.003295888649
          0,           0,          33,      -5.797717769,      -4.341066987,      -4.495062401,       -3.70157338,      -9.958207649,               0.5,     0.08299316943,      0.7201399745,                 0,                 0,                 0,   -0.004018947575,    -0.04331867753,      0.7236110427,                 0,       8.677099326,    0.003025052593
          0,           0,          34,      -5.856766595,      -4.346997202,      -4.497347549,      -3.745932918,      -9.943341953,               0.5,     0.08065327929,      0.7175655771,                 0,                 0,                 0,   -0.005488112223,    -0.04517598006,      0.7206694386,                 0,       8.896917564,    0.003025052593
          0,           0,          35,      -5.892545215,      -4.351058952,      -4.501370028,      -3.773483817,      -9.929662107,               0.5,     0.08004794739,      0.7246397731,                 0,                 0,                 0,   -0.004207977077,    -0.04700053686,      0.7275310469,                 0,       9.052571574,    0.003588590016
          0,           0,          36,      -5.900750705,      -4.354797741,      -4.507628567,      -3.782944101,      -9.917116487,               0.5,     0.08077662991,       0.739478755,                 0,                 0,                 0,  -0.0009592078577,    -0.04885968684,      0.7422711257,                 0,       9.154612614,    0.003588590016
          0,           0,          37,      -5.896045853,      -4.358672552,      -4.514611105,      -3.783472528,      -9.905655665,               0.5,     0.08224242411,      0.7589415521,                 0,                 0,                 0,    0.003219117875,    -0.05079584058,      0.7616927717,                 0,       9.228102895,    0.003588590016
          0,           0,          38,      -5.895711715,      -4.362313041,       -4.52040265,      -3.786001056,       -9.89527116,               0.5,     0.08382990939,      0.7795945055,                 0,                 0,                 0,    0.007320139223,    -0.05281882049,      0.7823076242,                 0,       9.299717859,    0.003588590016
          0,           0,          39,      -5.905692151,      -4.365315619,      -4.524391503,      -3.794710778,      -9.885979194,               0.5,     0.08502663242,       0.798459823,                 0,                 0,                 0,     0.01055245232,    -0.05491620639,      0.8010941439,                 0,       9.390702658,    0.003859426072
          0,           0,          40,      -5.925950852,      -4.367875482,       -4.52749295,      -3.809937674,      -9.877837388,               0.5,     0.08551064663,      0.8135658134,                 0,                 0,                 0,      0.0124833456,    -0.05706267315,      0.8160546886,                 0,       9.514204903,    0.004488332884
          0,           0,          41,      -5.952487104,       -4.37066606,      -4.530998972,      -3.829096986,      -9.870944866,               0.5,     0.08517415046,      0.8241064366,                 0,                 0,                 0,     0.01302779675,    -0.05922441718,       0.826376744,                 0,       9.675546302,    0.004488332884
          0,           0,          42,      -5.978704884,      -4.374383873,      -4.535805492,      -3.847953145,      -9.865411757,               0.5,     0.08410359214,      0.8304026081,                 0,                 0,                 0,     0.01242094102,    -0.06137203003,      0.8323913621,                 0,       9.873568857,    0.004488332884
          0,           0,          43,      -5.999499511,      -4.379479871,      -4.541704044,      -3.863165387,      -9.861318958,               0.5,     0.08251919584,      0.8335573212,                 0,                 0,                 0,     0.01107498705,    -0.06348016598,      0.8352230205,                 0,       10.10137475,    0.004488332884
          0,           0,          44,      -6.016862629,      -4.385999748,      -4.548238462,      -3.876351772,      -9.858748578,               0.5,     0.08070135354,      0.8350760882,                 0,                 0,                 0,    0.009469944919,    -0.06553412229,       0.836403049,                 0,       10.34773336,    0.004488332884
          0,           0,          45,      -6.033015058,       -4.39361903,      -4.555257166,      -3.889185564,       -9.85777557,               0.5,     0.07891621008,      0.8364404524,                 0,                 0,                 0,    0.008024987899,    -0.06752906476,      0.8374366985,                 0,       10.59909557,    0.005177818432
          0,           0,          46,      -6.049903471,      -4.401992065,      -4.562737182,      -3.903026975,      -9.858504363,               0.5,     0.07736282061,      0.8387936906,                 0,                 0,                 0,    0.007022409104,    -0.06946749029,      0.8394844425,                 0,       10.84233594,    0.005177818432
          0,           0,          47,      -6.067898249,      -4.410833974,      -4.570979963,      -3.918365168,      -9.860982161,               0.5,     0.07614588624,      0.8427841945,                 0,                 0,                 0,      0.0065847582,    -0.07135888041,      0.8432030032,                 0,       11.06802003,    0.005177818432
          0,           0,          48,       -6.08179718,      -4.420081536,      -4.580131018,      -3.932315554,       -9.86521224,               0.5,     0.07527418389,      0.8485361773,                 0,                 0,                 0,    0.006682676558,    -0.07321616098,       0.848716231,                 0,       11.27260547,    0.005177818432
          0,           0,          49,      -6.090427306,      -4.429481896,      -4.590159412,      -3.943772736,      -9.871151256,               0.5,     0.07468175352,      0.8557447874,                 0,                 0,                 0,    0.007176401307,      -0.075051353,      0.8557124516,                 0,       11.45855242,    0.005177818432
          0,           0,          50,      -6.096692509,      -4.438892009,      -4.600642633,      -3.954036974,      -9.878743776,               0.5,     0.07425714562,       0.863834828,                 0,                 0,                 0,    0.007869612248,    -0.07687433097,      0.8636058539,                 0,       11.63301957,    0.005177818432
          0,           0,          51,      -6.101668016,      -4.448179494,      -4.611242308,      -3.963586062,      -9.887866581,               0.5,     0.07387702686,      0.8721396196,                 0,                 0,                 0,    0.008562903805,    -0.07869078679,      0.8717184702,                 0,       11.80528855,    0.005926698249
          0,           0,          52,      -6.108434826,      -4.457338638,      -4.621671369,      -3.974132514,      -9.898368635,               0.5,     0.07343567919,      0.8800644252,                 0,                 0,                 0,    0.009096485074,    -0.08050155745,      0.8794462409,                 0,       11.98415314,    0.005926698249
          0,           0,          53,      -6.119688012,      -4.466393753,      -4.631765633,      -3.987325381,      -9.909997538,               0.5,     0.07286160105,      0.8871951835,                 0,                 0,                 0,    0.009376262459,    -0.08230515723,      0.8863689794,                 0,       12.17644371,    0.005926698249
          0,           0,          54,      -6.132948257,      -4.475507903,      -4.641606193,      -4.001609238,      -9.922533085,               0.5,     0.07212872353,      0.8933508421,                 0,                 0,                 0,    0.009380770906,     -0.0840958196,      0.8923038568,                 0,       12.38550744,    0.005926698249
          0,           0,          55,      -6.147159594,      -4.484864972,      -4.651237766,      -4.016351731,      -9.935660853,               0.5,     0.07125185678,      0.8985730194,                 0,                 0,                 0,    0.009150441905,    -0.08586618635,      0.8972944312,                 0,        12.6112225,    0.005926698249
          0,           0,          56,      -6.163776773,      -4.494586392,      -4.660707067,        -4.0327487,      -9.948972303,               0.5,     0.07027258134,      0.9030666426,                 0,                 0,                 0,     0.00876416475,    -0.08761089387,      0.9015497368,                 0,       12.85091035,    0.005926698249
          0,           0,          57,      -6.181028487,      -4.504578748,      -4.670121339,      -4.049505361,      -9.961981903,               0.5,     0.06924636617,      0.9071182983,                 0,                 0,                 0,    0.008313473317,    -0.08932508116,      0.9053616383,                 0,       13.09986861,    0.006736228322
          0,           0,          58,      -6.199636181,      -4.514781041,      -4.679366729,      -4.067272294,      -9.974094926,               0.5,     0.06822617756,      0.9110185806,                 0,                 0,                 0,    0.007881191594,    -0.09100704772,      0.9090255127,                 0,       13.35291838,    0.006736228322
          0,           0,          59,      -6.218406725,      -4.525041365,      -4.688471404,      -4.085595031,      -9.984831548,               0.5,     0.06725115282,      0.9150011003,                 0,                 0,                 0,    0.007526003882,    -0.09265881694,      0.9127782177,                 0,       13.60573108,    0.006736228322
          0,           0,          60,      -6.236515592,      -4.535187155,      -4.697366623,      -4.104063234,      -9.993632449,               0.5,     0.06634389393,       0.919204705,                 0,                 0,                 0,    0.007274680121,    -0.09428224082,      0.9167604163,                 0,       13.85515155,    0.006736228322
          0,           0,          61,      -6.251511993,      -4.545088296,      -4.706028628,      -4.121053102,      -9.999943459,               0.5,     0.06550658765,      0.9236670579,                 0,                 0,                 0,    0.007125663505,    -0.09588170597,      0.9210095794,                 0,         14.100369,    0.006736228322
          0,           0,          62,      -6.263501298,      -4.554575807,       -4.71440586,      -4.136398456,      -10.00325516,               0.5,      0.0647261785,       0.928340361,                 0,                 0,                 0,    0.007055965739,    -0.09746176953,      0.9254763679,                 0,        14.3425795,    0.007609236394
          0,           0,          63,      -6.273990917,      -4.563575455,       -4.72243373,      -4.150696956,      -10.00342444,               0.5,     0.06398201618,      0.9331200104,                 0,                 0,                 0,    0.007029096384,    -0.09902460376,      0.9300541812,                 0,       14.58409825,    0.007609236394
          0,           0,          64,      -6.283353609,       -4.57206545,      -4.730123903,      -4.164117247,      -10.00028494,               0.5,     0.06325026477,      0.9378784787,                 0,                 0,                 0,    0.007006071271,     -0.1005715376,      0.9346132904,                 0,       14.82805617,    0.007609236394
          0,           0,          65,      -6.291919355,      -4.580009808,      -4.737458704,        -4.1766441,       -9.99393011,               0.5,     0.06251065172,      0.9424998685,                 0,                 0,                 0,    0.006955635148,     -0.1021024102,      0.9390360385,                 0,       15.07742829,    0.007338400337
          0,           0,          66,      -6.301634446,      -4.587409108,      -4.744403561,      -4.189492169,      -9.984540855,               0.5,     0.06175082842,      0.9469021909,                 0,                 0,                 0,    0.006858888823,     -0.1036151453,      0.9432395378,                 0,       15.33424272,    0.007338400337
          0,           0,          67,      -6.312227331,      -4.594248435,      -4.750991588,      -4.202394971,      -9.972406074,               0.5,     0.06096569886,      0.9510458247,                 0,                 0,                 0,    0.006710753669,     -0.1051078814,      0.9471838842,                 0,       15.59968708,    0.007338400337
          0,           0,          68,      -6.324091521,      -4.600602094,      -4.757209012,      -4.215757924,      -9.957913734,               0.5,     0.06015794836,      0.9549330883,                 0,                 0,                 0,    0.006517917384,     -0.1065783766,       0.950871827,                 0,       15.87376422,    0.008278733381
          0,           0,          69,      -6.336941394,      -4.606463017,      -4.763128893,      -4.229513355,      -9.941457301,               0.5,     0.05933773313,      0.9586026855,                 0,                 0,                 0,    0.006295820296,     -0.1080233498,       0.954343246,                 0,       16.15502708,    0.008278733381
          0,           0,          70,      -6.349714009,      -4.611847272,       -4.76874004,      -4.242957122,       -9.92339554,               0.5,     0.05851607123,      0.9621123007,                 0,                 0,                 0,    0.006063153312,     -0.1094419671,      0.9576568622,                 0,       16.44184718,    0.008278733381
          0,           0,          71,      -6.361544165,      -4.616713113,      -4.774054552,      -4.255541138,      -9.903945593,               0.5,     0.05770547487,      0.9655234405,                 0,                 0,                 0,    0.005836036677,     -0.1108325869,      0.9608754205,                 0,       16.73192089,    0.008278733381
          0,           0,          72,      -6.371571599,      -4.621078576,      -4.779028453,      -4.266666745,      -9.883522982,               0.5,     0.05691382089,       0.968883961,                 0,                 0,                 0,    0.005626449543,     -0.1121957621,      0.9640474179,                 0,       17.02370261,    0.008278733381
          0,           0,          73,      -6.380210419,      -4.624951179,      -4.783675351,      -4.276637897,      -9.862345648,               0.5,     0.05614516687,      0.9722233533,                 0,                 0,                 0,    0.005439909978,      -0.113532618,      0.9672026019,                 0,       17.31624301,    0.008278733381
          0,           0,          74,      -6.387269119,      -4.628353855,       -4.78801793,      -4.285367507,      -9.840642828,               0.5,       0.055399503,      0.9755527303,                 0,                 0,                 0,    0.005276272068,     -0.1148450938,       0.970351915,                 0,       17.60941304,    0.009290914642
          0,           0,          75,       -6.39274267,      -4.631325962,      -4.792091183,      -4.292780042,      -9.818498039,               0.5,     0.05467432468,      0.9788650447,                 0,                 0,                 0,    0.005131188581,     -0.1161344324,      0.9734879821,                 0,       17.90355986,    0.009290914642
          0,           0,          76,      -6.397550464,      -4.633859117,      -4.795923034,      -4.299424613,      -9.796122045,               0.5,     0.05396555874,      0.9821417254,                 0,                 0,                 0,    0.004997763829,     -0.1174014202,      0.9765918067,                 0,       18.19941734,    0.009290914642
          0,           0,          77,      -6.402090661,      -4.635962752,      -4.799523397,      -4.305568225,      -9.773570604,               0.5,     0.05326937114,       0.985358977,                 0,                 0,                 0,    0.004867621128,      -0.118645701,      0.9796392893,                 0,        18.4976649,    0.009290914642
          0,           0,          78,      -6.405907501,      -4.637705921,       -4.80289069,      -4.310788982,      -9.751102216,               0.5,     0.05258133477,      0.9884956492,                 0,                 0,                 0,    0.004735269641,      -0.119867962,      0.9826088321,                 0,       18.79936395,    0.009290914642
          0,           0,          79,      -6.410939304,      -4.639100714,      -4.806095366,      -4.316552598,      -9.728600681,               0.5,     0.05189805965,      0.9915365878,                 0,                 0,                 0,    0.004597748844,       -0.12106891,      0.9854849225,                 0,       19.10546549,    0.009290914642
          0,           0,          80,      -6.415594366,       -4.64019328,      -4.809156599,      -4.321596681,      -9.706198459,               0.5,     0.05121851802,      0.9944750299,                 0,                 0,                 0,     0.00445413347,      -0.122248383,       0.988260722,                 0,       19.41631793,    0.009290914642
          0,           0,          81,      -6.420696171,      -4.640979251,      -4.812090588,      -4.326604039,      -9.684026137,               0.5,     0.05054276415,      0.9973116351,                 0,                 0,                 0,    0.004305522267,      -0.123406442,      0.9909368893,                 0,       19.73203587,     0.01038000991
          0,           0,          82,      -6.425347993,      -4.641470344,      -4.814897227,      -4.330882267,       -9.66221062,               0.5,     0.04987336724,       1.000054598,                 0,                 0,                 0,    0.004154571956,     -0.1245419798,       0.993521941,                 0,       20.05187645,     0.01038000991
          0,           0,          83,      -6.430007892,      -4.641655189,      -4.817570782,      -4.334881994,      -9.640540164,               0.5,     0.04921266361,       1.002715842,                 0,                 0,                 0,    0.004004574177,      -0.125654766,      0.9960280244,                 0,       20.37515892,     0.01038000991
          0,           0,          84,      -6.434314484,      -4.641541522,      -4.820096816,      -4.338301711,      -9.619067019,               0.5,     0.04856322008,        1.00530695,                 0,                 0,                 0,    0.003858287166,     -0.1267442841,      0.9984669927,                 0,       20.70099445,     0.01038000991
          0,           0,          85,      -6.438432739,      -4.641120882,      -4.822470071,      -4.341158539,       -9.59811548,               0.5,     0.04792636724,       1.007837251,                 0,                 0,                 0,    0.003717725277,     -0.1278108439,       1.000848265,                 0,       21.02886801,     0.01038000991
          0,           0,          86,      -6.441637167,      -4.640378585,      -4.824658991,      -4.342860783,      -9.577524981,               0.5,     0.04730287878,        1.01031331,                 0,                 0,                 0,    0.003584043488,     -0.1288548234,       1.003178439,                 0,       21.35838951,     0.01038000991
          0,           0,          87,      -6.443901523,      -4.639281428,       -4.82664009,      -4.343445307,      -9.557023977,               0.5,     0.04669290599,       1.012737254,                 0,                 0,                 0,    0.003457120398,     -0.1298764429,       1.005459638,                 0,       21.68931732,     0.01038000991
          0,           0,          88,      -6.446305246,      -4.637848143,       -4.82837285,      -4.343765472,      -9.536602529,               0.5,     0.04609593208,       1.015108963,                 0,                 0,                 0,     0.00333640769,     -0.1308761903,       1.007691651,                 0,       22.02166042,      0.0115516031
          0,           0,          89,      -6.448028609,       -4.63606267,      -4.829825478,      -4.343079411,      -9.516653823,               0.5,     0.04551126142,       1.017427906,                 0,                 0,                 0,     0.00322176893,     -0.1318546586,       1.009873837,                 0,       22.35551979,      0.0115516031
          0,           0,          90,      -6.448750426,      -4.633911894,      -4.830985393,      -4.341129034,      -9.497004458,               0.5,     0.04493851533,       1.019691809,                 0,                 0,                 0,     0.00311236582,     -0.1328118262,       1.012003891,                 0,       22.69082105,      0.0115516031
          0,           0,          91,      -6.449669923,      -4.631413169,      -4.831819437,      -4.338901208,      -9.477540901,               0.5,     0.04437735212,       1.021897346,                 0,                 0,                 0,    0.003006640256,     -0.1337474515,       1.014078476,                 0,       23.02745201,      0.0115516031
          0,           0,          92,      -6.449437766,       -4.62858123,      -4.832318117,      -4.335394719,       -9.45816082,               0.5,     0.04382721773,       1.024042579,                 0,                 0,                 0,    0.002903544672,     -0.1346617438,       1.016095587,                 0,       23.36544804,      0.0115516031
          0,           0,          93,      -6.448632521,      -4.625436149,      -4.832469108,          -4.33108,      -9.438338869,               0.5,      0.0432875947,       1.026126405,                 0,                 0,                 0,    0.002802276479,     -0.1355550214,       1.018054051,                 0,       23.70486076,      0.0115516031
          0,           0,          94,      -6.447851047,      -4.621989004,      -4.832279554,      -4.326409718,      -9.419089008,               0.5,     0.04275806182,       1.028148369,                 0,                 0,                 0,    0.002702632751,     -0.1364276198,       1.019953344,                 0,       24.04571968,      0.0115516031
          0,           0,          95,      -6.446338681,      -4.618268759,      -4.831728905,      -4.320950232,      -9.400129018,               0.5,     0.04223889205,       1.030110581,                 0,                 0,                 0,     0.00260515661,     -0.1372796368,       1.021795593,                 0,        24.3877273,      0.0115516031
          0,           0,          96,      -6.444483606,      -4.614319411,      -4.830834672,       -4.31502986,      -9.381023167,               0.5,      0.0417302457,       1.032015943,                 0,                 0,                 0,    0.002510577358,     -0.1381114184,       1.023583683,                 0,       24.73064623,      0.0115516031
          0,           0,          97,      -6.442880663,       -4.61015897,      -4.829619093,      -4.309079348,      -9.361611416,               0.5,     0.04123169074,       1.033865822,                 0,                 0,                 0,    0.002418836504,     -0.1389236273,       1.025318885,                 0,       25.07454348,     0.01281163398
          0,           0,          98,      -6.440958109,      -4.605829207,      -4.828076982,      -4.302811349,      -9.342522274,               0.5,     0.04074373597,       1.035663379,                 0,                 0,                 0,    0.002330429844,     -0.1397163113,         1.0270044,                 0,        25.4189596,     0.01281163398
          0,           0,          99,      -6.438208775,      -4.601372676,      -4.826249448,      -4.295959792,      -9.323962666,               0.5,     0.04026675746,       1.037410542,                 0,                 0,                 0,    0.002245493434,     -0.1404894352,       1.028642194,                 0,       25.76344875,     0.01281163398
          0,           0,         100,      -6.435548045,      -4.596818739,      -4.824170878,      -4.289156901,      -9.304677771,               0.5,     0.03980092921,        1.03910901,                 0,                 0,                 0,    0.002164274376,     -0.1412431224,       1.030233968,                 0,       26.10765706,     0.01281163398
          0,           0,         101,      -6.433119155,      -4.592194405,      -4.821856178,      -4.282479897,      -9.284226575,               0.5,     0.03934596253,        1.04076045,                 0,                 0,                 0,    0.002087280434,     -0.1419779465,       1.031781314,                 0,       26.45151834,     0.01281163398
          0,           0,         102,      -6.430102418,      -4.587541124,      -4.819318802,      -4.275502564,      -9.263205067,               0.5,     0.03890198785,       1.042366796,                 0,                 0,                 0,    0.002014961835,     -0.1426941154,       1.033286162,                 0,       26.79469235,     0.01281163398
          0,           0,         103,      -6.426698595,      -4.582874935,      -4.816615955,      -4.268368923,       -9.24208922,               0.5,     0.03846873977,        1.04392842,                 0,                 0,                 0,    0.001947177081,     -0.1433919545,       1.034748828,                 0,       27.13705793,     0.01281163398
          0,           0,         104,      -6.423205046,      -4.578234309,      -4.813759687,       -4.26127752,      -9.220238955,               0.5,     0.03804603699,       1.045445104,                 0,                 0,                 0,    0.001883511268,     -0.1440716049,       1.036169068,                 0,       27.47842316,     0.01281163398
          0,           0,         105,      -6.419469001,      -4.573647082,      -4.810779541,      -4.254190311,      -9.198507181,               0.5,     0.03763363827,       1.046917378,                 0,                 0,                 0,    0.001823428926,      -0.144733396,       1.037547363,                 0,       27.81865973,     0.01281163398
