Time_Iter,Outer_Iter,Inner_Iter,"    ""rms[Rho]""    ","    ""rms[RhoU]""   ","    ""rms[RhoV]""   ","    ""rms[RhoE]""   ","    ""RefForce""    ","       ""CD""       ","       ""CL""       ","       ""CSF""      ","       ""CMx""      ","       ""CMy""      ","       ""CMz""      ","       ""CFx""      ","       ""CFy""      ","       ""CFz""      ","      ""CEff""      "
0,0,26,-3.83943977,-1.297018122,-1.28312796,1.6292315,1595.86875,-0.009373608,-0.008422295,0,0,0,-0.003644417,-0.009373608,-0.008422295,0,0.898511582
0,0,27,-3.875978755,-1.313150368,-1.292039911,1.587653471,1595.86875,-0.00752096,-0.009419236,0,0,0,-0.003971514,-0.00752096,-0.009419236,0,1.252398005
0,0,28,-3.907239836,-1.325005894,-1.296224786,1.55098567,1595.86875,-0.005560851,-0.010338257,0,0,0,-0.004220772,-0.005560851,-0.010338257,0,1.85911439
0,0,29,-3.938271759,-1.335993807,-1.303503768,1.516613555,1595.86875,-0.003786332,-0.01108275,0,0,0,-0.004372934,-0.003786332,-0.01108275,0,2.927041653
0,0,30,-3.973037293,-1.347991583,-1.31709244,1.481663156,1595.86875,-0.002358258,-0.011595495,0,0,0,-0.004426418,-0.002358258,-0.011595495,0,4.916974236
0,0,31,-4.012790888,-1.361848039,-1.336563976,1.444632574,1595.86875,-0.001332442,-0.011859532,0,0,0,-0.004393284,-0.001332442,-0.011859532,0,8.900601903
0,0,32,-4.056200609,-1.377784191,-1.359404589,1.405665957,1595.86875,-0.000695812,-0.011889251,0,0,0,-0.004293315,-0.000695812,-0.011889251,0,17.08688505
0,0,33,-4.100493947,-1.395257634,-1.382523813,1.365744165,1595.86875,-0.000399558,-0.011723027,0,0,0,-0.004149544,-0.000399558,-0.011723027,0,29.33996508
0,0,34,-4.14320494,-1.412666083,-1.403683259,1.32555636,1595.86875,-0.000382465,-0.011417424,0,0,0,-0.003985182,-0.000382465,-0.011417424,0,29.85223544
0,0,35,-4.183624937,-1.427568214,-1.422360818,1.284930515,1595.86875,-0.00058322,-0.011039008,0,0,0,-0.003821033,-0.00058322,-0.011039008,0,18.92770477
0,0,36,-4.222744965,-1.437787565,-1.43954059,1.243323709,1595.86875,-0.000944401,-0.010654117,0,0,0,-0.003673494,-0.000944401,-0.010654117,0,11.28134465
0,0,37,-4.261641129,-1.44283201,-1.456710887,1.201070436,1595.86875,-0.00141181,-0.010320068,0,0,0,-0.003553791,-0.00141181,-0.010320068,0,7.309816189
0,0,38,-4.299730052,-1.444333185,-1.474890942,1.160416482,1595.86875,-0.001932595,-0.010080033,0,0,0,-0.003468405,-0.001932595,-0.010080033,0,5.215803236
0,0,39,-4.334490229,-1.444976497,-1.494196967,1.125081552,1595.86875,-0.00245464,-0.009960851,0,0,0,-0.003419952,-0.00245464,-0.009960851,0,4.057967803
0,0,40,-4.363356508,-1.446890979,-1.513954125,1.097721822,1595.86875,-0.002928121,-0.009971965,0,0,0,-0.003407565,-0.002928121,-0.009971965,0,3.405585379
0,0,41,-4.386541859,-1.450684196,-1.533142542,1.077095013,1595.86875,-0.003309282,-0.010105062,0,0,0,-0.003426723,-0.003309282,-0.010105062,0,3.053551048
0,0,42,-4.407854973,-1.45545828,-1.550925889,1.058160734,1595.86875,-0.003565855,-0.010336146,0,0,0,-0.003469457,-0.003565855,-0.010336146,0,2.898644641
0,0,43,-4.432565552,-1.459561376,-1.567012048,1.035053736,1595.86875,-0.003682123,-0.010630921,0,0,0,-0.003525627,-0.003682123,-0.010630921,0,2.887171102
0,0,44,-4.464569028,-1.461644704,-1.581691886,1.00392397,1595.86875,-0.003661354,-0.010951884,0,0,0,-0.003584824,-0.003661354,-0.010951884,0,2.991211167
0,0,45,-4.504608459,-1.46145788,-1.595593952,0.964317805,1595.86875,-0.003524573,-0.011264641,0,0,0,-0.003638045,-0.003524573,-0.011264641,0,3.196029728
0,0,46,-4.549524321,-1.4598948,-1.609329698,0.919607883,1595.86875,-0.003306217,-0.011541983,0,0,0,-0.00367864,-0.003306217,-0.011541983,0,3.490993432
0,0,47,-4.592805195,-1.45834264,-1.623204925,0.876277826,1595.86875,-0.003047922,-0.011765746,0,0,0,-0.00370258,-0.003047922,-0.011765746,0,3.860252067
0,0,48,-4.627869139,-1.457890864,-1.637098892,0.840681335,1595.86875,-0.002791778,-0.011927127,0,0,0,-0.003708341,-0.002791778,-0.011927127,0,4.272233228
0,0,49,-4.653294413,-1.458889292,-1.650540773,0.8141042,1595.86875,-0.00257418,-0.012026056,0,0,0,-0.003696617,-0.00257418,-0.012026056,0,4.671800133
0,0,50,-4.674439196,-1.460965599,-1.662951487,0.791344423,1595.86875,-0.00242115,-0.012069829,0,0,0,-0.003669948,-0.00242115,-0.012069829,0,4.985162957
0,0,51,-4.699256696,-1.463360344,-1.67394603,0.764728895,1595.86875,-0.002345864,-0.012071077,0,0,0,-0.003632207,-0.002345864,-0.012071077,0,5.145685767
0,0,52,-4.733581653,-1.465359186,-1.683537006,0.728625906,1595.86875,-0.00234862,-0.01204531,0,0,0,-0.00358797,-0.00234862,-0.01204531,0,5.128676117
0,0,53,-4.779109408,-1.466606287,-1.692123043,0.681463562,1595.86875,-0.002418898,-0.012008529,0,0,0,-0.003541878,-0.002418898,-0.012008529,0,4.964462782
0,0,54,-4.832733815,-1.467170353,-1.700284186,0.626484021,1595.86875,-0.002538752,-0.011975321,0,0,0,-0.003498085,-0.002538752,-0.011975321,0,4.717011623
0,0,55,-4.886384662,-1.467387607,-1.708521985,0.571958263,1595.86875,-0.002686678,-0.011957539,0,0,0,-0.003459876,-0.002686678,-0.011957539,0,4.45067893
0,0,56,-4.929558179,-1.467625171,-1.717082805,0.528524134,1595.86875,-0.002841183,-0.011963574,0,0,0,-0.003429468,-0.002841183,-0.011963574,0,4.210771583
0,0,57,-4.956495582,-1.468110462,-1.725924054,0.501736489,1595.86875,-0.002983587,-0.011998066,0,0,0,-0.003407951,-0.002983587,-0.011998066,0,4.021355594
0,0,58,-4.971373136,-1.468884993,-1.734803867,0.486961404,1595.86875,-0.003100093,-0.012061959,0,0,0,-0.003395316,-0.003100093,-0.012061959,0,3.89083743
0,0,59,-4.983758895,-1.469855496,-1.743432883,0.474340922,1595.86875,-0.003183061,-0.012152947,0,0,0,-0.003390578,-0.003183061,-0.012152947,0,3.818006535
0,0,60,-5.001010797,-1.470884403,-1.751615149,0.456512705,1595.86875,-0.003231106,-0.012266291,0,0,0,-0.003392026,-0.003231106,-0.012266291,0,3.79631398
0,0,61,-5.025375938,-1.47186678,-1.759315576,0.431373185,1595.86875,-0.003248092,-0.012395758,0,0,0,-0.003397536,-0.003248092,-0.012395758,0,3.816319969
0,0,62,-5.054573906,-1.47276279,-1.76663483,0.401402699,1595.86875,-0.003241473,-0.012534509,0,0,0,-0.003404878,-0.003241473,-0.012534509,0,3.866917978
0,0,63,-5.083522848,-1.47358681,-1.773725659,0.371897907,1595.86875,-0.003220431,-0.012675867,0,0,0,-0.003411969,-0.003220431,-0.012675867,0,3.936077638
0,0,64,-5.10699523,-1.47437608,-1.780707753,0.348240709,1595.86875,-0.003194167,-0.01281391,0,0,0,-0.003417069,-0.003194167,-0.01281391,0,4.011659065
0,0,65,-5.122598661,-1.475163054,-1.787623286,0.332843674,1595.86875,-0.003170577,-0.012943881,0,0,0,-0.003418905,-0.003170577,-0.012943881,0,4.082499647
0,0,66,-5.131811872,-1.475964096,-1.794442517,0.324163442,1595.86875,-0.00315545,-0.013062399,0,0,0,-0.003416719,-0.00315545,-0.013062399,0,4.139631298
0,0,67,-5.138171259,-1.476783588,-1.801101231,0.318648059,1595.86875,-0.003152149,-0.013167524,0,0,0,-0.003410272,-0.003152149,-0.013167524,0,4.17731681
0,0,68,-5.144774484,-1.477624349,-1.807542215,0.313291442,1595.86875,-0.00316168,-0.013258739,0,0,0,-0.003399802,-0.00316168,-0.013258739,0,4.193574371
0,0,69,-5.153095233,-1.478495305,-1.813741068,0.306768718,1595.86875,-0.00318303,-0.013336827,0,0,0,-0.003385941,-0.00318303,-0.013336827,0,4.18997793
0,0,70,-5.163102432,-1.479412561,-1.819710735,0.299222893,1595.86875,-0.003213693,-0.013403643,0,0,0,-0.003369597,-0.003213693,-0.013403643,0,4.170790839
0,0,71,-5.173926935,-1.480395019,-1.825489902,0.291512829,1595.86875,-0.003250277,-0.013461798,0,0,0,-0.003351822,-0.003250277,-0.013461798,0,4.141738619
0,0,72,-5.184541896,-1.481458095,-1.831124935,0.284497686,1595.86875,-0.003289113,-0.013514299,0,0,0,-0.003333672,-0.003289113,-0.013514299,0,4.108797601
0,0,73,-5.194197203,-1.482608843,-1.836653996,0.278640925,1595.86875,-0.003326783,-0.013564188,0,0,0,-0.003316101,-0.003326783,-0.013564188,0,4.077268312
0,0,74,-5.202529861,-1.483844152,-1.84209785,0.273987379,1595.86875,-0.00336052,-0.013614237,0,0,0,-0.003299875,-0.00336052,-0.013614237,0,4.051229076
0,0,75,-5.209435946,-1.48515188,-1.847457663,0.270369684,1595.86875,-0.003388445,-0.013666717,0,0,0,-0.003285532,-0.003388445,-0.013666717,0,4.033329678
0,0,76,-5.214882026,-1.48651382,-1.852717632,0.26763008,1595.86875,-0.003409657,-0.013723266,0,0,0,-0.003273374,-0.003409657,-0.013723266,0,4.024823516
0,0,77,-5.218800387,-1.487909195,-1.857850219,0.265722661,1595.86875,-0.003424175,-0.013784833,0,0,0,-0.003263482,-0.003424175,-0.013784833,0,4.025738558
0,0,78,-5.221107074,-1.489317862,-1.862822393,0.26468556,1595.86875,-0.003432792,-0.013851722,0,0,0,-0.003255756,-0.003432792,-0.013851722,0,4.035118577
0,0,79,-5.22179447,-1.490722907,-1.867602285,0.264547174,1595.86875,-0.003436843,-0.013923673,0,0,0,-0.00324996,-0.003436843,-0.013923673,0,4.051296906
0,0,80,-5.221022088,-1.492112669,-1.872165734,0.265238837,1595.86875,-0.00343796,-0.014000004,0,0,0,-0.003245772,-0.00343796,-0.014000004,0,4.072183194
0,0,81,-5.219150727,-1.493482289,-1.876502076,0.266557144,1595.86875,-0.003437816,-0.014079745,0,0,0,-0.00324283,-0.003437816,-0.014079745,0,4.095549329
0,0,82,-5.216706654,-1.494834793,-1.88061825,0.268182973,1595.86875,-0.003437914,-0.014161789,0,0,0,-0.003240771,-0.003437914,-0.014161789,0,4.119296607
0,0,83,-5.214297397,-1.496181517,-1.8845405,0.269739073,1595.86875,-0.003439428,-0.014245013,0,0,0,-0.003239259,-0.003439428,-0.014245013,0,4.141680473
0,0,84,-5.212514048,-1.497541711,-1.888313403,0.270860227,1595.86875,-0.003443106,-0.014328377,0,0,0,-0.003238009,-0.003443106,-0.014328377,0,4.161468135
0,0,85,-5.211847201,-1.498941107,-1.891996263,0.271255605,1595.86875,-0.003449247,-0.014410993,0,0,0,-0.003236799,-0.003449247,-0.014410993,0,4.178011981
0,0,86,-5.212631378,-1.500409554,-1.895657823,0.270750368,1595.86875,-0.003457731,-0.014492164,0,0,0,-0.00323547,-0.003457731,-0.014492164,0,4.191235196
0,0,87,-5.215019601,-1.501977884,-1.89937015,0.269302374,1595.86875,-0.003468107,-0.014571398,0,0,0,-0.00323393,-0.003468107,-0.014571398,0,4.20154198
0,0,88,-5.218981023,-1.503674406,-1.903202461,0.266997133,1595.86875,-0.003479698,-0.014648405,0,0,0,-0.003232145,-0.003479698,-0.014648405,0,4.209676648
0,0,89,-5.224317649,-1.505521491,-1.907215736,0.264023098,1595.86875,-0.003491727,-0.014723083,0,0,0,-0.00323013,-0.003491727,-0.014723083,0,4.216561573
0,0,90,-5.230694122,-1.50753271,-1.911458493,0.260634147,1595.86875,-0.003503431,-0.014795489,0,0,0,-0.003227939,-0.003503431,-0.014795489,0,4.223142162
0,0,91,-5.237676841,-1.509710899,-1.915963906,0.257106308,1595.86875,-0.003514161,-0.014865813,0,0,0,-0.003225657,-0.003514161,-0.014865813,0,4.23025949
0,0,92,-5.244781026,-1.512047367,-1.920748321,0.2536955,1595.86875,-0.003523447,-0.01493435,0,0,0,-0.003223385,-0.003523447,-0.01493435,0,4.238562532
0,0,93,-5.251524546,-1.514522309,-1.925811137,0.250602335,1595.86875,-0.003531035,-0.015001471,0,0,0,-0.003221236,-0.003531035,-0.015001471,0,4.248463009
0,0,94,-5.257485721,-1.517106383,-1.931135861,0.247947546,1595.86875,-0.003536886,-0.015067591,0,0,0,-0.003219325,-0.003536886,-0.015067591,0,4.260129382
0,0,95,-5.262358244,-1.519763195,-1.936692351,0.245760342,1595.86875,-0.003541148,-0.015133142,0,0,0,-0.003217764,-0.003541148,-0.015133142,0,4.273512566
0,0,96,-5.265992817,-1.522452434,-1.94244004,0.243980204,1595.86875,-0.003544111,-0.015198543,0,0,0,-0.003216651,-0.003544111,-0.015198543,0,4.288394043
0,0,97,-5.268414823,-1.525133298,-1.948331887,0.242470323,1595.86875,-0.003546143,-0.015264181,0,0,0,-0.003216069,-0.003546143,-0.015264181,0,4.304446516
0,0,98,-5.269811989,-1.527767858,-1.954318798,0.241040438,1595.86875,-0.003547634,-0.015330382,0,0,0,-0.003216083,-0.003547634,-0.015330382,0,4.321297868
0,0,99,-5.270494788,-1.530324034,-1.960354078,0.239475072,1595.86875,-0.003548941,-0.0153974,0,0,0,-0.003216732,-0.003548941,-0.0153974,0,4.338589875
0,0,100,-5.270840494,-1.532777883,-1.966397397,0.237562935,1595.86875,-0.003550348,-0.015465405,0,0,0,-0.003218034,-0.003550348,-0.015465405,0,4.356025311
0,0,101,-5.27123476,-1.535115017,-1.972417849,0.235123662,1595.86875,-0.003552038,-0.01553448,0,0,0,-0.003219984,-0.003552038,-0.01553448,0,4.373398706
0,0,102,-5.272022584,-1.537331036,-1.978395718,0.232028921,1595.86875,-0.00355409,-0.015604621,0,0,0,-0.003222557,-0.00355409,-0.015604621,0,4.390609142
0,0,103,-5.273474366,-1.539430996,-1.984322836,0.228216493,1595.86875,-0.003556482,-0.015675749,0,0,0,-0.003225709,-0.003556482,-0.015675749,0,4.407656009
0,0,104,-5.275767727,-1.541428032,-1.990201593,0.223696914,1595.86875,-0.003559112,-0.015747721,0,0,0,-0.003229385,-0.003559112,-0.015747721,0,4.424620699
0,0,105,-5.278982124,-1.543341342,-1.996042874,0.218553176,1595.86875,-0.003561825,-0.015820344,0,0,0,-0.00323352,-0.003561825,-0.015820344,0,4.441639446
0,0,106,-5.283102639,-1.545193809,-2.001863327,0.212933767,1595.86875,-0.003564444,-0.0158934,0,0,0,-0.003238048,-0.003564444,-0.0158934,0,4.458872476
0,0,107,-5.288029681,-1.547009538,-2.007682453,0.207039668,1595.86875,-0.003566793,-0.01596666,0,0,0,-0.003242902,-0.003566793,-0.01596666,0,4.47647469
0,0,108,-5.293593017,-1.548811558,-2.013519923,0.20110562,1595.86875,-0.003568728,-0.016039905,0,0,0,-0.003248023,-0.003568728,-0.016039905,0,4.494571818
0,0,109,-5.299569681,-1.5506199,-2.019393339,0.195376621,1595.86875,-0.003570146,-0.016112941,0,0,0,-0.003253362,-0.003570146,-0.016112941,0,4.513244614
0,0,110,-5.305705781,-1.552450195,-2.025316753,0.190081479,1595.86875,-0.003570995,-0.016185615,0,0,0,-0.003258879,-0.003570995,-0.016185615,0,4.532521991
0,0,111,-5.311741862,-1.554312844,-2.031299848,0.185406458,1595.86875,-0.003571278,-0.016257823,0,0,0,-0.003264553,-0.003571278,-0.016257823,0,4.552382662
0,0,112,-5.317440219,-1.556212777,-2.037347787,0.181473183,1595.86875,-0.003571038,-0.016329512,0,0,0,-0.003270373,-0.003571038,-0.016329512,0,4.572763637
0,0,113,-5.322610906,-1.558149742,-2.043461576,0.178325084,1595.86875,-0.003570354,-0.016400684,0,0,0,-0.003276345,-0.003570354,-0.016400684,0,4.593573321
0,0,114,-5.327132465,-1.56011903,-2.049638755,0.175925156,1595.86875,-0.003569325,-0.016471386,0,0,0,-0.003282484,-0.003569325,-0.016471386,0,4.614706637
0,0,115,-5.330963333,-1.562112528,-2.055874306,0.174165248,1595.86875,-0.003568053,-0.016541705,0,0,0,-0.003288813,-0.003568053,-0.016541705,0,4.636059712
0,0,116,-5.334141537,-1.564119948,-2.062161552,0.172884773,1595.86875,-0.003566635,-0.016611752,0,0,0,-0.003295363,-0.003566635,-0.016611752,0,4.657542062
0,0,117,-5.336773145,-1.566130125,-2.068492993,0.171894542,1595.86875,-0.003565153,-0.016681653,0,0,0,-0.003302161,-0.003565153,-0.016681653,0,4.679084842
0,0,118,-5.339012335,-1.568132235,-2.074860979,0.171001018,1595.86875,-0.003563666,-0.016751528,0,0,0,-0.003309233,-0.003563666,-0.016751528,0,4.700644488
0,0,119,-5.341037561,-1.570116857,-2.081258169,0.170027293,1595.86875,-0.003562212,-0.016821485,0,0,0,-0.003316598,-0.003562212,-0.016821485,0,4.722201867
0,0,120,-5.343028207,-1.572076782,-2.087677837,0.168828678,1595.86875,-0.003560806,-0.016891603,0,0,0,-0.003324264,-0.003560806,-0.016891603,0,4.743757648
0,0,121,-5.345145115,-1.574007532,-2.094114019,0.167302076,1595.86875,-0.003559447,-0.016961924,0,0,0,-0.003332228,-0.003559447,-0.016961924,0,4.765325108
0,0,122,-5.347516678,-1.575907571,-2.100561533,0.165389769,1595.86875,-0.003558122,-0.017032452,0,0,0,-0.003340472,-0.003558122,-0.017032452,0,4.786921869
0,0,123,-5.350230791,-1.577778223,-2.107015954,0.163078544,1595.86875,-0.003556811,-0.017103148,0,0,0,-0.00334897,-0.003556811,-0.017103148,0,4.808561841
0,0,124,-5.35333205,-1.579623338,-2.113473583,0.160395217,1595.86875,-0.003555497,-0.017173932,0,0,0,-0.003357681,-0.003555497,-0.017173932,0,4.830248517
0,0,125,-5.356822913,-1.581448766,-2.11993145,0.157399804,1595.86875,-0.003554163,-0.017244694,0,0,0,-0.00336656,-0.003554163,-0.017244694,0,4.851971065
0,0,126,-5.360668136,-1.583261709,-2.126387327,0.15417687,1595.86875,-0.003552801,-0.017315297,0,0,0,-0.003375552,-0.003552801,-0.017315297,0,4.873702791
0,0,127,-5.364801506,-1.585070018,-2.132839771,0.150825848,1595.86875,-0.003551411,-0.017385587,0,0,0,-0.003384603,-0.003551411,-0.017385587,0,4.895402383
0,0,128,-5.369134166,-1.586881502,-2.139288198,0.147450985,1595.86875,-0.003549999,-0.017455407,0,0,0,-0.003393658,-0.003549999,-0.017455407,0,4.917017472
0,0,129,-5.373564003,-1.58870331,-2.14573292,0.144151534,1595.86875,-0.003548576,-0.017524605,0,0,0,-0.003402665,-0.003548576,-0.017524605,0,4.938489787
0,0,130,-5.377985467,-1.590541428,-2.152175131,0.141013008,1595.86875,-0.003547155,-0.01759304,0,0,0,-0.00341158,-0.003547155,-0.01759304,0,4.959761092
0,0,131,-5.382299271,-1.592400308,-2.158616823,0.138100135,1595.86875,-0.00354575,-0.017660597,0,0,0,-0.003420364,-0.00354575,-0.017660597,0,4.980779033
0,0,132,-5.386421133,-1.594282661,-2.165060631,0.135452184,1595.86875,-0.003544372,-0.017727183,0,0,0,-0.003428989,-0.003544372,-0.017727183,0,5.001502095
0,0,133,-5.390288735,-1.596189394,-2.171509595,0.133081078,1595.86875,-0.003543027,-0.017792737,0,0,0,-0.003437433,-0.003543027,-0.017792737,0,5.021903087
0,0,134,-5.393866236,-1.598119694,-2.177966865,0.130972316,1595.86875,-0.003541715,-0.017857226,0,0,0,-0.003445686,-0.003541715,-0.017857226,0,5.041970788
0,0,135,-5.397145889,-1.600071233,-2.184435366,0.129088509,1595.86875,-0.003540433,-0.017920642,0,0,0,-0.003453743,-0.003540433,-0.017920642,0,5.061709666
0,0,136,-5.400146715,-1.602040463,-2.190917481,0.127374835,1595.86875,-0.003539169,-0.017983003,0,0,0,-0.003461606,-0.003539169,-0.017983003,0,5.081137852
0,0,137,-5.402910579,-1.604022977,-2.197414735,0.125765622,1595.86875,-0.003537909,-0.018044342,0,0,0,-0.00346928,-0.003537909,-0.018044342,0,5.100283748
0,0,138,-5.405496371,-1.6060139,-2.203927574,0.124191222,1595.86875,-0.00353664,-0.018104703,0,0,0,-0.003476775,-0.00353664,-0.018104703,0,5.119181767
0,0,139,-5.407973148,-1.608008277,-2.21045521,0.122584459,1595.86875,-0.003535345,-0.018164137,0,0,0,-0.0034841,-0.003535345,-0.018164137,0,5.137867792
0,0,140,-5.410413175,-1.610001434,-2.216995578,0.120886024,1595.86875,-0.003534013,-0.018222693,0,0,0,-0.003491264,-0.003534013,-0.018222693,0,5.156374896
0,0,141,-5.412885585,-1.611989288,-2.223545385,0.119048566,1595.86875,-0.003532632,-0.018280416,0,0,0,-0.003498275,-0.003532632,-0.018280416,0,5.174729786
0,0,142,-5.415451152,-1.613968589,-2.230100279,0.117039275,1595.86875,-0.003531199,-0.01833734,0,0,0,-0.003505136,-0.003531199,-0.01833734,0,5.192950289
0,0,143,-5.418158532,-1.615937073,-2.236655094,0.114841021,1595.86875,-0.003529713,-0.018393489,0,0,0,-0.003511851,-0.003529713,-0.018393489,0,5.211044061
0,0,144,-5.421041891,-1.617893538,-2.24320417,0.112452235,1595.86875,-0.003528178,-0.018448875,0,0,0,-0.003518417,-0.003528178,-0.018448875,0,5.229008527
0,0,145,-5.42411998,-1.619837842,-2.249741702,0.109885639,1595.86875,-0.003526604,-0.018503496,0,0,0,-0.003524833,-0.003526604,-0.018503496,0,5.246831896
0,0,146,-5.427396397,-1.621770814,-2.256262112,0.107166121,1595.86875,-0.003525,-0.018557343,0,0,0,-0.003531092,-0.003525,-0.018557343,0,5.264495041
0,0,147,-5.430860863,-1.623694124,-2.262760371,0.104327953,1595.86875,-0.00352338,-0.018610399,0,0,0,-0.003537189,-0.00352338,-0.018610399,0,5.281973906
0,0,148,-5.434491232,-1.625610091,-2.269232295,0.101411607,1595.86875,-0.003521757,-0.018662643,0,0,0,-0.003543118,-0.003521757,-0.018662643,0,5.299242135
0,0,149,-5.438256105,-1.627521482,-2.275674742,0.098460382,1595.86875,-0.003520144,-0.01871405,0,0,0,-0.003548872,-0.003520144,-0.01871405,0,5.316273607
0,0,150,-5.442117806,-1.629431294,-2.282085751,0.09551709,1595.86875,-0.003518553,-0.0187646,0,0,0,-0.003554448,-0.003518553,-0.0187646,0,5.33304464
0,0,151,-5.446035503,-1.631342546,-2.288464555,0.092621015,1595.86875,-0.003516992,-0.018814276,0,0,0,-0.003559842,-0.003516992,-0.018814276,0,5.349535659
0,0,152,-5.449968315,-1.633258094,-2.29481151,0.089805327,1595.86875,-0.003515469,-0.018863065,0,0,0,-0.003565053,-0.003515469,-0.018863065,0,5.365732268
0,0,153,-5.453878211,-1.635180479,-2.30112796,0.087095129,1595.86875,-0.003513987,-0.018910964,0,0,0,-0.003570082,-0.003513987,-0.018910964,0,5.381625677
0,0,154,-5.457732493,-1.637111815,-2.30741602,0.084506261,1595.86875,-0.003512549,-0.018957973,0,0,0,-0.003574932,-0.003512549,-0.018957973,0,5.397212578
