"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633267228290264e-05, 1.317048514477534e+00, 6.969333014124244e-01, 1.013965647787043e-01, 3.767901576108778e+00
1, 9.990000128750000e-01, -1.454877519734475e-04, 1.185342860385172e+00, 6.977982203053008e-01, 1.021592945357553e-01, 3.402630998564766e+00
2, 9.977599978450000e-01, -3.276763035648608e-04, 1.178172821647744e+00, 7.476716856789468e-01, 1.117368611408543e-01, 3.391765750314778e+00
3, 9.960200190539999e-01, -5.908371776044496e-04, 1.166679702068500e+00, 7.651650389813340e-01, 1.197152295644770e-01, 3.363504216062106e+00
4, 9.937800168990000e-01, -9.503711580592251e-04, 1.159986132989281e+00, 7.711992893294678e-01, 1.303846517851524e-01, 3.346522396834862e+00
5, 9.910500049590000e-01, -1.431104493861052e-03, 1.155444181684624e+00, 7.770114663919194e-01, 1.459144194672048e-01, 3.335653230888358e+00
6, 9.878399968150000e-01, -2.065843219501399e-03, 1.148258907086823e+00, 7.827933170736961e-01, 1.653848091918430e-01, 3.317750285447895e+00
7, 9.841300249100000e-01, -2.893124614693864e-03, 1.137024693296570e+00, 7.927082640676693e-01, 1.869052480181881e-01, 3.289771626977458e+00
8, 9.799500107769999e-01, -3.926149039608922e-03, 1.120285066336984e+00, 8.083131118566207e-01, 2.071532034259439e-01, 3.248014195084844e+00
9, 9.752799868580000e-01, -5.161198342586707e-03, 1.098046189817202e+00, 8.296434286609512e-01, 2.219460987804061e-01, 3.192469720384799e+00
10, 9.701499938960000e-01, -6.547848241434274e-03, 1.071492871889618e+00, 8.549449018301465e-01, 2.277800199464908e-01, 3.125999333456365e+00
11, 9.645400047300000e-01, -8.022614719366071e-03, 1.043291831503154e+00, 8.807365464389628e-01, 2.229478076448228e-01, 3.055124593361572e+00
12, 9.584699869160000e-01, -9.504500784122530e-03, 1.018377522492843e+00, 9.030958245527625e-01, 2.086681294202284e-01, 2.992361285997808e+00
13, 9.519400000570000e-01, -1.093395517108733e-02, 1.001213896132321e+00, 9.193025666523678e-01, 1.889479142836703e-01, 2.949120932586630e+00
14, 9.449599981310000e-01, -1.228126253321360e-02, 9.930747170868530e-01, 9.287190380959019e-01, 1.688321507271199e-01, 2.928666345237879e+00
15, 9.375399947170000e-01, -1.355173705377461e-02, 9.919169143448260e-01, 9.324442435674377e-01, 1.523102334721451e-01, 2.925785301932379e+00
16, 9.296900033950000e-01, -1.477554192782963e-02, 9.942429172428368e-01, 9.326937521462125e-01, 1.411630323002209e-01, 2.931640726708249e+00
17, 9.214000105860000e-01, -1.599452076060943e-02, 9.969086891187805e-01, 9.317216525473425e-01, 1.351082849713495e-01, 2.938316937896417e+00
18, 9.126999974250000e-01, -1.723925044204500e-02, 9.979696961632142e-01, 9.311091748849799e-01, 1.326423610582216e-01, 2.940916122498937e+00
19, 9.035800099370001e-01, -1.853309198716230e-02, 9.968244077722872e-01, 9.315492088503082e-01, 1.320253952060768e-01, 2.937925930571808e+00
20, 8.940600156780000e-01, -1.988103354206930e-02, 9.937370989595523e-01, 9.331001254950638e-01, 1.318671482045721e-01, 2.930023522902334e+00
21, 8.841500282290000e-01, -2.127896695544783e-02, 9.893276632051775e-01, 9.354486536104401e-01, 1.313465588320124e-01, 2.918771719480565e+00
22, 8.738499879840000e-01, -2.271872814055018e-02, 9.842378312307533e-01, 9.381899512527649e-01, 1.301561370112220e-01, 2.905784928131802e+00
23, 8.631799817090000e-01, -2.418816486824180e-02, 9.789837689776639e-01, 9.410060081099774e-01, 1.283282312489840e-01, 2.892370490972756e+00
24, 8.521599769590000e-01, -2.567666966974382e-02, 9.738682329029303e-01, 9.436909877198906e-01, 1.260435801878066e-01, 2.879293001759880e+00
25, 8.407700061800000e-01, -2.718134121977303e-02, 9.690075486554821e-01, 9.461648468169680e-01, 1.235126597516092e-01, 2.866848893782330e+00
26, 8.290500044819999e-01, -2.869345282018877e-02, 9.644021422988892e-01, 9.484272796953290e-01, 1.208894435158246e-01, 2.855042532398449e+00
27, 8.170099854470000e-01, -3.020986617453764e-02, 9.599911340039585e-01, 9.505140043165076e-01, 1.182664094271852e-01, 2.843721915122953e+00
28, 8.046399950980000e-01, -3.173063496671110e-02, 9.557029689298477e-01, 9.524512705860380e-01, 1.156785704104623e-01, 2.832702365428795e+00
29, 7.919700145720000e-01, -3.325105906638748e-02, 9.514929187516613e-01, 9.542749395167892e-01, 1.131222865168156e-01, 2.821873045775413e+00
30, 7.790099978450000e-01, -3.476888293133563e-02, 9.473312400415885e-01, 9.560222348456718e-01, 1.105837223789122e-01, 2.811163816059577e+00
31, 7.657799720760000e-01, -3.628047855362050e-02, 9.431702210413292e-01, 9.576890523634305e-01, 1.080366891797981e-01, 2.800444660811074e+00
32, 7.522799968720000e-01, -3.778428840116847e-02, 9.389791296400706e-01, 9.592969275240792e-01, 1.054636355748156e-01, 2.789639013485342e+00
33, 7.385200262070000e-01, -3.927739526880018e-02, 9.347597739678217e-01, 9.608388409503029e-01, 1.028493807397513e-01, 2.778749207825062e+00
34, 7.245299816130000e-01, -4.075468443770258e-02, 9.305581729829612e-01, 9.623242227979090e-01, 1.001849400921827e-01, 2.767900457907428e+00
35, 7.103199958800001e-01, -4.221322321740365e-02, 9.263887471997120e-01, 9.637180863986210e-01, 9.746181463537532e-02, 2.757120388658087e+00
36, 6.958900094030001e-01, -4.365107468095756e-02, 9.222934348354734e-01, 9.650576379007710e-01, 9.468276084319160e-02, 2.746531476451493e+00
37, 6.812700033190000e-01, -4.506334676456579e-02, 9.182636325669080e-01, 9.663053650187988e-01, 9.184153823852205e-02, 2.736098982062612e+00
38, 6.664699912070000e-01, -4.644727122910917e-02, 9.142977418020732e-01, 9.674839272287971e-01, 8.894173881356716e-02, 2.725825089232319e+00
39, 6.514999866490000e-01, -4.780013336392862e-02, 9.103488079937639e-01, 9.686012716104344e-01, 8.598465954622118e-02, 2.715587098004690e+00
40, 6.363800168040000e-01, -4.911841804733991e-02, 9.064271847603474e-01, 9.696256229763512e-01, 8.296805018193312e-02, 2.705402619436089e+00
41, 6.211299896240000e-01, -5.039880585925809e-02, 9.028051068085003e-01, 9.705696157895868e-01, 7.989348407952483e-02, 2.695997710373714e+00
42, 6.057599782940000e-01, -5.163893952196177e-02, 8.998710620464675e-01, 9.713869249269663e-01, 7.675726673535131e-02, 2.688386929685240e+00
43, 5.902799963950000e-01, -5.283651744286848e-02, 8.976187189422505e-01, 9.720858584840046e-01, 7.355990074626219e-02, 2.682553199109969e+00
44, 5.747100114820000e-01, -5.398855962694660e-02, 8.952133691553323e-01, 9.725912027148261e-01, 7.029396635099293e-02, 2.676258314371161e+00
45, 5.590599775310000e-01, -5.509294228958472e-02, 8.923923599708120e-01, 9.728982750431540e-01, 6.696031293352679e-02, 2.668805077366250e+00
46, 5.433599948880000e-01, -5.614624350351877e-02, 8.919040932839950e-01, 9.728665690720946e-01, 6.354577144131680e-02, 2.667430243139057e+00
47, 5.276100039480000e-01, -5.714719402016574e-02, 8.994270167314652e-01, 9.725041409170375e-01, 6.005279955860415e-02, 2.687191088030060e+00
48, 5.118399858470000e-01, -5.809262574024595e-02, 9.152791718575690e-01, 9.714101308518449e-01, 5.645237291118543e-02, 2.728885467271121e+00
49, 4.960500001910000e-01, -5.898126702865521e-02, 9.194013957453226e-01, 9.703403690143180e-01, 5.278994848286918e-02, 2.739462703383758e+00
50, 4.802699983120000e-01, -5.981014473543151e-02, 8.758519455922603e-01, 9.702587939334510e-01, 4.910357528677455e-02, 2.623861264536270e+00
51, 4.645099937920000e-01, -6.057746702028845e-02, 7.845702321877852e-01, 9.655766741296685e-01, 4.511229167132708e-02, 2.382636818057018e+00
52, 4.487800002100000e-01, -6.128137536596371e-02, 7.400155386121874e-01, 9.616547411296542e-01, 4.109053942223601e-02, 2.265709051226232e+00
53, 4.331099987030000e-01, -6.191915721415878e-02, 7.369585546716609e-01, 9.612541325667594e-01, 3.712249146669191e-02, 2.257620704303815e+00
54, 4.174999892710000e-01, -6.248937218992577e-02, 7.455303852205665e-01, 9.631766492689606e-01, 3.311273577799806e-02, 2.280385919495472e+00
55, 4.019699990750000e-01, -6.298970910159454e-02, 7.499080671423229e-01, 9.643984245158581e-01, 2.892432022154115e-02, 2.292091248452659e+00
56, 3.865399956700000e-01, -6.341792697206548e-02, 7.505815483280702e-01, 9.649033085644463e-01, 2.455105962962019e-02, 2.293972241661697e+00
57, 3.712300062180000e-01, -6.377185938644445e-02, 7.511275516149121e-01, 9.653860671462006e-01, 1.999837817740580e-02, 2.295521743999682e+00
58, 3.560400009160000e-01, -6.404974718395488e-02, 7.524590958998278e-01, 9.658754203357528e-01, 1.525003686041215e-02, 2.299110575590321e+00
59, 3.409900069240000e-01, -6.424931340813601e-02, 7.543481252773401e-01, 9.665074107053516e-01, 1.028785236812388e-02, 2.304201307573762e+00
60, 3.261100053790000e-01, -6.436833281718718e-02, 7.564972054896755e-01, 9.671730576020970e-01, 5.086251063787538e-03, 2.309987104149127e+00
61, 3.113999962810000e-01, -6.440492384613103e-02, 7.588989393454254e-01, 9.678919072363762e-01, -3.761012874332312e-04, 2.316457988804508e+00
62, 2.968699932100000e-01, -6.435697079820644e-02, 7.615731292105435e-01, 9.686274713958150e-01, -6.123515508213666e-03, 2.323654229611576e+00
63, 2.825500071050000e-01, -6.422253860376695e-02, 7.645414108113807e-01, 9.693826881748929e-01, -1.218378608720055e-02, 2.331635731175598e+00
64, 2.684499919410000e-01, -6.399977108721157e-02, 7.678192841224090e-01, 9.701434709586623e-01, -1.858460049391700e-02, 2.340440864851147e+00
65, 2.545700073240000e-01, -6.368653837976307e-02, 7.714405378159318e-01, 9.709097703010400e-01, -2.535293484004828e-02, 2.350161084070056e+00
66, 2.409400045870000e-01, -6.328141502759514e-02, 7.754033104861064e-01, 9.716597769662908e-01, -3.252469523392440e-02, 2.360788333159873e+00
67, 2.275699973110000e-01, -6.278275794364423e-02, 7.796174100086354e-01, 9.723423878081310e-01, -4.012957493539604e-02, 2.372075312270766e+00
68, 2.144699990750000e-01, -6.218897055221990e-02, 7.839753990132651e-01, 9.729108137637312e-01, -4.820095871243092e-02, 2.383731650821074e+00
69, 2.016600072380000e-01, -6.149909828637637e-02, 7.884878957393147e-01, 9.733485963278007e-01, -5.678287895223577e-02, 2.395785046760921e+00
70, 1.891400069000000e-01, -6.071127809449153e-02, 7.933824474991358e-01, 9.736904452813111e-01, -6.591711209470302e-02, 2.408846879697628e+00
71, 1.769299954180000e-01, -5.982492045178613e-02, 7.990345261641301e-01, 9.739690735841144e-01, -7.566255111878359e-02, 2.423916474307931e+00
