"PointID","x","y"
0, 9.997500181200000e-01, -3.633194206917260e-05
1, 9.990000128750000e-01, -1.454416640842179e-04
2, 9.977599978450000e-01, -3.271711890400089e-04
3, 9.960200190539999e-01, -5.881130159034690e-04
4, 9.937800168990000e-01, -9.405465464485996e-04
5, 9.910500049590000e-01, -1.404024152924981e-03
6, 9.878399968150000e-01, -2.004521545918310e-03
7, 9.841300249100000e-01, -2.773510468450876e-03
8, 9.799500107769999e-01, -3.720793514962689e-03
9, 9.752799868580000e-01, -4.844109244901079e-03
10, 9.701499938960000e-01, -6.102395462273475e-03
11, 9.645400047300000e-01, -7.445591325733691e-03
12, 9.584699869160000e-01, -8.808450622296314e-03
13, 9.519400000570000e-01, -1.014344224072373e-02
14, 9.449599981310000e-01, -1.142658820939330e-02
15, 9.375399947170000e-01, -1.266189960447361e-02
16, 9.296900033950000e-01, -1.387323157691959e-02
17, 9.214000105860000e-01, -1.509434543757168e-02
18, 9.126999974250000e-01, -1.634877641018440e-02
19, 9.035800099370001e-01, -1.765544974929399e-02
20, 8.940600156780000e-01, -1.901767766543054e-02
21, 8.841500282290000e-01, -2.043175115910471e-02
22, 8.738499879840000e-01, -2.189094971286510e-02
23, 8.631799817090000e-01, -2.338465572302901e-02
24, 8.521599769590000e-01, -2.490334635405680e-02
25, 8.407700061800000e-01, -2.644466680923917e-02
26, 8.290500044819999e-01, -2.799961152683955e-02
27, 8.170099854470000e-01, -2.956431564693858e-02
28, 8.046399950980000e-01, -3.113781984702154e-02
29, 7.919700145720000e-01, -3.271399318795573e-02
30, 7.790099978450000e-01, -3.428907065505443e-02
31, 7.657799720760000e-01, -3.585777996416818e-02
32, 7.522799968720000e-01, -3.741696371975925e-02
33, 7.385200262070000e-01, -3.896205573771493e-02
34, 7.245299816130000e-01, -4.048626522570741e-02
35, 7.103199958800001e-01, -4.198515620964384e-02
36, 6.958900094030001e-01, -4.345543985479940e-02
37, 6.812700033190000e-01, -4.489098074867501e-02
38, 6.664699912070000e-01, -4.628804598256252e-02
39, 6.514999866490000e-01, -4.764320573285972e-02
40, 6.363800168040000e-01, -4.895251551416317e-02
41, 6.211299896240000e-01, -5.021255078875833e-02
42, 6.057599782940000e-01, -5.142115744282698e-02
43, 5.902799963950000e-01, -5.257653945637072e-02
44, 5.747100114820000e-01, -5.367655281936956e-02
45, 5.590599775310000e-01, -5.472016753342872e-02
46, 5.433599948880000e-01, -5.570539880113279e-02
47, 5.276100039480000e-01, -5.663251715757307e-02
48, 5.118399858470000e-01, -5.750021563826074e-02
49, 4.960500001910000e-01, -5.830908549252986e-02
50, 4.802699983120000e-01, -5.905826390428581e-02
51, 4.645099937920000e-01, -5.974802079504549e-02
52, 4.487800002100000e-01, -6.037856701137848e-02
53, 4.331099987030000e-01, -6.094930881031776e-02
54, 4.174999892710000e-01, -6.146070650297861e-02
55, 4.019699990750000e-01, -6.191231563502213e-02
56, 3.865399956700000e-01, -6.230358846803352e-02
57, 3.712300062180000e-01, -6.263384042254978e-02
58, 3.560400009160000e-01, -6.290254754464515e-02
59, 3.409900069240000e-01, -6.310846261291152e-02
60, 3.261100053790000e-01, -6.325008479160395e-02
61, 3.113999962810000e-01, -6.332600636550460e-02
62, 2.968699932100000e-01, -6.333432344178251e-02
63, 2.825500071050000e-01, -6.327293294631006e-02
64, 2.684499919410000e-01, -6.313958633399842e-02
65, 2.545700073240000e-01, -6.293158291677946e-02
66, 2.409400045870000e-01, -6.264644274159752e-02
