"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -6.018135883,      -5.792288743,       -5.83442353,      -5.990508509
          0,           0,           1,      -5.800844568,      -5.763121936,      -5.666477557,      -6.188219481
          0,           0,           2,      -5.686714377,      -5.605885881,      -5.788229323,      -6.197101619
          0,           0,           3,      -5.724350937,      -5.619716277,      -5.799640883,      -6.184266537
          0,           0,           4,      -5.707271595,      -5.607864761,      -5.823031054,      -6.222380892
          0,           0,           5,      -5.715961403,      -5.594166819,      -5.891478281,      -6.201714844
          0,           0,           6,      -5.740351073,      -5.608332217,       -5.92059838,      -6.235004761
          0,           0,           7,      -5.754743284,      -5.619132214,      -5.963317422,      -6.267642919
          0,           0,           8,      -5.781443203,      -5.628853465,       -6.01824552,      -6.279958742
          0,           0,           9,      -5.801354331,      -5.633287224,      -6.079255046,      -6.298823844
          0,           0,          10,      -5.813618149,      -5.634300507,       -6.13269595,      -6.318116673
          0,           0,          11,      -5.828956451,      -5.636347511,      -6.150512229,       -6.32973119
          0,           0,          12,      -5.841843657,       -5.63725319,       -6.15538259,      -6.337612688
          0,           0,          13,      -5.848095687,      -5.637549072,      -6.165338748,      -6.345952774
          0,           0,          14,      -5.852192027,      -5.641437813,       -6.17324924,      -6.356269361
          0,           0,          15,      -5.858056325,      -5.651683442,      -6.175003811,      -6.370079194
          0,           0,          16,      -5.865871411,      -5.668413024,      -6.174170971,      -6.388373641
          0,           0,          17,      -5.874392709,      -5.689827576,      -6.172641441,      -6.409668794
          0,           0,          18,      -5.882086581,      -5.712064939,      -6.168810155,      -6.429504936
          0,           0,          19,      -5.886793457,      -5.728692695,      -6.160947265,      -6.441655485
          0,           0,          20,      -5.885930076,       -5.73207248,      -6.149082968,      -6.440799501
          0,           0,          21,      -5.877843349,      -5.717684244,      -6.134624992,      -6.425629667
          0,           0,          22,      -5.863077693,      -5.687639932,      -6.119648151,      -6.399696612
          0,           0,          23,      -5.844241116,      -5.648840374,      -6.106283804,      -6.368912454
          0,           0,          24,      -5.824698372,      -5.608384425,      -6.096124743,      -6.338525003
          0,           0,          25,      -5.807325716,      -5.571079171,      -6.089891635,      -6.311873382
          0,           0,          26,      -5.794006123,      -5.539435576,      -6.087506572,      -6.290595408
          0,           0,          27,      -5.785711622,      -5.514488443,      -6.088421729,      -6.275272535
          0,           0,          28,      -5.782808802,      -5.496513732,      -6.091996327,      -6.266022143
          0,           0,          29,       -5.78538569,      -5.485484422,      -6.097836091,      -6.263020794
          0,           0,          30,      -5.793579752,      -5.481364246,      -6.106211741,      -6.267439491
          0,           0,          31,      -5.807170875,      -5.483802625,      -6.119368037,      -6.283973465
          0,           0,          32,      -5.817284655,       -5.48672158,      -6.127446832,      -6.285241796
          0,           0,          33,      -5.833327263,      -5.497752199,       -6.13177409,      -6.293312404
          0,           0,          34,      -5.851037698,      -5.512076834,      -6.147548031,      -6.309026372
          0,           0,          35,      -5.873601696,      -5.531871378,      -6.165468385,      -6.328297936
          0,           0,          36,      -5.901042508,      -5.557474495,       -6.18705486,      -6.356152051
          0,           0,          37,      -5.931841519,      -5.587431097,      -6.214290864,      -6.388266142
          0,           0,          38,       -5.96420387,        -5.6205282,      -6.247066747,       -6.42274026
          0,           0,          39,       -5.99734115,      -5.656073214,      -6.283965808,      -6.459723854
          0,           0,          40,      -6.030854825,      -5.693695103,      -6.323427615,      -6.499561756
          0,           0,          41,      -6.064222509,      -5.732887888,      -6.365139765,      -6.541943588
          0,           0,          42,      -6.097092055,      -5.773077406,      -6.408440363,      -6.585941378
          0,           0,          43,      -6.129344053,      -5.813830192,      -6.451952249,      -6.630755759
          0,           0,          44,      -6.161004823,       -5.85486209,      -6.494446119,       -6.67576646
          0,           0,          45,      -6.192204641,      -5.895989013,      -6.534980251,      -6.720304283
          0,           0,          46,      -6.223106656,      -5.937079199,      -6.572657606,      -6.763647374
          0,           0,          47,      -6.253796622,      -5.977978163,      -6.606609019,      -6.805064067
          0,           0,          48,      -6.284193128,      -6.018413148,      -6.636207889,      -6.843800952
          0,           0,          49,      -6.314008709,      -6.057898601,      -6.661276957,      -6.879074078
          0,           0,          50,      -6.342755944,      -6.095653235,      -6.682119272,      -6.910100236
          0,           0,          51,      -6.369792742,      -6.130551866,      -6.699387399,      -6.936166657
          0,           0,          52,       -6.39441381,       -6.16117496,       -6.71389105,      -6.956734483
          0,           0,          53,      -6.415996219,       -6.18604031,      -6.726423011,      -6.971564449
          0,           0,          54,      -6.434181488,      -6.204036428,      -6.737648011,      -6.980841077
          0,           0,          55,      -6.449032477,      -6.214904457,       -6.74806223,      -6.985248493
          0,           0,          56,      -6.461086273,      -6.219476114,      -6.758009623,      -6.985938912
          0,           0,          57,      -6.471267659,      -6.219487013,      -6.767740493,      -6.984382708
          0,           0,          58,      -6.480702845,      -6.217091591,      -6.777494654,      -6.982166828
          0,           0,          59,      -6.490514349,      -6.214373854,      -6.787588473,      -6.980839385
          0,           0,          60,      -6.501649764,      -6.213038707,      -6.798494572,      -6.981877225
          0,           0,          61,      -6.514666523,      -6.214225138,      -6.810876846,      -6.986804206
          0,           0,          62,      -6.528698727,      -6.217830343,      -6.824548046,      -6.996384234
          0,           0,          63,      -6.539600346,      -6.221515999,      -6.831255071,      -6.999969293
          0,           0,          64,      -6.554303896,      -6.231053067,      -6.835716038,      -7.003712398
          0,           0,          65,       -6.57532813,      -6.246713809,      -6.850401348,      -7.018971829
          0,           0,          66,      -6.603093209,       -6.26899385,        -6.8715492,      -7.040671218
          0,           0,          67,      -6.635906879,      -6.297368347,      -6.896204089,      -7.069591586
          0,           0,          68,      -6.670310041,      -6.329395089,      -6.927669055,      -7.101687405
          0,           0,          69,      -6.704298259,      -6.364050272,      -6.964259876,      -7.136414449
          0,           0,          70,      -6.737542539,      -6.401104052,      -7.003157785,      -7.174858442
          0,           0,          71,      -6.769943654,      -6.440228321,      -7.043402459,      -7.216633425
          0,           0,          72,      -6.801387164,      -6.480882235,      -7.084887828,      -7.260504184
