"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633228550030646e-05, 1.435083341221224e-01, -4.223039898720991e-01, -9.467741399478627e-02, 1.369676329314424e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.290603067477561e+00
1, 9.990000128750000e-01, -1.454633389843079e-04, -1.159696712651498e-01, 1.027536434533118e-01, -7.980490390330652e-02, -2.005041040658233e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.694361541650607e-01
2, 9.977599978450000e-01, -3.274087222641381e-04, -1.229194782175650e-01, 1.293014683243847e-01, -1.015404305384749e-01, -2.422081559644139e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.778065785300066e-02
3, 9.960200190539999e-01, -5.893938985080824e-04, -1.344247902164628e-01, 1.505857358775174e-01, -1.035430720618922e-01, -2.895802156095743e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.415204662302318e-02
4, 9.937800168990000e-01, -9.451650727582735e-04, -1.475088342384639e-01, 1.737301066394408e-01, -1.129110769655309e-01, -3.435253398711505e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.220131446082783e-02
5, 9.910500049590000e-01, -1.416750770919387e-03, -1.519532733804926e-01, 1.831939878117148e-01, -1.263749812906501e-01, -3.618396209192153e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.724735109759485e-02
6, 9.878399968150000e-01, -2.033327972274196e-03, -1.501169242966076e-01, 1.838244838160793e-01, -1.441031204212461e-01, -3.623512728208372e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.285651207344504e-02
7, 9.841300249100000e-01, -2.829666943889619e-03, -1.402511462797067e-01, 1.732066366717318e-01, -1.649303508939762e-01, -3.410033231227706e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.943995698406649e-02
8, 9.799500107769999e-01, -3.817124794380973e-03, -1.209489343809286e-01, 1.494344701063032e-01, -1.863242839186161e-01, -2.949356212287104e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.563221208582511e-02
9, 9.752799868580000e-01, -4.992685948932402e-03, -9.214619619021672e-02, 1.124814615373043e-01, -2.046837039639712e-01, -2.240280211633141e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.092063970389651e-02
10, 9.701499938960000e-01, -6.310796381260407e-03, -5.585108916991263e-02, 6.525046738776108e-02, -2.161563555807617e-01, -1.332710465664188e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.005424835362760e-03
11, 9.645400047300000e-01, -7.714975848546638e-03, -1.635910461652722e-02, 1.358234822992972e-02, -2.177293605539672e-01, -3.357849600917658e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.826195115784568e-04
12, 9.584699869160000e-01, -9.132470326653951e-03, 1.974493256693244e-02, -3.406067833298808e-02, -2.086441565905232e-01, 5.846480850380976e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.178997927222669e-03
13, 9.519400000570000e-01, -1.051001058016749e-02, 4.582179303252499e-02, -6.933666674591700e-02, -1.915573031785490e-01, 1.252093993761345e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.217562162880714e-03
14, 9.449599981310000e-01, -1.182086595087610e-02, 5.838399844584397e-02, -8.777421797580431e-02, -1.716210130148127e-01, 1.571629301251140e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.896804244533589e-03
15, 9.375399947170000e-01, -1.306963604678852e-02, 5.926109990590819e-02, -9.127724899709551e-02, -1.539867766473163e-01, 1.587350661843680e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.419599867853329e-03
16, 9.296900033950000e-01, -1.428313955358533e-02, 5.412051216782721e-02, -8.648698180680264e-02, -1.416054856140757e-01, 1.444378601418329e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.394403471771010e-03
