"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
90, 1.789999939500000e-02, -2.753417796463340e-02, -9.730191751105066e-02, 2.402593872210667e-01, 5.478546199816750e-01, -2.137411667616976e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.316931164855399e-02
91, 1.394999958600000e-02, -2.454599661887678e-02, -1.706336121451263e-01, 3.614668843882956e-01, 5.383747115584264e-01, -3.932822744518163e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.540788658367677e-02
92, 1.049000024800000e-02, -2.145540659308630e-02, -2.440068895456264e-01, 4.892038689590454e-01, 5.113138453286592e-01, -5.704646021106815e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.296979653924172e-02
93, 7.519999985000000e-03, -1.827007267277869e-02, -3.134938539660367e-01, 6.170135113270074e-01, 4.630032046931493e-01, -7.387655782445332e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.385265007065750e-02
94, 5.040000193000000e-03, -1.499967351451692e-02, -3.765649812926925e-01, 7.404229117140565e-01, 3.898933762082095e-01, -8.876097385686293e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.849585661663544e-02
95, 3.049999941000000e-03, -1.165611452915665e-02, -4.271082759294081e-01, 8.486621093797818e-01, 2.906894127815815e-01, -1.008088480281962e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.070479824951502e-02
96, 1.560000004000000e-03, -8.279442562385771e-03, -4.643625517245280e-01, 9.348247405335689e-01, 1.646262840060795e-01, -1.082083831452018e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.919507697060017e-03
97, 5.600000150000000e-04, -4.877747043149858e-03, -4.833301280852649e-01, 9.886768397026433e-01, 3.139217935691186e-02, -1.096472020252155e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.084166920935268e-04
98, 5.999999800000000e-05, -1.530966451029575e-03, -4.744267524142897e-01, 1.007673317812250e+00, -9.199186020610586e-02, -1.079961857694364e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.097681821797906e-02
99, 0.000000000000000e+00, 0.000000000000000e+00, -4.529226096221557e-01, 9.946629214209142e-01, -1.632976327983590e-01, -1.058338187923172e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.340957409812744e-02
100, 5.999999800000000e-05, 1.394601736152896e-03, -4.287878121409809e-01, 9.559358604103037e-01, -2.326453513471910e-01, -1.015329469316195e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.789929603404179e-02
101, 5.600000150000000e-04, 4.200516718033166e-03, -3.746402043137153e-01, 8.798520212560439e-01, -3.611651634543701e-01, -8.673616541503379e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.617639304086759e-02
102, 1.560000004000000e-03, 6.878152187327408e-03, -2.841808021529819e-01, 7.363781744389294e-01, -4.910200339312981e-01, -6.404563058965766e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.448776581698112e-01
