"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.164141138,      -13.32384179,      -13.42244118,      -2.116433707,      -9.129968035,               0.5,       1.710240698,  -0.0008644417497,                 0,                 0,                 0,  -0.0001082242172,       1.710240698,  -0.0008644417497,                 0,  -0.0005054503442,    0.001231415051
          0,           0,           1,      -4.418090376,      -3.931486268,      -3.657808503,       -2.35305353,      -9.549029682,               0.5,      0.9065506593,   -0.003463359514,                 0,                 0,                 0,  -0.0007265112519,      0.9065506593,   -0.003463359514,                 0,    -0.00382037063,    0.001231415051
          0,           0,           2,      -5.252626768,        -4.2609132,      -4.241216487,      -3.200740094,       -10.2493849,               0.5,      0.5703188429,   -0.005054068229,                 0,                 0,                 0,   -0.001011420288,      0.5703188429,   -0.005054068229,                 0,   -0.008861829295,    0.001231415051
          0,           0,           3,      -5.448482327,      -4.267878635,      -4.275396611,       -3.41974403,      -10.54776375,               0.5,      0.3005982305,   -0.004286028654,                 0,                 0,                 0,  -0.0006687552002,      0.3005982305,   -0.004286028654,                 0,    -0.01425832962,    0.001231415051
          0,           0,           4,      -5.378046154,      -4.350306034,      -4.395053904,      -3.340177573,      -10.81653386,               0.5,      0.1036223061,    -0.00135032411,                 0,                 0,                 0,  -6.920898749e-05,      0.1036223061,    -0.00135032411,                 0,    -0.01303121076,    0.001231415051
          0,           0,           5,      -5.326621535,      -4.510201444,      -4.554636743,      -3.283473107,      -11.02392032,               0.5,    -0.00574656799,    0.002403835707,                 0,                 0,                 0,   0.0006246296102,    -0.00574656799,    0.002403835707,                 0,     -0.4183080599,    0.001231415051
          0,           0,           6,      -5.337470799,      -4.583271848,      -4.599850486,      -3.295426296,      -11.12710178,               0.5,     -0.0362530992,    0.004846805186,                 0,                 0,                 0,   0.0009716387208,     -0.0362530992,    0.004846805186,                 0,     -0.1336935405,    0.001231415051
          0,           0,           7,      -5.373985193,      -4.510744181,      -4.544334795,      -3.335662339,      -11.17884795,               0.5,    -0.01431935049,    0.005420953043,                 0,                 0,                 0,    0.001030678367,    -0.01431935049,    0.005420953043,                 0,     -0.3785753444,    0.001231415051
          0,           0,           8,      -5.400421823,      -4.465933456,      -4.513474096,      -3.364110106,      -11.20646485,               0.5,     0.02933512554,    0.004206564349,                 0,                 0,                 0,   0.0006849270725,     0.02933512554,    0.004206564349,                 0,      0.1433968415,    0.001231415051
          0,           0,           9,      -5.402503094,      -4.475648623,      -4.519663727,      -3.364630559,      -11.22153155,               0.5,     0.07032269317,    0.002052278654,                 0,                 0,                 0,     0.00013266829,     0.07032269317,    0.002052278654,                 0,     0.02918373233,    0.001231415051
